DTXSID,median_LD50
DTXSID50143133,831.169138139333
DTXSID70893603,1222.3075560872524
DTXSID20881398,1222.3075560872524
DTXSID0064919,1222.3075560872524
DTXSID4064921,1222.3075560872524
DTXSID4047599,1222.3075560872524
DTXSID001020978,488.92302243490053
DTXSID701020979,488.92302243490053
DTXSID30893604,1222.3075560872524
DTXSID70890617,206.206215264085
DTXSID4020795,189.17373014121384
DTXSID6044195,266.6933717415496
DTXSID0029713,58.1818396697532
DTXSID1044350,885.0781693791336
DTXSID50893606,488.92302243490053
DTXSID2025424,156.944290201603
DTXSID10143255,488.92302243490053
DTXSID9029302,1320.0921605742342
DTXSID9064924,488.92302243490053
DTXSID301335770,146.67690673047036
DTXSID2040317,852.3190230915503
DTXSID5051498,773.0551756939453
DTXSID1020194,772.4983754471436
DTXSID5020235,411.1336169005197
DTXSID9039234,152.66297622450148
DTXSID9035672,488.92302243490053
DTXSID30890638,672.2691558479892
DTXSID5023958,22.945157442869903
DTXSID6047600,488.92302243490053
DTXSID0061400,488.92302243490053
DTXSID1032305,29.08681094787378
DTXSID0034857,424.4968381278615
DTXSID0027721,488.92302243490053
DTXSID5038830,1222.3075560872524
DTXSID50860656,1222.3075560872524
DTXSID20884445,586.707626921881
DTXSID8064939,488.92302243490053
DTXSID2074611,1222.3075560872524
DTXSID2051502,640.7336209009386
DTXSID90890639,1100.076800478528
DTXSID60890641,73.33845336523521
DTXSID0026252,388.6938028357465
DTXSID5020865,488.92302243490053
DTXSID10143614,488.92302243490053
DTXSID1025431,488.92302243490053
DTXSID4026214,1681.0543031967616
DTXSID7020764,1151.8262700430043
DTXSID0026674,1222.3075560872524
DTXSID8037754,204.24331340368224
DTXSID4025587,521.5115243731838
DTXSID1044352,623.3768536044997
DTXSID7037551,1201.5973369128053
DTXSID7051507,3153.55349470511
DTXSID3047001,1022.6558723087605
DTXSID6059231,1024.791472750768
DTXSID7025895,90.45075915045663
DTXSID3025170,1941.0243990665597
DTXSID1025485,220.01536009570538
DTXSID6022422,108.54091098054796
DTXSID0021094,120.0187892329062
DTXSID1041891,550.0384002392639
DTXSID6025018,58.6707626921881
DTXSID9021847,598.9307024827544
DTXSID2049393,977.8460448698032
DTXSID4026684,757.8306847740964
DTXSID7051509,1222.3075560872524
DTXSID7024956,64.78230047262439
DTXSID6044353,806.7229870175875
DTXSID3041584,1222.3075560872524
DTXSID20890642,794.4999114567149
DTXSID40881411,1222.3075560872524
DTXSID60881413,48.89230224349005
DTXSID0032077,1.7112305785221535
DTXSID6020226,20.698543306617328
DTXSID20881414,889.7458722053977
DTXSID7064948,488.92302243490053
DTXSID6044351,51.33691735566455
DTXSID1064952,488.92302243490053
DTXSID80889532,671.2913098031183
DTXSID8024101,1222.3075560872524
DTXSID0057918,944.8049993947909
DTXSID70554727,488.92302243490053
DTXSID1020229,20.698543306617328
DTXSID1039719,73.33845336523521
DTXSID2034415,676.0587402064052
DTXSID1031042,139.49994310299522
DTXSID1047522,508.641997651409
DTXSID1064958,488.92302243490053
DTXSID40143829,546.6325569645471
DTXSID10870832,488.92302243490053
DTXSID70893608,761.4976074423591
DTXSID8051417,417.9112629352119
DTXSID40890644,48.89230224349005
DTXSID8037596,447.36456552793373
DTXSID9064970,106.09629586837353
DTXSID5042035,8287.245230271561
DTXSID1041978,473.5219472282018
DTXSID501024082,859.1925636003526
DTXSID501010215,488.92302243490053
DTXSID70872554,97.61802230601766
DTXSID10658036,488.92302243490053
DTXSID001335519,1222.3075560872524
DTXSID40893610,73.33845336523521
DTXSID8021355,977.8460448698032
DTXSID0074427,0.32992994442253554
DTXSID1050462,671.2913098031183
DTXSID8064989,244.4615112174505
DTXSID4074354,311.9328883134671
DTXSID2064991,671.2913098031183
DTXSID3025178,78.96106812323647
DTXSID4026139,366.6922668261762
DTXSID3020540,366.6922668261762
DTXSID6051512,1222.3075560872524
DTXSID6024597,1222.3075560872524
DTXSID5059246,1134.545873560187
DTXSID2044501,1222.3075560872524
DTXSID0044494,1026.3169202364145
DTXSID1051513,488.92302243490053
DTXSID6051514,917.170592228919
DTXSID4021848,158.89998229134287
DTXSID9033008,611.1537780436266
DTXSID7044502,488.92302243490053
DTXSID4059257,141.29875348368637
DTXSID9026689,706.4937674184317
DTXSID9021849,29.437064081994265
DTXSID9021392,1564.5536717916827
DTXSID3026691,488.92302243490053
DTXSID0021096,1941.0243990665597
DTXSID2024953,261.57381700267206
DTXSID4026183,134.37028028501868
DTXSID8047056,20391.51075773784
DTXSID0025789,97.604275225
DTXSID201019575,73.33845336523521
DTXSID7044762,1222.3075560872524
DTXSID50431406,488.92302243490053
DTXSID5032361,43.51414899670617
DTXSID50144847,942.8081549307082
DTXSID401017670,122.23075560872522
DTXSID3041904,687.3540508802823
DTXSID80893614,488.92302243490053
DTXSID6022478,941.9166103767619
DTXSID0026175,198.50274710857008
DTXSID6051516,488.92302243490053
DTXSID5029718,3911.3841794792097
DTXSID8073009,1222.3075560872524
DTXSID10883104,671.2913098031183
DTXSID20648387,488.92302243490053
DTXSID6024177,1.5431060170831203
DTXSID8075176,122.23075560872522
DTXSID801019428,512.7867920038179
DTXSID7037555,733.3845336523525
DTXSID2044763,488.92302243490053
DTXSID4065024,1222.3075560872524
DTXSID70172884,929.9315886711826
DTXSID10883109,73.33845336523521
DTXSID70893108,934.8208188955317
DTXSID20893618,488.92302243490053
DTXSID3021851,500.99701392345975
DTXSID8026694,959.95898755979
DTXSID9025297,1368.9844628177236
DTXSID0020606,2749.4162035211275
DTXSID3026697,488.92302243490053
DTXSID2059271,1026.7383471132928
DTXSID6042151,638.0445442775456
DTXSID6047602,696.7153069697332
DTXSID8026698,1368.9844628177236
DTXSID9022520,549.8832407042266
DTXSID7047510,464.4768713131558
DTXSID1047603,1222.3075560872524
DTXSID3041663,801.8337567932371
DTXSID7044506,1222.3075560872524
DTXSID7059274,488.92302243490053
DTXSID7044764,1238.9400072391295
DTXSID6044355,48.89230224349005
DTXSID5025819,611.1537780436266
DTXSID6047604,1120.850030678228
DTXSID1047605,1100.076800478528
DTXSID2044765,806.7229870175875
DTXSID1047607,831.169138139333
DTXSID7059276,1222.3075560872524
DTXSID6047608,1222.3075560872524
DTXSID7042279,1222.3075560872524
DTXSID2059277,993.0073527929577
DTXSID1033876,360.8251905569569
DTXSID501014586,305.5768890218133
DTXSID1025271,73.33845336523521
DTXSID5051521,374.75240038829855
DTXSID7059278,965.1883262411419
DTXSID2044767,1481.6812194889667
DTXSID3021853,488.92302243490053
DTXSID2021656,550.0384002392639
DTXSID8021854,86.29491345976007
DTXSID2020006,50.45178733461278
DTXSID0051522,977.8460448698032
DTXSID2044769,931.3983577384876
DTXSID701020193,488.92302243490053
DTXSID101020945,773.0551756939453
DTXSID90893620,611.1537780436266
DTXSID70893623,488.92302243490053
DTXSID5034357,390.0674325911723
DTXSID401035664,488.92302243490053
DTXSID70432258,64.09834900047719
DTXSID6041268,1222.3075560872524
DTXSID10893627,488.92302243490053
DTXSID70431160,488.92302243490053
DTXSID7044504,20.698543306617328
DTXSID0047030,1206.662019369337
DTXSID8061422,488.92302243490053
DTXSID7032555,1222.3075560872524
DTXSID9047415,1222.3075560872524
DTXSID001236094,488.92302243490053
DTXSID701020317,73.33845336523521
DTXSID2046703,488.92302243490053
DTXSID7044508,151.32167544360175
DTXSID1065053,488.92302243490053
DTXSID30883121,488.92302243490053
DTXSID10890656,855.6152892610768
DTXSID4047757,640.7336209009386
DTXSID2042515,488.92302243490053
DTXSID70890657,488.92302243490053
DTXSID0051520,643.0778326374653
DTXSID3049201,140.11582225127748
DTXSID60889590,348.60211499608454
DTXSID4049664,773.0551756939453
DTXSID90890659,151.32167544360175
DTXSID7020346,1904.8440954063738
DTXSID1059288,488.92302243490053
DTXSID6059289,488.92302243490053
DTXSID0051524,1222.3075560872524
DTXSID7040732,611.1537780436266
DTXSID0026701,344.690730816605
DTXSID5047166,1222.3075560872524
DTXSID1044770,819.9488354468201
DTXSID4041731,220.01536009570538
DTXSID0049028,733.3845336523525
DTXSID5026702,1222.3075560872524
DTXSID5033836,396.0276481722696
DTXSID0042325,1075.6306493567831
DTXSID4020086,462.84284548216436
DTXSID3025883,1222.3075560872524
DTXSID1047609,1146.6261248845813
DTXSID0047610,1222.3075560872524
DTXSID9041491,488.92302243490053
DTXSID1024835,818.9460625784582
DTXSID5059298,332.05397032876726
DTXSID0034229,1613.4459740351735
DTXSID2059300,834.3471377851588
DTXSID40861713,1014.7705986158779
DTXSID00861714,708.9383825306056
DTXSID5026706,1222.3075560872524
DTXSID4034287,4522.5379575228335
DTXSID0051528,759.8483549250412
DTXSID7051476,12.223075560872529
DTXSID4025298,77.24983754471437
DTXSID5020605,492.14550043028146
DTXSID7059303,209.07467493168033
DTXSID4051530,226.27418752048914
DTXSID2021860,279.1750458103288
DTXSID7021861,89.96183612802182
DTXSID2059308,466.18810189167823
DTXSID9026710,469.366101537505
DTXSID7024532,317.79996458268573
DTXSID5027724,117.83044840681126
DTXSID4057922,1222.3075560872524
DTXSID3034610,322.20027178459964
DTXSID801016529,488.92302243490053
DTXSID70893643,73.33845336523521
DTXSID60864266,721.1614580914788
DTXSID0041692,488.92302243490053
DTXSID7032424,1222.3075560872524
DTXSID4065070,488.92302243490053
DTXSID101020983,488.92302243490053
DTXSID40893650,488.92302243490053
DTXSID7022253,339.8015005922561
DTXSID5051527,151.32167544360175
DTXSID60909060,81.82126780448063
DTXSID60893652,488.92302243490053
DTXSID4032374,0.1368984462817723
DTXSID5027354,1222.3075560872524
DTXSID6040616,488.92302243490053
DTXSID20893653,488.92302243490053
DTXSID901035669,488.92302243490053
DTXSID5052672,639.4961551610587
DTXSID90884477,1222.3075560872524
DTXSID4051532,476.6999468740283
DTXSID4026711,488.92302243490053
DTXSID2033863,406.9531620584537
DTXSID9026712,463.7676797978993
DTXSID6044357,301.36304505694784
DTXSID4026713,749.5048007765972
DTXSID5047611,1222.3075560872524
DTXSID8033649,488.92302243490053
DTXSID1040110,1222.3075560872524
DTXSID4026715,48.1147835616198
DTXSID9026716,684.4922314088624
DTXSID4026717,1823.6828736821817
DTXSID7021863,3852.0919287464017
DTXSID6040111,2149.406549155919
DTXSID8020466,109.40206572339815
DTXSID9026718,488.92302243490053
DTXSID6030607,1117.1891062637503
DTXSID3025041,2090.681951980234
DTXSID8025591,1144.0798724976676
DTXSID4020240,360.5807290457394
DTXSID30871588,366.6922668261762
DTXSID6059318,2938.623008852715
DTXSID5047613,1063.4075737959108
DTXSID1059319,488.92302243490053
DTXSID7021865,2085.2566906848515
DTXSID3026724,914.2827837454031
DTXSID1044510,168.9229042512585
DTXSID1044772,2053.476694226586
DTXSID0047614,1399.2085127277276
DTXSID0020654,1547.4413660064604
DTXSID501019005,1222.3075560872524
DTXSID8051540,1222.3075560872524
DTXSID90883167,1222.3075560872524
DTXSID1044774,1222.3075560872524
DTXSID2021866,3153.55349470511
DTXSID4051534,1222.3075560872524
DTXSID60864286,1222.3075560872524
DTXSID401045039,488.92302243490053
DTXSID6043753,365.87648769147825
DTXSID40893655,488.92302243490053
DTXSID30884491,488.92302243490053
DTXSID5040752,1941.0243990665597
DTXSID6032354,340.29042361469067
DTXSID5037579,1564.5536717916827
DTXSID2065127,278.6861227878936
DTXSID2033445,408.00626222192506
DTXSID2065129,1529.946309031945
DTXSID90909750,227.10474392101153
DTXSID0029719,185.3018255028276
DTXSID8021274,21.62931848327862
DTXSID90147413,1296.2700722443242
DTXSID20872988,1222.3075560872524
DTXSID60352911,73.33845336523521
DTXSID90884497,498.57564122841086
DTXSID0027727,356.6693448662605
DTXSID5027728,488.92302243490053
DTXSID6044359,1222.3075560872524
DTXSID8026725,2444.6151121745047
DTXSID10861720,1191.3580375288507
DTXSID7025053,288.1204745114639
DTXSID5044360,1222.3075560872524
DTXSID3026726,843.3922137002039
DTXSID3041790,1222.3075560872524
DTXSID8026727,880.0614403828208
DTXSID3026728,1100.076800478528
DTXSID60881216,1204.5578950750266
DTXSID3042059,1222.3075560872524
DTXSID1047152,2605.959709578023
DTXSID1040112,8468.146748572499
DTXSID8026729,718.7168429793036
DTXSID8051542,6346.220831205015
DTXSID4047044,1222.3075560872524
DTXSID2047438,674.7137709601634
DTXSID4042337,1408.7220406966392
DTXSID3051543,331.4270015453532
DTXSID2021868,977.8460448698032
DTXSID8024814,564.9943972372706
DTXSID7021869,50.603532822012255
DTXSID1020431,635.5999291653709
DTXSID9020295,75.78306847740969
DTXSID1021871,241.52797308284144
DTXSID6021872,155.9043585004098
DTXSID9021138,24.744745831690153
DTXSID6020145,31.779996458268574
DTXSID9059339,1144.0798724976676
DTXSID8051544,272.86793882091837
DTXSID1021873,1196.6390974094209
DTXSID5025152,1222.3075560872524
DTXSID3041954,1222.3075560872524
DTXSID0041224,1222.3075560872524
DTXSID0047616,773.0551756939453
DTXSID8044753,1222.3075560872524
DTXSID3059345,1222.3075560872524
DTXSID2026739,403.3614935087929
DTXSID20572158,9.467953617338834
DTXSID6020569,7.333845336523513
DTXSID1020566,51.33691735566455
DTXSID0025361,145.1417339987403
DTXSID9039232,240.2846503680734
DTXSID3020415,30.495042539610036
DTXSID6021874,488.92302243490053
DTXSID8024442,48.89230224349005
DTXSID00147469,488.92302243490053
DTXSID20147486,1222.3075560872524
DTXSID4024729,2444.6151121745047
DTXSID00893656,165.01152007177905
DTXSID601019410,1222.3075560872524
DTXSID30860412,773.0551756939453
DTXSID901031500,488.92302243490053
DTXSID201009950,488.92302243490053
DTXSID001020192,509.45778937716665
DTXSID301035685,1222.3075560872524
DTXSID60893657,611.1537780436266
DTXSID4020327,1222.3075560872524
DTXSID5035618,419.16417496269406
DTXSID701020212,488.92302243490053
DTXSID9040213,488.92302243490053
DTXSID6042494,1263.86601299422
DTXSID3020419,33.921681347103465
DTXSID5027356,594.8005282134344
DTXSID10341431,73.33845336523521
DTXSID4057928,342.7695615097278
DTXSID60598337,251.7953565539744
DTXSID6044777,781.7879128734065
DTXSID1044512,488.92302243490053
DTXSID90352060,494.62513501497455
DTXSID70558068,1222.3075560872524
DTXSID00546498,48.89230224349005
DTXSID9047122,1222.3075560872524
DTXSID5020023,1.9108442614471852
DTXSID5026750,119.72625740307488
DTXSID4039231,92.65091275141384
DTXSID6020438,188.23536363743685
DTXSID1021877,18.579074852526258
DTXSID6021878,90.45075915045663
DTXSID8024440,14.389676591518198
DTXSID1021879,18.334613341308778
DTXSID5020029,22.734920543222877
DTXSID5021881,218.30412951718347
DTXSID8020044,24.2016896105276
DTXSID5021883,13.738649933166208
DTXSID4020292,23.95722809931015
DTXSID8020597,2146.8119427638353
DTXSID5025364,806.7229870175875
DTXSID6020307,199.72505466465725
DTXSID5025609,351.9736429869575
DTXSID3021304,488.92302243490053
DTXSID5021885,1148.9691027220185
DTXSID8022666,2732.8352338998798
DTXSID0021886,76.51645301106205
DTXSID4026769,1134.3014120489697
DTXSID9040710,488.92302243490053
DTXSID3059349,488.92302243490053
DTXSID6041472,77.3055175693945
DTXSID3026770,162.03998100742768
DTXSID1040114,129.37199178332764
DTXSID3040728,488.92302243490053
DTXSID6044513,1222.3075560872524
DTXSID6042232,1222.3075560872524
DTXSID7059355,104.3850652898514
DTXSID8029606,168.67844274004062
DTXSID0021888,391.13841794792097
DTXSID8026773,3687.0194062411633
DTXSID8021515,718.7168429793036
DTXSID30880973,638.0445442775456
DTXSID0030823,1222.3075560872524
DTXSID8026775,19.01149997929464
DTXSID8024284,1045.5618834770355
DTXSID8035184,843.3922137002039
DTXSID10890515,804.2783719054132
DTXSID5061451,198.74720861978756
DTXSID0042329,488.92302243490053
DTXSID10890535,613.5983931558005
DTXSID1024122,488.92302243490053
DTXSID0044361,488.92302243490053
DTXSID7047487,412.988041657404
DTXSID3020598,73.33845336523521
DTXSID0061458,254.2399716661482
DTXSID401030688,488.92302243490053
DTXSID6040115,1318.8862787356584
DTXSID8057930,13.445383116959778
DTXSID4061460,73.33845336523521
DTXSID30147997,222.70271248521144
DTXSID9061463,302.02814512468353
DTXSID50147999,6.111537780436262
DTXSID30148000,24.446151121745036
DTXSID001035686,773.0551756939453
DTXSID5027358,1093.2651139290945
DTXSID9032113,450.76475415325785
DTXSID2038788,529.7388442226384
DTXSID6057617,73.33845336523521
DTXSID7038789,77.24983754471437
DTXSID60619152,1222.3075560872524
DTXSID2020505,298.26748983641113
DTXSID1020980,97.7143940444843
DTXSID3021431,611.1537780436266
DTXSID5021889,367.04706317007134
DTXSID2026781,633.1553140531969
DTXSID5031210,332.46765525573295
DTXSID9025085,132.00921605742343
DTXSID4021890,2737.9689256354472
DTXSID2025478,1650.1152007177905
DTXSID3031492,488.92302243490053
DTXSID7026786,133.03595440453657
DTXSID0024395,154.0107520669938
DTXSID2051554,1222.3075560872524
DTXSID0047618,1222.3075560872524
DTXSID7021287,438.78396648420164
DTXSID7024166,251.7953565539744
DTXSID2026789,1222.3075560872524
DTXSID6026298,977.8460448698032
DTXSID6024200,127.11998583307421
DTXSID0024761,80.43236052009514
DTXSID1026792,231.6623359097621
DTXSID4021137,88.00614403828209
DTXSID2021238,124.6753707208996
DTXSID5047619,215.12612987135645
DTXSID5044362,213.31280589163063
DTXSID4029145,488.92302243490053
DTXSID1034715,61.960746078566096
DTXSID6026795,15645.536717916844
DTXSID3047057,1222.3075560872524
DTXSID1026796,1513.2167544360173
DTXSID6026797,1466.7690673047036
DTXSID1025148,539.8184389903821
DTXSID8026309,100.10696889612998
DTXSID6051560,73.33845336523521
DTXSID1051561,244.4615112174505
DTXSID6026799,79.9389141681063
DTXSID6020802,935.7986649403998
DTXSID7024873,1222.3075560872524
DTXSID8026802,870.2829799341231
DTXSID4025080,782.2768358958413
DTXSID5024637,582.3073197199675
DTXSID0047749,491.89990692036855
DTXSID7021360,1364.0952325933733
DTXSID4021892,187.56746550443643
DTXSID4020298,488.92302243490053
DTXSID1023996,91.12326838261475
DTXSID4021894,427.80764463053873
DTXSID6020359,428.2614039373185
DTXSID5021124,129.56460094524866
DTXSID7026811,11.245229516002716
DTXSID9021897,173.56767296439008
DTXSID90579553,488.92302243490053
DTXSID5041851,1222.3075560872524
DTXSID701045040,488.92302243490053
DTXSID7051559,122.23075560872522
DTXSID90148768,488.92302243490053
DTXSID4021898,551.9940923290028
DTXSID9029146,359.6028830008694
DTXSID9021899,198.01382408613497
DTXSID4047620,440.0307201914108
DTXSID8024810,83.60583683636804
DTXSID1059363,488.92302243490053
DTXSID6059364,1222.3075560872524
DTXSID3029607,1978.6512828775278
DTXSID9047621,2033.5519608212999
DTXSID10883184,1222.3075560872524
DTXSID7041702,3905.76936055494
DTXSID10873803,488.92302243490053
DTXSID4047624,1222.3075560872524
DTXSID1041847,4191.106027392012
DTXSID8042187,488.92302243490053
DTXSID7021655,438.8938637014285
DTXSID8029608,3202.445796948606
DTXSID5025102,104.14949812516095
DTXSID3024449,219.9532962816905
DTXSID4047466,488.92302243490053
DTXSID6021901,2290.604360107508
DTXSID3042342,268.90766233919544
DTXSID6021903,674.9582324713817
DTXSID2025846,488.92302243490053
DTXSID7025849,1123.7895670666207
DTXSID8020206,652.7122349505937
DTXSID1051565,268.90766233919544
DTXSID1021904,105.11844982350374
DTXSID1026823,12.962700722443241
DTXSID6021905,28.113073790006812
DTXSID1021906,127.96340081398739
DTXSID1025433,1249.9850397314294
DTXSID6026824,366.6922668261762
DTXSID0059376,147.0937668883805
DTXSID5025603,459.5876410888071
DTXSID5024182,601.375317594929
DTXSID1025564,1570.1762865496853
DTXSID50890493,488.92302243490053
DTXSID6021909,132.00921605742343
DTXSID3029609,1503.4382939873208
DTXSID6040117,659.8016187758991
DTXSID1021328,0.4033614935087933
DTXSID40392759,773.0551756939453
DTXSID40552533,1222.3075560872524
DTXSID9032375,977.8460448698032
DTXSID201019799,57.970959974737355
DTXSID401335523,122.23075560872522
DTXSID30889269,488.92302243490053
DTXSID40911388,773.0551756939453
DTXSID701335734,227.10474392101153
DTXSID40889270,488.92302243490053
DTXSID3047760,508.47994333229747
DTXSID8026145,342.24611570443045
DTXSID0026830,488.92302243490053
DTXSID2024955,488.92302243490053
DTXSID5021914,782.2768358958413
DTXSID6023602,552.4830153514379
DTXSID8021517,212.8472344387187
DTXSID3021518,2427.196286955226
DTXSID5026122,115.51938115839481
DTXSID5026837,3278.9622499596603
DTXSID5042243,1658.0186372502271
DTXSID8025595,12.223075560872529
DTXSID0026838,850.0211309634665
DTXSID4026840,2749.4162035211275
DTXSID9059385,1222.3075560872524
DTXSID9026841,3226.0201174474705
DTXSID0044363,1222.3075560872524
DTXSID0021915,3537.358067316512
DTXSID9047629,1222.3075560872524
DTXSID4026842,773.0551756939453
DTXSID5021916,359.75639994518457
DTXSID3021277,2346.830507687527
DTXSID00861734,1728.2149640611892
DTXSID5044364,137.72168342646304
DTXSID3049203,488.92302243490053
DTXSID3026275,172.34536540830265
DTXSID4041107,199.47402149816034
DTXSID9026059,89.82089463486292
DTXSID7021653,941.9102027208363
DTXSID2024666,401.6912524067997
DTXSID9026849,0.1955692089739604
DTXSID4021921,32.26891948070346
DTXSID0025286,347.2512665047185
DTXSID9021922,255.74693583424585
DTXSID8059392,219.02851026101402
DTXSID3059393,488.92302243490053
DTXSID7024087,540.4479543916254
DTXSID4021923,2055.6680845025985
DTXSID9038717,244.4615112174505
DTXSID1021164,705.1348108575461
DTXSID9021924,217.81520649474842
DTXSID6041426,269.5493798406668
DTXSID4021925,2002.139776870922
DTXSID6021165,108.78537249176557
DTXSID2025688,317.041472137072
DTXSID5021629,864.1290839230346
DTXSID2021654,744.65046368399
DTXSID9047469,109.23901517129575
DTXSID8020179,488.92302243490053
DTXSID6051566,10.511844982350379
DTXSID70888837,488.92302243490053
DTXSID4042121,647.8230047262439
DTXSID0027359,1222.3075560872524
DTXSID80673054,488.92302243490053
DTXSID801335525,122.23075560872522
DTXSID7034545,1022.6558723087605
DTXSID6051568,1222.3075560872524
DTXSID7074583,342.24611570443045
DTXSID6044199,1222.3075560872524
DTXSID101019691,488.92302243490053
DTXSID4027731,1864.7398447409153
DTXSID0046513,10.93265113929094
DTXSID90883304,488.92302243490053
DTXSID2026864,488.92302243490053
DTXSID9047093,374.0261121626993
DTXSID4021927,528.7716027651377
DTXSID2021600,2046.1428488900606
DTXSID8044200,488.92302243490053
DTXSID5033701,79.6569497359422
DTXSID7026867,1736.4303495947993
DTXSID3026223,3812.1328059249286
DTXSID4021929,488.92302243490053
DTXSID3021930,137.1819027932257
DTXSID8021931,967.8425172486027
DTXSID2041256,1876.1525136538849
DTXSID6025355,60.866498153687864
DTXSID6026872,88.00614403828209
DTXSID7025423,525.5922491175191
DTXSID3021932,417.16337988741043
DTXSID9020168,29.27999173331814
DTXSID8020462,4033.6149350879286
DTXSID6026878,1615.8905891473457
DTXSID1026879,9.77846044869802
DTXSID0026880,1677.0059669517116
DTXSID9042178,598.8059642324199
DTXSID5026881,1728.6039232097066
DTXSID5059406,1222.3075560872524
DTXSID3047633,1222.3075560872524
DTXSID9024724,488.92302243490053
DTXSID0026882,1222.3075560872524
DTXSID6025804,1222.3075560872524
DTXSID0059407,1222.3075560872524
DTXSID7020681,18.09015183009132
DTXSID3021936,73.58291487645266
DTXSID8021937,643.8856065805979
DTXSID0021597,782.2768358958413
DTXSID9059410,622.5297701699102
DTXSID1024097,361.80303660182716
DTXSID3025049,2109.2504681452583
DTXSID0026888,519.9564744172284
DTXSID8047638,1222.3075560872524
DTXSID3047639,542.7045549027404
DTXSID5046566,382.093342032875
DTXSID5026889,488.92302243490053
DTXSID9025796,1222.3075560872524
DTXSID0021543,4889.230224349005
DTXSID8021939,77.00537603349697
DTXSID7021940,1222.3075560872524
DTXSID4026894,539.5902975720179
DTXSID2021941,1571.643055616988
DTXSID4023917,12.223075560872529
DTXSID7024952,134.45383116959772
DTXSID1024621,409.4361846607597
DTXSID9026899,515.5155381602118
DTXSID2026313,50.40296032119799
DTXSID9027360,236.9864914378325
DTXSID0042379,1339.4804684905303
DTXSID6061490,1222.3075560872524
DTXSID4027733,488.92302243490053
DTXSID20891417,488.92302243490053
DTXSID60884308,2444.6151121745047
DTXSID50149579,1222.3075560872524
DTXSID4037580,12.223075560872529
DTXSID70883645,1568.0046293959817
DTXSID40149588,488.92302243490053
DTXSID401045041,488.92302243490053
DTXSID30890517,488.92302243490053
DTXSID8021199,273.79689256354476
DTXSID80149648,773.0551756939453
DTXSID0037497,751.9483810183079
DTXSID40473936,488.92302243490053
DTXSID8057934,711.0605561758211
DTXSID4027361,1955.6920897396046
DTXSID60870842,488.92302243490053
DTXSID9037246,267.23685098533815
DTXSID00862549,1677.0059669517116
DTXSID8047636,1222.3075560872524
DTXSID9036646,488.92302243490053
DTXSID5047160,2056.3354459192697
DTXSID4047416,1540.107520669938
DTXSID0029210,488.92302243490053
DTXSID40149740,53.2926094454042
DTXSID9027364,432.69687485488754
DTXSID80888848,1222.3075560872524
DTXSID8061509,1383.6521534907713
DTXSID20883650,1676.3144900911448
DTXSID3025122,934.086122803518
DTXSID601009388,611.1537780436266
DTXSID5044366,12.223075560872529
DTXSID3029574,85.56152892610771
DTXSID7034961,64.72092539722624
DTXSID6034764,1222.3075560872524
DTXSID6026901,110.00768004785279
DTXSID1026902,171.73421163025907
DTXSID3021641,687.3540508802823
DTXSID9047124,1222.3075560872524
DTXSID1026904,586.707626921881
DTXSID9059412,488.92302243490053
DTXSID2021943,611.1537780436266
DTXSID8044202,733.3845336523525
DTXSID6026905,1808.9879143622886
DTXSID8047189,1222.3075560872524
DTXSID1026906,354.46919126530315
DTXSID80861737,1222.3075560872524
DTXSID9059416,1222.3075560872524
DTXSID4021393,488.92302243490053
DTXSID9051581,489.2895772951628
DTXSID7021946,1222.3075560872524
