MoleculeID,LogWS_exp,LogWS_pred,WS_predRange,AD_WS,AD_index_WS,Conf_index_WS,LogWS_CAS_neighbor_1,LogWS_CAS_neighbor_2,LogWS_CAS_neighbor_3,LogWS_CAS_neighbor_4,LogWS_CAS_neighbor_5,LogWS_InChiKey_neighbor_1,LogWS_InChiKey_neighbor_2,LogWS_InChiKey_neighbor_3,LogWS_InChiKey_neighbor_4,LogWS_InChiKey_neighbor_5,LogWS_DTXSID_neighbor_1,LogWS_DTXSID_neighbor_2,LogWS_DTXSID_neighbor_3,LogWS_DTXSID_neighbor_4,LogWS_DTXSID_neighbor_5,LogWS_Exp_neighbor_1,LogWS_Exp_neighbor_2,LogWS_Exp_neighbor_3,LogWS_Exp_neighbor_4,LogWS_Exp_neighbor_5,LogWS_pred_neighbor_1,LogWS_pred_neighbor_2,LogWS_pred_neighbor_3,LogWS_pred_neighbor_4,LogWS_pred_neighbor_5,XLogP,naasC,minHBa,MLFER_A,nHBAcc,MAXDN,MLFER_E,mindNH,MDEO_11,apol,minHsOH
DTXSID2025139,NaN,-6.24,[-7.9:-4.58],1,0.555,0.426,27519-02-4,81646-13-1,629-97-0,5137-55-3,629-99-2,IGOWHGRNPLFNDJ-UHFFFAOYSA-N,UCYFZDNMZYZSPN-UHFFFAOYSA-N,HOWGUJZVBDQJKV-UHFFFAOYSA-N,ZUZLIXGTXQBUDC-UHFFFAOYSA-N,YKNWIILGEFFOPE-UHFFFAOYSA-N,DTXSID0032653,DTXSID00231231,DTXSID7047063,DTXSID1044487,DTXSID2060882,-8.46,-4.84,-5.79,-4.28,-7.85,-6.44,-4.85,-7.62,-3.94,-7.19,12.096,1,0,0.003,0,0.386292448958654,0.456,0,0,81.9596499999999,0
DTXSID5021415,0.64,0.64,[0.61:0.67],1,1,0.898,122-20-3,102-71-6,16705-27-4,51-35-4,116-25-6,SLINHMUFWFWBMU-UHFFFAOYSA-N,GSEJCLTVZPLZKY-UHFFFAOYSA-N,PXXUBGGGONGQBX-UHFFFAOYSA-N,PMMYEEVYMWASQN-UHFFFAOYSA-N,SIQZJFKTROUNPI-UHFFFAOYSA-N,DTXSID5021415,DTXSID9021392,DTXSID20874260,DTXSID10883225,DTXSID6035152,0.64,0.83,-0.82,0.44,0.8,0.23,0.75,-0.98,-0.73,-0.88,-0.684,0,1.84722222222222,0.771,4,1.7662037037037,0.693,0,0.5,33.348653,0.52015589569161
DTXSID8027373,-5.17,-5.17,[-5.28:-5.06],1,1,0.95,1222-05-5,29743-15-5,120-11-6,70-38-2,1689-99-2,ONKNPOPIGWHAQC-UHFFFAOYSA-N,AUVREZVTBBIYLI-UHFFFAOYSA-N,YKSSSKBJDZDZTD-UHFFFAOYSA-N,FHNKBSDJERHDHZ-UHFFFAOYSA-N,DQKWXTIYGWPGOO-UHFFFAOYSA-N,DTXSID8027373,DTXSID4024698,DTXSID0051605,DTXSID8040305,DTXSID7023932,-5.17,-2.45,-5.58,-6.9,-6.84,-5.2,-5.65,-4.65,-5.63,-5.97,6.673,4,5.71496008125473,0.003,1,0.991519274376417,1.045,0,0,49.818618,0
DTXSID5065277,-8.48,-8.47,[-8.48:-8.31],1,1,0.721,12225-06-8,31778-10-6,152459-95-5,220127-57-1,656247-17-5,LOGJDHWBDGLMNO-UHFFFAOYSA-N,OFVRAFISISJRPV-UHFFFAOYSA-N,KTUFNOKKBVMGRW-UHFFFAOYSA-N,KTUFNOKKBVMGRW-UHFFFAOYSA-N,SWDINMTYJOBJBL-UHFFFAOYSA-N,DTXSID5065277,DTXSID9067645,DTXSID3037125,DTXSID9040502,DTXSID201025948,-8.48,-8.21,-4.53,-4.08,-1.43,-5.17,-5.15,-4.08,-4.08,-4.41,5.68,7,2.65167844446257,-0.27,10,2.25280901135834,4.628,0,0.665189779875194,84.266618,0.270894145352187
DTXSID0065278,-7.89,-7.89,[-8.01:-7.77],1,1,0.819,12225-08-0,51920-12-8,12217-38-8,936091-26-8,67674-28-6,UYYYMGPWQPIMAL-UHFFFAOYSA-N,YKGGTUUWVUHZIL-UHFFFAOYSA-N,VUKHFOZWTASXCH-UHFFFAOYSA-N,JOOXLOJCABQBSG-UHFFFAOYSA-N,FKHADEPATJCRGQ-UHFFFAOYSA-N,DTXSID0065278,DTXSID2068686,DTXSID001023491,DTXSID90239483,DTXSID80886849,-7.89,-8.22,-2.43,-5.12,-3.97,-6.93,-6.69,-4.16,-6.08,-6.03,2.14,7,2.38250120038641,0.177,11,5.90554108938003,3.967,0,1.1284732074119,79.970618,0.281322540494619
DTXSID9041736,-7.97,-7.96,[-7.97:-7.88],1,1,0.791,12225-18-2,1262985-23-8,1262985-24-9,936091-26-8,6410-41-9,WNWZKKBGFYKSGA-UHFFFAOYSA-N,PPUPUTQAJAIAIF-UHFFFAOYSA-N,UNMVKSILGFGKIZ-UHFFFAOYSA-N,JOOXLOJCABQBSG-UHFFFAOYSA-N,LMULDSDQRQVZMW-UHFFFAOYSA-N,DTXSID9041736,DTXSID40679577,DTXSID80679576,DTXSID90239483,DTXSID0050394,-7.97,-6.46,-6.04,-5.12,-7.91,-6.5,-6.57,-5.85,-6.08,-5.55,4.705,9,0.48594117958523,0.197,8,6.2359666089152,3.179,0,0.91404922736705,79.6594109999999,0
DTXSID2025921,-3.16,-3.16,[-3.2:-3.12],1,1,0.947,12225-21-7,61270-58-4,51481-65-3,14052-64-3,78110-38-0,RFKITWRHKUYMRJ-UHFFFAOYSA-N,DYAIAHUQIPBDIP-UHFFFAOYSA-N,YPBATNHYBCGSSN-UHFFFAOYSA-N,SEQWYORUTRCJJX-UHFFFAOYSA-N,WZPBZJONDBGPKJ-UHFFFAOYSA-N,DTXSID2025921,DTXSID7022758,DTXSID1023316,DTXSID201030832,DTXSID0022640,-3.16,-2.78,-3.06,-5.15,-4.01,-3.32,-3.18,-3.4,-2.38,-2.83,0.929,4,0.719159366634114,0.591,13,6.33311046340291,3.115,0,4.56125425476528,53.579516,0.572005323155967
DTXSID3026988,-7.25,-7.25,[-7.31:-7.19],1,1,0.894,122-32-7,555-43-1,42233-75-0,68541-50-4,90052-75-8,PHYFQTYBJUILEZ-UHFFFAOYSA-N,DCXXMTOCNZCJGO-UHFFFAOYSA-N,PRNNATBNXILRSR-UHFFFAOYSA-N,RKJGFHYCZPZJPE-UHFFFAOYSA-N,XMFXBMLFOSSELI-UHFFFAOYSA-N,DTXSID3026988,DTXSID8047503,DTXSID90195070,DTXSID8071645,DTXSID90869042,-7.25,-5.47,-6.41,-7.27,-8.79,-6.85,-7.4,-7.73,-6.78,-6.69,25.156,0,5.551110236891,0.003,6,2.11411740768261,0.553,0,0.409913824879798,174.478472000001,0
DTXSID4021268,-4.39,-4.36,[-4.39:-4.14],1,1,0.776,122-34-9,3004-71-5,1912-24-9,30125-63-4,6190-65-4,ODCWYMIRDDJXKW-UHFFFAOYSA-N,KLJYRZOFJHYOCO-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,LMKQNTMFZLAJDV-UHFFFAOYSA-N,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,DTXSID4021268,DTXSID9062774,DTXSID9020112,DTXSID80184211,DTXSID5037494,-4.39,-2.89,-3.7,-2.79,-2.24,-3.01,-3.75,-3.91,-3.07,-3.1,1.075,3,0.663882870020436,0.391,5,0.995262345679012,1.865,0,0,28.001516,0
DTXSID9041732,-7.47,-7.47,[-7.49:-7.45],1,1,0.931,12236-62-3,52846-56-7,82199-12-0,24170-60-3,1533-78-4,DLQMNSDNQWLFSS-UHFFFAOYSA-N,HXXOOSWHCMYQQV-UHFFFAOYSA-N,BWCSCOGVOJAQRL-UHFFFAOYSA-N,NHBNDXGKNAEBAI-UHFFFAOYSA-N,ORDDDNUMJXPGOC-UHFFFAOYSA-N,DTXSID9041732,DTXSID20866286,DTXSID90868651,DTXSID9066964,DTXSID3061764,-7.47,-7.53,-7.63,-6.33,-6.96,-7.23,-6.9,-5.67,-7.11,-6.92,3.773,6,0.433625939694193,-0.59,8,2.81211154677921,3.035,0,1.34561370167828,51.378309,0
DTXSID4065288,-7.3,-7.3,[-7.35:-7.25],1,1,0.878,12236-64-5,67990-05-0,36968-27-1,2786-76-7,114798-26-4,UHZVOVCIPHZPEI-UHFFFAOYSA-N,IBHCUBFBUGYOHF-UHFFFAOYSA-N,HULNYTPFPARJMG-UHFFFAOYSA-N,BGVYDWVAGZBEMJ-UHFFFAOYSA-N,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,DTXSID4065288,DTXSID0070942,DTXSID6068014,DTXSID7029243,DTXSID7023227,-7.3,-8.18,-8.17,-7.58,-4.95,-6.78,-6.74,-6.77,-7.36,-7.03,6.019,8,0.447228586510138,0.398,8,2.2424513516893,4.018,0,0.635893085720507,69.98386,0.340149127067417
DTXSID201014749,-4.43,-5.98,[-7.53:-4.43],1,1,0.549,67828-72-2,12238-31-2,85721-12-6,68959-19-3,70865-20-2,BZRQQRFJGITEMV-UHFFFAOYSA-N,BZRQQRFJGITEMV-UHFFFAOYSA-N,AYGCARMRWMGABG-UHFFFAOYSA-N,FQHJGRINTJWSBL-UHFFFAOYSA-N,LMWVIMOPAMZMLR-UHFFFAOYSA-N,DTXSID7070682,DTXSID201014749,DTXSID701023854,DTXSID90887625,DTXSID80887750,-7.53,-4.43,-2.47,-3.66,-2.7,-4.43,-4.43,-4.32,-4.51,-3.81,5.027,7,0.392652121736283,0.716,7,6.49989171869022,3.064,0,2.72222445187429,52.440309,0.450636416603679
DTXSID9065289,NaN,-3.87,[-5.99:-2.17],1,0.425,0.336,72479-28-8,6408-78-2,70865-20-2,5160-02-1,73263-40-8,KBKLKHJKTXJHPE-UHFFFAOYSA-N,OPBOOIFXQHPAPJ-UHFFFAOYSA-N,LMWVIMOPAMZMLR-UHFFFAOYSA-N,IYHIFXGFKVJNBB-UHFFFAOYSA-N,IYHIFXGFKVJNBB-UHFFFAOYSA-N,DTXSID00888163,DTXSID2044711,DTXSID80887750,DTXSID3021229,DTXSID40891070,-2.32,-2.17,-2.7,-5.69,-7.62,-2.79,-2.89,-3.81,-7.62,-7.62,4,8,0.283558335408232,0.25,8,6.11792328687335,3.356,0,1.5,51.994309,0.508661934207263
DTXSID4021975,-3.59,-3.59,[-3.69:-3.49],1,1,0.941,122-39-4,122-66-7,103-49-1,86-28-2,118-44-5,DMBHHRLKUKUOEG-UHFFFAOYSA-N,YBQZXXMEJHZYMB-UHFFFAOYSA-N,BWLUMTFWVZZZND-UHFFFAOYSA-N,PLAZXGNBGZYJSA-UHFFFAOYSA-N,KDFFXYVOTKKBDI-UHFFFAOYSA-N,DTXSID4021975,DTXSID7020710,DTXSID6044355,DTXSID1052585,DTXSID8059473,-3.59,-2.92,-2.69,-6.81,-3.19,-3.7,-2.72,-2.84,-3.25,-4,4.91,2,3.30388888888889,0.003,1,0.5475,1.672,0,0,29.554723,0
DTXSID3051622,NaN,-5.61,[-7.57:-3.65],1,0.385,0.292,5521-31-3,120685-11-2,1211441-98-3,4216-02-8,4424-06-0,PJQYNUFEEZFYIS-UHFFFAOYSA-N,IIQIEMHSDLLZQA-UHFFFAOYSA-N,RHXHGRAEPCAFML-UHFFFAOYSA-N,YMEPVPIIHONYLV-UHFFFAOYSA-N,DGBWPZSGHAXYGK-UHFFFAOYSA-N,DTXSID9029273,DTXSID40923522,DTXSID201021027,DTXSID5063360,DTXSID8025913,-7.72,-2.76,-4.21,-5.63,-7.76,-6.39,-6.38,-4.62,-7.76,-7.76,4.802,4,3.52875750261843,0.177,8,1.59038306192031,4.846,0,0,79.7894459999999,0
DTXSID8029157,-3.05,-3.05,[-3.17:-3.05],1,1,0.797,122-40-7,101-86-0|165184-98-5,154581-97-2,4927-36-0,6658-48-6,HMKKIXGYKWDQSV-UHFFFAOYSA-N,GUUHFMWKWLOQMM-UHFFFAOYSA-N,VHBOIZSCWFNPBM-UHFFFAOYSA-N,VEZKFOIEZCNFBT-UHFFFAOYSA-N,YLIXVKUWWOQREC-UHFFFAOYSA-N,DTXSID8029157,DTXSID4026684|DTXSID401020801,DTXSID301036007,DTXSID5052129,DTXSID4052346,-3.05,-5.01,-4.23,-3.3,-4.66,-4.32,-3.76,-4.07,-3.14,-3.7,6.337,1,10.8353080120937,0.003,1,1.02513888888889,0.939,0,0,37.444274,0
DTXSID7020766,-2.95,-2.95,[-3:-2.9],1,1,0.978,122-42-9,5532-90-1,101-99-5,1538-74-5,63075-06-9,VXPLXMJHHKHSOA-UHFFFAOYSA-N,QDZXCXBFZLLQFT-UHFFFAOYSA-N,LBKPGNUOUPTQKA-UHFFFAOYSA-N,ZTIMKJROOYMUMU-UHFFFAOYSA-N,BIYXGLPPMRDUNY-UHFFFAOYSA-N,DTXSID7020766,DTXSID70203884,DTXSID0059243,DTXSID60165422,DTXSID40212403,-2.95,-2.9,-2.37,-3.43,-3.96,-2.95,-2.95,-2.75,-3.02,-2.94,3.307,1,2.61208333333333,-0.193,3,2.08222222222222,0.881,0,0,28.972309,0
DTXSID9032533,-6.56,-6.56,[-6.62:-6.5],1,1,0.901,122453-73-0,36519-00-3,174514-07-9,69806-40-2,83164-33-4,CWFOCCVIPCEQCK-UHFFFAOYSA-N,HEMINMLPKZELPP-UHFFFAOYSA-N,FKLQIONHGSFYJY-UHFFFAOYSA-N,MFSWTRQUCLNFOM-UHFFFAOYSA-N,WYEHFWKAOXOVJD-UHFFFAOYSA-N,DTXSID9032533,DTXSID0058069,DTXSID7057999,DTXSID6024123,DTXSID4041494,-6.56,-5.77,-6.92,-4.61,-6.9,-6.19,-5.6,-5.99,-5.59,-6.15,5.157,6,0.680109750712137,0.003,3,5.74326278416602,1.688,0,0,43.637723,0
DTXSID6041503,NaN,-5.75,[-6.39:-5.14],1,0.528,0.597,239110-15-7,122453-73-0,36519-00-3,1417782-28-5,116-29-0,GBOYJIHYACSLGN-UHFFFAOYSA-N,CWFOCCVIPCEQCK-UHFFFAOYSA-N,HEMINMLPKZELPP-UHFFFAOYSA-N,CSIQWPNHZNGRLC-UHFFFAOYSA-N,MLGCXEBRWGEOQX-UHFFFAOYSA-N,DTXSID7034624,DTXSID9032533,DTXSID0058069,DTXSID801021049,DTXSID7021316,-5.14,-6.56,-5.77,-5.29,-6.66,-6.15,-6.19,-5.6,-5.6,-5.17,4.548,6,0.705864311259483,0.374,2,5.67094277282815,1.665,0,0,33.554965,0
DTXSID8041957,-2.04,-2.03,[-2.25:-1.81],1,1,0.849,122-51-0,14144-34-4,4195-88-4,54839-24-6,112-07-2,GKASDNZWUGIAMG-UHFFFAOYSA-N,IYVPXMGWHZBPIR-UHFFFAOYSA-N,RRIRSNXZGJWTQM-UHFFFAOYSA-N,LIPRQQHINVWJCH-UHFFFAOYSA-N,NQBXSWAWVZHKBZ-UHFFFAOYSA-N,DTXSID8041957,DTXSID9074519,DTXSID30194709,DTXSID40866445,DTXSID1026904,-2.04,-4.02,-1.21,0.84,-1.25,-1.53,-1.07,-2.2,-1.34,-1.91,1.22,0,5.07833333333333,0.003,3,1.80555555555556,0.067,0,0,25.394688,0
DTXSID2026991,NaN,-2.48,[-4.74:-0.22],1,0.616,0.296,23286-26-2,7085-85-0,1809-19-4,5774-26-5,869-29-4,BOSPLJJRCJCRHX-UHFFFAOYSA-N,FGBJXOREULPLGL-UHFFFAOYSA-N,NFJPGAKRJKLOJK-UHFFFAOYSA-N,SDMOBEHDSJVJHU-UHFFFAOYSA-N,TXECTBGVEUDNSL-UHFFFAOYSA-N,DTXSID901030883,DTXSID1025279,DTXSID0027438,DTXSID00879011,DTXSID8041450,-2.73,-6.72,-1.42,-0.21,-1.24,-1.58,0.11,-1.53,-0.32,-1.16,0.978,0,5.30775720164609,0.003,3,2.97179355281207,0.273,0,0,26.597895,0
DTXSID2057946,-4.79,-4.79,[-4.86:-4.72],1,1,0.817,122548-33-8,136849-15-5,73612-40-5,71839-81-1,85-73-4,NAGRVUXEKKZNHT-UHFFFAOYSA-N,OFSLKOLYLQSJPB-UHFFFAOYSA-N,OJPWRGICTAMXKT-UHFFFAOYSA-N,OEXFOCUVCQCIRJ-UHFFFAOYSA-N,PBMSWVPMRUJMPE-UHFFFAOYSA-N,DTXSID2057946,DTXSID0057966,DTXSID80905069,DTXSID401015179,DTXSID8023470,-4.79,-5.86,-2.58,-3.85,-3.23,-3.72,-3.6,-3.86,-3.3,-3.5,1.889,5,0.221580765320711,0.704,9,6.24851276064267,3.018,0,0.944940787421155,48.998309,0.554375393675989
DTXSID4025662,-2.04,-2.04,[-2.06:-2.02],1,1,0.986,122-57-6,93-53-8,101-39-3|15174-47-7,104-55-2,611-70-1,BWHOZHOGCMHOBV-UHFFFAOYSA-N,IQVAERDLDAZARL-UHFFFAOYSA-N,VLUMOWNVWOXZAU-UHFFFAOYSA-N,KJPRLNWUNMBNBZ-UHFFFAOYSA-N,BSMGLVDZZMBWQB-UHFFFAOYSA-N,DTXSID4025662,DTXSID0052629,DTXSID4025587|DTXSID401018359,DTXSID1024835,DTXSID6048202,-2.04,-1.71,-2.4,-1.97,-2.37,-2.05,-1.99,-1.86,-1.95,-1.85,4.166,1,10.5302621882086,0.003,1,1.58902494331066,0.939,0,0,25.06993,0
DTXSID40447031,-5.05,-5.05,[-5.15:-4.95],1,1,0.819,122584-18-3,1033-16-5,58-00-4,1428450-95-6,26652-09-5,WZPIJXQLACAELC-UHFFFAOYSA-N,IZKYBVYMLNWKGE-UHFFFAOYSA-N,VMWNQDUVQKEIOC-UHFFFAOYSA-N,WIDNAJNXDPHROL-UHFFFAOYSA-N,IOVGROKTTNBUGK-UHFFFAOYSA-N,DTXSID40447031,DTXSID8061422,DTXSID8022614,DTXSID901020949,DTXSID7048534,-5.05,-7.06,-1.21,-4.07,-3.21,-4.05,-3.9,-3.17,-2.95,-2.7,2.588,6,1.69128306878307,1.014,2,1.56214485176787,2.142,0,0.329316878004175,49.280274,0.50983333591446
DTXSID9025873,-1.1,-1.11,[-1.19:-1.1],1,1,0.82,122-59-8,539-47-9,1878-49-5,940-64-7,100-09-4,LCPDWSOZIOUXRV-UHFFFAOYSA-N,ZCJLOOJRNPHKAV-UHFFFAOYSA-N,QJVXBRUGKLCUMY-UHFFFAOYSA-N,SFTDDFBJWUWKMN-UHFFFAOYSA-N,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,DTXSID9025873,DTXSID9060233,DTXSID9041441,DTXSID70240193,DTXSID4059205,-1.1,-1.84,-2.44,-2.14,-2.69,-2.12,-0.89,-2.02,-2.31,-1.91,1.945,1,4.86787037037037,0.502,2,2.63069160997732,0.819,0,0.5,21.820344,0.815169005102041
DTXSID7025055,-3.48,-3.51,[-3.84:-3.48],1,1,0.685,122-62-3,27841-06-1,53817-61-1,15834-05-6,105-74-8,VJHINFRRDQUWOJ-UHFFFAOYSA-N,BJDAUCLANVMIOB-UHFFFAOYSA-N,WVUCNLQROBXNOX-UHFFFAOYSA-N,AHSZBZTYLKTYJI-UHFFFAOYSA-N,YIVJZNGAASQVEM-UHFFFAOYSA-N,DTXSID7025055,DTXSID70865401,DTXSID90968605,DTXSID00864644,DTXSID1059319,-3.48,-8.24,-6.42,-8.11,-6.6,-7.52,-5.72,-6.84,-6.53,-6.57,9.632,0,5.4426228464954,0.003,4,1.71109807285448,0.09,0,0.0909090909090909,82.3076499999999,0
DTXSID10924223,NaN,-2.37,[-3.35:-1.39],0,0.293,0.46,3952-78-1,327-97-9,60-81-1,522-12-3,536-08-3,PWIGYBONXWGOQE-UHFFFAOYSA-N,CWVRJTMFETXNAD-UHFFFAOYSA-N,IOUVKUPGCMBWBT-UHFFFAOYSA-N,OXGUCUVFOIWWQJ-UHFFFAOYSA-N,COVFEVWNJUOYRL-UHFFFAOYSA-N,DTXSID4063240,DTXSID3024786,DTXSID3075339,DTXSID50200230,DTXSID50871747,-1.81,-0.95,-2.64,-3.84,-2.81,-3.49,-1.47,-3.06,-2.77,-3.15,-0.88,7,2.36084939531368,2.138,10,3.24624385865457,2.202,0,4.64505837902668,37.256758,0.649420745149912
DTXSID4044791,-2.78,-2.76,[-2.78:-2.48],1,1,0.775,122-63-4,93-92-5,2315-68-6,101-97-3,93-89-0,VHOMAPWVLKRQAZ-UHFFFAOYSA-N,QUMXDOLUJCHOAY-UHFFFAOYSA-N,UDEWPOVQBGFNGE-UHFFFAOYSA-N,DULCUDSUACXJJC-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,DTXSID4044791,DTXSID6041636,DTXSID4044878,DTXSID6044353,DTXSID3038696,-2.78,0.89,-2.67,-2.34,-2.32,-1.55,-2.49,-1.55,-1.85,-1.69,3.402,1,4.93828703703704,0.003,2,1.82050642479214,0.704,0,0,27.205516,0
DTXSID7020710,-2.92,-2.92,[-2.96:-2.88],1,1,0.938,122-66-7,136-35-6,122-39-4,103-49-1,140-28-3,YBQZXXMEJHZYMB-UHFFFAOYSA-N,ALIFPGGMJDWMJH-UHFFFAOYSA-N,DMBHHRLKUKUOEG-UHFFFAOYSA-N,BWLUMTFWVZZZND-UHFFFAOYSA-N,JUHORIMYRDESRB-UHFFFAOYSA-N,DTXSID7020710,DTXSID9024934,DTXSID4021975,DTXSID6044355,DTXSID4048359,-2.92,-2.6,-3.59,-2.69,-1.79,-2.72,-3.13,-3.7,-2.84,-2.44,5.67,2,3.11092592592593,0.003,2,0.61448790627362,1.672,0,0,31.321516,0
DTXSID3051624,NaN,-4.88,[-6.34:-3.67],1,0.577,0.52,2622-26-6,2751-68-0,2622-30-2,3180-81-2,6657-33-6,LUALIOATIOESLM-UHFFFAOYSA-N,WNTYBHLDCKXEOT-UHFFFAOYSA-N,XZSMZRXAEFNJCU-UHFFFAOYSA-N,FEJPWLNPOFOBSP-UHFFFAOYSA-N,UHWBGWWOTKVSDD-UHFFFAOYSA-N,DTXSID5045910,DTXSID2022547,DTXSID8022745,DTXSID5038915,DTXSID2064446,-3.98,-3.84,-3.67,-7.46,-6.13,-4.11,-4.14,-4.22,-6.12,-6.31,4.256,5,-1.37654434631923,0.259,4,2.02469249446738,2.357,0,0,57.680239,0.569473548761384
DTXSID3021483,-1.67,-1.67,[-1.71:-1.63],1,1,0.982,122-78-1,100-52-7,104-55-2,93-53-8,101-39-3|15174-47-7,DTUQWGWMVIHBKE-UHFFFAOYSA-N,HUMNYLRZRPPJDN-UHFFFAOYSA-N,KJPRLNWUNMBNBZ-UHFFFAOYSA-N,IQVAERDLDAZARL-UHFFFAOYSA-N,VLUMOWNVWOXZAU-UHFFFAOYSA-N,DTXSID3021483,DTXSID8039241,DTXSID1024835,DTXSID0052629,DTXSID4025587|DTXSID401018359,-1.67,-1.2,-1.97,-1.71,-2.4,-1.69,-1.66,-1.95,-1.99,-1.86,3.494,1,9.97426303854875,0.003,1,1.08796296296296,0.795,0,0,20.216344,0
DTXSID60894826,NaN,-5.22,[-6.38:-4.06],1,0.541,0.508,129630-19-9,130339-07-0,85509-19-9,2921-88-2,36519-00-3,APTZNLHMIGJTEW-UHFFFAOYSA-N,NEKULYKCZPJMMJ-UHFFFAOYSA-N,FQKUGOMFVDPBIZ-UHFFFAOYSA-N,SBPBAQFWLVIOKP-UHFFFAOYSA-N,HEMINMLPKZELPP-UHFFFAOYSA-N,DTXSID8034871,DTXSID1057955,DTXSID3024235,DTXSID4020458,DTXSID0058069,-6.7,-4,-3.82,-5.48,-5.77,-5.66,-5.15,-5.58,-5.24,-5.6,3.639,6,0.740761110655457,0.091,3,4.14371257337918,1.381,0,0,51.386688,0
DTXSID6032645,-2.7,-2.7,[-2.75:-2.65],1,1,0.887,122836-35-5,80-32-0,71119-32-9,3571-94-6,80-34-2,OORLZFUTLGXMEF-UHFFFAOYSA-N,XOXHILFPRYWFOD-UHFFFAOYSA-N,UAFUDNOKRZAGCJ-UHFFFAOYSA-N,IDXLLBBFRBQZFE-UHFFFAOYSA-N,OPIGMRDAPFQALU-UHFFFAOYSA-N,DTXSID6032645,DTXSID9045265,DTXSID00325543,DTXSID70325494,DTXSID80229994,-2.7,-1.61,-3.31,-3.82,-3.41,-3.17,-2.63,-3.21,-3.2,-3.07,2.297,4,0.304486799606674,0.531,7,5.3252172726944,1.79,0,0.595275394488075,41.20793,0
DTXSID9059545,NaN,-1.82,[-2:-1.64],1,0.824,0.864,100-06-1,586-37-8,104-20-1,123-11-5,613-69-4,NTPLXRHDUXRPNE-UHFFFAOYSA-N,BAYUSCHCCGXLAY-UHFFFAOYSA-N,PCBSXBYCASFXTM-UHFFFAOYSA-N,ZRSNZINYAWTAHE-UHFFFAOYSA-N,DUVJMSPTZMCSTQ-UHFFFAOYSA-N,DTXSID2044347,DTXSID10207321,DTXSID5047166,DTXSID2026997,DTXSID2060624,-1.86,-1.72,-1.92,-1.5,-2.11,-1.72,-1.8,-2.06,-1.89,-1.96,1.846,2,4.98922052154195,0.003,1,1.48595663265306,0.825,0,0,27.205516,0
DTXSID9034282,-2.29,-2.29,[-2.29:-2.27],1,1,0.965,122-88-3,588-32-9,614-61-9,3307-39-9,101-10-0,SODPIMGUZLOIPE-UHFFFAOYSA-N,XSBUXVWJQVTYLC-UHFFFAOYSA-N,OPQYFNRLWBWCST-UHFFFAOYSA-N,DKHJWWRYTONYHB-UHFFFAOYSA-N,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,DTXSID9034282,DTXSID90207526,DTXSID00210324,DTXSID90875865,DTXSID9034232,-2.29,-2.2,-2.16,-2.13,-2.22,-2.18,-2.22,-2.22,-2.22,-2.18,1.83,2,0.830123530665124,0.502,2,2.61887345679012,0.954,0,0.5,23.333551,0.802518494509143
DTXSID20558679,-8.23,-8.22,[-8.23:-8.11],1,1,0.788,122886-55-9,852056-62-3,379268-96-9,915-30-0,58890-25-8,CWSYHECTOJPFDT-UHFFFAOYSA-N,AOXKMQKKNGSIBI-UHFFFAOYSA-N,YSMXWRVHMQSPJL-UHFFFAOYSA-N,HYPPXZBJBPSRLK-UHFFFAOYSA-N,SGXPOLBQSKXTKY-UHFFFAOYSA-N,DTXSID20558679,DTXSID601335848,DTXSID601105897,DTXSID8022951,DTXSID90326423,-8.23,-7.16,-8.17,-2.75,-7.9,-6.81,-6.39,-6.3,-5.51,-4.93,10.775,4,2.90305160609505,0.227,6,1.8190669678067,2.022,0,0.0714285714285714,92.5700639999999,0
DTXSID1032642,-3.68,-3.68,[-3.68:-3.62],1,1,0.833,122931-48-0,141776-32-1,173159-57-4,111991-09-4,101200-48-0,MEFOUWRMVYJCQC-UHFFFAOYSA-N,RBSXHDIPCIWOMG-UHFFFAOYSA-N,PXDNXJSDGQBLKS-UHFFFAOYSA-N,RTCOGUMHFFWOJV-UHFFFAOYSA-N,VLCQZHSMCYCDJL-UHFFFAOYSA-N,DTXSID1032642,DTXSID4034940,DTXSID7034753,DTXSID6034764,DTXSID8024101,-3.68,-3.44,-2.14,-1.64,-3.36,-2.78,-3.03,-2.94,-3.43,-2.68,0.759,5,1.83804091080877,0.103,10,6.69468560014884,2.52,0,2.34841255144596,52.889481,0
DTXSID50893742,NaN,-1.86,[-3.45:-0.27],1,0.593,0.464,NOCAS_862230,183208-35-7,103-85-5,4742-01-2,249296-44-4,SOPPBXUYQGUQHE-UHFFFAOYSA-N,LPTVWZSQAIDCEB-UHFFFAOYSA-N,FULZLIGZKMKICU-UHFFFAOYSA-N,DOSWHECVUKBMCG-UHFFFAOYSA-N,JQSHBVHOMNKWFT-UHFFFAOYSA-N,DTXSID90862230,DTXSID70437889,DTXSID9021134,DTXSID70330164,DTXSID70891447,0.8,-3.52,-1.78,-1.65,-3.38,-0.64,-2.34,-2.93,-0.71,-3.16,0.988,1,2.16825925925926,0.324,3,0.669375185185185,1.462,0,0,30.731516,0
