MoleculeID,LogWS_exp,LogWS_pred,WS_predRange,AD_WS,AD_index_WS,Conf_index_WS,LogWS_CAS_neighbor_1,LogWS_CAS_neighbor_2,LogWS_CAS_neighbor_3,LogWS_CAS_neighbor_4,LogWS_CAS_neighbor_5,LogWS_InChiKey_neighbor_1,LogWS_InChiKey_neighbor_2,LogWS_InChiKey_neighbor_3,LogWS_InChiKey_neighbor_4,LogWS_InChiKey_neighbor_5,LogWS_DTXSID_neighbor_1,LogWS_DTXSID_neighbor_2,LogWS_DTXSID_neighbor_3,LogWS_DTXSID_neighbor_4,LogWS_DTXSID_neighbor_5,LogWS_Exp_neighbor_1,LogWS_Exp_neighbor_2,LogWS_Exp_neighbor_3,LogWS_Exp_neighbor_4,LogWS_Exp_neighbor_5,LogWS_pred_neighbor_1,LogWS_pred_neighbor_2,LogWS_pred_neighbor_3,LogWS_pred_neighbor_4,LogWS_pred_neighbor_5,XLogP,naasC,minHBa,MLFER_A,nHBAcc,MAXDN,MLFER_E,mindNH,MDEO_11,apol,minHsOH
DTXSID4024222,-1.37,-1.37,[-1.4:-1.34],1,1,0.985,556-88-7,18264-75-0,461-58-5,2582-30-1,471-29-4,IDCPFAYURAQKDZ-UHFFFAOYSA-N,LWPLPMSGDZDOLW-UHFFFAOYSA-N,QGBSISYHAICWAH-UHFFFAOYSA-N,HAMNKKUPIHEESI-UHFFFAOYSA-N,CHJJGSNFBQVOTG-UHFFFAOYSA-N,DTXSID4024222,DTXSID3066348,DTXSID1020354,DTXSID2062537,DTXSID4020872,-1.37,-1.65,-0.31,-1.43,-1.61,-1.35,-1.28,-1.33,-1.15,-1,0.387,0,1.38888888888889,0.18,3,2.90046296296296,0.789,6.24972222222222,0.5,10.431172,0
DTXSID3047683,NaN,-2.02,[-3.51:-0.38],1,0.47,0.397,2157-19-9,1263184-87-7,7405-23-4,76-40-4,111406-87-2,GTSJHTSVFKEASK-UHFFFAOYSA-N,JBEVXPMICLRQGS-UHFFFAOYSA-N,NZFKDDMHHUEVPI-UHFFFAOYSA-N,QVYLNOUOIXTUGA-UHFFFAOYSA-N,MWLSOWXNZPKENC-UHFFFAOYSA-N,DTXSID70862854,DTXSID301020965,DTXSID60224947,DTXSID00875573,DTXSID9023752,-3.08,-3.51,0.76,-0.87,-3.16,-3.62,-2.69,-2.11,-0.31,-3.13,0.716,0,-1.0406378600823,0.693,2,1.68878600823045,1.196,0,0.2,25.965516,0.398168724279835
DTXSID7027209,NaN,-5.67,[-5.79:-5.55],1,0.998,0.937,57-11-4,59963-30-3,2027-47-6,57-10-3,1002-84-2,QIQXTHQIDYTFRH-UHFFFAOYSA-N,XDOFQFKRPWOURC-UHFFFAOYSA-N,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,IPCSVZSSVZVIGE-UHFFFAOYSA-N,WQEPLUUGTLDZJY-UHFFFAOYSA-N,DTXSID8021642,DTXSID20208682,DTXSID7048118,DTXSID2021602,DTXSID2021652,-5.68,-5.21,-7.37,-6.81,-4.31,-5.71,-5.99,-5.6,-5.51,-5.8,8.708,0,8.51732177827958,0.591,2,2.31972768307479,0.152,0,0.5,57.288548,0.696614533864754
DTXSID9063950,-1.94,-1.93,[-2.04:-1.82],1,1,0.859,5570-77-4,51-75-2,109-54-6,538-07-8,111-44-4,MYGXGCCFTPKWIH-UHFFFAOYSA-N,HAWPXGHAZFHHAD-UHFFFAOYSA-N,NYYRRBOMNHUCLB-UHFFFAOYSA-N,UQZPGHOJMQTOHB-UHFFFAOYSA-N,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,DTXSID9063950,DTXSID2020975,DTXSID5043849,DTXSID0060220,DTXSID9020168,-1.94,-1.11,-0.2,-3.03,-1.02,-1.35,-1.67,-1.39,-1.65,-1.23,1.208,0,1.25083333333333,0.022,1,0.19179012345679,0.476,0,0,21.841516,0
DTXSID6024385,NaN,1.3,[1.03:1.57],1,0.999,0.869,74-90-8,151-50-8,75-05-8,88333-02-2,506-77-4,LELOWRISYMNNSU-UHFFFAOYSA-N,LELOWRISYMNNSU-UHFFFAOYSA-N,WEVYAHXRMPXWCK-UHFFFAOYSA-N,NYVSDPNXBIEFPW-UHFFFAOYSA-N,QPJDMGCKMHUXFD-UHFFFAOYSA-N,DTXSID9024148,DTXSID0024268,DTXSID7020009,DTXSID701034015,DTXSID4021551,1.57,1.04,1.11,0.35,0.06,1.03,1.03,0.57,0.54,0.28,-0.357,0,0,0.003,1,0.5,0.288,0,0,3.526793,0
DTXSID1045902,NaN,-4.12,[-4.76:-3.48],1,0.575,0.585,55134-13-9,71-63-6,402957-28-2,1182-87-2,140921-24-0,VHKXXVVRRDYCIK-UHFFFAOYSA-N,WDJUZGPOPHTGOT-UHFFFAOYSA-N,BBAWEDCPNXPBQM-UHFFFAOYSA-N,PMTSPAGBAFCORP-UHFFFAOYSA-N,GLHIIWCTJKBGGM-UHFFFAOYSA-N,DTXSID2046707,DTXSID0022933,DTXSID40193304,DTXSID70881388,DTXSID10869908,-3.88,-5.29,-4.72,-3.14,-5.79,-4.99,-3.49,-3.92,-4.8,-5.02,5.11,0,6.39282798911031,0.758,11,2.62043400814612,1.82,0,1.46469994934274,129.41751,-0.000303902809309642
DTXSID10890510,NaN,0.92,[0.71:1.13],1,0.999,0.893,79-09-4,137-40-6,79-41-4,3724-65-0,79-10-7,XBDQKXXYIPTUBI-UHFFFAOYSA-N,XBDQKXXYIPTUBI-UHFFFAOYSA-N,CERQOIWHTDAKMF-UHFFFAOYSA-N,LDHQCZJRKDOVOX-UHFFFAOYSA-N,NIXOWILDQLNWCW-UHFFFAOYSA-N,DTXSID8025961,DTXSID7021996,DTXSID3025542,DTXSID7027544,DTXSID0039229,1.13,0.72,0.01,0.01,1.14,0.71,0.71,0.11,-0.07,0.85,0.173,0,7.72222222222222,0.591,2,2.41203703703704,0.152,0,0.5,10.884758,0.866666666666667
DTXSID8038770,NaN,1.13,[1.03:1.23],1,0.999,0.944,64-19-7,631-61-8,79-10-7,79-09-4,137-40-6,QTBSBXVTEAMEQO-UHFFFAOYSA-N,QTBSBXVTEAMEQO-UHFFFAOYSA-N,NIXOWILDQLNWCW-UHFFFAOYSA-N,XBDQKXXYIPTUBI-UHFFFAOYSA-N,XBDQKXXYIPTUBI-UHFFFAOYSA-N,DTXSID5024394,DTXSID5023873,DTXSID0039229,DTXSID8025961,DTXSID7021996,1.23,1.03,1.14,1.13,0.72,1.03,1.03,0.85,0.71,0.71,-0.08,0,7.41666666666667,0.591,2,2.5,0.152,0,0.5,7.791172,0.929166666666667
DTXSID70204316,NaN,-3.95,[-4.79:-3.11],1,0.604,0.572,25319-90-8,25784-83-2,2593-15-9,94-11-1,1928-61-6,AZFKQCNGMSSWDS-UHFFFAOYSA-N,VIUDWXCHYJJHLD-UHFFFAOYSA-N,KQTVWCSONPJJPE-UHFFFAOYSA-N,WHOKDONDRZNCBC-UHFFFAOYSA-N,URELEWKDONECLX-UHFFFAOYSA-N,DTXSID0042115,DTXSID10313698,DTXSID3032547,DTXSID5020445,DTXSID4062066,-5.03,-2.68,-3.37,-3.85,-4.25,-3.36,-4.18,-3.38,-3.89,-3.71,3.099,3,-1.45633230452675,0.003,1,2.1044804526749,0.873,0,0,34.532688,0
DTXSID80971143,-2.24,-2.24,[-2.27:-2.21],1,1,0.915,5577-13-9,88-21-1,88-62-0,88-44-8,1576-59-6,DFWQXANLGSXMKF-UHFFFAOYSA-N,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,FJHGMUDVUAXUEK-UHFFFAOYSA-N,LTPSRQRIPCVMKQ-UHFFFAOYSA-N,ISDHKUXEPQGCGX-UHFFFAOYSA-N,DTXSID80971143,DTXSID1024463,DTXSID1058973,DTXSID7026526,DTXSID701030825,-2.24,-1.75,-2.13,-1.13,-2.63,-1.92,-1.58,-1.42,-2.09,-1.71,2.868,2,4.58632865646259,0.348,5,5.82077674897119,1.427,0,0.944940787421155,33.476309,0.690230733497103
DTXSID70971157,NaN,-3.68,[-5.04:-2.32],1,0.596,0.5,111-64-8,631-36-7,4911-60-8,69300-15-8,13256-06-9,REEZZSHJLXOIHL-UHFFFAOYSA-N,VCZQFJFZMMALHB-UHFFFAOYSA-N,XYBFBXTUWDPXLK-UHFFFAOYSA-N,XPCSGXMQGQGBKU-UHFFFAOYSA-N,OELWBYBVFOLSTA-UHFFFAOYSA-N,DTXSID9024724,DTXSID1060891,DTXSID50197696,DTXSID20867819,DTXSID9020536,-2.21,-5.65,-3.76,-4.63,-2.27,-3.23,-3.71,-3.6,-4.34,-2.79,3.817,0,1.5,0.003,0,1.67169581618656,0.279,0,0,31.395102,0
DTXSID40863570,-7.97,-7.97,[-8.01:-7.93],1,1,0.881,5580-57-4,5280-80-8,68259-05-2,71566-54-6,22094-93-5,PFTIMORLWNOYIQ-UHFFFAOYSA-N,MLIPLRICHBJSFY-UHFFFAOYSA-N,VISHVOOFNOAMFD-UHFFFAOYSA-N,KTIRDZPYBSANLK-UHFFFAOYSA-N,GPWXTTPSHZOIKO-UHFFFAOYSA-N,DTXSID40863570,DTXSID6052166,DTXSID00887313,DTXSID50887929,DTXSID20865032,-7.97,-7.26,-7.81,-7.01,-8.46,-7.45,-7.92,-7.44,-7.87,-7.99,11.474,16,0.204362490877578,-0.431,14,2.79412907388824,5.689,0,1.39932842050633,123.529755,0
DTXSID30884173,NaN,-7.72,[-8.12:-7.32],0,0.597,0.686,5580-57-4,5280-80-8,68259-05-2,71566-54-6,22094-93-5,PFTIMORLWNOYIQ-UHFFFAOYSA-N,MLIPLRICHBJSFY-UHFFFAOYSA-N,VISHVOOFNOAMFD-UHFFFAOYSA-N,KTIRDZPYBSANLK-UHFFFAOYSA-N,GPWXTTPSHZOIKO-UHFFFAOYSA-N,DTXSID40863570,DTXSID6052166,DTXSID00887313,DTXSID50887929,DTXSID20865032,-7.97,-7.26,-7.81,-7.01,-8.46,-7.45,-7.92,-7.44,-7.87,-7.99,11.458,16,0.222538073867975,-0.351,14,2.77595349089784,5.816,0,1.39932842050633,121.949376,0
DTXSID4052219,-7.81,-7.8,[-7.81:-7.67],1,1,0.743,5590-18-1,30125-47-4,72391-23-2,81-77-6,3271-76-9,QRFIXNBFUBOBTH-UHFFFAOYSA-N,ZEHOVWPIGREOPO-UHFFFAOYSA-N,QJJWJEMWNWPFMU-UHFFFAOYSA-N,UHOKSCJSTAHBSO-UHFFFAOYSA-N,HHKPGQSPFVLKMV-UHFFFAOYSA-N,DTXSID4052219,DTXSID2067539,DTXSID801015490,DTXSID2026280,DTXSID3062944,-7.81,-7.43,-2.84,-2.65,-5.51,-5.3,-4.72,-7.82,-6,-5.1,6.076,14,0.679855296778275,0.391,6,1.74248109996061,4.61,0,0.0769230769230769,66.164758,0
DTXSID8042503,-0.8,-0.81,[-0.93:-0.8],1,1,0.764,55934-93-5,260781-16-6,626-78-8,156324-78-6,63187-91-7,RNFAKTRFMQEEQE-UHFFFAOYSA-N,FLYJSXDJKBHQAU-UHFFFAOYSA-N,ARRCKRNGGJHASO-UHFFFAOYSA-N,JFKCVAZSEWPOIX-UHFFFAOYSA-N,ZBJCYZPANVLBRK-UHFFFAOYSA-N,DTXSID8042503,DTXSID5074399,DTXSID40211653,DTXSID701036009,DTXSID20866983,-0.8,-3.46,-1.37,-3.22,-2.28,-2.73,-2.34,-2.62,-2.03,-2.39,2.651,0,5.19894400352734,0.348,4,2.02579972858698,0.202,0,0,44.758204,0.560177682566752
DTXSID6041262,NaN,-0.02,[-0.06:0.02],1,0.998,0.948,71-36-3,78-83-1,821-09-0,556-82-1,71-41-0,LRHPLDYGYMQRHN-UHFFFAOYSA-N,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,LQAVWYMTUMSFBE-UHFFFAOYSA-N,ASUAYTHWZCLXAN-UHFFFAOYSA-N,AMQJEAYHLZJPGS-UHFFFAOYSA-N,DTXSID1021740,DTXSID0021759,DTXSID30231562,DTXSID2027206,DTXSID6021741,-0.02,0.05,-0.17,0.68,-0.6,0.13,0.31,-0.04,0.11,-1.19,0.851,0,8.06625,0.348,1,1.15625,0.205,0,0,14.50993,0.736388888888889
DTXSID3020910,-2.27,-2.26,[-2.27:-2.17],1,1,0.769,55-98-1,298-01-1|7786-34-7,64-67-5,107-49-3,NOCAS_871470,COVZYZSDYWQREU-UHFFFAOYSA-N,GEPDYQSQVLXLEU-UHFFFAOYSA-N,DENRZWYUOJLTMF-UHFFFAOYSA-N,IDCBOTIENDVCBQ-UHFFFAOYSA-N,GFBKOADVXIDVBA-UHFFFAOYSA-N,DTXSID3020910,DTXSID0058358|DTXSID2032683,DTXSID1024045,DTXSID3034957,DTXSID60871470,-2.27,0.5,-1.34,0.54,-1.04,-0.37,0.25,-0.05,-1.42,-1.24,-1.232,0,4.58896990740741,0.003,6,5.08512431412894,-0.096,0,1.10064241629821,30.507102,0
DTXSID6032352,-4.89,-4.89,[-4.93:-4.85],1,1,0.946,5598-13-0,2921-88-2,299-84-3,57018-04-9,2104-96-3,HRBKVYFZANMGRE-UHFFFAOYSA-N,SBPBAQFWLVIOKP-UHFFFAOYSA-N,JHJOOSLFWRRSGU-UHFFFAOYSA-N,OBZIQQJJIKNWNO-UHFFFAOYSA-N,NYQDCVLCJXRDSK-UHFFFAOYSA-N,DTXSID6032352,DTXSID4020458,DTXSID2034885,DTXSID0034776,DTXSID1041683,-4.89,-5.48,-4.31,-5.58,-5.56,-4.73,-5.24,-5.5,-5.1,-5.37,3.37,4,0.782461402256376,0.003,3,3.66631193835559,1.644,0,0,33.563551,0
DTXSID1040245,NaN,-0.73,[-2.35:0.89],1,0.455,0.387,58994-96-0,154-21-2,15176-29-1,58-63-9,62488-57-7,AHHFEZNOXOZZQA-UHFFFAOYSA-N,OJMMVQQUTAEWLP-UHFFFAOYSA-N,XACKNLSZYYIACO-UHFFFAOYSA-N,UGQMRVRMYYASKQ-UHFFFAOYSA-N,LJIRBXZDQGQUOO-UHFFFAOYSA-N,DTXSID501015584,DTXSID3023215,DTXSID4045890,DTXSID2045993,DTXSID7020471,-1.56,-2.64,2.18,-1.23,-0.39,-1.38,-2.57,-1.07,-1.6,-0.78,-0.734000000000001,0,0.346231896736747,1.086,8,2.67344216287338,1.707,0,1.71390459132892,46.745067,0.340831859721483
DTXSID2058128,-5.42,-5.42,[-5.5:-5.42],1,1,0.765,56073-07-5,66841-25-6,331711-99-0,1198395-24-2,56073-10-0,NMYVOUZCRRJTNZ-UHFFFAOYSA-N,YWSCPYYRJXKUDB-UHFFFAOYSA-N,DFCIKCMSXYOIQD-UHFFFAOYSA-N,OBARUOOPPWHZRQ-UHFFFAOYSA-N,XDXSRIVLWONVPW-UHFFFAOYSA-N,DTXSID2058128,DTXSID0024343,DTXSID501036241,DTXSID60735801,DTXSID5032529,-5.42,-6.92,-7.27,-7.38,-8.14,-7.45,-6.23,-6.64,-5.59,-7.46,11.478,5,5.74939841205294,0.003,3,2.09264632036367,3.28,0,0.25,74.302618,0
DTXSID8047973,-4.95,-4.95,[-5.02:-4.88],1,1,0.903,5613-46-7,5384-21-4,33145-10-7,79-94-7,26567-10-2,ODJUOZPKKHIEOZ-UHFFFAOYSA-N,AZZWZMUXHALBCQ-UHFFFAOYSA-N,SZAQZZKNQILGPU-UHFFFAOYSA-N,VEORPZCZECFIRK-UHFFFAOYSA-N,XBDTZNMRTRPDKH-UHFFFAOYSA-N,DTXSID8047973,DTXSID4063820,DTXSID50865666,DTXSID1026081,DTXSID70460556,-4.95,-3.41,-6.17,-5.64,-5.44,-5.3,-5.25,-5.36,-5.35,-4.69,5.387,8,9.95860397245318,0.765,0,1.43805555555556,1.645,0,0.1,51.047032,0.443727088057445
DTXSID00204642,-3.51,-3.51,[-3.64:-3.38],1,1,0.739,561-41-1,83249-56-3,989-38-8,950782-86-2,94050-52-9|94050-53-0,MAGJOSJRYKEYAZ-UHFFFAOYSA-N,LCJKMEUFNHSFPB-UHFFFAOYSA-N,,YFONKFDEZLYQDH-UHFFFAOYSA-N,PCKNFPQPGUWFHO-UHFFFAOYSA-N,DTXSID00204642,DTXSID60329168,DTXSID1021243,DTXSID0058223,DTXSID4058497|DTXSID10240359,-3.51,-6.15,-2.68,-5.03,-8.69,-6.15,-5.28,-5.72,-4.49,-8.68,4.915,6,2.05200722437735,0.542,4,2.48416950113379,2.756,0,0,65.678997,0.0675127551020407
DTXSID2074958,NaN,-0.18,[-0.53:0.17],1,0.871,0.786,1003-38-9,557-40-4,5614-38-0,96-47-9,628-32-0,OXMIDRBAFOEOQT-UHFFFAOYSA-N,ATVJXMYDOSMEPO-UHFFFAOYSA-N,LZTCEQQSARXBHE-UHFFFAOYSA-N,JWUJQDFVADABEY-UHFFFAOYSA-N,NVJUHMXYKCUMQA-UHFFFAOYSA-N,DTXSID10862510,DTXSID8060321,DTXSID90204671,DTXSID9030258,DTXSID5075286,0.07,-0.02,-0.64,0.17,-0.69,-0.64,-0.43,0.07,-0.38,-0.86,1.279,0,5.11111111111111,0.003,1,0.736111111111111,0.247,0,0,19.363516,0
DTXSID0025440,-1.12,-1.12,[-1.23:-1.01],1,1,0.822,56-18-8,53617-35-9,109-07-9,2815-34-1|106-55-8,110-85-0,OTBHHUPVCYLGQO-UHFFFAOYSA-N,YYBXNWIRMJXEQJ-UHFFFAOYSA-N,JOMNTHCQHJPVAZ-UHFFFAOYSA-N,NSMWYRLQHIXVAP-UHFFFAOYSA-N,GLUUGHFHXGJENI-UHFFFAOYSA-N,DTXSID0025440,DTXSID40355283,DTXSID1021900,DTXSID90878851|DTXSID70861721,DTXSID1021164,-1.12,-2.9,0.69,0.49,0.86,-0.17,-0.1,0.43,0.38,0.41,-1.012,0,3.22722222222222,0.444,3,0.7265625,0.556,0,0,25.195481,0
DTXSID50893989,NaN,-3.42,[-5.4:-1.44],1,0.448,0.321,25614-03-3,379-79-3,25137-84-2,136817-59-9,147221-93-0,OZVBMTJYIDMWIL-UHFFFAOYSA-N,XCGSFFUVFURLIX-UHFFFAOYSA-N,NPKMNEQELHMKIT-UHFFFAOYSA-N,WHBIGIKBNXZKFE-UHFFFAOYSA-N,WHBIGIKBNXZKFE-UHFFFAOYSA-N,DTXSID1022687,DTXSID3025253,DTXSID701019344,DTXSID6022892,DTXSID701017136,-3.88,-3.12,-6.55,-3.73,0.73,-3.35,-3.69,-6.24,0.72,0.72,2.018,2,1.22109180992568,0.843,10,3.2364140874057,3.419,0,1.11716171337508,86.9813409999999,0.101522892370222
DTXSID8020250,-2.3,-2.29,[-2.3:-2.26],1,1,0.919,56-23-5,630-20-6,79-01-6,71-55-6,7789-89-1,VZGDMQKNWNREIO-UHFFFAOYSA-N,QVLAWKAXOMEXPM-UHFFFAOYSA-N,XSTXAVWGXDQKEL-UHFFFAOYSA-N,UOCLXMDMGBRAIB-UHFFFAOYSA-N,AVGQTJUPLKNPQP-UHFFFAOYSA-N,DTXSID8020250,DTXSID2021317,DTXSID0021383,DTXSID0021381,DTXSID6073992,-2.3,-2.19,-2,-1.99,-1.89,-2,-2.11,-1.99,-1.73,-1.77,2.864,0,1.3695987654321,0.003,0,0.095679012345679,0.425,0,0,10.48,0
DTXSID8052859,NaN,0.06,[-1.03:1.15],1,0.643,0.537,112-24-3,69852-45-5,942429-84-7,942429-85-8,100-97-0,VILCJCGEZXAXTO-UHFFFAOYSA-N,YALMGFWDBZZMMB-UHFFFAOYSA-N,RWIVICVCHVMHMU-UHFFFAOYSA-N,RWIVICVCHVMHMU-UHFFFAOYSA-N,VKYKSIONXSXAKP-UHFFFAOYSA-N,DTXSID9023702,DTXSID1044980,DTXSID701036647,DTXSID401036648,DTXSID6020692,1.51,0.78,-1.14,-1.23,0.33,-0.16,-1.03,-1.23,-1.23,-1.2,-0.747,0,2.45319444444444,0.003,4,0.606805555555556,0.714,0,0,31.646274,0
DTXSID4044824,-1.94,-1.94,[-1.97:-1.91],1,1,0.928,562-74-3,2217-02-9,4948-28-1,98-55-5,138-87-4,WRYLYDPHFGVWKC-UHFFFAOYSA-N,IAIHUHQCLTYTSF-UHFFFAOYSA-N,YYWZKGZIIKPPJZ-UHFFFAOYSA-N,WUOACPNHFRMFPN-UHFFFAOYSA-N,RUJPNZNXGCHGID-UHFFFAOYSA-N,DTXSID4044824,DTXSID6044307,DTXSID3027582,DTXSID5026625,DTXSID7041209,-1.94,-2.27,-2.25,-2.26,-1.85,-2.2,-2.12,-2.14,-1.96,-2.13,1.947,0,10.021712962963,0.348,1,1.66715277777778,0.521,0,0,30.404274,0.324513888888889
DTXSID2024086,-5.35,-5.34,[-5.38:-5.3],1,1,0.867,563-12-2,24151-93-7,69327-76-0,83733-82-8,83130-01-2,RIZMRRKBZQXFOY-UHFFFAOYSA-N,UNLYSVIDNRIVFJ-UHFFFAOYSA-N,PRLVTUNWOQKEAI-UHFFFAOYSA-N,MVBGKYGTNGPFHT-UHFFFAOYSA-N,GMAUQNJOSOMMHI-UHFFFAOYSA-N,DTXSID2024086,DTXSID8058031,DTXSID8034401,DTXSID0058196,DTXSID5058195,-5.35,-4.15,-5.68,-5.2,-4.3,-4.74,-4.15,-4.4,-4.81,-5.16,4.978,0,-0.736651392038297,0.003,4,2.8582681143445,1.866,0,0,52.577446,0
DTXSID4020244,NaN,-0.41,[-1.34:0.52],1,0.578,0.582,684-93-5,3135-74-8,759-73-9,96-31-1,25286-58-2,ZRKWMRDKSOPRRS-UHFFFAOYSA-N,RMXVHZFHSKRNJN-UHFFFAOYSA-N,FUSGACRLAFQQRL-UHFFFAOYSA-N,MGJKQDOBUOMPEZ-UHFFFAOYSA-N,HFAYWAUCHUMJMH-UHFFFAOYSA-N,DTXSID4021006,DTXSID50473947,DTXSID8020593,DTXSID5025156,DTXSID50377911,-0.85,0.33,-0.96,1,-1.65,-0.51,-0.47,-0.5,0.07,-0.54,-2.166,0,1.66666666666667,0.455,4,2.38425925925926,0.362,0,0,9.195965,0
DTXSID1020279,-1.81,-1.81,[-1.84:-1.78],1,1,0.957,563-47-3,107-05-1,513-37-1,78-88-6,75-29-6,OHXAOPZTJOUYKM-UHFFFAOYSA-N,OSDWBNJEKMUWAV-UHFFFAOYSA-N,KWISWUFGPUHDRY-UHFFFAOYSA-N,FALCMQXTWHPRIH-UHFFFAOYSA-N,ULYZAYCEDJDHCC-UHFFFAOYSA-N,DTXSID1020279,DTXSID4039231,DTXSID5020520,DTXSID6025012,DTXSID6047739,-1.81,-1.36,-1.96,-1.71,-1.41,-1.68,-1.35,-1.89,-1.67,-1.75,1.241,0,1.12714334705075,0.003,0,0.339334705075446,0.302,0,0,13.887551,0
DTXSID6024331,NaN,1.13,[1.03:1.23],1,0.999,0.944,64-19-7,631-61-8,79-10-7,79-09-4,137-40-6,QTBSBXVTEAMEQO-UHFFFAOYSA-N,QTBSBXVTEAMEQO-UHFFFAOYSA-N,NIXOWILDQLNWCW-UHFFFAOYSA-N,XBDQKXXYIPTUBI-UHFFFAOYSA-N,XBDQKXXYIPTUBI-UHFFFAOYSA-N,DTXSID5024394,DTXSID5023873,DTXSID0039229,DTXSID8025961,DTXSID7021996,1.23,1.03,1.14,1.13,0.72,1.03,1.03,0.85,0.71,0.71,-0.08,0,7.41666666666667,0.591,2,2.5,0.152,0,0.5,7.791172,0.929166666666667
DTXSID5044443,NaN,-3.55,[-6.38:-0.72],1,0.646,0.217,1941-30-6,311-28-4,156-74-1,2437-25-4,2216-34-4,OSBSFAARYOCBHB-UHFFFAOYSA-N,DZLFLBLQUQXARW-UHFFFAOYSA-N,MTCUAOILFDZKCO-UHFFFAOYSA-N,VXCUURYYWGCLIH-UHFFFAOYSA-N,DOGIHOCMZJUJNR-UHFFFAOYSA-N,DTXSID9026130,DTXSID30878092,DTXSID5048394,DTXSID1022188,DTXSID90862876,-0.43,-2.06,-7.56,-5.29,-6.05,-4.1,-4.26,-1.61,-5.33,-5.21,3.922,0,0,0.003,0,0.185,-0.168,0,0,43.98379,0
DTXSID7021100,-4.36,-4.36,[-4.36:-4.3],1,1,0.842,56-38-2,298-00-0,122-14-5,3811-49-2,115-90-2,LCCNCVORNKJIRZ-UHFFFAOYSA-N,RLBIQVVOMOPOHC-UHFFFAOYSA-N,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,OUNSASXJZHBGAI-UHFFFAOYSA-N,XDNBJTQLKCIJBV-UHFFFAOYSA-N,DTXSID7021100,DTXSID1020855,DTXSID4032613,DTXSID7041885,DTXSID6021953,-4.36,-3.76,-3.98,-3.57,-2.26,-3.55,-3.64,-4.04,-3.45,-3.85,4.326,2,5.68593991454606,0.003,2,3.89018454655525,1.542,0,0.5,38.575102,0
DTXSID2069103,-6.64,-6.64,[-6.73:-6.55],1,1,0.821,56396-10-2,16403-84-2,137862-53-4,36968-27-1,82203-23-4,LFFICOHZNUVGRZ-UHFFFAOYSA-N,YOGMQHMXNSEDLV-UHFFFAOYSA-N,ACWBQPMHZXGDFX-UHFFFAOYSA-N,HULNYTPFPARJMG-UHFFFAOYSA-N,UKCCBSOTIRNHAZ-UHFFFAOYSA-N,DTXSID2069103,DTXSID9066045,DTXSID6023735,DTXSID6068014,DTXSID701020929,-6.64,-5.63,-3.38,-8.17,-6.11,-5.64,-6.49,-5.59,-6.77,-5.51,4.837,4,2.81583971153506,0.62,7,2.41781108740351,3.242,0,0.408528970321622,66.277446,0.371643206646433
DTXSID9020667,0.52,0.52,[0.51:0.53],1,1,0.929,56-40-6,338-69-2|302-72-7,2835-81-6,62-57-7,86118-11-8,DHMQDGOQFOQNFH-UHFFFAOYSA-N,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,QWCKQJZIFLGMSD-UHFFFAOYSA-N,FUOOLUPWFVMBKG-UHFFFAOYSA-N,KNTFCRCCPLEUQZ-UHFFFAOYSA-N,DTXSID9020667,DTXSID3045649|DTXSID6031255,DTXSID90862679,DTXSID0058772,DTXSID20275854,0.52,0.27,0.31,0.25,0.65,0.26,0.2,0.12,0.15,0.42,-3.35,0,4.57175925925926,0.524,3,2.63425925925926,0.37,0,0.5,9.557965,0.897916666666667
DTXSID20873899,NaN,0.27,[0.25:0.29],1,0.998,0.974,338-69-2|302-72-7,2835-81-6,62-57-7,56-40-6,640-68-6,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,QWCKQJZIFLGMSD-UHFFFAOYSA-N,FUOOLUPWFVMBKG-UHFFFAOYSA-N,DHMQDGOQFOQNFH-UHFFFAOYSA-N,KZSNJWFQEVHDMF-UHFFFAOYSA-N,DTXSID3045649|DTXSID6031255,DTXSID90862679,DTXSID0058772,DTXSID9020667,DTXSID0046064,0.27,0.31,0.25,0.52,-0.25,0.2,0.12,0.15,0.26,0.08,-2.824,0,4.83564814814815,0.524,3,2.62962962962963,0.355,0,0.5,12.651551,0.835416666666667
DTXSID3024108,-3.44,-3.44,[-3.48:-3.4],1,1,0.913,56425-91-3,54143-55-4,80-30-8,54739-18-3,135832-51-8,VEVZCONIUDBCDC-UHFFFAOYSA-N,DJBNUMBKLMJRSA-UHFFFAOYSA-N,DKYVVNLWACXMDW-UHFFFAOYSA-N,CJOFXWAVKWHTFT-UHFFFAOYSA-N,XHIANHOHSQCXSF-UHFFFAOYSA-N,DTXSID3024108,DTXSID8023054,DTXSID1024885,DTXSID2044002,DTXSID00872244,-3.44,-4.11,-2.4,-4.64,-2.38,-3.76,-3.81,-3.07,-3.22,-2.99,3.641,3,3.8292079239103,0.348,3,5.99688700451485,1.095,0,0,41.876895,0.240949074074074
