MoleculeID,LogP_exp,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP,LogP_CAS_neighbor_1,LogP_CAS_neighbor_2,LogP_CAS_neighbor_3,LogP_CAS_neighbor_4,LogP_CAS_neighbor_5,LogP_InChiKey_neighbor_1,LogP_InChiKey_neighbor_2,LogP_InChiKey_neighbor_3,LogP_InChiKey_neighbor_4,LogP_InChiKey_neighbor_5,LogP_DTXSID_neighbor_1,LogP_DTXSID_neighbor_2,LogP_DTXSID_neighbor_3,LogP_DTXSID_neighbor_4,LogP_DTXSID_neighbor_5,LogP_Exp_neighbor_1,LogP_Exp_neighbor_2,LogP_Exp_neighbor_3,LogP_Exp_neighbor_4,LogP_Exp_neighbor_5,LogP_pred_neighbor_1,LogP_pred_neighbor_2,LogP_pred_neighbor_3,LogP_pred_neighbor_4,LogP_pred_neighbor_5,CrippenLogP,GATS2c,LipoaffinityIndex,AATS1p,ATSC1i,ETA_EtaP,MLFER_S,nN,ETA_Beta,SaltIndex
DTXSID9058311,0.96,1.12,[0.29:1.95],1,1,0.716,144740-54-5,199119-58-9,104040-78-0,213464-77-8,126801-58-9,DTVOKYWXACGVGO-UHFFFAOYSA-N,AIMMSOZBPYFASU-UHFFFAOYSA-N,HWATZEJQIXKWQS-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,UWVKRNOCDUPIDM-UHFFFAOYSA-N,DTXSID9058311,DTXSID8040222,DTXSID3034610,DTXSID4034788,DTXSID1057951,0.96,0.02,1.08,1.67,2.89,1.48,1.21,1.35,2.29,1.54,1.56027,0.849899682960738,5.81886667479934,1.73184482621739,-39.3647542357924,0.7877,3.478,5,40.25,110
DTXSID8020624,-1.6,-1.59,[-1.75:-1.43],1,1,0.751,14484-64-1,137-30-4,128-04-1,1908-87-8,533-74-4,MZGNSEAPZQGJRB-UHFFFAOYSA-N,MZGNSEAPZQGJRB-UHFFFAOYSA-N,MZGNSEAPZQGJRB-UHFFFAOYSA-N,RGTLAJIDOSPEDH-UHFFFAOYSA-N,QAYICIQNSGETAS-UHFFFAOYSA-N,DTXSID8020624,DTXSID0021464,DTXSID6027050,DTXSID0062054,DTXSID7024902,-1.6,1.23,-2.31,0.59,0.63,0.45,-1.18,0.26,0.15,0.34,0.7627,1.80374657283521,2.2217542866941,1.98433046333333,-11.7382247807035,0.69102,1.812,1,4.75,260
DTXSID8037704,NaN,1.44,[0.46:2.42],1,0.488,0.508,75922-48-4,22181-94-8,NOCAS_874555,23374-51-8,98827-19-1,LVSWNSHUTPWCNF-UHFFFAOYSA-N,GOZRRIWDZQPGMN-UHFFFAOYSA-N,LUDVHFSZQGOCSV-UHFFFAOYSA-N,YUYRJNUDSVDBPP-UHFFFAOYSA-N,QQAOTACZYKWDQH-UHFFFAOYSA-N,DTXSID80877797,DTXSID80944832,DTXSID90874555,DTXSID40874707,DTXSID901034611,2.93,0.91,0.02,1.51,1.82,1.59,1.45,1.18,1.16,0.74,1.25688,0.777339875811474,4.22317431536881,1.75853925152174,-25.5631590346415,0.80884,1.863,4,32.25,0
DTXSID3073260,0.48,0.47,[0.44:0.5],1,1,0.936,1453-58-3,7554-65-6,10552-94-0,3731-51-9,3731-52-0,XKVUYEYANWFIJX-UHFFFAOYSA-N,RIKMMFOAQPJVMX-UHFFFAOYSA-N,OKFHTQFXGQXDEX-UHFFFAOYSA-N,WOXFMYVTSLAQMO-UHFFFAOYSA-N,HDOUGSFASVGDCS-UHFFFAOYSA-N,DTXSID3073260,DTXSID3040649,DTXSID20147168,DTXSID5063152,DTXSID2044424,0.48,0.9,0.26,-0.21,-0.32,0.27,0.24,0.59,-0.31,-0.26,0.41572,1.07894564269585,2.15746759259259,1.6293244875,1.53157694330002,0.33968,0.65,2,8.5,0
DTXSID1075434,1.63,1.63,[1.61:1.65],1,1,0.914,1455-42-1,18467-77-1,98283-67-1,130778-43-7,29836-26-8,BPZIYBJCZRUDEG-UHFFFAOYSA-N,FWCBATIDXGJRMF-UHFFFAOYSA-N,ULDAPNVYSDTSFM-UHFFFAOYSA-N,IAWCNNYONWQQDN-UHFFFAOYSA-N,HEGSGKPQLMEBJL-UHFFFAOYSA-N,DTXSID1075434,DTXSID0047454,DTXSID70892010,DTXSID40874989,DTXSID6042234,1.63,1.35,2.27,2.08,1.46,1.96,0.77,3.8,2.54,0.51,0.7556,1.18354080058001,3.58297552482237,1.53763776064,-9.31959006284193,1.29636,1.496,0,13.5,0
DTXSID6051728,12,11.99,[11.79:12],1,1,0.689,145650-60-8,14442-94-5,3126-80-5,35074-77-2,14450-05-6,ZEFSGHVBJCEKAZ-UHFFFAOYSA-N,HQSOHEURLMFXBX-UHFFFAOYSA-N,GNCDUZFXTFAOBE-UHFFFAOYSA-N,ZVVFVKJZNVSANF-UHFFFAOYSA-N,IBKKMFMBXQARGV-UHFFFAOYSA-N,DTXSID6051728,DTXSID001045051,DTXSID70863109,DTXSID0027985,DTXSID6027765,12,6,6.01,6.5,6.2,6.83,7.49,7.64,7.17,6.94,9.78484,0.672604300631631,19.3328575572795,1.77270977056818,-11.3638685680201,1.72855,1.702,0,33,0
DTXSID4034528,NaN,2.87,[0.67:5.07],1,0.507,0.236,139528-85-1,98967-40-9,147150-35-4,136426-54-5,145701-23-1,VGHPMIFEKOFHHQ-UHFFFAOYSA-N,RXCPQSJAVKGONC-UHFFFAOYSA-N,BIKACRYIQSLICJ-UHFFFAOYSA-N,IJJVMEJXYNJXOJ-UHFFFAOYSA-N,QZXATCCPQKOEIH-UHFFFAOYSA-N,DTXSID9047544,DTXSID4032615,DTXSID8034372,DTXSID5057965,DTXSID7044340,3.08,0.21,1.12,3.24,7,2.16,3.14,2.59,1.98,1.17,4.69406,0.980393122726189,5.34992583704173,2.03611192135135,-19.5866730782002,0.69092,3.317,5,37,0
DTXSID7044340,7,6.99,[6.71:7],1,1,0.671,145701-23-1,98967-40-9,139528-85-1,147150-35-4,NOCAS_877507,QZXATCCPQKOEIH-UHFFFAOYSA-N,RXCPQSJAVKGONC-UHFFFAOYSA-N,VGHPMIFEKOFHHQ-UHFFFAOYSA-N,BIKACRYIQSLICJ-UHFFFAOYSA-N,QUFCVOCSVTZMSF-UHFFFAOYSA-N,DTXSID7044340,DTXSID4032615,DTXSID9047544,DTXSID8034372,DTXSID50877507,7,0.21,3.08,1.12,0.72,1.17,3.14,2.16,2.59,2.17,3.27536,1.1376913132015,6.09285399175567,1.90880389617647,-23.989181544604,0.59251,3.153,5,36.5,0
DTXSID60890464,-1.6,-1.6,[-1.6:-1.55],1,1,0.763,145703-76-0,5280-80-8,5280-80-8,5580-57-4,32220-82-9,VSKDGNQMWHTFFX-UHFFFAOYSA-N,MLIPLRICHBJSFY-UHFFFAOYSA-N,MLIPLRICHBJSFY-UHFFFAOYSA-N,PFTIMORLWNOYIQ-UHFFFAOYSA-N,QHUKBYLVVVMGRT-UHFFFAOYSA-N,DTXSID60890464,DTXSID6052166,DTXSID6052166,DTXSID40863570,DTXSID2067664,-1.6,0,0,0,-0.1,0.6,-0,-0,-0.11,-3.19,13.17975,0.650677833966633,13.3177783181735,1.92013458850981,-6.20834149271693,1.00364,7.507,9,75,110
DTXSID7024081,1.91,1.91,[1.85:1.91],1,1,0.803,145-73-3,73611-02-6,111-17-1,1076-97-7,1687-30-5,GXEKYRXVRROBEV-UHFFFAOYSA-N,QHAPONCMFJQXEN-UHFFFAOYSA-N,ODJQKYXPKWQWNK-UHFFFAOYSA-N,PXGZQGDTEZPERC-UHFFFAOYSA-N,QSAWQNUELGIYBC-UHFFFAOYSA-N,DTXSID7024081,DTXSID10448691,DTXSID8044200,DTXSID2038788,DTXSID60875751,1.91,0.9,0.19,1.32,1.01,0.62,0.84,1.16,0.81,1,0.18309,0.616555455719839,-0.105197685185186,1.68021376883333,2.54779993365952,0.79626,1.218,0,11.5,0
DTXSID9047251,NaN,3.78,[3.1:4.68],1,0.533,0.546,NOCAS_878572,120928-09-8,NOCAS_878262,74602-43-0,NOCAS_872145,XPJVVMVGRBRSJR-UHFFFAOYSA-N,DMYHGDXADUDKCQ-UHFFFAOYSA-N,DERDGVKHMUAUSH-UHFFFAOYSA-N,VITWMLOHXKVCJS-UHFFFAOYSA-N,SZANKBFLRHSJDT-UHFFFAOYSA-N,DTXSID30878572,DTXSID4040476,DTXSID60878262,DTXSID20878501,DTXSID20872145,3.47,5.51,3.44,3.1,3.25,3.63,3.78,3.56,3.67,3.81,4.55239,0.886131526248626,11.0526890068344,1.74129817519231,-8.86305175280959,0.89083,1.671,2,30.25,0
DTXSID50624098,2.6,2.6,[2.58:2.6],1,1,0.901,145783-14-8,82780-90-3,26827-71-4,21571-08-4,59465-40-6,DDEDQHVHVPJFAC-UHFFFAOYSA-N,XDKHXZXWXFUESW-UHFFFAOYSA-N,YPERJPMYZVVLIP-UHFFFAOYSA-N,REGMPMOUDUTRSJ-UHFFFAOYSA-N,RMAANDCVYFSYMP-UHFFFAOYSA-N,DTXSID50624098,DTXSID20231995,DTXSID50879703,DTXSID80440501,DTXSID90879707,2.6,2.46,2.46,2.18,2.11,2.19,2.07,2.22,2.16,2.2,4.01978,0.93946379250644,2.33980952823619,2.13031864409091,-3.08661460911868,0.68555,1.38,3,20.25,0
DTXSID8027402,2.1,2.1,[2.04:2.16],1,1,0.936,1459-93-4,120-61-6,131-11-3,38353-69-4,580-02-9,VNGOYPQMJFJDLV-UHFFFAOYSA-N,WOZVHXUHUFLZGK-UHFFFAOYSA-N,NIQCNGHVCWTJSM-UHFFFAOYSA-N,FPKULHZVSZBRRR-UHFFFAOYSA-N,ONWPLBKWMAUFGZ-UHFFFAOYSA-N,DTXSID8027402,DTXSID0020498,DTXSID3022455,DTXSID90876377,DTXSID20206724,2.1,2.25,1.58,1.85,1.46,1.91,1.88,2.03,1.87,1.95,1.22819,1.05907243987322,3.21770665910809,1.72844512916667,-6.44695890270835,0.52983,1.391,0,17.5,0
DTXSID1024831,NaN,0.06,[-0.65:0.72],1,0.457,0.551,3811-73-2,98-98-6,109-00-2,59-67-6,626-64-2,YBBJKCMMCRQZMA-UHFFFAOYSA-O,SIOXPEMLGUPBBT-UHFFFAOYSA-N,GRFNBEZIAWKNCO-UHFFFAOYSA-N,PVNIIMVLHYAWGP-UHFFFAOYSA-N,GCNTZFIIOFTKIY-UHFFFAOYSA-N,DTXSID3042390,DTXSID7031903,DTXSID1051563,DTXSID1020932,DTXSID2052310,0,0.72,0.48,0.36,-1.3,0.55,-0.05,0.16,-0.01,0.31,0.74819,0.827240842506059,2.01053342592593,1.80615180185714,-2.40359966126786,0.35437,1.107,1,13,240
DTXSID1027768,NaN,-1.43,[-3.78:0.92],1,0.423,0.196,13095-67-5,79-10-7,156-54-7,3724-65-0,79-41-4,OFOBLEOULBTSOW-UHFFFAOYSA-N,NIXOWILDQLNWCW-UHFFFAOYSA-N,FERIUCNNQQJTOY-UHFFFAOYSA-N,LDHQCZJRKDOVOX-UHFFFAOYSA-N,CERQOIWHTDAKMF-UHFFFAOYSA-N,DTXSID101335550,DTXSID0039229,DTXSID3037672,DTXSID7027544,DTXSID3025542,-4.52,0.35,-3.2,0.72,0.93,-1.55,0.24,0.92,0.45,0.57,0.41708,0.501811102584662,1.31320833333333,1.5164851145,-0.616028781493001,0.28466,0.548,0,5.5,300
DTXSID7040609,NaN,1.24,[0.4:2.09],1,0.482,0.576,26541-51-5,594-72-9,59863-59-1,278-06-8,3132-64-7,OMDNEQQMLDYBTR-UHFFFAOYSA-N,OQOGEOLRYAOSKO-UHFFFAOYSA-N,NXUCOCMJAHWYNO-UHFFFAOYSA-N,DGZUEIPKRRSMGK-UHFFFAOYSA-N,GKIPXFAANLTWBM-UHFFFAOYSA-N,DTXSID8021064,DTXSID4021638,DTXSID40875572,DTXSID30182121,DTXSID5025237,0.4,1.56,0.83,2.9,0.85,1.12,0.93,0.79,2.51,1.3,0.65498,1.37680385003196,1.72366172634795,1.91496037189474,6.31949213299561,0.80269,0.55,1,6.75,0
DTXSID1047075,0.95,0.95,[0.93:0.97],1,1,0.977,14667-55-1,15707-23-0,1124-11-4,5910-89-4,123-32-0,IAEGWXHKWJGQAZ-UHFFFAOYSA-N,LNIMMWYNSBZESE-UHFFFAOYSA-N,FINHMKGKINIASC-UHFFFAOYSA-N,OXQOBQJCDNLAPO-UHFFFAOYSA-N,LCZUOKDVTBMCMX-UHFFFAOYSA-N,DTXSID1047075,DTXSID4047464,DTXSID6047070,DTXSID4064058,DTXSID6047652,0.95,1.07,1.28,0.54,0.63,1.01,1.06,1.8,0.7,0.65,1.48046,1.23153322433923,3.67315657407407,1.70673384736842,-10.313858780421,0.58217,0.749,2,11.5,0
DTXSID2034207,NaN,4.16,[3.56:4.7],0,0.26,0.452,874288-98-9,161611-73-0,86569-98-4,107-49-3,65907-30-4,AVGSPEYUIJBWHJ-UHFFFAOYSA-N,FTLLXRHEDGWNNW-UHFFFAOYSA-N,LEEVIGXUKBTVIZ-UHFFFAOYSA-N,IDCBOTIENDVCBQ-UHFFFAOYSA-N,HAWJXYBZNNRMNO-UHFFFAOYSA-N,DTXSID90893408,DTXSID701173384,DTXSID30878355,DTXSID3034957,DTXSID3052725,4.4,4.4,4.3,2.94,4.7,2.95,2.56,4.34,0.35,4.11,2.7048,0,5.98336576294407,1.69435871454545,-39.7412823035005,1.3373,0.966,0,12.5,0
DTXSID90933035,3.18,3.18,[3.14:3.22],1,1,0.97,147126-62-3,81496-81-3,63968-64-9,55084-16-7,50780-71-7,KXKDZLRTIFHOHW-UHFFFAOYSA-N,BJDCWCLMFKKGEE-UHFFFAOYSA-N,BLUAFEHZUWYNDE-UHFFFAOYSA-N,SWRPUUSMRNKBFN-UHFFFAOYSA-N,PILXXQDTGZVXME-UHFFFAOYSA-N,DTXSID90933035,DTXSID5045962,DTXSID2040652,DTXSID00876989,DTXSID80198813,3.18,2.19,2.9,3.38,4.53,3.25,2.57,2.45,4.02,4.04,2.63219,1.00296693924499,4.379684872344,1.75761652536364,-1.50745557511452,1.28196,1.32,0,13,0
DTXSID8027117,NaN,3.74,[2.71:4.77],0,0.269,0.437,1229654-66-3,SRC002-29-3,155213-67-5,SRC008-02-6,SRC003-25-6,KNDVJPKNBVIKML-UHFFFAOYSA-N,SODABODCSIZLGT-UHFFFAOYSA-N,NCDNCNXCDXHOMX-UHFFFAOYSA-N,KALSMXLQRKFVPO-UHFFFAOYSA-N,WFVNXGFWTPINCE-UHFFFAOYSA-N,DTXSID40894829,,DTXSID1048627,,,2.6,3.18,3.9,3.6,5.66,1.94,4.4,3.45,3.9,4.4,3.11273,0.784064400381198,10.2895192492215,2.06099326735294,-12.6694427809163,0.79494,4.153,8,62.5,290
DTXSID8034372,1.12,1.12,[0.97:1.27],1,1,0.777,147150-35-4,132722-93-1,139528-85-1,145701-23-1,NOCAS_877507,BIKACRYIQSLICJ-UHFFFAOYSA-N,MEJGKVAHHHDBIU-UHFFFAOYSA-N,VGHPMIFEKOFHHQ-UHFFFAOYSA-N,QZXATCCPQKOEIH-UHFFFAOYSA-N,QUFCVOCSVTZMSF-UHFFFAOYSA-N,DTXSID8034372,DTXSID70157732,DTXSID9047544,DTXSID7044340,DTXSID50877507,1.12,0.73,3.08,7,0.72,2.59,0.84,2.16,1.17,2.17,3.19556,0.985896037459691,4.96703430533208,1.90332776790698,-23.5555336680391,0.72333,3.532,5,40,0
DTXSID4020537,NaN,3.69,[3.18:4.2],1,0.505,0.565,58-73-1,83-98-7,156-08-1,92-59-1,53-60-1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,QVYRGXJJSLMXQH-UHFFFAOYSA-N,YXKTVDFXDRQTKV-UHFFFAOYSA-N,HSZCJVZRHXPCIA-UHFFFAOYSA-N,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,DTXSID4022949,DTXSID3023396,DTXSID4022656,DTXSID0025315,DTXSID4046949,3.27,3.77,4.1,4.38,2.94,3.61,3.82,4.23,1.97,4.88,2.9964,2.17825018305836,9.27029673705593,1.79042952463415,-10.3130307977781,0.69915,1.373,1,23.25,170
DTXSID20893254,NaN,1.44,[-1.09:3.97],1,0.4,0.152,55310-46-8,14634-93-6,23193-98-8,7496-81-3,37743-18-3,PCERBVBQNKZCFS-UHFFFAOYSA-N,BDSYEKLSEKMQDH-UHFFFAOYSA-N,QFAOIFUTHKKKSA-UHFFFAOYSA-N,DCLHWYSXBSMRRM-UHFFFAOYSA-N,ZRCYKQQREXXSLR-UHFFFAOYSA-N,DTXSID8069012,DTXSID90925652,DTXSID70878152,DTXSID10323974,DTXSID80958777,-0.3,3.4,2.95,4.96,-2.3,3.92,2.19,3.22,3.97,-0.05,3.2245,1.51270690023115,8.33844557956104,2.11073294235294,-7.13262427222855,0.70353,2.664,1,23.75,300
DTXSID4051299,7.1,7.1,[7.03:7.1],1,1,0.805,147315-50-2,71422-67-8,69409-94-5,86811-58-7,101463-69-8,LEVFXWNQQSSNAC-UHFFFAOYSA-N,UISUNVFOGSJSKD-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,YOWNVPAUWYHLQX-UHFFFAOYSA-N,RYLHNOVXKPXDIP-UHFFFAOYSA-N,DTXSID4051299,DTXSID5041772,DTXSID7024110,DTXSID1046556,DTXSID1041978,7.1,5.8,5.5,5.1,6.16,5.87,5.65,6.39,5.87,5.78,7.86347,0.895523759245486,11.7901489988677,1.88771516203226,-8.42479721942347,0.78459,2.723,3,44.75,0
DTXSID4041818,NaN,3.13,[2.78:3.48],1,0.808,0.826,14073-97-3,89-80-5,4819-67-4,1359994-45-8,13074-65-2,NFLGAXVYCFJBMK-UHFFFAOYSA-N,NFLGAXVYCFJBMK-UHFFFAOYSA-N,VNWOJVJCRAHBJJ-UHFFFAOYSA-N,IOGBYRZHTZYOQL-UHFFFAOYSA-N,JTHVYOIHZNYRCC-UHFFFAOYSA-N,DTXSID3044384,DTXSID2044478,DTXSID1044566,DTXSID00889296,DTXSID90864355,3.05,3.05,3.28,2.65,3.9,3.05,3.05,3.24,3.1,4.06,3.02569,0.837776359637841,4.913690675548,1.69903922689655,-2.8022029141539e-13,1.04367,0.67,0,7.25,0
DTXSID9029649,0.18,0.19,[0.18:0.25],1,1,0.908,1477-55-0,539-48-0,3619-22-5,13050-47-0,7658-80-2,FDLQZKYLHJJBHD-UHFFFAOYSA-N,ISKQADXMHQSTHK-UHFFFAOYSA-N,MFFVZXOPRXMVET-UHFFFAOYSA-N,XFNNAMBYJSQXKF-UHFFFAOYSA-N,KFXLXEQCRFGDRU-UHFFFAOYSA-N,DTXSID9029649,DTXSID4024567,DTXSID30189756,DTXSID20156578,DTXSID30227384,0.18,0.56,0.72,0.74,0.22,0.51,0.25,0.5,0.48,0.63,-0.0750000000000002,0.868625265211223,3.41928212962963,1.71942925818182,10.0201077552727,0.54171,1.029,2,11.5,0
DTXSID5044021,-2.54,-2.54,[-2.56:-2.52],1,1,0.942,147-85-3,535-75-1,25137-00-2,NOCAS_859699,498-94-2,ONIBWKKTOPOVIA-UHFFFAOYSA-N,HXEACLLIILLPRG-UHFFFAOYSA-N,XJLSEXAGTJCILF-UHFFFAOYSA-N,IADUEWIQBXOCDZ-UHFFFAOYSA-N,SRJOCJYGOFTFLH-UHFFFAOYSA-N,DTXSID5044021,DTXSID40862144,DTXSID40365165,DTXSID80859699,DTXSID9060100,-2.54,-2.31,-2.89,-2.84,-3.05,-2.36,-2.02,-2.12,-1.42,-1.71,0.05689,0.836920629470501,1.26089305555556,1.56301943858824,-2.04118070837645,0.63305,0.715,1,6.5,0
DTXSID7037717,2.79,2.79,[2.79:2.87],1,1,0.778,1478-61-1,79-97-0,93371-56-3,56-53-1,93371-38-1,ZFVMWEVVKGLCIJ-UHFFFAOYSA-N,YMTYZTXUZLQUSF-UHFFFAOYSA-N,CGPVNSFODJDABX-UHFFFAOYSA-N,RGLYKWWBQGJZGM-UHFFFAOYSA-N,DJNFWZGQBHCPMH-UHFFFAOYSA-N,DTXSID7037717,DTXSID8047890,DTXSID70875040,DTXSID3020465,DTXSID30875041,2.79,4.11,3.84,5.07,3.75,4.49,3.77,3.63,4.39,3.78,4.2758,0.66679954794569,8.30676788044848,1.848826778,5.61542648337737,0.81578,1.186,0,27,0
DTXSID4029309,NaN,-1.28,[-2.53:-0.03],1,0.329,0.37,94134-01-7,21829-52-7,857035-95-1,54381-16-7,62314-25-4,MGFYIUFZLHCRTH-UHFFFAOYSA-N,HZAXFHJVJLSVMW-UHFFFAOYSA-N,BNAQKCLPJYBAHJ-UHFFFAOYSA-N,ISCYHXYLVTWDJT-UHFFFAOYSA-N,JPKKMFOXWKNEEN-UHFFFAOYSA-N,DTXSID30240694,DTXSID201094878,DTXSID90235006,DTXSID5020075,DTXSID50886477,0,-1.78,-2.8,-2.8,0.01,-1.96,-1.41,-1.39,-1.27,-2.21,-1.7347,1.1342152154083,0.845106666666667,1.36927315325,-11.508296952997,0.76391,1.14,1,6,1768
DTXSID7044479,2.7,2.7,[2.7:2.75],1,1,0.86,14814-09-6,5089-70-3,2550-02-9,10217-34-2,3069-40-7,DCQBZYNUSLHVJC-UHFFFAOYSA-N,KSCAZPYHLGGNPZ-UHFFFAOYSA-N,NBXZNTLFQLUFES-UHFFFAOYSA-N,UDUKMRHNZZLJRB-UHFFFAOYSA-N,NMEPHPOFYLLFTK-UHFFFAOYSA-N,DTXSID7044479,DTXSID5029267,DTXSID60862984,DTXSID7044762,DTXSID80863094,2.7,3.1,3.1,4.55,3.9,3.35,3.36,3.28,3.77,3.94,2.81679,1.18924785778162,5.76703876978878,2.01896943457143,-21.6117603599689,1.23483,1.25,0,8.25,0
DTXSID3022956,NaN,1.26,[0.69:1.74],1,0.468,0.61,37764-25-3,112-56-1,NOCAS_876111,NOCAS_878999,115864-74-9,YRMLFORXOOIJDR-UHFFFAOYSA-N,JVGPVVUTUMQJKL-UHFFFAOYSA-N,CEOIDGZUGMLACY-UHFFFAOYSA-N,BXWXUCPVRKLZSJ-UHFFFAOYSA-N,VFDMHEYJUULEJL-UHFFFAOYSA-N,DTXSID4027997,DTXSID6024674,DTXSID50876111,DTXSID10878999,DTXSID60151209,1.74,1.68,0.4,1.7,0.7,1.09,0.9,0.64,2.39,0.5,1.5429,1.42759362781877,3.49183153978052,1.88021904444445,-12.2357671383138,0.89196,1.812,1,5.75,110
DTXSID5020730,2.02,2.02,[1.99:2.05],1,1,0.944,148-24-3,580-18-7,487-89-8,703-80-0,39982-49-5,MCJGNVYPOGVAJF-UHFFFAOYSA-N,IQQDNMHUOLMLNJ-UHFFFAOYSA-N,OLNJUISKUQQNIM-UHFFFAOYSA-N,VUIMBZIZZFSQEE-UHFFFAOYSA-N,RDBBFCMDRBOXIG-UHFFFAOYSA-N,DTXSID5020730,DTXSID00206727,DTXSID5060069,DTXSID10220570,DTXSID90193016,2.02,2.08,1.68,2.06,1.29,1.84,2.01,1.42,1.59,2.17,2.31099,0.837887855979572,3.81880296296296,1.96470914978947,0.123834831665752,0.39606,1.39,1,17.25,0
DTXSID6034928,7,7,[6.97:7.03],1,1,0.848,148477-71-8,57960-19-7,283594-90-1,27987-25-3,14078-41-2,DTDSAWVUFPGDMX-UHFFFAOYSA-N,QDRXWCAVUNHOGA-UHFFFAOYSA-N,GOLXNESZZPUPJE-UHFFFAOYSA-N,LBKFHGHXATXEBY-UHFFFAOYSA-N,CBYWHFTZNVZQHV-UHFFFAOYSA-N,DTXSID6034928,DTXSID8034297,DTXSID1034929,DTXSID00950677,DTXSID00930919,7,6.2,7.5,6.5,6.09,6.21,6.46,5.11,6.95,6.1,5.99478000000001,0.820191224513851,7.61388869631187,1.89828685735849,-2.71942448133895,1.1874,2.422,0,28,0
DTXSID00446722,2,2,[1.95:2.05],1,1,0.911,148528-05-6,46061-25-0,2579-20-6,6304-39-8,17721-95-8,GAGWMWLBYJPFDD-UHFFFAOYSA-N,XVZWACWGVWVKEW-UHFFFAOYSA-N,QLBRROYTTDFLDX-UHFFFAOYSA-N,VMUZVGRNTPFTKE-UHFFFAOYSA-N,MDOIIQGEWWYGKD-UHFFFAOYSA-N,DTXSID00446722,DTXSID10196706,DTXSID4041238,DTXSID4064218,DTXSID00875699,2,2.54,0.73,1,1.36,1.68,1.56,0.9,1.09,0.99,1.4904,0.824546857091443,5.13393293209877,1.530090211875,4.52024276924507,1.02908,0.588,2,5.5,0
DTXSID60864544,4.1,4.11,[4.1:4.24],1,1,0.729,14858-73-2,10233-13-3,110-27-0,2915-57-3,70833-40-8,PXTQQOLKZBLYDY-UHFFFAOYSA-N,UJPPXNXOEVDSRW-UHFFFAOYSA-N,AXISYYRBXTVTFY-UHFFFAOYSA-N,WMNULTDOANGXRT-UHFFFAOYSA-N,HTCRKQHJUYBQTK-UHFFFAOYSA-N,DTXSID60864544,DTXSID3041904,DTXSID0026838,DTXSID60863057,DTXSID40867952,4.1,5.7,7.71,7.54,5.8,7.11,6.11,6.98,7.3,4.99,5.17039000000001,0.698119961104336,9.11426444295641,1.57739257622641,-10.1297455079012,1.26208,0.25,0,12.25,0
DTXSID0021337,2.47,2.47,[2.43:2.51],1,1,0.864,148-79-8,70959-58-9,115201-45-1,23088-24-6,1436-43-7,WJCNZQLZVWNLKY-UHFFFAOYSA-N,YYWUUBRRAZTHJK-UHFFFAOYSA-N,ZROKMGPXVOUISG-UHFFFAOYSA-N,IFIJAECRUMYOAH-UHFFFAOYSA-N,WDXARTMCIRVMAE-UHFFFAOYSA-N,DTXSID0021337,DTXSID40876620,DTXSID80632242,DTXSID70632195,DTXSID00162475,2.47,1.74,2.54,1.01,1.6,1.84,1.6,2.52,1.62,1.69,3.06328,1.11283987958357,4.1649879143571,2.19277992,-4.13027151943121,0.42179,1.535,3,23.5,0
DTXSID8029650,3.34,3.34,[3.29:3.39],1,1,0.979,1490-04-6|2216-51-5|89-78-1|,98-52-2,5502-75-0,116-02-9|933-48-2,830322-14-0,NOOLISFMXDJSKH-UHFFFAOYSA-N,CCOQPGVQAWPUPE-UHFFFAOYSA-N,KHWTYGFHPHRQMP-UHFFFAOYSA-N,BRRVXFOKWJKTGG-UHFFFAOYSA-N,QNRGJHPSMHZLCY-UHFFFAOYSA-N,DTXSID8029650|DTXSID1022180|DTXSID1020805|,DTXSID5026623,DTXSID80860124,DTXSID9041815|DTXSID1047570,DTXSID50889100,3.34,3.23,3.48,2.86,4.49,3.35,3.47,3.65,3.14,3.45,2.4395,0.716962836074577,5.40116736111111,1.64259515729032,1.77681736058837,1.19758,0.443,0,5.75,0
DTXSID9025451,3.92,3.92,[3.88:3.96],1,1,0.917,79-77-6|14901-07-6,127-41-3,63429-28-7,2460-77-7,33885-51-7,PSQYTAPXSHCGMF-UHFFFAOYSA-N,UZFLPKAIBPNNCA-UHFFFAOYSA-N,LMWNGLDCJDIIBR-UHFFFAOYSA-N,ZZYASVWWDLJXIM-UHFFFAOYSA-N,DDFGFKGJBOILQZ-UHFFFAOYSA-N,DTXSID4021769|DTXSID9025451,DTXSID0035160,DTXSID401036355,DTXSID3044889,DTXSID7052022,3.92,3.85,4.55,4.81,4.3,4.22,4.08,4.01,4.14,3.98,3.74447,0.670441921852892,6.04029177295918,1.76076253529412,-4.15223411209809e-13,1.05361,0.821,0,11.75,0
