MoleculeID,LogP_exp,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP,LogP_CAS_neighbor_1,LogP_CAS_neighbor_2,LogP_CAS_neighbor_3,LogP_CAS_neighbor_4,LogP_CAS_neighbor_5,LogP_InChiKey_neighbor_1,LogP_InChiKey_neighbor_2,LogP_InChiKey_neighbor_3,LogP_InChiKey_neighbor_4,LogP_InChiKey_neighbor_5,LogP_DTXSID_neighbor_1,LogP_DTXSID_neighbor_2,LogP_DTXSID_neighbor_3,LogP_DTXSID_neighbor_4,LogP_DTXSID_neighbor_5,LogP_Exp_neighbor_1,LogP_Exp_neighbor_2,LogP_Exp_neighbor_3,LogP_Exp_neighbor_4,LogP_Exp_neighbor_5,LogP_pred_neighbor_1,LogP_pred_neighbor_2,LogP_pred_neighbor_3,LogP_pred_neighbor_4,LogP_pred_neighbor_5,CrippenLogP,GATS2c,LipoaffinityIndex,AATS1p,ATSC1i,ETA_EtaP,MLFER_S,nN,ETA_Beta,SaltIndex
DTXSID5044659,NaN,2.78,[1.7:3.86],1,0.463,0.515,14814-09-6,64359-81-5,76524-94-2,5089-70-3,23847-08-7,DCQBZYNUSLHVJC-UHFFFAOYSA-N,PORQOHRXAJJKGK-UHFFFAOYSA-N,ZGJZKIWPDBYTJA-UHFFFAOYSA-N,KSCAZPYHLGGNPZ-UHFFFAOYSA-N,LGBYJXBCVZKJBL-UHFFFAOYSA-N,DTXSID7044479,DTXSID5032315,DTXSID50504366,DTXSID5029267,DTXSID1044481,2.7,4.5,1.2,3.1,2.25,3.35,3.8,2.23,3.36,1.89,2.96739,1.06732669278237,4.75402694287849,2.09472862527778,-19.5089506077548,1.12488,1.524,1,12.5,0
DTXSID80188254,1.27,1.26,[1.21:1.31],1,1,0.861,3470-98-2,19797-08-1,3829-78-5,2235-00-9,141-98-0,BNXZHVUCNYMNOS-UHFFFAOYSA-N,GWCFTYITFDWLAY-UHFFFAOYSA-N,WWRGSYIINZQXLQ-UHFFFAOYSA-N,JWYVGKFDLWWQJX-UHFFFAOYSA-N,KIACEOHPIRTHMI-UHFFFAOYSA-N,DTXSID80188254,DTXSID00173506,DTXSID20191666,DTXSID1041423,DTXSID7027093,1.27,0.65,1.14,1.23,2.3,0.63,0.91,0.54,0.58,-0.29,1.64279,1.05412606175275,3.85726365362812,1.611476186,-10.6604605352801,0.82028,0.896,1,7.5,0
DTXSID3067869,-3.1,-3.1,[-3.1:-3],1,1,0.76,34730-59-1,7491-74-9,18591-79-2,616-91-1,2055-46-1,IVGRSQBDVIJNDA-UHFFFAOYSA-N,GMZVRMREEHBGGF-UHFFFAOYSA-N,NTXOFGANUXZYJT-UHFFFAOYSA-N,PWKSKIMOESPYIA-UHFFFAOYSA-N,NVHNGVXBCWYLFA-UHFFFAOYSA-N,DTXSID3067869,DTXSID5044491,DTXSID70171812,DTXSID5020021,DTXSID3062156,-3.1,-1.54,-0.89,-0.6,-0.68,-1.05,-1.67,-0.2,-0.37,-0.36,-0.4967,0.867764537974661,0.613124634878643,1.6453685412381,-4.96377908405403,0.66329,2.245,2,8.25,110
DTXSID0058063,4.4,4.4,[4.25:4.55],1,1,0.889,348635-87-0,122548-33-8,122931-48-0,208465-21-8,147150-35-4,BREATYVWRHIPIY-UHFFFAOYSA-N,NAGRVUXEKKZNHT-UHFFFAOYSA-N,MEFOUWRMVYJCQC-UHFFFAOYSA-N,NIFKBBMCXCMCAO-UHFFFAOYSA-N,BIKACRYIQSLICJ-UHFFFAOYSA-N,DTXSID0058063,DTXSID2057946,DTXSID1032642,DTXSID6034712,DTXSID8034372,4.4,9,0.29,9,1.12,4.14,0.46,4.8,0.85,2.59,1.925,1.03880890214846,5.51476732020744,2.07858697634146,-34.2791882014427,0.80189,3.911,5,36.75,0
DTXSID2067878,NaN,2.3,[1.82:2.78],1,0.566,0.638,3012-37-1,934-34-9,622-44-6,104-12-1,2402-78-0,ABNDFSOIUFLJAH-UHFFFAOYSA-N,YEDUAINPPJYDJZ-UHFFFAOYSA-N,TTWWZVGVBRPHLE-UHFFFAOYSA-N,ADAKRBAJFHTIEW-UHFFFAOYSA-N,FILKGCRCWDMBKA-UHFFFAOYSA-N,DTXSID5020156,DTXSID6061315,DTXSID6074833,DTXSID7040732,DTXSID2051895,1.99,1.76,2.54,3.12,2.15,2.33,2.53,2.53,1.71,2.02,2.69889,0.348737880200138,3.52320316879427,2.31204092357143,-3.75566571129998,0.43503,1.275,1,17.25,0
DTXSID3047263,NaN,1.69,[1.34:2.01],1,0.63,0.735,20285-74-9,108610-80-6,24849-83-0,56518-45-7,56518-41-3,UAPRRIGTWCYAHA-UHFFFAOYSA-N,BIYZQUWZKMESQU-UHFFFAOYSA-N,USSQFOPQKZXOOW-UHFFFAOYSA-N,BXQMPGPZRVOQMA-UHFFFAOYSA-N,BFCRRLMMHNLSCP-UHFFFAOYSA-N,DTXSID80877196,DTXSID60874663,DTXSID00877193,DTXSID40496342,DTXSID20205070,1.92,1.04,1.64,1.87,2.01,1.61,1.5,2.15,1.9,1.95,1.8268,1.06339572255408,4.63116139403075,1.79131386220513,-4.49491763375105,0.72394,2.317,4,28.25,0
DTXSID50883981,NaN,-1.74,[-4.72:1.24],1,0.31,0.1,814-94-8,134620-00-1,13095-67-5,583-52-8,13463-40-6,MUBZPKHOEPUJKR-UHFFFAOYSA-N,BVKZGUZCCUSVTD-UHFFFAOYSA-N,OFOBLEOULBTSOW-UHFFFAOYSA-N,MUBZPKHOEPUJKR-UHFFFAOYSA-N,UGFAIRIUMAVXCW-UHFFFAOYSA-N,DTXSID1061152,DTXSID5074896,DTXSID101335550,DTXSID6060393,DTXSID3027746,0.35,-2.73,-4.52,-5.2,3,-2.59,0.42,-1.55,-1.12,-0.05,-0.06531,0.63030754621112,-0.07,1.081748074,-2.44416580084184,0.18587,0.532,0,3,550
DTXSID2032180,6.53,6.57,[6.53:6.72],1,1,0.851,35065-27-1,51908-16-8,35694-04-3,74472-46-1,38380-04-0,MVWHGTYKUMDIHL-UHFFFAOYSA-N,BQHCQAQLTCQFJZ-UHFFFAOYSA-N,AJKLKINFZLWHQE-UHFFFAOYSA-N,ZEATXTCWXKQPHO-UHFFFAOYSA-N,LKHLFUVHHXCNJH-UHFFFAOYSA-N,DTXSID2032180,DTXSID8074158,DTXSID4030045,DTXSID8073631,DTXSID1073498,6.53,7.12,7.07,7.37,7.28,7.14,6.98,7,6.94,7.02,7.3224,0.872544477431826,7.53332246006862,2.71971640173913,0.793439773323762,0.7291,1.655,0,26,0
DTXSID0027985,6.5,6.5,[6.43:6.57],1,1,0.855,35074-77-2,216698-07-6,1843-03-4,7786-17-6,3126-80-5,ZVVFVKJZNVSANF-UHFFFAOYSA-N,UHPDROGOQWZCNC-UHFFFAOYSA-N,PRWJPWSKLXYEPD-UHFFFAOYSA-N,XQESJWNDTICJHW-UHFFFAOYSA-N,GNCDUZFXTFAOBE-UHFFFAOYSA-N,DTXSID0027985,DTXSID70889127,DTXSID0038883,DTXSID9027657,DTXSID70863109,6.5,9.6,6.5,6.5,6.01,7.17,7.01,6.98,8.33,7.64,10.47507,0.731298323039542,17.1540211884428,1.71893591350459,-0.698263846235972,1.57707,2.025,0,41.5,0
DTXSID2052027,3.14,3.14,[3.09:3.14],1,1,0.864,3508-98-3,NOCAS_876392,6625-74-7,NOCAS_876430,54394-78-4,OTERUZJEJFMEEB-UHFFFAOYSA-N,IAZOLAFPWWQXGU-UHFFFAOYSA-N,LWJNWXYSLBGWDU-UHFFFAOYSA-N,XWGAIHVBWBWYJM-UHFFFAOYSA-N,YQRDADVUUPKUBC-UHFFFAOYSA-N,DTXSID2052027,DTXSID90876392,DTXSID30216455,DTXSID10876430,DTXSID30340401,3.14,2.33,1.99,2.4,2.56,2.52,2.69,2.37,2.21,2.28,3.55019,0.730761505854811,6.06652910785147,1.85739159464286,-2.77111666946439e-13,0.67458,1.317,1,15.75,0
DTXSID5052705,NaN,5.88,[5.45:6.31],1,0.441,0.601,3734-48-3,67733-57-7,76-44-8,127-90-2,309-00-2,XCJXQCUJXDUNDN-UHFFFAOYSA-N,HCSRVQXNLHZQNM-UHFFFAOYSA-N,FRCCEHPWNOQAEU-UHFFFAOYSA-N,LNJXZKBHJZAIKQ-UHFFFAOYSA-N,QBYJBZPUGVGKQQ-UHFFFAOYSA-N,DTXSID2027545,DTXSID6073605,DTXSID3020679,DTXSID40861778,DTXSID8020040,5.51,6.1,6.1,5.3,6.5,5.61,5.35,5.61,4.16,5.61,6.01209,1.42711510688727,6.54652785754966,2.64782682590909,-2.30333430887498,1.27962,1.607,0,16,0
DTXSID60698427,NaN,3.09,[1.93:4.25],1,0.323,0.401,34661-75-1,74399-87-4,501925-98-0,36505-84-7,NOCAS_875332,BGHFNLPNJHBAHX-UHFFFAOYSA-N,DUSLLACRWUXNGK-UHFFFAOYSA-N,GDAPZZNNHYEYJQ-UHFFFAOYSA-N,QWCRAEMEVRGPNT-UHFFFAOYSA-N,VWCGMGNGGZDXBP-UHFFFAOYSA-N,DTXSID9021425,DTXSID70877660,DTXSID001149502,DTXSID2022707,DTXSID60875332,1.6,3.3,5.1,2.63,3.09,2.95,2.96,2.66,2.47,2.51,1.77819,1.2709047996074,9.71137450401596,1.50607296170732,-45.278677225757,1.33872,1.512,4,25,0
DTXSID50885607,-0.94,-0.94,[-1:-0.88],1,1,0.936,35123-06-9,105-59-9,127-19-5,1696-20-4,1118-68-9,YEBLAXBYYVCOLT-UHFFFAOYSA-N,CRVGTESFCCXCTH-UHFFFAOYSA-N,FXHOOIRPVKKKFG-UHFFFAOYSA-N,KYWXRBNOYGGPIZ-UHFFFAOYSA-N,FFDGPVCHZBVARC-UHFFFAOYSA-N,DTXSID50885607,DTXSID8025591,DTXSID5020499,DTXSID9061889,DTXSID6074336,-0.94,-1.08,-0.77,-0.81,-2.91,-1.13,-1.55,-1.11,-0.55,-0.79,-0.31071,1.22727065046872,1.67940814814815,1.41320506033333,-13.4342933422225,0.66277,1.142,1,6.25,0
DTXSID2044422,NaN,0.98,[0.33:1.55],1,0.453,0.567,134419-55-9,120277-94-3,120277-90-9,120277-95-4,63469-23-8,WCYCMIBIUCLDSU-UHFFFAOYSA-N,ZOFHTNMPRFSARU-UHFFFAOYSA-N,UUEZZNOMAULPNE-UHFFFAOYSA-N,UELVWTLEXSIYAU-UHFFFAOYSA-N,FFCUXTGIVGMUKC-UHFFFAOYSA-N,DTXSID10874254,,,DTXSID90874494,DTXSID00867014,-0.17,1.55,1.07,1.44,1.24,1.33,1.25,0.9,1.22,0.74,-0.14541,1.34648847378965,5.26791741514595,1.75451879837209,-24.8249993329775,1.02122,1.108,3,11,0
DTXSID70188687,NaN,3.53,[3.04:4.02],1,0.699,0.729,2385-77-5,821-55-6,502-56-7,2705-87-5,124-13-0,NEHNMFOYXAPHSD-UHFFFAOYSA-N,VKCYHJWLYTUGCC-UHFFFAOYSA-N,WSGCRAOTEDLMFQ-UHFFFAOYSA-N,TWXUTZNBHUWMKJ-UHFFFAOYSA-N,NUJGJRNETVAIRJ-UHFFFAOYSA-N,DTXSID6044482,DTXSID2022125,DTXSID7022045,DTXSID8044755,DTXSID3021643,3.83,3.14,2.88,4.28,3.5,3.55,3.43,3.45,4.3,2.97,3.26208,0.832819995097548,5.54939398069413,1.66011562785714,-2.34874903188727,0.85108,0.638,0,7.75,0
DTXSID6052031,NaN,3.21,[0.8:6.78],0,0.33,0.1,6358-85-6,5102-83-0,55514-22-2,6505-28-8,31775-20-9,GNCOVOVCHIHPHP-UHFFFAOYSA-N,IAFBRPFISOTXSO-UHFFFAOYSA-N,NZTWOIMQWMZIRE-UHFFFAOYSA-N,DMPXHEMGDYKSFL-UHFFFAOYSA-N,LNBRYDZEIVHGHO-UHFFFAOYSA-N,DTXSID1021451,DTXSID0029268,DTXSID601045085,DTXSID60863890,DTXSID40885515,2.1,1.8,10.5,0.8,1.1,1.09,2.56,2.09,1.27,1.16,9.43994000000001,1.40763497591558,11.8221022665928,2.00480607452055,8.17517147595843,0.85373,3.627,8,62.5,0
DTXSID2025977,NaN,0.88,[0.55:1.34],1,0.575,0.657,NOCAS_879197,NOCAS_879198,6479-18-1,59906-37-5,NOCAS_863048,YCGABSVLFFNFDM-UHFFFAOYSA-N,CKTILVWXYOJYAP-UHFFFAOYSA-N,CHPVQLYVDDOWNT-UHFFFAOYSA-N,CMZHFIPCSRETSP-UHFFFAOYSA-N,PPPFFGVGWFKTHX-UHFFFAOYSA-N,DTXSID00879197,DTXSID60879198,DTXSID20325904,DTXSID40535987,DTXSID70863048,0.65,0.65,0.79,0.55,1.81,0.79,0.79,1.5,1.56,1.18,1.35409,1.31148614370372,3.2799011580023,1.94559469823529,-10.1947630555135,0.57149,1.515,2,11.5,0
DTXSID80885615,0.4,0.4,[0.4:0.44],1,1,0.873,35265-04-4,111-75-1,NOCAS_875707,NOCAS_875708,4620-70-6,YTVUVYDVQNALCM-UHFFFAOYSA-N,LJDSTRZHPWMDPG-UHFFFAOYSA-N,QOBAXXQQFJJPAA-UHFFFAOYSA-N,PGUQLWBFYNLYAB-UHFFFAOYSA-N,IUXYVKZUDNLISR-UHFFFAOYSA-N,DTXSID80885615,DTXSID9059410,DTXSID70875707,DTXSID30875708,DTXSID1044431,0.4,0.64,1.22,1.19,0.41,0.96,0.76,1,1.03,0.82,0.3668,1.08276550710636,3.06092335128496,1.45060255981818,-5.724588714291,0.84046,0.506,1,4.25,0
DTXSID3042348,NaN,1.27,[-0.96:3.04],1,0.645,0.308,94-13-3,1184648-08-5,4919-33-9,4191-73-5,1929-29-9,QELSKZZBTMNZEB-UHFFFAOYSA-N,AQIHDXGKQHFBNW-UHFFFAOYSA-N,ZVVWZNFSMIFGEP-UHFFFAOYSA-N,CMHMMKSPYOOVGI-UHFFFAOYSA-N,FIUFLISGGHNPSM-UHFFFAOYSA-N,DTXSID4022527,DTXSID301010219,DTXSID6063648,DTXSID3052858,DTXSID20871855,3.04,-3,1.95,2.61,1.9,2.36,0.79,2.8,2.83,2.82,1.92739,0.781623071759002,3.39542284570001,1.72964861584,-1.11364614867008,0.58163,1.282,0,15.5,110
DTXSID5027146,1.95,1.95,[1.88:2.02],1,1,0.833,352-93-2,111-47-7,110-01-0,624-89-5,7397-46-8,LJSQFQKUNVCTIA-UHFFFAOYSA-N,ZERULLAPCVRMCO-UHFFFAOYSA-N,RAOIDOHSFRTOEL-UHFFFAOYSA-N,WXEHBUMAEPOYKP-UHFFFAOYSA-N,FESAXEDIWWXCNG-UHFFFAOYSA-N,DTXSID5027146,DTXSID3021934,DTXSID3047760,DTXSID3060794,DTXSID501014679,1.95,2.84,1.61,1.54,5,2.82,3.22,1.88,2.29,1.88,1.7594,1.49742428842341,3.44958487654321,1.88566022142857,-0.896926545513758,0.9179,0.316,0,2,0
DTXSID10865763,NaN,1.9,[1.17:2.72],1,0.63,0.628,59777-58-1,5446-77-5,578-67-6,40912-87-6,640-61-9,OXHAQAYCDYITKB-UHFFFAOYSA-N,DFTXGSKTFDBVQM-UHFFFAOYSA-N,GYESAYHWISMZOK-UHFFFAOYSA-N,FGCDXTDNXMUIEB-UHFFFAOYSA-N,GWLOGZRVYXAHRE-UHFFFAOYSA-N,DTXSID00632284,DTXSID60280487,DTXSID60870625,DTXSID30193914,DTXSID5060938,1.75,1.17,1.85,3.51,1.28,1.62,0.9,1.33,2.5,1.62,0.85959,0.854303045966671,2.98274535541068,1.91442102577778,-3.18097445324349,0.65237,1.481,1,16.25,0
DTXSID1047281,NaN,2.24,[1.03:3.45],1,0.523,0.48,78233-99-5,83158-06-9,175414-35-4,212485-74-0,74149-74-9,XARRNBRDTOCYPU-UHFFFAOYSA-N,KRZXDTYOZAQOGL-UHFFFAOYSA-N,DNHODRZUCGXYKU-UHFFFAOYSA-N,ZZTZXWRARLBTSN-UHFFFAOYSA-N,ZGMFRTJIYCVPCD-UHFFFAOYSA-N,DTXSID10466330,DTXSID70232194,DTXSID10424930,DTXSID60878464,DTXSID601036432,2.44,2.66,2.04,3.87,-0.1,2.48,2.31,1.51,3.91,2.25,3.76127,0.880412028570856,7.58384549311343,1.84948486539623,1.88031237876988,0.74244,3.5,4,42.5,0
DTXSID00873918,-1.99,-1.99,[-2.06:-1.92],1,1,0.81,3536-49-0,20262-76-4,129-17-9,3087-16-9,70179-77-0,DHAHKSQXIXFZJB-UHFFFAOYSA-O,DHAHKSQXIXFZJB-UHFFFAOYSA-O,IKHKJYWPWWBSFZ-UHFFFAOYSA-O,QEFJYMFUMVHTBR-UHFFFAOYSA-O,MTIUYSJKMWPFRW-UHFFFAOYSA-N,DTXSID00873918,DTXSID50942380,DTXSID3026065,DTXSID4046577,DTXSID8072033,-1.99,-2.31,-2.78,0.6,-0.27,-0.83,-0.4,0.05,-1.43,0.95,5.27636000000001,0.922437697880127,9.4749132506261,1.92788045558904,-12.8228687243628,1.04087,5.107,2,46.75,200
DTXSID1024049,3.88,3.88,[3.8:3.88],1,1,0.833,35367-38-5,35367-40-9,NOCAS_877678,15804-61-2,63020-20-2,QQQYTWIFVNKMRW-UHFFFAOYSA-N,XFDJATSJHBHFMV-UHFFFAOYSA-N,RJJLBNDNUALQTQ-UHFFFAOYSA-N,OIKLEXHAFRNQHO-UHFFFAOYSA-N,QYMUFCDNSROFHA-UHFFFAOYSA-N,DTXSID1024049,DTXSID00877673,DTXSID00877678,DTXSID90877940,DTXSID20877418,3.88,3.2,1.64,3.41,3.02,3.03,3.64,3.47,2.97,2.93,3.77818,0.554075321396332,6.94419946218709,1.96919725064516,-2.53207079602905,0.56283,2.156,2,30.25,0
DTXSID60188898,6,6,[5.99:6.01],1,1,0.971,35415-27-1,89-04-3,3319-31-1,3126-80-5,14450-05-6,ROPPTGKKZZDFJN-UHFFFAOYSA-N,JNXDCMUUZNIWPQ-UHFFFAOYSA-N,KRADHMIOFJQKEZ-UHFFFAOYSA-N,GNCDUZFXTFAOBE-UHFFFAOYSA-N,IBKKMFMBXQARGV-UHFFFAOYSA-N,DTXSID60188898,DTXSID0047533,DTXSID9026265,DTXSID70863109,DTXSID6027765,6,5.5,5.94,6.01,6.2,5.93,7.06,6.85,7.64,6.94,10.37719,0.93535637625968,16.3121225479163,1.6754943,-10.7093914667629,1.37145,1.798,0,33.75,0
DTXSID1024251,1.48,1.48,[1.46:1.5],1,1,0.974,354-33-6,811-97-2,76-16-4,920-66-1,57041-67-5,GTLACDSXYULKMZ-UHFFFAOYSA-N,LVGUZGTVOIAKKC-UHFFFAOYSA-N,WMIYKQLTONQJES-UHFFFAOYSA-N,BYEAHWXPCBROCE-UHFFFAOYSA-N,DPYMFVXJLLWWEU-UHFFFAOYSA-N,DTXSID1024251,DTXSID1021324,DTXSID2041915,DTXSID1022134,DTXSID80866606,1.48,1.06,2,1.66,1.9,1.55,0.26,2.01,1.66,1.85,1.8138,1.13468574625415,4.04791666666667,1.22191347285714,-17.1713301767726,0.55284,-0.126,0,4.25,0
DTXSID70865769,NaN,5.28,[4.09:6.47],1,0.463,0.433,2943-75-1,10217-34-2,3069-40-7,2043-57-4,3658-48-8,MSRJTTSHWYDFIU-UHFFFAOYSA-N,UDUKMRHNZZLJRB-UHFFFAOYSA-N,NMEPHPOFYLLFTK-UHFFFAOYSA-N,NVVZEKTVIXIUKW-UHFFFAOYSA-N,HZIUHEQKVCPTAJ-UHFFFAOYSA-N,DTXSID2029246,DTXSID7044762,DTXSID80863094,DTXSID2047565,DTXSID2044927,6.41,4.55,3.9,3.8,6.5,4.37,3.77,3.94,5.54,5.64,4.56919000000001,1.16534765046479,9.0070043304665,1.83838199836735,-20.9214430310329,1.48053,0.414,0,10.25,0
DTXSID5027148,NaN,2.67,[1.85:3.22],1,0.658,0.575,76-13-1,151-67-7|51230-17-2,78-62-6,2431-50-7,124-73-2,AJDIZQLSFPQPEY-UHFFFAOYSA-N,BCQZXOMGPXTTIC-UHFFFAOYSA-N,YYLGKUPAFFKGRQ-UHFFFAOYSA-N,WZUZDBPJFHQVJC-UHFFFAOYSA-N,KVBKAPANDHPRDG-UHFFFAOYSA-N,DTXSID6021377,DTXSID4025371|DTXSID40199240,DTXSID6052538,DTXSID6027474,DTXSID0041226,3.16,2.3,0.61,2.4,3.22,1.92,2.54,2.55,2.55,2.2,2.9189,1.14422420150091,3.72022736625514,2.35732428571429,-8.70950028218904,0.88072,0.089,0,5,0
DTXSID6032516,3.64,3.64,[3.64:3.7],1,1,0.82,3547-33-9,80-56-8|7785-26-4|7785-70-8|,554-61-0,13466-78-9,473-55-2|6876-13-7,KXPXKNBDCUOENF-UHFFFAOYSA-N,GRWFGVWFFZKLTI-UHFFFAOYSA-N,IBVJWOMJGCHRRW-UHFFFAOYSA-N,BQOFWKZOCNGFEC-UHFFFAOYSA-N,XOKSLPVRUOBDEW-UHFFFAOYSA-N,DTXSID6032516,DTXSID4026501|DTXSID2029290|DTXSID7041671|,DTXSID00858821,DTXSID4047462,DTXSID7025922|DTXSID6027638,3.64,4.83,4.44,4.38,4.35,4.69,4.45,4.54,4.55,4.59,3.0724,0.979979922252125,6.38456237367679,1.73502237866667,0.824806574110274,1.13416,0.638,0,5.75,0
DTXSID3074313,NaN,-0.99,[-1.83:-0.15],1,0.346,0.534,4546-70-7,2691-41-0,38099-11-5,142217-69-4,320-67-2,UKZNCVBFLDGDAO-UHFFFAOYSA-N,UZGLIIJVICEWHF-UHFFFAOYSA-N,MCVQMIXTMPTFSO-UHFFFAOYSA-N,QDGZDCVAUDNJFG-UHFFFAOYSA-N,NMUSYJAQQFHJEW-UHFFFAOYSA-N,DTXSID30963391,DTXSID3024237,DTXSID30876578,DTXSID4046446,DTXSID9020116,-0.52,0.16,-1.82,-0.8,-2.17,-0.92,-0.15,-0.88,-0.84,-1.74,-3.83467,0.575071206571515,-1.26027703758818,1.5146574138,-16.1479536044506,0.941,1.868,7,20.25,0
DTXSID20188995,NaN,3.75,[2.75:4.58],1,0.622,0.528,678-26-2,647-42-7,355-42-0,307-24-4,375-85-9,NJCBUSHGCBERSK-UHFFFAOYSA-N,GRJRKPMIRMSBNK-UHFFFAOYSA-N,ZJIJAJXFLBMLCK-UHFFFAOYSA-N,PXUULQAPEKKVAH-UHFFFAOYSA-N,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,DTXSID3046613,DTXSID5044572,DTXSID7046548,DTXSID3031862,DTXSID1037303,4.4,4.58,4.5,2.85,2.06,2.87,3.73,3.62,2.46,4.01,4.355,1.39666723224647,9.62935054421769,1.42897443736842,-16.9952713277837,1.03138,-0.378,0,12.25,0
DTXSID7040150,2.2,2.21,[2.2:2.34],1,1,0.745,355-46-4,27619-97-2,60763-41-9,NOCAS_875113,21245-02-3,QZHDEAJFRJCDMF-UHFFFAOYSA-N,VIONGDJUYAYOPU-UHFFFAOYSA-N,MPKOLWUWOADQCX-UHFFFAOYSA-N,UPQQOJDLSXGMPB-UHFFFAOYSA-N,WYWZRNAHINYAEF-UHFFFAOYSA-N,DTXSID7040150,DTXSID6067331,DTXSID9069429,DTXSID40875113,DTXSID7029320,2.2,3.73,6,2.86,6.2,4.53,4.91,5.1,4.52,3.77,4.6513,1.38533553234051,10.4190647630071,1.66922339069565,-13.2238624190225,1.08813,1.287,0,17.25,0
DTXSID8024151,3.82,3.82,[3.77:3.82],1,1,0.835,35554-44-0,NOCAS_877513,NOCAS_877135,81167-16-0,72430-63-8,PZBPKYOVPCNPJY-UHFFFAOYSA-N,JYORQQWLUVPUOO-UHFFFAOYSA-N,LQSZHLJVECITAY-UHFFFAOYSA-N,UXABARREKCJULM-UHFFFAOYSA-N,KWAMGWDRGYTEOJ-UHFFFAOYSA-N,DTXSID8024151,DTXSID60877513,DTXSID20877135,DTXSID1045162,DTXSID60878126,3.82,3.2,3.01,2.31,3.15,2.92,3.48,3.24,2.2,3.13,4.12408,1.50242895009818,7.49427830163415,1.92389412764706,-14.7638951523853,0.67886,1.589,2,25.25,0
DTXSID6044068,NaN,2.11,[1.44:2.78],1,0.566,0.622,618-87-1,1335-85-9,NOCAS_879382,96-91-3,534-52-1,MPBZUKLDHPOCLS-UHFFFAOYSA-N,IUOFDOCUNLJHFO-UHFFFAOYSA-N,SYWMIOFIFBKHTK-UHFFFAOYSA-N,QXYMVUZOGFVPGH-UHFFFAOYSA-N,ZXVONLUNISGICL-UHFFFAOYSA-N,DTXSID0044151,DTXSID6073942,DTXSID30879382,DTXSID5024479,DTXSID1022053,1.89,2.86,2.67,0.93,2.13,1.09,2.11,2.36,1.6,2.3,2.55611,0.826519165701866,1.13346932728647,1.69508410238095,12.8670629085714,0.46291,1.253,3,21.25,0
DTXSID9034818,1.05,1.05,[1:1.1],1,1,0.882,35575-96-3,75852-08-3,5131-24-8,37157-82-7,34042-85-8|NOCAS_865701,VNKBTWQZTQIWDV-UHFFFAOYSA-N,WRGCXKZVVSSWKI-UHFFFAOYSA-N,MTBZIGHNGSTDJV-UHFFFAOYSA-N,XIUYBDCCFRIFSK-UHFFFAOYSA-N,CRNPZHDSGDQQQO-UHFFFAOYSA-N,DTXSID9034818,,DTXSID3041902,DTXSID30876018,DTXSID50187653|DTXSID90865701,1.05,0.84,3.48,0.32,1.64,1.54,0.83,3.08,0.62,2.9,2.26418,0.810441572883629,2.1441145809233,2.19723743666667,-22.3884751375664,0.76048,3.107,2,23.25,0
DTXSID1052032,NaN,2.06,[1.65:2.47],1,0.733,0.756,539-30-0,2046-33-5,538-86-3,41532-81-4,6770-38-3,AXPZDYVDTMMLNB-UHFFFAOYSA-N,FWJPBLZTIQGEGB-UHFFFAOYSA-N,GQKZBCPTCWJTAS-UHFFFAOYSA-N,IFQVEYUAIINTRX-UHFFFAOYSA-N,DAJPMKAQEUGECW-UHFFFAOYSA-N,DTXSID4060230,DTXSID60876086,DTXSID5060227,DTXSID90194402,DTXSID7044712,2.16,2.7,1.92,1.73,1.28,2.14,2.15,1.88,2.11,1.98,1.8755,1.83359073326889,4.98130249433107,1.74329144181818,-3.25963931643183,0.52999,0.738,0,11.5,0
DTXSID10865783,NaN,3.88,[2.92:4.84],1,0.473,0.573,30124-94-8,30124-94-8,1533-78-4,70729-65-6,72732-56-0,GRMDKKJYMUDEJO-UHFFFAOYSA-N,GRMDKKJYMUDEJO-UHFFFAOYSA-N,ORDDDNUMJXPGOC-UHFFFAOYSA-N,FIIPIQBWGBRMTN-UHFFFAOYSA-N,VJXSSYDSOJBUAV-UHFFFAOYSA-N,DTXSID6044642,DTXSID6044642,DTXSID3061764,DTXSID0072144,DTXSID20223032,3.7,3.7,5.1,4.5,2.13,3.7,3.7,4.2,4.37,2.1,4.06577,0.917205769575578,4.10829092030918,1.76645344185185,-7.840635909863,0.77379,3.566,5,43.5,0
DTXSID5035084,NaN,1.64,[0.82:2.46],1,0.634,0.613,32226-54-3,107-74-4,116-02-9|933-48-2,110-03-2,3010-96-6,OMDMTHRBGUBUCO-UHFFFAOYSA-N,FPCCDPXRNNVUOM-UHFFFAOYSA-N,BRRVXFOKWJKTGG-UHFFFAOYSA-N,ZWNMRZQYWRLGMM-UHFFFAOYSA-N,FQXGHZNSUOHCLO-UHFFFAOYSA-N,DTXSID60185983,DTXSID6044513,DTXSID9041815|DTXSID1047570,DTXSID0026830,DTXSID9044908,1.81,1.59,2.86,0.21,1.6,1.6,2.31,3.14,1.5,1.86,1.5544,0.641700207085624,3.86258911517385,1.6150316735,3.43969436087463,1.22573,0.725,0,6.5,0
