MoleculeID,LogBCF_exp,LogBCF_pred,BCF_predRange,AD_BCF,AD_index_BCF,Conf_index_BCF,LogBCF_CAS_neighbor_1,LogBCF_CAS_neighbor_2,LogBCF_CAS_neighbor_3,LogBCF_CAS_neighbor_4,LogBCF_CAS_neighbor_5,LogBCF_InChiKey_neighbor_1,LogBCF_InChiKey_neighbor_2,LogBCF_InChiKey_neighbor_3,LogBCF_InChiKey_neighbor_4,LogBCF_InChiKey_neighbor_5,LogBCF_DTXSID_neighbor_1,LogBCF_DTXSID_neighbor_2,LogBCF_DTXSID_neighbor_3,LogBCF_DTXSID_neighbor_4,LogBCF_DTXSID_neighbor_5,LogBCF_Exp_neighbor_1,LogBCF_Exp_neighbor_2,LogBCF_Exp_neighbor_3,LogBCF_Exp_neighbor_4,LogBCF_Exp_neighbor_5,LogBCF_pred_neighbor_1,LogBCF_pred_neighbor_2,LogBCF_pred_neighbor_3,LogBCF_pred_neighbor_4,LogBCF_pred_neighbor_5,XLogP,CrippenLogP,nHBAcc,minsCl,LipinskiFailures,ALogP,naasC,nAcid,ATSC0v,ATSC1s
DTXSID4032374,NaN,3.1,[2.61:3.59],0,0.244,0.514,2668-47-5,67614-33-9,41122-70-7,119-47-1,52918-63-5,JIEWQZNTUPWNMX-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,VADSDVGLFDVIMG-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,OWZREIFADZCYQD-UHFFFAOYSA-N,DTXSID7062582,DTXSID3020621,DTXSID4025404,DTXSID4020870,DTXSID8020381,3.78,2.85,3.52,2.74,2.51,3.59,2.52,2.67,3.58,2.63,12.321,8.07789000000001,2,0,1,0.990600000000001,8,0,3220.40857548891,-0.825065340227926
DTXSID5026706,NaN,1.91,[1.45:2.37],1,0.536,0.634,122-39-4,99-71-8,118-44-5,90-41-5,135-88-6,DMBHHRLKUKUOEG-UHFFFAOYSA-N,ZUTYZAFDFLLILI-UHFFFAOYSA-N,KDFFXYVOTKKBDI-UHFFFAOYSA-N,TWBPWBPGNQWFSJ-UHFFFAOYSA-N,KEQFTVQCIQJIQW-UHFFFAOYSA-N,DTXSID4021975,DTXSID7022332,DTXSID8059473,DTXSID3030189,DTXSID4021131,2.18,1.31,2.32,1.41,2.37,1.71,1.83,2.31,2.08,2.16,4.916,4.14598,0,0,0,-0.285,2,0,1580.86864019556,-0.634691358024693
DTXSID4034287,NaN,1.13,[0.41:1.98],1,0.545,0.5,947-04-6,1212-29-9,102-82-9,103-44-6,1502-22-3,JHWNWJKBPDFINM-UHFFFAOYSA-N,KAJICSGLHKRDLN-UHFFFAOYSA-N,IMFACGCPASFAPR-UHFFFAOYSA-N,DSSAWHFZNWVJEC-UHFFFAOYSA-N,GVNVAWHJIKLAGL-UHFFFAOYSA-N,DTXSID1027344,DTXSID9020451,DTXSID4026183,DTXSID20870444,DTXSID30870879,0.41,0.64,1.4,2.78,0.7,1.28,1.18,1.44,1.93,1.99,3.882,3.28639,2,0,0,-2.0714,0,0,1624.96340008388,0.452020202020201
DTXSID0051528,NaN,0.95,[0.46:1.44],1,0.554,0.605,579-10-2,62-44-2,2212-67-1,156-43-4,618-36-0,LMTGCJANOQOGPI-UHFFFAOYSA-N,CPJSUEIXXCENMM-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,IMPPGHMHELILKG-UHFFFAOYSA-N,RQEUFEKYXDPUSK-UHFFFAOYSA-N,DTXSID8060373,DTXSID1021116,DTXSID6024206,DTXSID0025864,DTXSID40862301,0.18,1.48,1.41,1,0.82,1.01,0.6,0.87,0.6,0.93,1.664,1.57509,2,0,0,-0.7221,1,0,1335.41048312649,-4.13477366255144
DTXSID5027354,NaN,1.51,[1.23:1.79],1,0.423,0.662,10319-14-9,90-94-8,119-93-7,82-45-1,117-79-3,DVBLPJWQXDCAKU-UHFFFAOYSA-N,VVBLNCFGVYUYGU-UHFFFAOYSA-N,NUIURNJTPRWVAP-UHFFFAOYSA-N,KHUFHLFHOQVFGB-UHFFFAOYSA-N,XOGPDSATLSAZEK-UHFFFAOYSA-N,DTXSID2044503,DTXSID2020894,DTXSID5024059,DTXSID2052572,DTXSID6020068,1.14,1.45,1.67,1.98,1.51,1.44,1.23,1.48,1.55,1.92,2.756,4.11446,4,0,0,-0.6279,6,0,1856.8092309166,-3.7151431209603
DTXSID7051476,NaN,3.21,[2.6:3.82],0,0.347,0.48,544-76-3,294-62-2,112-40-3,104-40-5,60782-58-3,DCAYPVUWAIABOU-UHFFFAOYSA-N,DDTBPAQBQHZRDW-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,IGFHQQFPSIBGKE-UHFFFAOYSA-N,NOVLNRUYLAGEMC-UHFFFAOYSA-N,DTXSID0027195,DTXSID9021552,DTXSID0026913,DTXSID5033836,DTXSID30878375,3.7,3.91,2.38,2.58,2.7,2.68,2.69,3.37,2.76,2.49,7.429,6.09529000000001,0,0,2,-4.261,0,0,2463.55673344921,1.296875
DTXSID4025298,NaN,1.21,[0.54:1.88],1,0.595,0.611,142-96-1,504-03-0,618-36-0,110-82-7,579-10-2,DURPTKYDGMDSBL-UHFFFAOYSA-N,SDGKUVSVPIIUCF-UHFFFAOYSA-N,RQEUFEKYXDPUSK-UHFFFAOYSA-N,XDTMQSROBMDMFD-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,DTXSID1022007,DTXSID8048527,DTXSID40862301,DTXSID4021923,DTXSID8060373,1.86,0.7,0.82,1.92,0.18,1.47,0.91,0.93,2.05,1.01,2.788,2.1615,1,0,0,-1.5502,0,0,1297.3819690569,-2.31338577097505
DTXSID5020605,NaN,1.09,[0.49:1.69],1,0.609,0.632,142-96-1,504-03-0,618-36-0,103-69-5,579-10-2,DURPTKYDGMDSBL-UHFFFAOYSA-N,SDGKUVSVPIIUCF-UHFFFAOYSA-N,RQEUFEKYXDPUSK-UHFFFAOYSA-N,OJGMBLNIHDZDGS-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,DTXSID1022007,DTXSID8048527,DTXSID40862301,DTXSID1025271,DTXSID8060373,1.86,0.7,0.82,1.11,0.18,1.47,0.91,0.93,0.97,1.01,2.855,2.1951,1,0,0,-1.2606,0,0,1266.51805979047,-2.73449169333943
DTXSID7059303,NaN,0.59,[0.3:0.88],1,0.611,0.68,479-27-6,10315-98-7,3296-90-0,2814-20-2,2122-19-2,YFOOEYJGMMJJLS-UHFFFAOYSA-N,QKVSMSABRNCNRS-UHFFFAOYSA-N,CHUGKEQJSLOLHL-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,NGZJXCFNBVJLQN-UHFFFAOYSA-N,DTXSID6044432,DTXSID30145675,DTXSID9020164,DTXSID1027502,DTXSID3052694,0.8,0.25,0.68,0.26,1,0.38,0.98,0.39,0.61,0.16,0.491,0.677,2,0,0,-0.296099999999999,0,0,1197.41329310696,-2.3676268861454
DTXSID5052672,NaN,0.96,[0.32:1.6],1,0.589,0.546,1490-04-6|2216-51-5,78-59-1,2216-69-5,102-70-5,298-06-6,NOOLISFMXDJSKH-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,NQMUGNMMFTYOHK-UHFFFAOYSA-N,VPYJNCGUESNPMV-UHFFFAOYSA-N,IRDLUHRVLVEUHA-UHFFFAOYSA-N,DTXSID8029650|DTXSID1022180,DTXSID8020759,DTXSID5062263,DTXSID5026174,DTXSID6027133,1.04,0.3,2.21,0.55,0.7,2.15,1.25,0.72,1.14,1.13,2.369,2.42989,1,0,0,1.1223,0,0,1461.01627059582,-4.97198275862069
DTXSID7021861,NaN,0.84,[0.72:0.95],1,0.728,0.806,611-21-2,696-44-6,622-57-1,121-69-7,149-30-4,GUAWMXYQZKVRCW-UHFFFAOYSA-N,FBGJJTQNZVNEQU-UHFFFAOYSA-N,AASABFUMCBTXRL-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,YXIWHUQXZSMYRE-UHFFFAOYSA-N,DTXSID4060600,DTXSID2061014,DTXSID7060754,DTXSID2020507,DTXSID1020807,0.95,0.86,0.61,0.9,0.9,0.81,0.93,1.15,1.16,1.1,2.578,2.13192,1,0,0,0.7464,2,0,1055.74080653359,-0.19027777777778
DTXSID9026710,NaN,0.98,[0.77:1.19],1,0.69,0.776,91-23-6,100-17-4,555-03-3,612-22-6,88-72-2,CFBYEGUGFPZCNF-UHFFFAOYSA-N,BNUHAJGCKIQFGE-UHFFFAOYSA-N,WGYFINWERLNPHR-UHFFFAOYSA-N,PXWYZLWEKCMTEZ-UHFFFAOYSA-N,PLAZTCDQAHEYBI-UHFFFAOYSA-N,DTXSID3020962,DTXSID9059208,DTXSID3060295,DTXSID4073209,DTXSID4025791,0.7,1.08,0.78,1.11,1.26,0.94,0.78,1.07,1.32,0.95,2.886,2.22401,0,0,0,0.5902,2,0,1006.32921437251,-0.419590643274854
DTXSID7024532,NaN,0.74,[0.53:0.95],1,0.664,0.766,156-43-4,767-00-0,99-09-2,100-01-6,120-71-8,IMPPGHMHELILKG-UHFFFAOYSA-N,CVNOWLNNPYYEOH-UHFFFAOYSA-N,XJCVRTZCHMZPBD-UHFFFAOYSA-N,TYMLOMAKGOJONV-UHFFFAOYSA-N,WXWCDTXEKCVRRO-UHFFFAOYSA-N,DTXSID0025864,DTXSID9052509,DTXSID6025725,DTXSID8020961,DTXSID1020350,1,0.91,0.48,0.6,0.55,0.6,0.61,0.6,0.48,0.79,1.322,1.77819,1,0,0,-0.8017,2,0,902.991360767653,-3.7391975308642
DTXSID4051532,NaN,1.24,[0.7:1.78],1,0.566,0.602,2212-67-1,2631-40-5,91-66-7,134-62-3,62-44-2,DEDOPGXGGQYYMW-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,MMOXZBCLCQITDF-UHFFFAOYSA-N,CPJSUEIXXCENMM-UHFFFAOYSA-N,DTXSID6024206,DTXSID6042072,DTXSID8021800,DTXSID2021995,DTXSID1021116,1.41,0.95,2.01,0.38,1.48,0.87,1.03,1.44,1.07,0.6,2.389,2.64529,2,0,0,0.6297,1,0,1492.15665042599,-0.578703703703704
DTXSID4026711,2.68,2.71,[2.68:2.74],1,1,0.978,105-05-5,141-93-5,28106-30-1,535-77-3,83-32-9,DSNHSQKRULAAEI-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,VTPNYMSKBPZSTF-UHFFFAOYSA-N,XCYJPXQACVEIOS-UHFFFAOYSA-N,CWRYPZZKDGJXCA-UHFFFAOYSA-N,DTXSID4026711,DTXSID1022003,DTXSID5027938,DTXSID2060206,DTXSID3021774,2.68,2.73,2.69,2.73,2.88,2.73,2.68,2.65,2.64,2.48,5.846,2.8114,0,0,1,0.6138,2,0,1313.24324506213,-0.495370370370372
DTXSID2033863,2.48,2.51,[2.46:2.56],1,1,0.97,105-06-6,108-57-6,28106-30-1,100-80-1,622-97-9,WEERVPDNCOGWJF-UHFFFAOYSA-N,PRJNEUBECVAVAG-UHFFFAOYSA-N,VTPNYMSKBPZSTF-UHFFFAOYSA-N,JZHGRUMIRATHIU-UHFFFAOYSA-N,JLBJTVDPSNHSKJ-UHFFFAOYSA-N,DTXSID2033863,DTXSID30110020,DTXSID5027938,DTXSID9051454,DTXSID3020889,2.48,2.54,2.69,1.55,1.5,2.54,2.48,2.65,1.5,1.55,5.846,2.60718,0,0,1,1.415,2,0,1125.63706719611,-2.84444444444445
DTXSID9051533,NaN,2,[1.51:2.37],1,0.509,0.578,544-01-4,135-88-6,91-66-7,1490-04-6|2216-51-5,21564-17-0,AQZGPSLYZOOYQP-UHFFFAOYSA-N,KEQFTVQCIQJIQW-UHFFFAOYSA-N,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,NOOLISFMXDJSKH-UHFFFAOYSA-N,TUBQDCKAWGHZPF-UHFFFAOYSA-N,DTXSID8052198,DTXSID4021131,DTXSID8021800,DTXSID8029650|DTXSID1022180,DTXSID6032647,2.23,2.37,2.01,1.04,2.32,2.04,2.16,1.44,2.15,1.15,3.462,3.3118,2,0,0,1.5478,0,0,1584.96129100652,-0.495458477508649
DTXSID9026712,NaN,0.52,[0.22:0.8],1,0.653,0.703,479-27-6,3296-90-0,10315-98-7,2814-20-2,144-19-4,YFOOEYJGMMJJLS-UHFFFAOYSA-N,CHUGKEQJSLOLHL-UHFFFAOYSA-N,QKVSMSABRNCNRS-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,JCTXKRPTIMZBJT-UHFFFAOYSA-N,DTXSID6044432,DTXSID9020164,DTXSID30145675,DTXSID1027502,DTXSID8027113,0.8,0.68,0.25,0.26,0,0.38,0.39,0.98,0.61,0.69,0.478,0.7774,2,0,0,-0.487199999999999,0,0,1232.22307837817,-4.53846153846154
DTXSID70668237,NaN,2.05,[1.16:2.94],1,0.379,0.424,1843-05-6,74-31-7,13936-21-5,66332-96-5,92-77-3,QUAMTGJKVDWJEQ-UHFFFAOYSA-N,UTGQNNCQYDRXCH-UHFFFAOYSA-N,UMWZLYTVXQBTTE-UHFFFAOYSA-N,PTCGDEVVHUXTMP-UHFFFAOYSA-N,JFGQHAHJWJBOPD-UHFFFAOYSA-N,DTXSID9027441,DTXSID9020538,DTXSID1065681,DTXSID8024109,DTXSID1052618,1.9,3.12,2.94,1.29,0.81,3.03,2.26,1.99,1.82,1.85,6.952,5.79366,2,0,1,-0.7924,5,0,2596.14052907683,-9.51129722222223
DTXSID6044357,NaN,0.72,[0.52:0.92],1,0.61,0.749,767-00-0,89-93-0,156-43-4,120-71-8,99-09-2,CVNOWLNNPYYEOH-UHFFFAOYSA-N,CJAAPVQEZPAQNI-UHFFFAOYSA-N,IMPPGHMHELILKG-UHFFFAOYSA-N,WXWCDTXEKCVRRO-UHFFFAOYSA-N,XJCVRTZCHMZPBD-UHFFFAOYSA-N,DTXSID9052509,DTXSID3059000,DTXSID0025864,DTXSID1020350,DTXSID6025725,0.91,0.66,1,0.55,0.48,0.61,0.94,0.6,0.79,0.6,1.332,0.848,1,0,0,-0.5005,2,0,1011.51585355088,-4.57777777777777
DTXSID4026713,NaN,0.69,[0.42:0.95],1,0.602,0.704,63-25-2,60-51-5,298-06-6,137-26-8,123-63-7,CVXBEEMKQHEXEN-UHFFFAOYSA-N,MCWXGJITAZMZEV-UHFFFAOYSA-N,IRDLUHRVLVEUHA-UHFFFAOYSA-N,KUAZQDVKQLNFPE-UHFFFAOYSA-N,SQYNKIJPMDEDEG-UHFFFAOYSA-N,DTXSID9020247,DTXSID7020479,DTXSID6027133,DTXSID5021332,DTXSID9023419,0.95,0.2,0.7,0.53,0.48,0.46,0.59,1.13,0.93,0.44,1.413,1.60758,3,0,0,1.8046,0,0,1524.77203171965,-2.78192816840278
DTXSID60864286,NaN,2.14,[1.43:2.78],1,0.693,0.586,103-44-6,86-74-8,1502-22-3,118-44-5,142-96-1,DSSAWHFZNWVJEC-UHFFFAOYSA-N,UJOBWOGCFQCDNV-UHFFFAOYSA-N,GVNVAWHJIKLAGL-UHFFFAOYSA-N,KDFFXYVOTKKBDI-UHFFFAOYSA-N,DURPTKYDGMDSBL-UHFFFAOYSA-N,DTXSID20870444,DTXSID4020248,DTXSID30870879,DTXSID8059473,DTXSID1022007,2.78,2.23,0.7,2.32,1.86,1.93,2.34,1.99,2.31,1.47,3.738,3.26208,1,0,0,-0.737900000000001,0,0,1461.01627059582,-0.423569824283259
DTXSID40893655,NaN,1.44,[0.73:2.15],0,0.105,0.367,78-42-2,3319-31-1,26761-40-0,126-72-7,60782-58-3,GTVWRXDRKAHEAD-UHFFFAOYSA-N,KRADHMIOFJQKEZ-UHFFFAOYSA-N,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,PQYJRMFWJJONBO-UHFFFAOYSA-N,NOVLNRUYLAGEMC-UHFFFAOYSA-N,DTXSID0021414,DTXSID9026265,DTXSID4025082,DTXSID5021413,DTXSID30878375,1.7,1.17,1.16,0.51,2.7,2.11,1.93,2.05,2.37,2.49,8.564,9.36503,7,0,2,6.9352,0,0,7562.40251012603,-32.7599699139966
DTXSID1040110,NaN,0.52,[0.21:0.83],1,0.597,0.662,94-52-0,60-29-7,2122-19-2,1634-04-4,10315-98-7,XPAZGLFMMUODDK-UHFFFAOYSA-N,RTZKZFJDLAIYFH-UHFFFAOYSA-N,NGZJXCFNBVJLQN-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,QKVSMSABRNCNRS-UHFFFAOYSA-N,DTXSID8020965,DTXSID3021720,DTXSID3052694,DTXSID3020833,DTXSID30145675,0.4,0.73,1,0.18,0.25,0.79,0.62,0.16,1.08,0.98,0.917,1.19339,2,0,0,0.347700000000001,0,0,780.57662473345,-1.44684736639754
DTXSID5040752,NaN,0.27,[-0.02:0.51],1,0.394,0.655,66-81-9,314-40-9,10605-21-7,680-31-9,60-51-5,YPHMISFOHDHNIV-UHFFFAOYSA-N,OSOBMCTWSONQHC-UHFFFAOYSA-N,TWFZGCMQGLPBSX-UHFFFAOYSA-N,GNOIPBMMFNIUFM-UHFFFAOYSA-N,MCWXGJITAZMZEV-UHFFFAOYSA-N,DTXSID6024882,DTXSID4022020,DTXSID4024729,DTXSID6020694,DTXSID7020479,0.45,0.51,0.4,-0.3,0.2,0.34,0.41,0.34,0.22,0.59,0.394,0.0102900000000001,6,0,0,-1.4538,0,0,1451.76171505621,-4.12424045138889
DTXSID9026716,NaN,0.39,[-0.05:0.83],1,0.56,0.63,2122-19-2,123-91-1,462-08-8,504-24-5,2814-20-2,NGZJXCFNBVJLQN-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,CUYKNJBYIJFRCU-UHFFFAOYSA-N,NUKYPUAOHBNCPY-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,DTXSID3052694,DTXSID4020533,DTXSID9047461,DTXSID0023870,DTXSID1027502,1,-0.3,0.32,0.66,0.26,0.16,0.35,0.66,0.32,0.61,0.287,0.37239,3,0,0,-0.207900000000001,0,0,720.285056216503,-2.32682291666667
DTXSID4091528,NaN,2.66,[2.26:3.06],1,0.463,0.638,510-15-6,101-14-4,35367-38-5,19666-30-9,2921-88-2,RAPBNVDSDCTNRC-UHFFFAOYSA-N,IBOFVQJTBBUKMU-UHFFFAOYSA-N,QQQYTWIFVNKMRW-UHFFFAOYSA-N,CHNUNORXWHYHNE-UHFFFAOYSA-N,SBPBAQFWLVIOKP-UHFFFAOYSA-N,DTXSID9020299,DTXSID5020865,DTXSID1024049,DTXSID3024239,DTXSID4020458,2.68,2.24,2.2,3.08,3.18,2.04,2.22,2.4,2.73,3.37,3.896,4.92516,3,0.533642721716607,0,1.4954,5,0,1729.36308631108,-6.80787082266339
DTXSID6032354,NaN,2.66,[2.26:3.06],1,0.463,0.638,510-15-6,101-14-4,35367-38-5,19666-30-9,2921-88-2,RAPBNVDSDCTNRC-UHFFFAOYSA-N,IBOFVQJTBBUKMU-UHFFFAOYSA-N,QQQYTWIFVNKMRW-UHFFFAOYSA-N,CHNUNORXWHYHNE-UHFFFAOYSA-N,SBPBAQFWLVIOKP-UHFFFAOYSA-N,DTXSID9020299,DTXSID5020865,DTXSID1024049,DTXSID3024239,DTXSID4020458,2.68,2.24,2.2,3.08,3.18,2.04,2.22,2.4,2.73,3.37,3.896,4.92516,3,0.533642721716607,0,1.4954,5,0,1729.36308631108,-6.80787082266339
DTXSID7021863,NaN,0.44,[0.2:0.69],1,0.556,0.712,60-51-5,123-63-7,314-40-9,2814-20-2,63-25-2,MCWXGJITAZMZEV-UHFFFAOYSA-N,SQYNKIJPMDEDEG-UHFFFAOYSA-N,OSOBMCTWSONQHC-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,CVXBEEMKQHEXEN-UHFFFAOYSA-N,DTXSID7020479,DTXSID9023419,DTXSID4022020,DTXSID1027502,DTXSID9020247,0.2,0.48,0.51,0.26,0.95,0.59,0.44,0.41,0.61,0.46,1.189,0.73659,4,0,0,0.558000000000001,0,0,1038.29278711134,-2.64629279563117
DTXSID6040111,NaN,0.43,[0.23:0.63],1,0.577,0.691,94-52-0,10315-98-7,1634-04-4,626-67-5,121-44-8,XPAZGLFMMUODDK-UHFFFAOYSA-N,QKVSMSABRNCNRS-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,PAMIQIKDUOTOBW-UHFFFAOYSA-N,ZMANZCXQSJIPKH-UHFFFAOYSA-N,DTXSID8020965,DTXSID30145675,DTXSID3020833,DTXSID8060822,DTXSID3024366,0.4,0.25,0.18,0.65,0.69,0.79,0.98,1.08,0.76,1.09,1.486,1.58349,2,0,0,0.0597000000000004,0,0,931.264605291653,-0.978888888888888
DTXSID8020466,NaN,0.82,[0.33:1.31],1,0.601,0.618,10315-98-7,2122-19-2,121-44-8,3296-90-0,1631-58-9,QKVSMSABRNCNRS-UHFFFAOYSA-N,NGZJXCFNBVJLQN-UHFFFAOYSA-N,ZMANZCXQSJIPKH-UHFFFAOYSA-N,CHUGKEQJSLOLHL-UHFFFAOYSA-N,DSOOGBGKEWZRIH-UHFFFAOYSA-N,DTXSID30145675,DTXSID3052694,DTXSID3024366,DTXSID9020164,DTXSID0075104,0.25,1,0.69,0.68,1.72,0.98,0.16,1.09,0.39,0.86,0.971,0.4903,2,0,0,0.9768,0,0,1033.12671226186,-1.11009602194787
DTXSID6030607,NaN,0.45,[0.24:0.66],1,0.605,0.697,10315-98-7,121-44-8,1634-04-4,3296-90-0,123-63-7,QKVSMSABRNCNRS-UHFFFAOYSA-N,ZMANZCXQSJIPKH-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,CHUGKEQJSLOLHL-UHFFFAOYSA-N,SQYNKIJPMDEDEG-UHFFFAOYSA-N,DTXSID30145675,DTXSID3024366,DTXSID3020833,DTXSID9020164,DTXSID9023419,0.25,0.69,0.18,0.68,0.48,0.98,1.09,1.08,0.39,0.44,1.273,1.4054,2,0,0,0.8705,0,0,984.573186712778,-2.31634527089073
DTXSID3025041,NaN,0.66,[0.42:0.9],1,0.554,0.694,123-63-7,2122-19-2,63-25-2,3296-90-0,94-52-0,SQYNKIJPMDEDEG-UHFFFAOYSA-N,NGZJXCFNBVJLQN-UHFFFAOYSA-N,CVXBEEMKQHEXEN-UHFFFAOYSA-N,CHUGKEQJSLOLHL-UHFFFAOYSA-N,XPAZGLFMMUODDK-UHFFFAOYSA-N,DTXSID9023419,DTXSID3052694,DTXSID9020247,DTXSID9020164,DTXSID8020965,0.48,1,0.95,0.68,0.4,0.44,0.16,0.46,0.39,0.79,1.258,0.77739,3,0,0,1.1651,0,0,793.139921929023,-2.32441700960219
DTXSID8025591,NaN,0.59,[0.5:0.67],1,0.573,0.783,111-41-1,111-40-0,110-98-5,102-71-6,126-30-7,LHIJANUOQQMGNT-UHFFFAOYSA-N,RPNUMPOLZDHAAY-UHFFFAOYSA-N,AZUXKVXMJOIAOF-UHFFFAOYSA-N,GSEJCLTVZPLZKY-UHFFFAOYSA-N,SLCVBVWXLSEKPL-UHFFFAOYSA-N,DTXSID7025423,DTXSID2025050,DTXSID7026863,DTXSID9021392,DTXSID8027036,0.46,0.65,0.66,0.59,0.67,0.62,0.52,0.46,0.24,0.63,-1.355,-1.0972,3,0,0,-0.7587,0,0,884.718071291935,-6.94444444444444
DTXSID4020240,NaN,0.33,[-0.02:0.66],1,0.538,0.671,626-67-5,2814-20-2,462-08-8,504-24-5,123-91-1,PAMIQIKDUOTOBW-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,CUYKNJBYIJFRCU-UHFFFAOYSA-N,NUKYPUAOHBNCPY-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,DTXSID8060822,DTXSID1027502,DTXSID9047461,DTXSID0023870,DTXSID4020533,0.65,0.26,0.32,0.66,-0.3,0.76,0.61,0.66,0.32,0.35,0.404,0.91049,2,0,0,-1.4524,0,0,907.252284360943,0.440058479532164
DTXSID2065127,NaN,0.25,[-0.16:0.65],1,0.418,0.625,111-40-0,102-71-6,680-31-9,111-41-1,122-20-3,RPNUMPOLZDHAAY-UHFFFAOYSA-N,GSEJCLTVZPLZKY-UHFFFAOYSA-N,GNOIPBMMFNIUFM-UHFFFAOYSA-N,LHIJANUOQQMGNT-UHFFFAOYSA-N,SLINHMUFWFWBMU-UHFFFAOYSA-N,DTXSID2025050,DTXSID9021392,DTXSID6020694,DTXSID7025423,DTXSID5021415,0.65,0.59,-0.3,0.46,-0.24,0.52,0.24,0.22,0.62,0.12,-1.398,-1.1368,4,0,0,-2.847,0,0,1448.74484537777,-4.36678200692041
DTXSID2033445,NaN,0.53,[0.34:0.72],1,0.464,0.698,2814-20-2,479-27-6,314-40-9,110-98-5,1477-55-0,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,YFOOEYJGMMJJLS-UHFFFAOYSA-N,OSOBMCTWSONQHC-UHFFFAOYSA-N,AZUXKVXMJOIAOF-UHFFFAOYSA-N,FDLQZKYLHJJBHD-UHFFFAOYSA-N,DTXSID1027502,DTXSID6044432,DTXSID4022020,DTXSID7026863,DTXSID9029649,0.26,0.8,0.51,0.66,0.43,0.61,0.38,0.41,0.46,0.73,-0.383,-0.1235,3,0,0,-1.4821,0,0,1398.31824179347,-2.138916015625
DTXSID3026722,NaN,0.44,[0.24:0.64],1,0.449,0.673,950-37-8,10605-21-7,732-11-6,60-51-5,314-40-9,MEBQXILRKZHVCX-UHFFFAOYSA-N,TWFZGCMQGLPBSX-UHFFFAOYSA-N,LMNZTLDVJIUSHT-UHFFFAOYSA-N,MCWXGJITAZMZEV-UHFFFAOYSA-N,OSOBMCTWSONQHC-UHFFFAOYSA-N,DTXSID5020819,DTXSID4024729,DTXSID5024261,DTXSID7020479,DTXSID4022020,0.74,0.4,0.26,0.2,0.51,0.66,0.34,1.11,0.59,0.41,1.994,1.62259,6,0,0,1.0238,0,0,1209.90630486774,-3.75
DTXSID9051539,NaN,0.62,[0.2:1.1],1,0.464,0.599,950-37-8,732-11-6,60-51-5,50512-35-1,10605-21-7,MEBQXILRKZHVCX-UHFFFAOYSA-N,LMNZTLDVJIUSHT-UHFFFAOYSA-N,MCWXGJITAZMZEV-UHFFFAOYSA-N,UFHLMYOGRXOCSL-UHFFFAOYSA-N,TWFZGCMQGLPBSX-UHFFFAOYSA-N,DTXSID5020819,DTXSID5024261,DTXSID7020479,DTXSID8058110,DTXSID4024729,0.74,0.26,0.2,1.57,0.4,0.66,1.11,0.59,1.02,0.34,2.111,2.33919,5,0,0,1.582,0,0,1357.17290608677,-1.13108710562414
DTXSID2021864,NaN,0.96,[0.89:1.03],1,0.678,0.845,119-33-5,2042-14-0,2581-34-2,5428-54-6,527-60-6,SYDNSSSQVSOXTN-UHFFFAOYSA-N,BQEXDUKMTVYBRK-UHFFFAOYSA-N,PIIZYNQECPTVEO-UHFFFAOYSA-N,UMFDLIXUUJMPSI-UHFFFAOYSA-N,BPRYUXCVCCNUFE-UHFFFAOYSA-N,DTXSID0026961,DTXSID90879085,DTXSID2062535,DTXSID4063874,DTXSID7022049,0.95,1,1.06,0.85,0.93,0.8,1.06,1,0.98,0.85,2.479,1.87354,0,0,0,0.8237,3,0,1006.32921437251,-4.48538011695907
