MoleculeID,LogKoc_exp,LogKoc_pred,Koc_predRange,AD_Koc,AD_index_Koc,Conf_index_Koc,Koc_CAS_neighbor_1,Koc_CAS_neighbor_2,Koc_CAS_neighbor_3,Koc_CAS_neighbor_4,Koc_CAS_neighbor_5,Koc_InChiKey_neighbor_1,Koc_InChiKey_neighbor_2,Koc_InChiKey_neighbor_3,Koc_InChiKey_neighbor_4,Koc_InChiKey_neighbor_5,Koc_DTXSID_neighbor_1,Koc_DTXSID_neighbor_2,Koc_DTXSID_neighbor_3,Koc_DTXSID_neighbor_4,Koc_DTXSID_neighbor_5,LogKoc_Exp_neighbor_1,LogKoc_Exp_neighbor_2,LogKoc_Exp_neighbor_3,LogKoc_Exp_neighbor_4,LogKoc_Exp_neighbor_5,LogKoc_pred_neighbor_1,LogKoc_pred_neighbor_2,LogKoc_pred_neighbor_3,LogKoc_pred_neighbor_4,LogKoc_pred_neighbor_5,CrippenLogP,nHBAcc,SpDiam_Dzi,VP_1,MPC3,TPC,VABC,SsssN,topoDiameter,AATS1m,MPC6,ATS1v
DTXSID50957156,NaN,1.59,[0.74:2.3],1,0.223,0.349,3337-71-1,6923-22-4,57966-95-7,66215-27-8,145-73-3,VGPYEHKOIGNJKV-UHFFFAOYSA-N,KRTSDMXIXPKRQR-UHFFFAOYSA-N,XERJKGMBORTKEO-UHFFFAOYSA-N,LVQDKIWDGQRHTE-UHFFFAOYSA-N,GXEKYRXVRROBEV-UHFFFAOYSA-N,DTXSID8023890|,DTXSID9034816|,DTXSID6032358|,DTXSID6023999|,DTXSID7024081|,1.6,0,2.09,2.3,2.09,1.23,1.77,1.17,2.09,1.78,-2.69221,11,66.5891051841741,4.39442719099992,28,348,192.765059139434,0,8,116.86507,42,6560.8824344826
DTXSID501014629,NaN,1.79,[1.15:2.32],1,0.278,0.449,300-76-5,118-75-2,62-73-7,52-68-6,55290-64-7,BUYMVQAILCEWRR-UHFFFAOYSA-N,UGNWTBMOAKPKBL-UHFFFAOYSA-N,OEBRKCOSUFCWJD-UHFFFAOYSA-N,NFACJZMKEDPNKN-UHFFFAOYSA-N,PHVNLLCAQHGNKU-UHFFFAOYSA-N,DTXSID1024209|,DTXSID2020266|,DTXSID5020449|,DTXSID0021389|,DTXSID0024052|,2.26,2.32,1.67,1.9,0.48,1.93,2.18,1.16,1.06,1.72,2.0968,5,57.4202065700313,3.24494685838151,24,120,160.522962672377,0,6,372.6322775008,9,4804.57540289319
DTXSID8067945,NaN,NaN,NA,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.63879,0,85.6967860965357,NaN,45,540,NaN,0,8,103.982871640186,66,12352.5044649237
DTXSID40189368,NaN,2.27,[1.99:2.48],1,0.546,0.679,2122-70-5,80045-52-9,3766-81-2,5234-68-4,2631-37-0,XIDPSKQLXKCVQN-UHFFFAOYSA-N,IJSXOOSTBVECCN-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,DTAPQAJKAFRNJB-UHFFFAOYSA-N,DTXSID3034583|,DTXSID40230046|,DTXSID4058077|,DTXSID0023951|,DTXSID4037617|,2.48,2.17,1.71,2.41,2.48,2.28,2.22,2.22,2.16,1.81,3.09208,2,75.1208641235127,5.83817051588665,31,311,220.998877434989,0,8,74.8352027777779,40,8708.64055637912
DTXSID5041225,NaN,0.89,[0.36:1.6],1,0.471,0.484,111-42-2,123-33-1,108-65-6,1615-80-1,150-13-0,ZBCBWPMODOFKDW-UHFFFAOYSA-N,BGRDGMRNKXEXQD-UHFFFAOYSA-N,LLHKCFNBLRBOGN-UHFFFAOYSA-N,YCBOYOYVDOUXLH-UHFFFAOYSA-N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,DTXSID3021932|,DTXSID9020792|,DTXSID1026796|,DTXSID1043754|,DTXSID6024466|,0.6,0.45,0.36,1.18,2.5,0.72,1.24,1.75,0.96,1.47,-1.0808,4,30.1571990502584,2.28715607041293,5,36,112.901304006511,0,7,83.9034554705882,2,3321.81410641934
DTXSID3067948,NaN,5.13,[4.49:5.77],0,0.068,0.373,69409-94-5,64532-97-4,70124-77-5,67485-29-4,66841-25-6,INISTDXBRIBGOC-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,GBIHOLCMZGAKNG-UHFFFAOYSA-N,IQVNEKKDSLOHHK-UHFFFAOYSA-N,YWSCPYYRJXKUDB-UHFFFAOYSA-N,DTXSID7024110|DTXSID7037555,DTXSID4025797|,DTXSID0022301|,DTXSID6023868|,DTXSID0024343|,5.71,4.06,5,5.86,5,5.05,5.06,5.2,4.78,4.85,12.59806,8,686.067203985559,18.1586889477777,127,2345,675.618263890989,0,27,129.168301090909,235,27517.1348169758
DTXSID6044563,NaN,3.5,[2.73:4.27],1,0.497,0.458,1468-95-7,779-02-2,85-00-7,84-65-1,723-62-6,JCJNNHDZTLRSGN-UHFFFAOYSA-N,CPGPAVAKSZHMBP-UHFFFAOYSA-N,SYJFEGQWDCRVNX-UHFFFAOYSA-N,RZVHIXYEVGDQDX-UHFFFAOYSA-N,XGWFJBFNAQHLEF-UHFFFAOYSA-N,DTXSID1049221|,DTXSID3061134|,DTXSID3024075|,DTXSID3020095|,DTXSID7049427|,3.61,4.81,2.7,3.57,2.74,3.42,3.55,4.23,3.19,3.72,3.12506,1,51.1787061882771,6.4109198241924,34,498,192.364311413923,0,7,127.964795926929,61,8313.46477380366
DTXSID8063096,NaN,1.8,[1.45:2.18],1,0.692,0.696,93-89-0,351-83-7,103-82-2,33222-69-4,93-58-3,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,JHEFOJNPLXSWNZ-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,VTONZKDPQTYHLV-UHFFFAOYSA-N,QPJVMBTYPHYUOC-UHFFFAOYSA-N,DTXSID3038696|,DTXSID40188598|,DTXSID2021656|,DTXSID10186869|,DTXSID5025572|,2.3,1.48,1.45,1.48,2.1,1.68,1.57,1.76,1.76,1.59,1.88468,2,39.2896547363276,3.18476721592489,13,106,139.492722305417,0,7,98.9148111052631,10,5060.70626576769
DTXSID7067956,NaN,4.01,[3.61:4.38],0,0.125,0.46,64532-97-4,117-84-0,103-23-1,131-20-4,6422-86-2,LMCLPMXCYFSRNG-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,DTXSID4025797|,DTXSID1021956|,DTXSID0020606|,DTXSID50873226|,DTXSID7027625|,4.06,4.38,4.19,3.21,4.16,5.06,4.06,4.12,4.39,4.06,10.64808,2,516.44049624195,14.6145202922861,30,306,539.743533476326,0,30,59.753915269663,27,19421.3855046988
DTXSID2034625,NaN,4.93,[4.45:5.35],1,0.453,0.569,68359-37-5,82657-04-3,68085-85-8,77501-63-4,52315-07-8,QQODLKZGRKWIFG-UHFFFAOYSA-N,OMFRMAHOUUJSGP-UHFFFAOYSA-N,ZXQYGBMAQZUVMI-UHFFFAOYSA-N,CONWAEURSVPLRM-UHFFFAOYSA-N,KAATUXNTWXVJKI-UHFFFAOYSA-N,DTXSID5035957|,DTXSID9020160|,DTXSID6023997|DTXSID7032559,DTXSID7024160|,DTXSID1023998|,5,5.35,5.26,4,5,4.75,4.77,4.76,4.89,4.68,5.63236,3,216.283854271526,9.6928221123752,63,974,369.862056288214,0,15,123.433717565396,102,14578.2100913804
DTXSID2067959,NaN,1.7,[1.52:1.88],0,0.217,0.615,126535-15-7,111991-09-4,101200-48-0,97780-06-8,144740-54-5,IMEVJVISCHQJRM-UHFFFAOYSA-N,RTCOGUMHFFWOJV-UHFFFAOYSA-N,VLCQZHSMCYCDJL-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,DTVOKYWXACGVGO-UHFFFAOYSA-N,DTXSID2032502|,DTXSID6034764|,DTXSID8024101|,DTXSID9034573|,DTXSID9058311|,1.84,1.48,1.72,1.93,1.46,1.53,1.84,1.59,1.84,1.83,1.08919,12,252.121493996978,11.9001768613536,51,699,459.338364163152,2.37916005291005,16,111.0204197,75,15003.9875542548
DTXSID80957609,NaN,1.81,[1.58:2.04],1,0.537,0.719,537-92-8,123-66-0,1129-50-6,539-82-2,103-45-7,ALMHSXDYCFOZQD-UHFFFAOYSA-N,SHZIWNPUGXLXDT-UHFFFAOYSA-N,UHANVDZCDNSILX-UHFFFAOYSA-N,ICMAFTSLXCXHRK-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,DTXSID6024412|,DTXSID3021980|,DTXSID9061544|,DTXSID6040161|,DTXSID7044506|,1.45,2.06,1.71,1.97,1.89,1.7,1.98,1.86,1.51,1.98,2.76729,2,46.3764188857766,4.02868457428581,9,66,179.164315033922,0,6,62.8710155,6,6026.13032707056
DTXSID7027540,NaN,1.94,[1.77:2.11],1,0.601,0.781,20782-57-4,1967-16-4,80045-50-7,24911-15-7,80045-51-8,YWHRNWZTCCNWSH-UHFFFAOYSA-N,ULBXWWGWDPVHAO-UHFFFAOYSA-N,GNFQHXMPSRUKIS-UHFFFAOYSA-N,JSBUIJZRVJLNAV-UHFFFAOYSA-N,PTBZQKPCPZYJDD-UHFFFAOYSA-N,DTXSID20174873|,DTXSID6041769|,DTXSID20230044|,DTXSID60179625|,DTXSID80230045|,1.84,2.21,2.01,1.9,1.68,2.06,2.2,1.98,1.91,1.87,2.27889,3,61.81068837107,5.08302162832879,20,158,197.436707823156,0,9,121.042290137931,17,7428.44893906214
DTXSID20883998,NaN,2.5,[1.6:3.4],1,0.515,0.454,90-12-0,91-17-8,2655-14-3,4780-79-4,78-59-1,QPUYECUOLPXSFR-UHFFFAOYSA-N,NNBZCPXTIHJBJL-UHFFFAOYSA-N,CVQODEWAPZVVBU-UHFFFAOYSA-N,PBLNHHSDYFYZNC-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,DTXSID9020877|,DTXSID1024912|,DTXSID7058042|,DTXSID30197295|,DTXSID8020759|,3.36,3.67,1.71,2.17,1.4,3.44,3.56,2.19,2.87,2.79,2.4395,1,40.4741055734016,4.78990952583816,17,113,177.950072959228,0,6,60.6763504193548,15,6799.90786123444
DTXSID2042010,NaN,4.14,[3.6:4.68],0,0.296,0.483,103-23-1,117-84-0,131-20-4,6422-86-2,117-81-7,SAOKZLXYCUGLFA-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,DTXSID0020606|,DTXSID1021956|,DTXSID50873226|,DTXSID7027625|,DTXSID5020607|,4.19,4.38,3.21,4.16,4.94,4.12,4.06,4.39,4.06,3.91,5.72698000000001,4,298.747293050057,10.1829467241148,25,231,401.230200051453,1.28862916381512,21,65.9389954285715,19,13936.5289338167
DTXSID1052038,NaN,1.47,[0.82:2.12],1,0.549,0.534,2008-58-4,609-66-5,610-15-1,618-87-1,33222-69-4,JHSPCUHPSIUQRB-UHFFFAOYSA-N,RBGDLYUEXLWQBZ-UHFFFAOYSA-N,KLGQWSOYKYFBTR-UHFFFAOYSA-N,MPBZUKLDHPOCLS-UHFFFAOYSA-N,VTONZKDPQTYHLV-UHFFFAOYSA-N,DTXSID7022170|,DTXSID3052278|,DTXSID0025733|,DTXSID0044151|,DTXSID10186869|,0.53,1.51,1.45,2.55,1.48,1.97,1.65,1.77,2.11,1.76,1.49222,2,23.9800523195559,4.40685200634734,19,158,126.6086020518,0,5,119.014470368421,21,5324.99446637705
DTXSID5038919,NaN,1.26,[0.59:1.93],1,0.479,0.499,57966-95-7,1646-88-4,1646-87-3,131-11-3,1754-58-1,XERJKGMBORTKEO-UHFFFAOYSA-N,YRRKLBAKDXSTNC-UHFFFAOYSA-N,BXPMAGSOWXBZHS-UHFFFAOYSA-N,NIQCNGHVCWTJSM-UHFFFAOYSA-N,ZKIBFASDNPOJFP-UHFFFAOYSA-N,DTXSID6032358|,DTXSID6023862|,DTXSID1033161|,DTXSID3022455|,DTXSID6041846|,2.09,0.42,0.56,1.6,1.51,1.17,1.49,1.44,1.75,1.36,0.0577999999999996,4,55.6725000135955,4.01639140422996,18,173,179.378609170523,0,10,104.920452636364,20,6195.52867363865
DTXSID0044236,NaN,5,[4.29:5.71],0,0.103,0.366,69409-94-5,64532-97-4,117-84-0,67485-29-4,70124-77-5,INISTDXBRIBGOC-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,IQVNEKKDSLOHHK-UHFFFAOYSA-N,GBIHOLCMZGAKNG-UHFFFAOYSA-N,DTXSID7024110|DTXSID7037555,DTXSID4025797|,DTXSID1021956|,DTXSID6023868|,DTXSID0022301|,5.71,4.06,4.38,5.86,5,5.05,5.06,4.06,4.78,5.2,6.51833000000001,6,646.177532066904,14.7193756231282,67,749,599.337162576757,0,25,79.4790303978494,82,22433.1628261749
DTXSID8022402,NaN,2.86,[2.61:3.11],1,0.447,0.636,87818-31-3,510-15-6,25311-71-1,81-81-2,76738-62-0,QMTNOLKHSWIQBE-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,FQEPJUOLUDFINX-UHFFFAOYSA-N,RMOGWMIKYWRTKW-UHFFFAOYSA-N,DTXSID3034456|,DTXSID9020299|,DTXSID8032417|,DTXSID5023742|,DTXSID2024242|,2.6,3.3,2.78,2.96,2.7,2.95,2.4,2.29,3.04,2.57,3.15708000000001,3,125.188914675282,8.08641547345897,38,498,315.040104563607,0,10,84.4243320000001,58,12095.1910796002
DTXSID7025215,NaN,4.3,[3.51:5.09],0,0.166,0.361,64532-97-4,117-84-0,69409-94-5,131-20-4,6422-86-2,LMCLPMXCYFSRNG-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,DTXSID4025797|,DTXSID1021956|,DTXSID7024110|DTXSID7037555,DTXSID50873226|,DTXSID7027625|,4.06,4.38,5.71,3.21,4.16,5.06,4.06,5.05,4.39,4.06,9.03019,4,444.84519713541,14.1354106816801,43,484,526.158152074248,0,27,69.020639547619,48,19411.6810799621
DTXSID7073484,NaN,3.43,[2.7:4.2],0,0.314,0.414,32357-46-3,84-75-3,53404-31-2,72490-01-8,1689-99-2,IRLJKGHTPKJLFX-UHFFFAOYSA-N,KCXZNSGUUQJJTR-UHFFFAOYSA-N,NCMJQZVNCFTQPG-UHFFFAOYSA-N,HJUFTIJOISQSKQ-UHFFFAOYSA-N,DQKWXTIYGWPGOO-UHFFFAOYSA-N,DTXSID5041354|,DTXSID6025068|,DTXSID0041858|,DTXSID7032393|,DTXSID7023932|,2.7,4.72,3,3,4,3.65,3.63,3.47,2.94,3.1,5.90879000000001,1,189.379916243803,8.76518498591147,16,154,328.244483473768,0,18,55.8675332000001,13,11710.5116336401
DTXSID4067985,NaN,4.14,[3.61:4.67],0,0.317,0.493,103-23-1,117-84-0,131-20-4,6422-86-2,117-81-7,SAOKZLXYCUGLFA-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,DTXSID0020606|,DTXSID1021956|,DTXSID50873226|,DTXSID7027625|,DTXSID5020607|,4.19,4.38,3.21,4.16,4.94,4.12,4.06,4.39,4.06,3.91,7.82509000000001,2,289.052293232675,10.964690378025,22,218,404.012115170192,0,22,59.6191978955225,19,14426.9376615169
DTXSID2044343,NaN,2.81,[2.04:3.39],1,0.455,0.503,60207-90-1,81335-37-7,37924-13-3,60168-88-9,132-67-2,STJLVHWMYQXCPB-UHFFFAOYSA-N,CABMTIJINOIHOD-UHFFFAOYSA-N,WHTBVLXUSXVMEV-UHFFFAOYSA-N,NHOWDZOIZKMVAI-UHFFFAOYSA-N,JXTHEWSKYLZVJC-UHFFFAOYSA-N,DTXSID8024280|,DTXSID3024152|,DTXSID3042267|,DTXSID2032390|,DTXSID7034759|,3.39,1.3,3.08,2.78,3.34,2.79,2.09,3.09,2.96,3.4,2.81781,5,122.03436231655,7.12623661362017,49,637,284.871160384431,0,10,137.16561251264,79,11095.2793741241
DTXSID80889173,NaN,3,[2.6:3.47],1,0.409,0.552,60168-88-9,82-28-0,87818-31-3,81-81-2,723-62-6,NHOWDZOIZKMVAI-UHFFFAOYSA-N,ZLCUIOWQYBYEBG-UHFFFAOYSA-N,QMTNOLKHSWIQBE-UHFFFAOYSA-N,FQEPJUOLUDFINX-UHFFFAOYSA-N,XGWFJBFNAQHLEF-UHFFFAOYSA-N,DTXSID2032390|,DTXSID7020057|,DTXSID3034456|,DTXSID5023742|,DTXSID7049427|,2.78,3.9,2.6,2.96,2.74,2.96,3.1,2.95,3.04,3.72,3.69419,2,74.3644196041923,7.29848664200835,48,724,263.166831312589,0,7,73.731873478261,88,10970.340461926
DTXSID0041517,NaN,1.94,[1.59:2.29],1,0.581,0.659,56-04-2,55-21-0,95-14-7,NOCAS_878864,150-13-0,VDIAYBNYJCMVED-UHFFFAOYSA-N,KXDAEFPNCMNJSK-UHFFFAOYSA-N,QRUDEWIWKLJBPS-UHFFFAOYSA-N,ALDDXGSQUCGTDT-UHFFFAOYSA-N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,DTXSID2020890|,DTXSID0021709|,DTXSID6020147|,DTXSID20878864|,DTXSID6024466|,2.14,1.46,1.69,1.87,2.5,1.77,1.52,1.8,1.77,1.47,0.16569,3,21.3066384910234,2.86170361882377,16,77,121.073670455283,0,4,93.3431332352941,3,4246.39544801408
DTXSID9040635,1.6,1.6,[1.59:1.61],1,1,0.987,366-18-7,122-28-1,51-66-1,351-83-7,351-36-0,ROFVEXUMMXZLPA-UHFFFAOYSA-N,KFTYNYHJHKCRKU-UHFFFAOYSA-N,XVAIDCNLVLTVFM-UHFFFAOYSA-N,JHEFOJNPLXSWNZ-UHFFFAOYSA-N,HNIPNANLYHXYDE-UHFFFAOYSA-N,DTXSID9040635|,DTXSID5059539|,DTXSID6026325|,DTXSID40188598|,DTXSID60188595|,1.6,1.94,1.4,1.48,1.75,1.62,1.78,2.02,1.57,1.85,2.59719,2,30.8155849476696,3.79096164418391,20,189,141.1781557694,0,7,98.4850524285714,20,6013.58657123634
DTXSID4027991,NaN,3.31,[2.79:3.83],1,0.344,0.513,104-40-5,53404-31-2,32357-46-3,1689-99-2,72490-01-8,IGFHQQFPSIBGKE-UHFFFAOYSA-N,NCMJQZVNCFTQPG-UHFFFAOYSA-N,IRLJKGHTPKJLFX-UHFFFAOYSA-N,DQKWXTIYGWPGOO-UHFFFAOYSA-N,HJUFTIJOISQSKQ-UHFFFAOYSA-N,DTXSID5033836|,DTXSID0041858|,DTXSID5041354|,DTXSID7023932|,DTXSID7032393|,3.84,3,2.7,4,3,3.65,3.47,3.65,3.1,2.94,5.46000000000001,1,158.275571147617,8.02333454720339,14,132,294.082439415229,0,16,55.435734,11,10523.8049991684
DTXSID3021190,NaN,2.08,[1.65:2.51],1,0.438,0.596,84-66-2,39108-81-1,6988-21-2,26259-45-0,63-25-2,FLKPEMZONWLCSK-UHFFFAOYSA-N,AMEGQBUWQVQJSA-UHFFFAOYSA-N,SDKQRNRRDYRQKY-UHFFFAOYSA-N,ZJMZZNVGNSWOOM-UHFFFAOYSA-N,CVXBEEMKQHEXEN-UHFFFAOYSA-N,DTXSID7021780|,DTXSID60192354|,DTXSID2041886|,DTXSID8037594|,DTXSID9020247|,1.84,1.83,1.6,2.78,2.4,2.4,1.91,2.2,2.39,2.12,0.67769,4,79.495288624352,5.42597380443846,22,221,224.086488032261,0,11,78.2864037714286,26,8161.93860394919
DTXSID3024154,2.85,2.85,[2.83:2.87],1,1,0.961,36734-19-7,29232-93-7,19044-88-3,23505-41-1,38727-55-8,ONUFESLQCSAYKA-UHFFFAOYSA-N,QHOQHJPRIBSPCY-UHFFFAOYSA-N,UNAHYJYOSSSJHH-UHFFFAOYSA-N,TZBPRYIIJAJUOY-UHFFFAOYSA-N,WFKSADNZWSKCRZ-UHFFFAOYSA-N,DTXSID3024154|,DTXSID0024266|,DTXSID8024238|,DTXSID5042297|,DTXSID9032539|,2.85,3,3.4,2.48,2,2.74,2.58,2.55,2.75,2.89,3.00508,6,99.7704116942269,6.95950748062643,40,525,271.755685497717,2.0650711766188,10,120.9073624,66,9675.72105809335
DTXSID3026142,NaN,0.97,[0.56:1.38],1,0.581,0.627,106-89-8,556-61-6,62-55-5,1464-53-5,79-06-1,BRLQWZUYTZBJKN-UHFFFAOYSA-N,LGDSHSYDSCRFAB-UHFFFAOYSA-N,YUKQRDCYNOVPGJ-UHFFFAOYSA-N,ZFIVKAOQEXOYFY-UHFFFAOYSA-N,HRPVXLWXLXDGHG-UHFFFAOYSA-N,DTXSID1020566|,DTXSID2027204|,DTXSID9021340|,DTXSID0041307|,DTXSID5020027|,1,0.97,0.78,0.4,1.7,1.03,0.87,0.85,1.18,0.58,0.23469,2,10.2128674898916,1.7299676316257,2,15,76.6014467104556,0,3,123.290300875,0,1979.39916610748
DTXSID0041484,NaN,1.81,[1.49:2.06],1,0.663,0.726,123-66-0,539-82-2,111-87-5,103-45-7,111-70-6,SHZIWNPUGXLXDT-UHFFFAOYSA-N,ICMAFTSLXCXHRK-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,BBMCTIGTTCKYKF-UHFFFAOYSA-N,DTXSID3021980|,DTXSID6040161|,DTXSID7021940|,DTXSID7044506|,DTXSID8021937|,2.06,1.97,1.56,1.89,1.14,1.98,1.51,1.89,1.98,1.51,2.06588,2,44.7710574626093,3.55386012050628,7,55,159.231871707256,0,8,70.0685184782608,4,5055.6025459107
DTXSID20893537,NaN,4.31,[3.51:5.11],0,0.077,0.33,64532-97-4,117-84-0,69409-94-5,131-20-4,103-23-1,LMCLPMXCYFSRNG-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,DTXSID4025797|,DTXSID1021956|,DTXSID7024110|DTXSID7037555,DTXSID50873226|,DTXSID0020606|,4.06,4.38,5.71,3.21,4.19,5.06,4.06,5.05,4.39,4.12,12.69087,2,727.910775338971,17.2643502065472,36,372,640.882982530723,0,36,60.0452768095238,33,23109.8530789
DTXSID1029259,NaN,4.01,[3.61:4.38],0,0.156,0.47,64532-97-4,117-84-0,103-23-1,131-20-4,6422-86-2,LMCLPMXCYFSRNG-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,DTXSID4025797|,DTXSID1021956|,DTXSID0020606|,DTXSID50873226|,DTXSID7027625|,4.06,4.38,4.19,3.21,4.16,5.06,4.06,4.12,4.39,4.06,9.86788,2,452.176981125514,13.6145202922861,28,284,505.151564224593,0,28,60.0137574096386,25,18115.4052357181
DTXSID2068004,NaN,1.92,[1.69:2.15],1,0.651,0.745,5345-54-0,98-16-8,100-01-6,108-60-1,99-09-2,XQVCBOLNTSUFGD-UHFFFAOYSA-N,VIUDTWATMPPKEL-UHFFFAOYSA-N,TYMLOMAKGOJONV-UHFFFAOYSA-N,QCFYJCYNJLBDRT-UHFFFAOYSA-N,XJCVRTZCHMZPBD-UHFFFAOYSA-N,DTXSID00201616|,DTXSID9024512|,DTXSID8020961|,DTXSID4020167|,DTXSID6025725|,1.93,2.36,1.88,1.67,1.73,2.09,1.78,2.01,1.86,1.87,2.09139,1,25.3281179545614,3.7204660406847,13,75,125.761767036828,0,6,113.220631705882,7,4767.19934567399
DTXSID20190356,NaN,2.26,[1.64:2.88],1,0.46,0.533,19928-35-9,111-54-6,12122-67-7,12427-38-2,111-44-4,UHXUZOCRWCRNSJ-UHFFFAOYSA-N,AWYFNIZYMPNGAI-UHFFFAOYSA-N,AWYFNIZYMPNGAI-UHFFFAOYSA-N,AWYFNIZYMPNGAI-UHFFFAOYSA-N,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,DTXSID60860187|,DTXSID5043972|,DTXSID5021465|,DTXSID9020794|,DTXSID9020168|,1.3,2.74,3,2.38,1.88,2.32,2.69,2.56,2.87,1.79,-0.1964,2,23.9157395211859,2.80441399892522,5,36,126.2061309326,0,7,148.708191,2,3171.98039389766
DTXSID1047283,NaN,5.1,[4.48:5.72],0,0.203,0.406,67485-29-4,83-79-4,68085-85-8,82657-04-3,68359-37-5,IQVNEKKDSLOHHK-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,ZXQYGBMAQZUVMI-UHFFFAOYSA-N,OMFRMAHOUUJSGP-UHFFFAOYSA-N,QQODLKZGRKWIFG-UHFFFAOYSA-N,DTXSID6023868|,DTXSID6021248|,DTXSID6023997|DTXSID7032559,DTXSID9020160|,DTXSID5035957|,5.86,4,5.26,5.35,5,4.78,5.56,4.76,4.77,4.75,4.77248000000001,4,222.365376867257,11.6304804017578,71,1334,406.785288589358,1.84049873325261,13,84.7694025147059,149,17473.9511751724
DTXSID7068007,NaN,1.71,[1.52:1.9],0,0.217,0.628,120162-55-2,144740-54-5,101200-48-0,97780-06-8,74223-64-6,MAHPNPYYQAIOJN-UHFFFAOYSA-N,DTVOKYWXACGVGO-UHFFFAOYSA-N,VLCQZHSMCYCDJL-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,DTXSID8041614|,DTXSID9058311|,DTXSID8024101|,DTXSID9034573|,DTXSID6023864|,1.89,1.46,1.72,1.93,1.54,1.68,1.83,1.59,1.84,1.69,-2.13843,11,137.203309755297,7.61533413986561,63,1274,303.690493446868,0,12,127.489078512821,141,11877.2652297212
DTXSID7024328,NaN,2.62,[2.18:3.07],1,0.49,0.585,2497-06-5,56070-16-7,2597-03-7,121-75-5,10548-10-4,BKVJOVPVLOJPKJ-UHFFFAOYSA-N,DWZSTEUTHNUVQD-UHFFFAOYSA-N,XAMUDJHXFNRLCY-UHFFFAOYSA-N,JXSJBGJIGXNWCI-UHFFFAOYSA-N,KKOYBOFPUBHPFO-UHFFFAOYSA-N,DTXSID8041901|,DTXSID1042443|,DTXSID6042280|,DTXSID4020791|,DTXSID6042444|,3.22,2.18,3,2.36,2.18,2.55,2.72,2.33,2.53,2.85,2.9392,5,77.9024763698241,10.5557983531874,22,153,267.548024141739,0,8,181.866309135222,18,8549.41138156833
