MoleculeID,LogKoc_exp,LogKoc_pred,Koc_predRange,AD_Koc,AD_index_Koc,Conf_index_Koc,Koc_CAS_neighbor_1,Koc_CAS_neighbor_2,Koc_CAS_neighbor_3,Koc_CAS_neighbor_4,Koc_CAS_neighbor_5,Koc_InChiKey_neighbor_1,Koc_InChiKey_neighbor_2,Koc_InChiKey_neighbor_3,Koc_InChiKey_neighbor_4,Koc_InChiKey_neighbor_5,Koc_DTXSID_neighbor_1,Koc_DTXSID_neighbor_2,Koc_DTXSID_neighbor_3,Koc_DTXSID_neighbor_4,Koc_DTXSID_neighbor_5,LogKoc_Exp_neighbor_1,LogKoc_Exp_neighbor_2,LogKoc_Exp_neighbor_3,LogKoc_Exp_neighbor_4,LogKoc_Exp_neighbor_5,LogKoc_pred_neighbor_1,LogKoc_pred_neighbor_2,LogKoc_pred_neighbor_3,LogKoc_pred_neighbor_4,LogKoc_pred_neighbor_5,CrippenLogP,nHBAcc,SpDiam_Dzi,VP_1,MPC3,TPC,VABC,SsssN,topoDiameter,AATS1m,MPC6,ATS1v
DTXSID5033836,3.84,3.84,[3.82:3.86],1,1,0.941,104-40-5,112-53-8,2307-68-8,56-53-1,1836-75-5,IGFHQQFPSIBGKE-UHFFFAOYSA-N,LQZZUXJYWNFBMV-UHFFFAOYSA-N,WGVWLKXZBUVUAM-UHFFFAOYSA-N,RGLYKWWBQGJZGM-UHFFFAOYSA-N,XITQUSLLOSKDTB-UHFFFAOYSA-N,DTXSID5033836|,DTXSID5026918|,DTXSID3042265|,DTXSID3020465|,DTXSID7020970|,3.84,3.52,2.76,4.14,4,3.65,2.95,2.2,4.14,4.55,5.05589000000001,0,114.1939853972,6.60563417457572,19,184,245.620619986161,0,13,66.2678955,18,9376.43883546316
DTXSID4020086,NaN,3.29,[3.06:3.52],1,0.58,0.705,104-51-8,92-52-4,94-59-7,91-57-6,101-84-8,OCKPCBLVNKHBMX-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N,USIUVYZYUHIAEV-UHFFFAOYSA-N,DTXSID6022472|,DTXSID4020161|,DTXSID0021254|,DTXSID4020878|,DTXSID9021847|,3.39,3.27,2.83,3.6,3.29,2.97,3.5,3.19,3.01,3.33,3.04638,0,36.6448068315783,3.63309837785948,15,112,156.504238156028,0,8,79.4778314347826,14,5793.95051634183
DTXSID1047609,NaN,1.94,[1.65:2.23],1,0.663,0.725,93-89-0,537-92-8,101-97-3,103-45-7,123-66-0,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,ALMHSXDYCFOZQD-UHFFFAOYSA-N,DULCUDSUACXJJC-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,SHZIWNPUGXLXDT-UHFFFAOYSA-N,DTXSID3038696|,DTXSID6024412|,DTXSID6044353|,DTXSID7044506|,DTXSID3021980|,2.3,1.45,1.89,1.89,2.06,1.68,1.7,2.01,1.98,1.98,2.11609,2,39.6785352196764,4.02110730356693,13,89,149.511871707256,0,7,73.1600019166666,8,5479.11944766003
DTXSID6022472,3.39,3.39,[3.34:3.44],1,1,0.889,104-51-8,103-65-1,92-52-4,91-57-6,111-87-5,OCKPCBLVNKHBMX-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,DTXSID6022472|,DTXSID3042219|,DTXSID4020161|,DTXSID4020878|,DTXSID7021940|,3.39,2.87,3.27,3.6,1.56,2.97,2.83,3.5,3.01,1.89,3.0292,0,37.0424095989188,3.97134377430278,12,90,150.350470156267,0,7,67.1725184166666,8,5841.48164668056
DTXSID7022253,5,5,[4.96:5],1,1,0.842,10453-86-8,52645-53-1,2312-35-8,52315-07-8,69806-50-4,VEMKTZHHVJILDY-UHFFFAOYSA-N,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,ZYHMJXZULPZUED-UHFFFAOYSA-N,KAATUXNTWXVJKI-UHFFFAOYSA-N,VAIZTNZGPYBOGF-UHFFFAOYSA-N,DTXSID7022253|,DTXSID8022292|,DTXSID4024276|,DTXSID1023998|,DTXSID3034612|DTXSID0034855,5,4.8,3.6,5,3.62,4.21,4.89,3.02,4.68,4.17,4.76578000000001,2,194.560351768764,8.79548621381926,47,585,338.114213563552,0,15,83.9512244339623,57,13814.1713744979
DTXSID9041491,NaN,1.72,[1.45:2.05],1,0.626,0.702,60-12-8,104-94-9,93-89-0,103-82-2,33222-69-4,WRMNZCZEMHIOCP-UHFFFAOYSA-N,BHAAPTBBJKJZER-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,VTONZKDPQTYHLV-UHFFFAOYSA-N,DTXSID9026342|,DTXSID7024532|,DTXSID3038696|,DTXSID2021656|,DTXSID10186869|,1.5,1.93,2.3,1.45,1.48,1.61,1.8,1.68,1.76,1.76,1.50939,1,32.4513334633999,3.25716812693181,12,90,139.208253530161,0,7,80.7815931,8,5229.02479577992
DTXSID1024835,NaN,1.83,[1.52:2.14],1,0.626,0.711,104-94-9,5345-54-0,60-12-8,93-89-0,103-82-2,BHAAPTBBJKJZER-UHFFFAOYSA-N,XQVCBOLNTSUFGD-UHFFFAOYSA-N,WRMNZCZEMHIOCP-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,DTXSID7024532|,DTXSID00201616|,DTXSID9026342|,DTXSID3038696|,DTXSID2021656|,1.93,1.93,1.5,2.3,1.45,1.8,2.09,1.61,1.68,1.76,1.94988,1,31.1958635703674,3.10172766417995,12,90,136.571794829361,0,7,88.1887656666666,8,5032.27454878394
DTXSID0034229,NaN,2.02,[1.72:2.32],1,0.67,0.736,101-97-3,103-45-7,1129-50-6,136-60-7,106-30-9,DULCUDSUACXJJC-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,UHANVDZCDNSILX-UHFFFAOYSA-N,XSIFPSYPOVKYCO-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,DTXSID6044353|,DTXSID7044506|,DTXSID9061544|,DTXSID8040694|,DTXSID1040112|,1.89,1.89,1.71,2.1,2.61,2.01,1.98,1.86,1.66,2.17,2.50619,2,50.6766330041075,4.52110730356693,14,105,166.807856333122,0,8,71.2710497407407,10,6132.1095821504
DTXSID4032374,NaN,4.98,[4.4:5.56],0,0.185,0.418,83-79-4,69409-94-5,70124-77-5,66841-25-6,68085-85-8,JUVIOZPCNVVQFO-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,GBIHOLCMZGAKNG-UHFFFAOYSA-N,YWSCPYYRJXKUDB-UHFFFAOYSA-N,ZXQYGBMAQZUVMI-UHFFFAOYSA-N,DTXSID6021248|,DTXSID7024110|DTXSID7037555,DTXSID0022301|,DTXSID0024343|,DTXSID6023997|DTXSID7032559,4,5.71,5,5,5.26,5.56,5.05,5.2,4.85,4.76,8.07789000000001,2,273.334405288148,13.478740750086,82,1806,445.455904522958,0,17,118.125515888889,179,19618.7753279052
DTXSID5026706,NaN,3.08,[2.79:3.37],1,0.453,0.636,93-99-2,92-91-1,2307-68-8,495-48-7,94-81-5,FCJSHPDYVMKCHI-UHFFFAOYSA-N,QCZZSANNLWPGEA-UHFFFAOYSA-N,WGVWLKXZBUVUAM-UHFFFAOYSA-N,GAUZCKBSTZFWCT-UHFFFAOYSA-N,LLWADFLAOKUBDR-UHFFFAOYSA-N,DTXSID0048210|,DTXSID6052619|,DTXSID3042265|,DTXSID0024555|,DTXSID4024193|,3.16,3.22,2.76,3.5,2.73,2.94,2.98,2.2,3.1,2.07,4.14598,0,87.9577747204638,5.30696576469941,23,231,205.949027257656,0,11,90.7609277741936,20,8322.95036023183
DTXSID4034287,NaN,2.57,[2.24:2.9],1,0.588,0.665,106-32-1,94-81-5,1538-74-5,63075-06-9,136-60-7,YYZUSRORWSJGET-UHFFFAOYSA-N,LLWADFLAOKUBDR-UHFFFAOYSA-N,ZTIMKJROOYMUMU-UHFFFAOYSA-N,BIYXGLPPMRDUNY-UHFFFAOYSA-N,XSIFPSYPOVKYCO-UHFFFAOYSA-N,DTXSID8051542|,DTXSID4024193|,DTXSID60165422|,DTXSID40212403|,DTXSID8040694|,3.02,2.73,2.26,2.61,2.1,2.34,2.07,2.47,2.52,1.66,3.28639,2,76.293385071667,5.52110730356693,16,137,201.399825584856,0,10,68.523482939394,12,7438.08985113113
DTXSID0051528,NaN,2.02,[1.75:2.29],1,0.562,0.71,136-60-7,99-77-4,103-45-7,101-97-3,80045-51-8,XSIFPSYPOVKYCO-UHFFFAOYSA-N,PHWSCBWNPZDYRI-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,DULCUDSUACXJJC-UHFFFAOYSA-N,PTBZQKPCPZYJDD-UHFFFAOYSA-N,DTXSID8040694|,DTXSID1052666|,DTXSID7044506|,DTXSID6044353|,DTXSID80230045|,2.1,2.48,1.89,1.89,1.68,1.66,2.18,1.98,2.01,1.87,1.57509,2,65.6816317940584,4.29706091755617,15,135,176.72115025795,0,10,84.7574832962963,12,6475.37236781595
DTXSID5027354,NaN,5.71,[5.05:6.1],1,0.304,0.438,239-64-5,56-49-5,194-59-2,207-08-9,50-32-8,IUILSTHMSGDSHQ-UHFFFAOYSA-N,PPQNQXQZIWHJRB-UHFFFAOYSA-N,STJXCDGCXVZHDU-UHFFFAOYSA-N,HAXBIWFMXWRORI-UHFFFAOYSA-N,FMMWHPNWAFZXNH-UHFFFAOYSA-N,DTXSID9075373|,DTXSID0020862|,DTXSID9059755|,DTXSID0023909|,DTXSID2020139|,6.02,6.1,6.03,4.34,5.95,5.78,5.58,5.68,6.05,5.61,4.11446,4,122.666095089146,7.96764936722237,62,1522,284.10324452359,0,11,104.871764666667,146,12757.6441134126
DTXSID7051476,NaN,3.57,[3:4.14],1,0.344,0.483,104-40-5,1689-99-2,53404-31-2,32357-46-3,51338-27-3,IGFHQQFPSIBGKE-UHFFFAOYSA-N,DQKWXTIYGWPGOO-UHFFFAOYSA-N,NCMJQZVNCFTQPG-UHFFFAOYSA-N,IRLJKGHTPKJLFX-UHFFFAOYSA-N,BACHBFVBHLGWSL-UHFFFAOYSA-N,DTXSID5033836|,DTXSID7023932|,DTXSID0041858|,DTXSID5041354|,DTXSID0032605|,3.84,4,3,2.7,4.2,3.65,3.1,3.47,3.65,3.16,6.09529000000001,0,152.938641031845,8.35693669544761,20,193,283.737352095901,0,15,63.1643476250001,17,10757.8831607517
DTXSID4025298,NaN,1.79,[1.22:2.36],1,0.581,0.623,111-70-6,111-87-5,539-82-2,108-60-1,103-65-1,BBMCTIGTTCKYKF-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,ICMAFTSLXCXHRK-UHFFFAOYSA-N,QCFYJCYNJLBDRT-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,DTXSID8021937|,DTXSID7021940|,DTXSID6040161|,DTXSID4020167|,DTXSID3042219|,1.14,1.56,1.97,1.67,2.87,1.51,1.89,1.51,1.86,2.83,2.1615,1,35.3866603287046,4.04720672422855,8,45,157.9210959159,0,6,52.3016863703703,2,5410.08352147743
DTXSID5020605,NaN,1.79,[1.21:2.37],1,0.593,0.627,111-70-6,111-87-5,539-82-2,108-60-1,103-65-1,BBMCTIGTTCKYKF-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,ICMAFTSLXCXHRK-UHFFFAOYSA-N,QCFYJCYNJLBDRT-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,DTXSID8021937|,DTXSID7021940|,DTXSID6040161|,DTXSID4020167|,DTXSID3042219|,1.14,1.56,1.97,1.67,2.87,1.51,1.89,1.51,1.86,2.83,2.1951,1,35.4927289817259,3.95518619978152,8,45,155.714562408295,0,6,54.7677047692307,2,5299.88392324541
DTXSID7059303,NaN,1.81,[1.46:2.16],1,0.442,0.635,121-69-7,93-71-0,685-91-6,611-74-5,91-66-7,JLTDJTHDQAWBAV-UHFFFAOYSA-N,MDBGGTQNNUOQRC-UHFFFAOYSA-N,AJFDBNQQDYLMJN-UHFFFAOYSA-N,IMNDHOCGZLYMRO-UHFFFAOYSA-N,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,DTXSID2020507|,DTXSID2041591|,DTXSID9020459|,DTXSID4060602|,DTXSID8021800|,2.26,1.3,1.84,1.6,2.08,1.69,1.68,1.69,1.47,2.29,0.677,2,31.7037072874608,3.77114515088747,8,45,151.6218714982,2.38180555555556,6,56.6138581538461,2,4987.82734325508
DTXSID5052672,NaN,2.27,[1.4:3.19],1,0.535,0.459,90-12-0,78-59-1,537-92-8,104-51-8,2655-14-3,QPUYECUOLPXSFR-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,ALMHSXDYCFOZQD-UHFFFAOYSA-N,OCKPCBLVNKHBMX-UHFFFAOYSA-N,CVQODEWAPZVVBU-UHFFFAOYSA-N,DTXSID9020877|,DTXSID8020759|,DTXSID6024412|,DTXSID6022472|,DTXSID7058042|,3.36,1.4,1.45,3.39,1.71,3.44,2.79,1.7,2.97,2.19,2.42989,1,40.0092400360363,4.37925532892447,16,110,175.313614258428,0,6,64.0259547241379,16,6570.4346284934
DTXSID7021861,NaN,1.66,[1.46:1.86],1,0.667,0.791,104-94-9,98-86-2,98-85-1,60-12-8,103-84-4,BHAAPTBBJKJZER-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,WAPNOHKVXSQRPX-UHFFFAOYSA-N,WRMNZCZEMHIOCP-UHFFFAOYSA-N,FZERHIULMFGESH-UHFFFAOYSA-N,DTXSID7024532|,DTXSID6021828|,DTXSID1020859|,DTXSID9026342|,DTXSID2022543|,1.93,1.8,1.5,1.5,1.43,1.8,1.74,1.75,1.61,1.58,2.13192,1,23.9451390864106,3.24182459639473,12,77,126.7552611127,0,6,73.97514845,8,4868.74185458512
DTXSID9026710,NaN,2.33,[1.8:2.86],1,0.69,0.641,100-41-4,91-16-7,103-65-1,100-42-5,150-19-6,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ABDKAPXRBAPSQN-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,PPBRXRYQALVLMV-UHFFFAOYSA-N,ASHGTJPOSUFTGB-UHFFFAOYSA-N,DTXSID3020596|,DTXSID7047065|,DTXSID3042219|,DTXSID2021284|,DTXSID0022012|,2.23,2.03,2.87,2.96,1.5,2.42,2.39,2.83,2.06,2.05,2.22401,0,22.974744865196,2.93373964074171,12,77,124.548727605095,0,6,79.7498792105263,8,4717.44348010214
DTXSID7024532,1.93,1.93,[1.91:1.95],1,1,0.956,104-94-9,98-86-2,100-01-6,100-61-8,60-12-8,BHAAPTBBJKJZER-UHFFFAOYSA-N,KWOLFJPFCHCOCG-UHFFFAOYSA-N,TYMLOMAKGOJONV-UHFFFAOYSA-N,AFBPFSWMIHJQDM-UHFFFAOYSA-N,WRMNZCZEMHIOCP-UHFFFAOYSA-N,DTXSID7024532|,DTXSID6021828|,DTXSID8020961|,DTXSID9021841|,DTXSID9026342|,1.93,1.8,1.88,2.28,1.5,1.8,1.74,2.01,1.61,1.61,1.77819,1,22.3896975250131,2.72241477533653,12,77,118.249503187395,0,6,85.0632505,8,4444.65946017455
DTXSID4051532,NaN,1.94,[1.72:2.16],1,0.629,0.743,136-60-7,24911-15-7,114-26-1,80045-51-8,1538-74-5,XSIFPSYPOVKYCO-UHFFFAOYSA-N,JSBUIJZRVJLNAV-UHFFFAOYSA-N,ISRUGXGCCGIOQO-UHFFFAOYSA-N,PTBZQKPCPZYJDD-UHFFFAOYSA-N,ZTIMKJROOYMUMU-UHFFFAOYSA-N,DTXSID8040694|,DTXSID60179625|,DTXSID7021948|,DTXSID80230045|,DTXSID60165422|,2.1,1.9,1.67,1.68,2.26,1.66,1.91,1.89,1.87,2.47,2.64529,2,74.8214470301956,4.86214724197727,17,147,194.017134883817,0,9,81.7636814,13,7161.08548805137
DTXSID4026711,NaN,3.27,[3.04:3.5],1,0.653,0.733,104-51-8,103-65-1,91-57-6,92-52-4,95-93-2,OCKPCBLVNKHBMX-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,SQNZJJAZBFDUTD-UHFFFAOYSA-N,DTXSID6022472|,DTXSID3042219|,DTXSID4020878|,DTXSID4020161|,DTXSID1029124|,3.39,2.87,3.6,3.27,3.12,2.97,2.83,3.01,3.5,3.06,2.8114,0,31.6118331607702,3.94268754860556,14,94,150.350470156267,0,7,67.1725184166666,12,5841.48164668055
DTXSID2033863,NaN,3.09,[2.53:3.61],1,0.608,0.61,103-65-1,104-51-8,91-16-7,697-82-5,91-57-6,ODLMAHJVESYWTB-UHFFFAOYSA-N,OCKPCBLVNKHBMX-UHFFFAOYSA-N,ABDKAPXRBAPSQN-UHFFFAOYSA-N,OGRAOKJKVGDSFR-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N,DTXSID3042219|,DTXSID6022472|,DTXSID7047065|,DTXSID3047184|,DTXSID4020878|,2.87,3.39,2.03,3.61,3.6,2.83,2.97,2.39,2.84,3.01,2.60718,0,28.8560666449132,3.21521405516327,14,94,145.077552754667,0,7,78.1856045,12,5382.53518119848
DTXSID9051533,NaN,2.14,[1.76:2.52],1,0.53,0.647,1129-50-6,106-30-9,122-42-9,136-60-7,101-21-3,UHANVDZCDNSILX-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,VXPLXMJHHKHSOA-UHFFFAOYSA-N,XSIFPSYPOVKYCO-UHFFFAOYSA-N,CWJSHJJYOPWUGX-UHFFFAOYSA-N,DTXSID9061544|,DTXSID1040112|,DTXSID7020766|,DTXSID8040694|,DTXSID7020764|,1.71,2.61,1.83,2.1,2.6,1.86,2.17,1.9,1.66,1.97,3.3118,2,47.6807399061585,4.69623530069017,13,78,199.096758360589,0,7,62.4474206969697,6,6734.19055526204
DTXSID9026712,NaN,1.89,[1.57:2.21],1,0.566,0.691,93-89-0,619-55-6,120-47-8,33222-69-4,613-93-4,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,UHBGYFCCKRAEHA-UHFFFAOYSA-N,NUVBSKCKDOMJSU-UHFFFAOYSA-N,VTONZKDPQTYHLV-UHFFFAOYSA-N,NCCHARWOCKOHIH-UHFFFAOYSA-N,DTXSID3038696|,DTXSID2060705|,DTXSID9022528|,DTXSID10186869|,DTXSID5025570|,2.3,1.78,2.21,1.48,1.68,1.68,1.69,2.12,1.76,1.73,0.7774,2,38.4914787298889,4.08194527481685,14,94,152.148330408056,0,7,66.9305446923077,12,5763.93410858447
DTXSID70668237,NaN,5.03,[4.85:5.21],1,0.359,0.632,52315-07-8,68359-37-5,82657-04-3,52645-53-1,10453-86-8,KAATUXNTWXVJKI-UHFFFAOYSA-N,QQODLKZGRKWIFG-UHFFFAOYSA-N,OMFRMAHOUUJSGP-UHFFFAOYSA-N,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,VEMKTZHHVJILDY-UHFFFAOYSA-N,DTXSID1023998|,DTXSID5035957|,DTXSID9020160|,DTXSID8022292|,DTXSID7022253|,5,5,5.35,4.8,5,4.68,4.75,4.77,4.89,4.21,5.79366,2,167.319032319463,9.15842528090706,54,938,352.107183027058,0,12,94.078093264151,96,14853.9851085725
DTXSID6044357,NaN,1.64,[1.51:1.77],1,0.622,0.798,60-12-8,619-55-6,613-93-4,33222-69-4,99-94-5,WRMNZCZEMHIOCP-UHFFFAOYSA-N,UHBGYFCCKRAEHA-UHFFFAOYSA-N,NCCHARWOCKOHIH-UHFFFAOYSA-N,VTONZKDPQTYHLV-UHFFFAOYSA-N,LPNBBFKOUUSUDB-UHFFFAOYSA-N,DTXSID9026342|,DTXSID2060705|,DTXSID5025570|,DTXSID10186869|,DTXSID6021618|,1.5,1.78,1.68,1.48,1.77,1.61,1.69,1.73,1.76,1.7,0.848,1,29.7293074906881,3.10352079735183,14,94,133.338954305656,0,7,85.5715799,12,4987.44999643291
DTXSID4026713,NaN,2.34,[1.98:2.7],1,0.499,0.604,759-94-4,2212-67-1,6164-98-3,25606-41-1,2032-59-9,GUVLYNGULCJVDO-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,STUSTWKEFDQFFZ-UHFFFAOYSA-N,WZZLDXDUQPOXNW-UHFFFAOYSA-N,IMIDOCRTMDIQIJ-UHFFFAOYSA-N,DTXSID1024091|,DTXSID6024206|,DTXSID2037508|,DTXSID6034849|,DTXSID7022172|,2.38,1.92,2.91,2.49,2,2.34,2.44,1.82,1.7,2.23,1.60758,3,62.2831688106998,4.66337367607556,14,91,204.820601167156,2.20010109599395,8,70.220180516129,8,6592.31677115946
DTXSID60864286,NaN,2.33,[1.84:2.82],1,0.636,0.643,143-08-8,112-30-1,106-30-9,106-32-1,111-87-5,ZWRUINPWMLAQRD-UHFFFAOYSA-N,MWKFXSUHUHTGQN-UHFFFAOYSA-N,TVQGDYNRXLTQAP-UHFFFAOYSA-N,YYZUSRORWSJGET-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,DTXSID6022008|,DTXSID7021946|,DTXSID1040112|,DTXSID8051542|,DTXSID7021940|,1.89,2.59,2.61,3.02,1.56,2.34,2.33,2.17,2.34,1.89,3.26208,1,58.2971981210895,4.44148768481049,8,66,185.033614258428,0,9,61.0167379285714,5,6179.64071248912
DTXSID40893655,NaN,4.31,[3.5:5.12],0,0.093,0.334,64532-97-4,69409-94-5,117-84-0,131-20-4,6422-86-2,LMCLPMXCYFSRNG-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,RWPICVVBGZBXNA-UHFFFAOYSA-N,DTXSID4025797|,DTXSID7024110|DTXSID7037555,DTXSID1021956|,DTXSID50873226|,DTXSID7027625|,4.06,5.71,4.38,3.21,4.16,5.06,5.05,4.06,4.39,4.06,9.36503,7,469.394543946942,27.6052336951541,44,453,640.166995226062,0,22,119.949799159091,49,25666.1824820831
DTXSID1040110,NaN,1.2,[0.89:1.51],1,0.593,0.681,71-41-0,1615-80-1,142-62-1,100-54-9,100-43-6,AMQJEAYHLZJPGS-UHFFFAOYSA-N,YCBOYOYVDOUXLH-UHFFFAOYSA-N,FUZZWVXGSFPDMH-UHFFFAOYSA-N,GZPHSAQLYPIAIN-UHFFFAOYSA-N,KFDVPJUYSDEJTH-UHFFFAOYSA-N,DTXSID6021741|,DTXSID1043754|,DTXSID7021607|,DTXSID1026665|,DTXSID0051499|,0.7,1.18,1.46,1.56,1.18,1.32,0.96,1.49,1.35,1.81,1.19339,2,19.6613453715457,2.46469037802504,5,28,109.980376530456,0,5,70.647200625,0,3326.10537518064
DTXSID5040752,NaN,1.53,[1.26:1.8],1,0.429,0.636,66-75-1,141-66-2,32817-80-4,21087-64-9,34014-18-1,YKPXESVABPNVOR-UHFFFAOYSA-N,VEENJGZXVHKXNB-UHFFFAOYSA-N,KZAUOCCYDRDERY-UHFFFAOYSA-N,FOXFZRUHNHCZPX-UHFFFAOYSA-N,HBPDKDSFLXWOAE-UHFFFAOYSA-N,DTXSID8026270|,DTXSID9023914|,DTXSID10860293|,DTXSID6024204|,DTXSID3024316|,1.46,1.66,1,1.71,1.83,1.7,1.43,1.71,1.86,2.43,0.0102900000000001,6,70.430945964827,4.84337930396132,21,136,228.124897374845,1.97,7,86.8747880967743,16,7090.35066577056
DTXSID9026716,NaN,1.29,[0.69:1.89],1,0.562,0.554,108-65-6,1615-80-1,55-21-0,100-54-9,56-04-2,LLHKCFNBLRBOGN-UHFFFAOYSA-N,YCBOYOYVDOUXLH-UHFFFAOYSA-N,KXDAEFPNCMNJSK-UHFFFAOYSA-N,GZPHSAQLYPIAIN-UHFFFAOYSA-N,VDIAYBNYJCMVED-UHFFFAOYSA-N,DTXSID1026796|,DTXSID1043754|,DTXSID0021709|,DTXSID1026665|,DTXSID2020890|,0.36,1.18,1.46,1.56,2.14,1.75,0.96,1.52,1.35,1.77,0.37239,3,24.1382961511189,2.2277275073462,6,36,116.134144530217,0,5,86.5536682,0,3399.36164451542
DTXSID4091528,NaN,2.99,[2.11:3.87],1,0.512,0.427,69806-40-2,72490-01-8,53404-31-2,51338-27-3,66441-23-4,MFSWTRQUCLNFOM-UHFFFAOYSA-N,HJUFTIJOISQSKQ-UHFFFAOYSA-N,NCMJQZVNCFTQPG-UHFFFAOYSA-N,BACHBFVBHLGWSL-UHFFFAOYSA-N,PQKBPHSEKWERTG-UHFFFAOYSA-N,DTXSID6024123|,DTXSID7032393|,DTXSID0041858|,DTXSID0032605|,DTXSID2032392|,1.88,3,3,4.2,3.98,3.56,2.94,3.47,3.16,3.35,4.92516,3,164.73289120953,7.22837929246846,39,500,299.783445262885,0,16,118.755096995663,50,10917.7626445334
DTXSID6032354,NaN,2.99,[2.11:3.87],1,0.512,0.427,69806-40-2,72490-01-8,53404-31-2,51338-27-3,66441-23-4,MFSWTRQUCLNFOM-UHFFFAOYSA-N,HJUFTIJOISQSKQ-UHFFFAOYSA-N,NCMJQZVNCFTQPG-UHFFFAOYSA-N,BACHBFVBHLGWSL-UHFFFAOYSA-N,PQKBPHSEKWERTG-UHFFFAOYSA-N,DTXSID6024123|,DTXSID7032393|,DTXSID0041858|,DTXSID0032605|,DTXSID2032392|,1.88,3,3,4.2,3.98,3.56,2.94,3.47,3.16,3.35,4.92516,3,164.73289120953,7.22837929246846,39,500,299.783445262885,0,16,118.755096995663,50,10917.7626445334
DTXSID7021863,NaN,1.3,[0.82:1.75],1,0.498,0.571,1007-36-9,659-30-3,78508-45-9,108-65-6,63-99-0,SQBHGDSDVWCPHN-UHFFFAOYSA-N,IQZBVVPYTDHTIP-UHFFFAOYSA-N,FPZGSLWNDUCKEA-UHFFFAOYSA-N,LLHKCFNBLRBOGN-UHFFFAOYSA-N,UVQVMNIYFXZXCI-UHFFFAOYSA-N,DTXSID1074416|,DTXSID20216106|,DTXSID90879404|,DTXSID1026796|,DTXSID1075351|,1.29,1.52,1.75,0.36,1.56,1.67,1.5,1.58,1.75,1.49,0.73659,4,46.2191576323657,3.51516719367699,10,66,159.516340482511,0,8,85.242067,5,4887.28401589847
DTXSID6040111,NaN,1.52,[1.22:1.82],1,0.687,0.726,142-62-1,111-27-3,539-82-2,111-76-2,103-82-2,FUZZWVXGSFPDMH-UHFFFAOYSA-N,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,ICMAFTSLXCXHRK-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,DTXSID7021607|,DTXSID8021931|,DTXSID6040161|,DTXSID1024097|,DTXSID2021656|,1.46,1.01,1.97,1.83,1.45,1.49,1.38,1.51,1.23,1.76,1.58349,2,26.7799380844401,2.96469037802504,6,36,127.276361156322,0,6,68.3596582631579,1,3979.09550967101
