MoleculeID,LogHL_exp,LogHL_pred,HL_predRange,AD_HL,AD_index_HL,Conf_index_HL,HL_CAS_neighbor_1,HL_CAS_neighbor_2,HL_CAS_neighbor_3,HL_CAS_neighbor_4,HL_CAS_neighbor_5,HL_InChiKey_neighbor_1,HL_InChiKey_neighbor_2,HL_InChiKey_neighbor_3,HL_InChiKey_neighbor_4,HL_InChiKey_neighbor_5,HL_DTXSID_neighbor_1,HL_DTXSID_neighbor_2,HL_DTXSID_neighbor_3,HL_DTXSID_neighbor_4,HL_DTXSID_neighbor_5,LogHL_Exp_neighbor_1,LogHL_Exp_neighbor_2,LogHL_Exp_neighbor_3,LogHL_Exp_neighbor_4,LogHL_Exp_neighbor_5,LogHL_pred_neighbor_1,LogHL_pred_neighbor_2,LogHL_pred_neighbor_3,LogHL_pred_neighbor_4,LogHL_pred_neighbor_5,nHBDon,MLFER_S,GATS1e,ndssC,ATS3m,nHBint6,nHBAcc2,AATSC0i,SpAD_Dzm
DTXSID9022522,-5.72,-5.72,[-5.76:-5.72],1,1,0.849,84-69-5,84-74-2,131-16-8,131-17-9,19666-30-9,MGWAVDBGNNKXQV-UHFFFAOYSA-N,DOIRQSBPFJWKBE-UHFFFAOYSA-N,MQHNKCZKNAJROC-UHFFFAOYSA-N,QUDWYFHPNIMBFC-UHFFFAOYSA-N,CHNUNORXWHYHNE-UHFFFAOYSA-N,DTXSID9022522,DTXSID2021781,DTXSID5031133,DTXSID7020392,DTXSID3024239,-5.72,-5.74,-6.39,-6.55,-6.79,-6.5,-6.93,-6.43,-6.39,-7.41,0,1.313,0.699065800304308,2,5029.95054600001,0,4,1.29260892322311,151.390729242389
DTXSID3024100,NaN,-8.93,[-10.3:-7.56],1,0.511,0.473,84332-86-5,135590-91-9,149979-41-9,117-82-8,74051-80-2,IGUYEXXAGBDLLX-UHFFFAOYSA-N,OPGCOAPTHCZZIW-UHFFFAOYSA-N,LHTJZXMWYGUVJS-UHFFFAOYSA-N,HSUIVCLOAAJSRE-UHFFFAOYSA-N,NMHGOXYVOKDNHF-UHFFFAOYSA-N,DTXSID5058197,DTXSID6037564,DTXSID7034252,DTXSID8025094,DTXSID9024304,-8.88,-8.6,-10.06,-6.37,-10.86,-9.06,-9.68,-8.97,-9.37,-8.95,0,1.822,0.746517574585712,3,5015.66186300001,0,6,1.30523155337167,147.237892024732
DTXSID70233747,NaN,-7.55,[-10.4:-4.23],1,0.756,0.25,57-11-4,2027-47-6,20292-08-4,112-92-5,112-61-8,QIQXTHQIDYTFRH-UHFFFAOYSA-N,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,LWLRMRFJCCMNML-UHFFFAOYSA-N,GLDOVTGHNKAZLK-UHFFFAOYSA-N,HPEUJPJOZXNMSJ-UHFFFAOYSA-N,DTXSID8021642,DTXSID7048118,DTXSID50864937,DTXSID8026935,DTXSID2047640,-10.4,-4.35,-2.48,-3.08,-2.24,-3.67,-7.45,-2.89,-5.37,-2.86,1,0.469,0.799909261878328,1,3537.384753,0,2,1.19346637871342,264.860104152839
DTXSID001005033,NaN,-5.68,[-6.36:-4.97],1,0.611,0.644,103-23-1,117-84-0,123-79-5,117-81-7,3648-21-3,SAOKZLXYCUGLFA-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,NEHDRDVHPTWWFG-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,JQCXWCOOWVGKMT-UHFFFAOYSA-N,DTXSID0020606,DTXSID1021956,DTXSID2021606,DTXSID5020607,DTXSID8040779,-6.36,-5.26,-6.36,-4.77,-4.78,-5.66,-5.35,-5.11,-5.43,-5.43,0,0.983,0.702543814134909,2,7239.64867700002,0,4,1.21658758207276,363.849695000047
DTXSID2021781,-5.74,-5.75,[-5.84:-5.72],1,1,0.808,84-74-2,84-69-5,131-16-8,131-17-9,15299-99-7,DOIRQSBPFJWKBE-UHFFFAOYSA-N,MGWAVDBGNNKXQV-UHFFFAOYSA-N,MQHNKCZKNAJROC-UHFFFAOYSA-N,QUDWYFHPNIMBFC-UHFFFAOYSA-N,WXZVAROIGSFCFJ-UHFFFAOYSA-N,DTXSID2021781,DTXSID9022522,DTXSID5031133,DTXSID7020392,DTXSID5024211,-5.74,-5.72,-6.39,-6.55,-9.09,-6.93,-6.5,-6.43,-6.39,-6.05,0,1.391,0.699065800304308,2,4809.09833000001,0,4,1.29260892322311,160.127244882563
DTXSID6025068,-4.47,-4.47,[-4.58:-4.47],1,1,0.79,84-75-3,10453-86-8|28434-01-7,26002-80-2,84-61-7,109-43-3,KCXZNSGUUQJJTR-UHFFFAOYSA-N,VEMKTZHHVJILDY-UHFFFAOYSA-N,SBNFWQZLDJGRLK-UHFFFAOYSA-N,VOWAEIGWURALJQ-UHFFFAOYSA-N,PYGXAGIECVVIOZ-UHFFFAOYSA-N,DTXSID6025068,DTXSID7022253|DTXSID2034382,DTXSID7032688,DTXSID5025021,DTXSID1041847,-4.47,-5.66,-5.18,-7,-7.33,-5.92,-5.34,-5.68,-5.91,-5.15,0,1.391,0.695705411825843,2,5596.12524600002,0,4,1.27740485260743,252.607733803362
DTXSID2052732,NaN,-6.27,[-7.62:-4.92],0,0.195,0.369,1163-19-5,2385-85-5,253798-63-9,207122-16-5,143-50-0,WHHGLZMJPXIBIX-UHFFFAOYSA-N,GVYLCNUFSHDAAW-UHFFFAOYSA-N,BUKWTHPBLJVYMZ-UHFFFAOYSA-N,ILPSCQCLBHQUEM-UHFFFAOYSA-N,LHHGDZSESBACKH-UHFFFAOYSA-N,DTXSID9020376,DTXSID7020895,DTXSID801335020,DTXSID8052693,DTXSID1020770,-6.33,-3.09,-7.7,-7.14,-7.31,-6.38,-7,-5.83,-6.78,-6.51,0,2.451,0.628387029108984,0,76423.951511,0,0,0.607698789605999,152.43879026003
DTXSID4048983,NaN,-5.54,[-8.9:-2.56],0,0.079,0.1,10094-45-8,16260-09-6,51596-11-3,71422-67-8,119-06-2,FUSNPOOETKRESL-UHFFFAOYSA-N,VMRGZRVLZQSNHC-UHFFFAOYSA-N,VOZIAWLUULBIPN-UHFFFAOYSA-N,UISUNVFOGSJSKD-UHFFFAOYSA-N,YCZJVRCZIPDYHH-UHFFFAOYSA-N,DTXSID20884445,DTXSID00893434,DTXSID4052760,DTXSID5041772,DTXSID2025214,-3.11,-3.85,-6.59,-11.74,-2.56,-6.22,-5.72,-12.13,-9.69,-5.89,4,3.608,0.909166360725136,1,24793.0079860001,3,17,1.20552390067304,1069.76334296365
DTXSID70234032,NaN,-8.75,[-9.67:-7.83],1,0.568,0.588,23947-60-6,7287-19-6,886-50-0,834-12-8,4246-51-9,BBXXLROWFHWFQY-UHFFFAOYSA-N,AAEVYOVXGOFMJO-UHFFFAOYSA-N,IROINLKCQGIITA-UHFFFAOYSA-N,RQVYBGPQFYCBGX-UHFFFAOYSA-N,JCEZOHLWDIONSP-UHFFFAOYSA-N,DTXSID6041927,DTXSID4024272,DTXSID3024318,DTXSID1023869,DTXSID6044565,-8.63,-8.12,-7.83,-8.77,-10.68,-8.18,-8.27,-8.37,-8.49,-8.53,2,1.675,1.13292702470392,0,2649.923449574,0,4,1.2092680064825,102.08547025568
DTXSID3024075,NaN,-7.76,[-12.33:-3.28],1,0.647,0.1,4685-14-7,781-43-1,776-35-2,103-30-0,101-81-5,INFDPOAKFNIJBF-UHFFFAOYSA-N,JTGMTYWYUZDRBK-UHFFFAOYSA-N,XXPBFNVKTVJZKF-UHFFFAOYSA-N,PJANXHGTPQOBST-UHFFFAOYSA-N,CZZYITDELCSZES-UHFFFAOYSA-N,DTXSID3034799,DTXSID8073928,DTXSID20228264,DTXSID4026050,DTXSID1041891,-13.39,-5.26,-4.08,-3.28,-3.68,-3.88,-4.02,-4.31,-3.99,-3.4,0,1.398,1.02074484975985,0,3735.321614,0,0,1.57614307428437,53.8618600593295
DTXSID4047335,NaN,-7.21,[-8.27:-6.15],1,0.281,0.43,134098-61-6,119738-06-6,131807-57-3,83164-33-4,82558-50-7,YYJNOYZRYGDPNH-UHFFFAOYSA-N,BBKDWPHJZANJGB-UHFFFAOYSA-N,PCCSBWNGDMYFCW-UHFFFAOYSA-N,WYEHFWKAOXOVJD-UHFFFAOYSA-N,PMHURSZHKKJGBM-UHFFFAOYSA-N,DTXSID7032557,DTXSID3058290,DTXSID8034588,DTXSID4041494,DTXSID8024159,-5.75,-8.05,-7.34,-6.49,-8.71,-8.46,-8.18,-8.83,-8.23,-9,1,2.015,0.631781629438939,1,10995.7972010112,0,9,2.26360534961978,363.831674352747
DTXSID2072914,NaN,-8.76,[-10.53:-6.99],1,0.34,0.436,55179-31-2|70585-36-3,70585-38-5,80844-07-1,78-42-2,64532-97-4,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,YREQHYQNNWYQCJ-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,LMCLPMXCYFSRNG-UHFFFAOYSA-N,DTXSID2037502|DTXSID701031930,DTXSID301335049,DTXSID9032610,DTXSID0021414,DTXSID4025797,-10.29,-11.18,-6.87,-7.08,-7.85,-11.18,-11.18,-7.94,-7.71,-7.54,1,2.119,1.01761697525092,0,12461.065425528,0,4,1.33835303834033,281.165689384566
DTXSID1032513,NaN,-7.04,[-7.54:-6.48],1,0.735,0.703,150-19-6,122-99-6,770-35-4,98-00-0,93-51-6,ASHGTJPOSUFTGB-UHFFFAOYSA-N,QCDWFXQBSFUVSP-UHFFFAOYSA-N,IBLKWZIFZMJLFL-UHFFFAOYSA-N,XPFVYQJUAUNWIW-UHFFFAOYSA-N,PETRWTHZSKVLRE-UHFFFAOYSA-N,DTXSID0022012,DTXSID9021976,DTXSID9027312,DTXSID2025347,DTXSID6047105,-7.24,-7.31,-7.54,-7.08,-5.88,-6.67,-6.61,-6.46,-6.22,-6.36,1,0.873,0.898400716216929,0,1752.471365,0,2,1.41045176992911,28.9052082929546
DTXSID501005319,NaN,-9.46,[-10.4:-8.32],1,0.651,0.54,80-05-7,23947-60-6,609-20-1,3428-24-8,91-94-1,IISBACLAFKSPIT-UHFFFAOYSA-N,BBXXLROWFHWFQY-UHFFFAOYSA-N,HQCHAOKWWKLXQH-UHFFFAOYSA-N,ACCHWUWBKYGKNM-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,DTXSID7020182,DTXSID6041927,DTXSID7020427,DTXSID7022207,DTXSID6020432,-10.4,-8.63,-9.83,-8.12,-7.31,-8.28,-8.18,-8.91,-9.36,-9,2,1.498,0.991082686514641,0,4013.61751500001,0,2,1.36353025872286,87.3472652847265
DTXSID3020380,NaN,-8.11,[-10.81:-5.41],1,0.581,0.287,96489-71-3,74051-80-2,101205-02-1,87820-88-0,149979-41-9,DWFZBUWUXWZWKD-UHFFFAOYSA-N,NMHGOXYVOKDNHF-UHFFFAOYSA-N,GOJRHLKLWMSXMB-UHFFFAOYSA-N,ZHDPLQKJJVUBDP-UHFFFAOYSA-N,LHTJZXMWYGUVJS-UHFFFAOYSA-N,DTXSID5032573,DTXSID9024304,DTXSID0057918,DTXSID1034973,DTXSID7034252,-4.33,-10.86,-9.22,-9.7,-10.06,-9.97,-8.95,-9.61,-9.13,-8.97,0,1.391,0.597757992126798,3,8557.44928399999,0,3,1.3012365060908,197.441268315183
DTXSID2040284,-4.92,-4.94,[-5.14:-4.92],1,1,0.718,85-34-7,93-72-1,120-36-5|15165-67-0,93-76-5,94-75-7,QZXCCPZJCKEPSA-UHFFFAOYSA-N,ZLSWBLPERHFHIS-UHFFFAOYSA-N,MZHCENGPTKEIGP-UHFFFAOYSA-N,SMYMJHWAQXWPDB-UHFFFAOYSA-N,OVSKIKFHRZPJSS-UHFFFAOYSA-N,DTXSID2040284,DTXSID0021387,DTXSID0020440|DTXSID0034851,DTXSID5021388,DTXSID0020442,-4.92,-9.16,-9,-7.24,-7.47,-8.35,-7.46,-7.61,-8.13,-8.13,1,1.252,0.758292932521537,1,6319.280941,1,2,1.19163791064501,53.0337958494089
DTXSID3026514,-7.96,-7.97,[-8.04:-7.96],1,1,0.825,85-41-6,10004-44-1,16752-77-5,86-87-3,63-25-2,XKJCHHZQLQNZHY-UHFFFAOYSA-N,KGVPNLBXJKTABS-UHFFFAOYSA-N,UHXUZOCRWCRNSJ-UHFFFAOYSA-N,PRPINYUDVPFIRX-UHFFFAOYSA-N,CVXBEEMKQHEXEN-UHFFFAOYSA-N,DTXSID3026514,DTXSID3032622,DTXSID1022267,DTXSID8020915,DTXSID9020247,-7.96,-8.86,-10.2,-8.52,-8.46,-8.97,-8.42,-8.59,-8.16,-8.5,1,1.046,0.58995744627318,2,2816.078983,0,3,1.50816314355547,42.29609613803
DTXSID8026515,NaN,-7.01,[-8.21:-5.53],1,0.561,0.492,85-44-9,135158-54-2,131-11-3,120-61-6,2303-16-4,LGRFSURHDFAFJT-UHFFFAOYSA-N,UELITFHSCLAHKR-UHFFFAOYSA-N,NIQCNGHVCWTJSM-UHFFFAOYSA-N,WOZVHXUHUFLZGK-UHFFFAOYSA-N,SPANOECCGNXGNR-UHFFFAOYSA-N,DTXSID2021159,DTXSID1032519,DTXSID3022455,DTXSID0020498,DTXSID2020391,-8.21,-6.92,-6.96,-3.89,-5.51,-7.45,-6.6,-5.28,-6.76,-6.05,0,2.196,0.607771883955906,2,2943.726103,0,3,1.29428614423898,44.4513008533647
DTXSID3026516,NaN,-7.71,[-9.05:-6.37],1,0.634,0.543,85-44-9,135158-54-2,58810-48-3,131-11-3,120-61-6,LGRFSURHDFAFJT-UHFFFAOYSA-N,UELITFHSCLAHKR-UHFFFAOYSA-N,OWDLFBLNMPCXSD-UHFFFAOYSA-N,NIQCNGHVCWTJSM-UHFFFAOYSA-N,WOZVHXUHUFLZGK-UHFFFAOYSA-N,DTXSID2021159,DTXSID1032519,DTXSID6058138,DTXSID3022455,DTXSID0020498,-8.21,-6.92,-9.41,-6.96,-3.89,-7.45,-6.6,-9.8,-5.28,-6.76,0,2.296,0.616432928503244,2,2888.185303,0,3,1.33880132960529,43.2269360626149
DTXSID2021159,-8.21,-8.21,[-8.26:-8.16],1,1,0.85,85-44-9,58810-48-3,135158-54-2,2439-01-2,137-26-8,LGRFSURHDFAFJT-UHFFFAOYSA-N,OWDLFBLNMPCXSD-UHFFFAOYSA-N,UELITFHSCLAHKR-UHFFFAOYSA-N,FBQQHUGEACOBDN-UHFFFAOYSA-N,KUAZQDVKQLNFPE-UHFFFAOYSA-N,DTXSID2021159,DTXSID6058138,DTXSID1032519,DTXSID2032342,DTXSID5021332,-8.21,-9.41,-6.92,-7.21,-6.49,-7.45,-9.8,-6.6,-7.78,-7.5,0,2.396,0.630471565209968,2,2811.478519,0,3,1.36966910161119,41.5777397556583
DTXSID3024235,-8.57,-7.9,[-9.55:-6.25],1,1,0.595,85509-19-9,61213-25-0,59756-60-4,96525-23-4,118712-89-3,FQKUGOMFVDPBIZ-UHFFFAOYSA-N,OQZCSNDVOWYALR-UHFFFAOYSA-N,YWBVHLJPRPCRSD-UHFFFAOYSA-N,FJHPWTNQCKPYBV-UHFFFAOYSA-N,DDVNRFNDOPPVQJ-UHFFFAOYSA-N,DTXSID3024235,DTXSID0041987,DTXSID8024107,DTXSID5058228,DTXSID4046812,-8.57,-7.63,-8.45,-9.89,-4.59,-7.65,-7.43,-8.08,-7.32,-7.78,0,1.496,0.620674023905625,0,7092.9970900432,0,4,3.26057624045754,113.044020114565
DTXSID6058924,NaN,-7.73,[-9.61:-5.85],1,0.573,0.398,129-43-1,1698-60-8,86-87-3,63-25-2,161326-34-7,BTLXPCBPYBNQNR-UHFFFAOYSA-N,KPDZMYAYZCKXQP-UHFFFAOYSA-N,PRPINYUDVPFIRX-UHFFFAOYSA-N,CVXBEEMKQHEXEN-UHFFFAOYSA-N,LMVPQMGRYSRMIW-UHFFFAOYSA-N,DTXSID1020722,DTXSID3034872,DTXSID8020915,DTXSID9020247,DTXSID2034590,-8.15,-4.37,-8.52,-8.46,-10.31,-7.37,-9.5,-8.16,-8.5,-7.98,1,1.807,0.666170355031853,2,4291.504433,0,3,1.37017377509099,93.8715913906302
DTXSID00905001,NaN,-12.74,[-15.65:-9.83],0,0.161,0.112,173159-57-4,213464-77-8,97780-06-8,208465-21-8,94593-91-6,PXDNXJSDGQBLKS-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,NIFKBBMCXCMCAO-UHFFFAOYSA-N,WMLPCIHUFDKWJU-UHFFFAOYSA-N,DTXSID7034753,DTXSID4034788,DTXSID9034573,DTXSID6034712,DTXSID5058220,-16,-9.12,-10.92,-16,-11.01,-9.65,-11.52,-10.29,-10.69,-9.78,4,7.246,0.640549726848946,1,12519.718332,4,14,1.65008129964653,352.913229374366
DTXSID1058927,NaN,-7.83,[-9.7:-5.96],1,0.584,0.406,129-43-1,1698-60-8,156052-68-5,161326-34-7,5234-68-4,BTLXPCBPYBNQNR-UHFFFAOYSA-N,KPDZMYAYZCKXQP-UHFFFAOYSA-N,SOUGWDPPRBKJEX-UHFFFAOYSA-N,LMVPQMGRYSRMIW-UHFFFAOYSA-N,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,DTXSID1020722,DTXSID3034872,DTXSID9032581,DTXSID2034590,DTXSID0023951,-8.15,-4.37,-7.19,-10.31,-9.5,-7.37,-9.5,-8.28,-7.98,-8.46,1,1.94,0.655819230768633,2,5188.305229,0,3,1.32781738710867,103.731031790017
DTXSID8029602,NaN,-9.22,[-10.82:-7.62],1,0.334,0.425,80060-09-9,55179-31-2|70585-36-3,70585-38-5,65962-45-0,107534-96-3,WOWBFOBYOAGEEA-UHFFFAOYSA-N,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,JHCBFGGESJQAIQ-UHFFFAOYSA-N,PXMNMQRDXWABCY-UHFFFAOYSA-N,DTXSID1041845,DTXSID2037502|DTXSID701031930,DTXSID301335049,DTXSID20539044,DTXSID9032113,-6.9,-10.29,-11.18,-8.01,-10.01,-8.66,-11.18,-11.18,-8.82,-9.88,2,1.282,1.00210423266329,0,8611.49668900001,0,2,1.3063375060734,231.848900419402
DTXSID3020205,-5.89,-5.9,[-6.06:-5.89],1,1,0.762,85-68-7,84-61-7,143390-89-0,71626-11-4|98243-83-5,50-36-2,IRIAEXORFWYRCZ-UHFFFAOYSA-N,VOWAEIGWURALJQ-UHFFFAOYSA-N,ZOTBXTZVPHCKPN-UHFFFAOYSA-N,CJPQIRJHIZUAQP-UHFFFAOYSA-N,ZPUCINDJVBIVPJ-UHFFFAOYSA-N,DTXSID3020205,DTXSID5025021,DTXSID2032558,DTXSID3041619|DTXSID0058229,DTXSID2038443,-5.89,-7,-8.44,-7.85,-10.37,-7.83,-5.91,-8.98,-8.52,-8.58,0,1.817,0.687193450036134,2,5620.65379500001,0,4,1.35204999519553,195.230372773012
DTXSID7023938,NaN,-9.69,[-10.43:-8.95],1,0.49,0.567,149979-41-9,135590-91-9,87820-88-0,101205-02-1,74051-80-2,LHTJZXMWYGUVJS-UHFFFAOYSA-N,OPGCOAPTHCZZIW-UHFFFAOYSA-N,ZHDPLQKJJVUBDP-UHFFFAOYSA-N,GOJRHLKLWMSXMB-UHFFFAOYSA-N,NMHGOXYVOKDNHF-UHFFFAOYSA-N,DTXSID7034252,DTXSID6037564,DTXSID1034973,DTXSID0057918,DTXSID9024304,-10.06,-8.6,-9.7,-9.22,-10.86,-8.97,-9.68,-9.13,-9.61,-8.95,0,1.822,0.717432713012791,3,5890.44870700001,0,6,1.28564758104194,230.567623156223
DTXSID001006300,NaN,-11.08,[-12.89:-9.27],1,0.446,0.403,140923-17-7,111-20-6,123-99-9,133-32-4,149877-41-8,NWUWYYSKZYIQAE-UHFFFAOYSA-N,CXMXRPHRNRROMY-UHFFFAOYSA-N,BDJRBEYXGGNYIS-UHFFFAOYSA-N,JTEDVYBZBROSJT-UHFFFAOYSA-N,VHLKTXFWDRXILV-UHFFFAOYSA-N,DTXSID0047662,DTXSID7026867,DTXSID8021640,DTXSID8032623,DTXSID5032525,-10.86,-12.89,-12.96,-9.8,-8,-9.38,-12.28,-11.9,-12.51,-9.17,2,0.903,0.867277092552845,2,4018.120812,0,4,1.2226418832987,188.793368282761
DTXSID90235006,NaN,-10.67,[-12.89:-8.45],1,0.556,0.36,88-99-3,124-04-9,19147-16-1,111-16-0,110-15-6,XNGIFLGASWRNHJ-UHFFFAOYSA-N,WNLRTRBMVRJNCN-UHFFFAOYSA-N,WNLRTRBMVRJNCN-UHFFFAOYSA-N,WLJVNTCWHIRURA-UHFFFAOYSA-N,KDYFGRWQOYBRFD-UHFFFAOYSA-N,DTXSID8021484,DTXSID7021605,DTXSID60894861,DTXSID5021598,DTXSID6023602,-10.7,-11.33,-6.22,-12.91,-12.44,-11.01,-6.25,-6.25,-10.71,-11.47,2,1.36,0.828598183282051,2,3168.457584,0,5,1.4897361946993,40.6746604997897
DTXSID8023470,NaN,-10.17,[-13.14:-7.2],0,0.321,0.173,97780-06-8,213464-77-8,6334-25-4,173159-57-4,2475-45-8,ZINJLDJMHCUBIP-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,OKRNLSUTBJUVKA-UHFFFAOYSA-N,PXDNXJSDGQBLKS-UHFFFAOYSA-N,JSFUMBWFPQSADC-UHFFFAOYSA-N,DTXSID9034573,DTXSID4034788,DTXSID40212726,DTXSID7034753,DTXSID7020188,-10.92,-9.12,-8.1,-16,-6.68,-10.29,-11.52,-9.73,-9.65,-9.45,3,3.991,0.670523469148833,2,8814.075324,4,8,1.74061265559215,212.36383700936
DTXSID8041743,NaN,-9.92,[-11.1:-8.74],1,0.419,0.46,55179-31-2|70585-36-3,70585-38-5,82558-50-7,119168-77-3,51-03-6,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,PMHURSZHKKJGBM-UHFFFAOYSA-N,ZZYSLNWGKKDOML-UHFFFAOYSA-N,FIPWRIJSWJWJAI-UHFFFAOYSA-N,DTXSID2037502|DTXSID701031930,DTXSID301335049,DTXSID8024159,DTXSID0034223,DTXSID1021166,-10.29,-11.18,-8.71,-7.96,-10.64,-11.18,-11.18,-9,-9.26,-6.93,1,1.943,0.705007795984865,0,7892.839026,0,5,1.60759679759534,253.973574168455
DTXSID7074379,NaN,-9.21,[-9.7:-8.72],1,0.998,0.676,50-21-5|96-26-4,302-72-7,56-40-6,79-14-1,69-72-7,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,DHMQDGOQFOQNFH-UHFFFAOYSA-N,AEMRFAOFKBGASW-UHFFFAOYSA-N,YGSDEFSMJLZEOE-UHFFFAOYSA-N,DTXSID7023192|DTXSID0025072,DTXSID6031255,DTXSID9020667,DTXSID0025363,DTXSID7026368,-9.17,-15.52,-16,-7.45,-7.88,-13.1,-10.67,-10.31,-12.77,-11.96,2,0.629,1.02825780751745,1,1069.732716,0,3,1.0308487067685,16.1505902896987
DTXSID1052581,NaN,-7.55,[-8.94:-6.16],1,0.778,0.566,101-10-0,94-74-6,134-20-3,119-36-8,101-42-8,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,VAMXMNNIEUEQDV-UHFFFAOYSA-N,OSWPMRLSEDHDFF-UHFFFAOYSA-N,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,DTXSID9034232,DTXSID4024195,DTXSID6025567,DTXSID5025659,DTXSID7037551,-7.78,-9.27,-5.72,-6.05,-8.63,-8.39,-8.09,-8.23,-7.58,-8.42,1,1.131,0.792628641512051,1,2845.68308,0,3,1.41599760348293,50.3705261370552
DTXSID8025040,NaN,-7.64,[-8.08:-7.2],1,0.758,0.737,86763-47-5,51218-45-2,62850-32-2,15972-60-8,23184-66-9,KZNDFYDURHAESM-UHFFFAOYSA-N,WVQBLGZPHOPPFO-UHFFFAOYSA-N,HMIBKHHNXANVHR-UHFFFAOYSA-N,XCSGPAVHZFQHGE-UHFFFAOYSA-N,HKPHPIREJKHECO-UHFFFAOYSA-N,DTXSID2058205,DTXSID4022448,DTXSID5058145,DTXSID1022265,DTXSID3034402,-7.02,-8.05,-7.86,-8.08,-7.29,-8.02,-7.51,-8.14,-7.78,-7.98,0,1.687,0.717363012769871,1,5211.82505400001,0,3,1.47147578990944,128.826605493296
DTXSID1020190,NaN,-12.69,[-16:-9.35],0,0.177,0.1,208465-21-8,173159-57-4,213464-77-8,97780-06-8,120923-37-7,NIFKBBMCXCMCAO-UHFFFAOYSA-N,PXDNXJSDGQBLKS-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,CTTHWASMBLQOFR-UHFFFAOYSA-N,DTXSID6034712,DTXSID7034753,DTXSID4034788,DTXSID9034573,DTXSID7057945,-16,-16,-9.12,-10.92,-8.29,-10.69,-9.65,-11.52,-10.29,-11.04,3,5.947,0.617768446358552,3,9927.850502,6,10,1.68656912551227,213.188990908514
DTXSID50893863,NaN,-6.29,[-6.72:-5.92],1,0.799,0.778,110-91-8,98-00-0,110-80-5,107-98-2,109-59-1,YNAVUWVOSKDBBP-UHFFFAOYSA-N,XPFVYQJUAUNWIW-UHFFFAOYSA-N,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,ARXJGSRGQADJSQ-UHFFFAOYSA-N,HCGFUIQPSOCUHI-UHFFFAOYSA-N,DTXSID2025688,DTXSID2025347,DTXSID7024087,DTXSID8024284,DTXSID4047466,-5.92,-7.08,-6.33,-6.04,-6.04,-6.33,-6.22,-6.08,-6.18,-5.94,1,0.678,0.9640546693308,0,727.557654,0,2,1.11948590551812,15.5781340162266
DTXSID30888671,NaN,-3.11,[-3.29:-2.93],1,0.775,0.844,103-11-7,103-09-3,106-32-1,1731-84-6,111-11-5,GOXQRTZXKQZDDN-UHFFFAOYSA-N,WOYWLLHHWAMFCB-UHFFFAOYSA-N,YYZUSRORWSJGET-UHFFFAOYSA-N,IJXHLVMUNBOGRR-UHFFFAOYSA-N,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,DTXSID9025297,DTXSID8026694,DTXSID8051542,DTXSID8061921,DTXSID2026864,-3.37,-3.05,-3.07,-2.85,-3.11,-3.02,-3.15,-3.08,-3.14,-3.16,0,0.591,0.688983750396074,1,3467.85002100001,0,2,1.2504239308873,79.7460544134539
DTXSID8032463,-6.4,-11.97,[-14.98:-8.96],1,1,0.389,208465-21-8,71422-67-8,97780-06-8,213464-77-8,120923-37-7,NIFKBBMCXCMCAO-UHFFFAOYSA-N,UISUNVFOGSJSKD-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,CTTHWASMBLQOFR-UHFFFAOYSA-N,DTXSID6034712,DTXSID5041772,DTXSID9034573,DTXSID4034788,DTXSID7057945,-16,-11.74,-10.92,-9.12,-8.29,-10.69,-9.69,-10.29,-11.52,-11.04,2,3.519,0.771188051062647,2,9796.3007843408,6,15,3.39499845498599,253.841984350182
