MoleculeID,LogHL_exp,LogHL_pred,HL_predRange,AD_HL,AD_index_HL,Conf_index_HL,HL_CAS_neighbor_1,HL_CAS_neighbor_2,HL_CAS_neighbor_3,HL_CAS_neighbor_4,HL_CAS_neighbor_5,HL_InChiKey_neighbor_1,HL_InChiKey_neighbor_2,HL_InChiKey_neighbor_3,HL_InChiKey_neighbor_4,HL_InChiKey_neighbor_5,HL_DTXSID_neighbor_1,HL_DTXSID_neighbor_2,HL_DTXSID_neighbor_3,HL_DTXSID_neighbor_4,HL_DTXSID_neighbor_5,LogHL_Exp_neighbor_1,LogHL_Exp_neighbor_2,LogHL_Exp_neighbor_3,LogHL_Exp_neighbor_4,LogHL_Exp_neighbor_5,LogHL_pred_neighbor_1,LogHL_pred_neighbor_2,LogHL_pred_neighbor_3,LogHL_pred_neighbor_4,LogHL_pred_neighbor_5,nHBDon,MLFER_S,GATS1e,ndssC,ATS3m,nHBint6,nHBAcc2,AATSC0i,SpAD_Dzm
DTXSID7066225,NaN,-3.31,[-3.97:-2.67],1,0.664,0.644,3658-80-8,624-92-0,593-71-5,505-60-2,110-81-6,YWHLKYXPLRWGSE-UHFFFAOYSA-N,WQOXQRCZOLPYPM-UHFFFAOYSA-N,PJGJQVRXEUVAFT-UHFFFAOYSA-N,QKSKPIVNLNLAAV-UHFFFAOYSA-N,CETBSQOFQKLHHZ-UHFFFAOYSA-N,DTXSID9063118,DTXSID4025117,DTXSID50208034,DTXSID0037100,DTXSID3051464,-3.33,-2.92,-3.06,-4.61,-2.67,-3.49,-3.14,-2.98,-2.32,-2.98,0,0.694,0.506003311895193,0,1837.20208,0,0,1.87898346509283,16.7318245412773
DTXSID3029653,NaN,-2.79,[-3.8:-1.78],1,0.504,0.497,460-19-5,463-58-1,556-61-6,57-06-7,108-98-5,JMANVNJQNLATNU-UHFFFAOYSA-N,JJWKPURADFRFRB-UHFFFAOYSA-N,LGDSHSYDSCRFAB-UHFFFAOYSA-N,ZOJBYZNEUISWFT-UHFFFAOYSA-N,RMVRSNDYEFQCLF-UHFFFAOYSA-N,DTXSID1023992,DTXSID6023949,DTXSID2027204,DTXSID3020047,DTXSID7026811,-2.26,-1.33,-4.24,-3.62,-3.48,-4.93,-3.44,-4.95,-4.87,-3.1,0,1.648,0.922217659938178,0,14.119056,0,1,2.86132067861169,2.0135565753531
DTXSID3031864,NaN,-3.23,[-5.05:-1.41],0,0.149,0.281,335-67-1,678-39-7,375-85-9,647-42-7,307-24-4,SNGREZUHAYWORS-UHFFFAOYSA-N,JJUBFBTUBACDHW-UHFFFAOYSA-N,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,GRJRKPMIRMSBNK-UHFFFAOYSA-N,PXUULQAPEKKVAH-UHFFFAOYSA-N,DTXSID8031865,DTXSID7029904,DTXSID1037303,DTXSID5044572,DTXSID3031862,-3.7,-1.24,-5.25,-0.94,-5.04,-3.54,-3.77,-3.39,-4.12,-4.1,1,1.161,1.48061357763637,0,21302.0818793379,2,20,8.02854416633317,220.338032197595
DTXSID6066232,NaN,-7.6,[-9.97:-5.23],1,0.423,0.294,16794-12-0,101-05-3,4710-17-2,494793-67-8,63284-71-9,BRXCDHOLJPJLLT-UHFFFAOYSA-N,IMHBYKMAHXWHRP-UHFFFAOYSA-N,QCDQDISRALTLNQ-UHFFFAOYSA-N,GOFJDXZZHFNFLV-UHFFFAOYSA-N,SAPGTCDSBGMXCD-UHFFFAOYSA-N,DTXSID6041395,DTXSID9020089,DTXSID60197041,DTXSID9058107,DTXSID2042220,-4.68,-9.55,-5.26,-9.98,-9.49,-8.2,-8.2,-8.73,-8.47,-9.91,1,2.55,0.584542305855888,0,1687.722311,0,3,1.63123925622686,21.2730231191576
DTXSID70938801,NaN,-6.76,[-7.57:-5.95],1,0.767,0.648,97-64-3,818-61-1,627-12-3,3724-65-0,138-22-7,LZCLXQDLBQLTDK-UHFFFAOYSA-N,OMIGHNLMNHATMP-UHFFFAOYSA-N,YNTOKMNHRPSGFU-UHFFFAOYSA-N,LDHQCZJRKDOVOX-UHFFFAOYSA-N,MRABAEUHTLLEML-UHFFFAOYSA-N,DTXSID6029127,DTXSID2022123,DTXSID7060833,DTXSID7027544,DTXSID7042196,-6.24,-8.08,-7.01,-6.62,-5.7,-6.8,-5.98,-6.2,-6.3,-6.79,1,0.689,0.885557478594116,1,1023.179684,0,3,1.14732853228159,23.156707737889
DTXSID1066239,NaN,-4.88,[-9:-1.78],0,0.258,0.1,119-06-2,16260-09-6,630-06-8,84-77-5,929-77-1,YCZJVRCZIPDYHH-UHFFFAOYSA-N,VMRGZRVLZQSNHC-UHFFFAOYSA-N,YDLYQMBWCWFRAI-UHFFFAOYSA-N,PGIBJVOPLXHHGS-UHFFFAOYSA-N,QSQLTHHMFHEFIY-UHFFFAOYSA-N,DTXSID2025214,DTXSID00893434,DTXSID7060885,DTXSID3026512,DTXSID6029206,-2.56,-3.85,-13.94,-3.67,-1.78,-5.89,-5.72,-2.46,-4.72,-2.97,0,0.558,0.795968691847804,1,6406.94900800004,0,2,1.20283855034913,754.738851676325
DTXSID40170175,NaN,-1.98,[-2.32:-1.64],1,0.647,0.708,1120-28-1,123-95-5,112-61-8,20292-08-4,929-77-1,QGBRLVONZXHAKJ-UHFFFAOYSA-N,ULBTUVJTXULMLP-UHFFFAOYSA-N,HPEUJPJOZXNMSJ-UHFFFAOYSA-N,LWLRMRFJCCMNML-UHFFFAOYSA-N,QSQLTHHMFHEFIY-UHFFFAOYSA-N,DTXSID2061515,DTXSID5027013,DTXSID2047640,DTXSID50864937,DTXSID6029206,-2.01,-1.42,-2.24,-2.48,-1.78,-2.27,-2.46,-2.86,-2.89,-2.97,0,0.558,0.750297157587663,1,4242.62498900004,0,2,1.19652701924988,335.463265797472
DTXSID0066242,NaN,-5.27,[-9.48:-2.56],0,0.12,0.1,10094-45-8,630-06-8,16260-09-6,119-06-2,84-77-5,FUSNPOOETKRESL-UHFFFAOYSA-N,YDLYQMBWCWFRAI-UHFFFAOYSA-N,VMRGZRVLZQSNHC-UHFFFAOYSA-N,YCZJVRCZIPDYHH-UHFFFAOYSA-N,PGIBJVOPLXHHGS-UHFFFAOYSA-N,DTXSID20884445,DTXSID7060885,DTXSID00893434,DTXSID2025214,DTXSID3026512,-3.11,-13.94,-3.85,-2.56,-3.67,-6.22,-2.46,-5.72,-5.89,-4.72,0,0.558,0.842001061017867,1,8768.02975599991,0,2,1.20612298260401,1404.16251678021
DTXSID2042016,NaN,-13.65,[-15.2:-12.1],0,0.31,0.344,6915-15-7,6610-29-3,149-32-6,115-77-5,102-06-7,BJEPYKJPYRNKOW-UHFFFAOYSA-N,PTVZQOAHCSKAAS-UHFFFAOYSA-N,UNXHWFMMPAWVPI-UHFFFAOYSA-N,WXZMFSXDPGVJKK-UHFFFAOYSA-N,OWRCNXZUPFZXOS-UHFFFAOYSA-N,DTXSID0027640,DTXSID7044390,DTXSID6043919,DTXSID2026943,DTXSID3025178,-13.44,-11.75,-15.05,-16,-12.32,-11.39,-8.49,-13.37,-12.79,-8.99,4,1.386,1.31059159170899,2,900.568812,0,5,1.10551980735301,21.0604998548789
DTXSID3027792,NaN,-8.65,[-10.71:-6.59],1,0.348,0.299,7786-34-7,58-08-2,84332-86-5,13171-21-6,131-11-3,GEPDYQSQVLXLEU-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,IGUYEXXAGBDLLX-UHFFFAOYSA-N,RGCLLPNLLBQHPF-UHFFFAOYSA-N,NIQCNGHVCWTJSM-UHFFFAOYSA-N,DTXSID2032683,DTXSID0020232,DTXSID5058197,DTXSID7021156,DTXSID3022455,-10.39,-10.96,-8.88,-5.45,-6.96,-9.1,-6.29,-9.06,-8.8,-5.28,0,1.27,1.16139752439167,3,5000.32404600001,0,6,1.84434521925204,58.9608709027371
DTXSID5066245,NaN,-7.89,[-9.41:-6.62],1,0.3,0.374,510-15-6,80-06-8,25311-71-1,6988-21-2,115-32-2,RAPBNVDSDCTNRC-UHFFFAOYSA-N,URYAFVKLYSEINW-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,SDKQRNRRDYRQKY-UHFFFAOYSA-N,UOAMTSKGCBMZTC-UHFFFAOYSA-N,DTXSID9020299,DTXSID7040283,DTXSID8032417,DTXSID2041886,DTXSID4020450,-6.9,-7.89,-7.23,-10.83,-6.62,-8.01,-7.94,-7.91,-7.32,-8.27,1,2.5,0.531496398460266,0,5041.687057,2,5,1.59798663516384,47.3577326114254
DTXSID80597105,NaN,-7.18,[-8.53:-5.83],1,0.409,0.445,144-49-0,2164-17-2,385-00-2,446-36-6,640-19-7,QEWYKACRFQMRMB-UHFFFAOYSA-N,RZILCCPWPBTYDO-UHFFFAOYSA-N,ONOTYLMNTZNAQZ-UHFFFAOYSA-N,QQURWFRNETXFTN-UHFFFAOYSA-N,FVTWJXMFYOXOKK-UHFFFAOYSA-N,DTXSID0041981,DTXSID8020628,DTXSID7075391,DTXSID40196239,DTXSID2034255,-7.91,-8.68,-6.83,-4.71,-7.65,-6.24,-8.94,-6.25,-6.84,-5.69,1,0.909,0.727383623188048,1,3022.6065559152,0,5,3.48303926008866,47.6001989702805
DTXSID9058232,-7.07,-9.28,[-10.26:-8.3],1,1,0.72,50-65-7,1420-04-8,34205-21-5,178928-70-6,140923-17-7,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,DHWRNDJOGMTCPB-UHFFFAOYSA-N,MNHVNIJQQRJYDH-UHFFFAOYSA-N,NWUWYYSKZYIQAE-UHFFFAOYSA-N,DTXSID7040362,DTXSID3020338,DTXSID6058059,DTXSID4034869,DTXSID0047662,-9.18,-9.42,-7.68,-9.44,-10.86,-9.42,-9.42,-9.28,-8.82,-9.38,2,1.955,0.685337098873115,2,7966.2761655216,1,7,1.92584106931422,226.584611319574
DTXSID4066256,NaN,-6.64,[-7.21:-6.07],0,0.088,0.382,51596-11-3,57960-19-7,121-29-9,139001-49-3,142891-20-1,VOZIAWLUULBIPN-UHFFFAOYSA-N,QDRXWCAVUNHOGA-UHFFFAOYSA-N,VJFUPGQZSXIULQ-UHFFFAOYSA-N,UQBHMWHKJIHQHK-UHFFFAOYSA-N,NNKKTZOEKDFTBU-UHFFFAOYSA-N,DTXSID4052760,DTXSID8034297,DTXSID2042353,DTXSID5057969,DTXSID1036753,-6.59,-6.01,-7.66,-6.76,-6.17,-12.13,-7.83,-5.53,-6.94,-5.93,2,6.543,0.763696024965234,8,17103.377449,0,14,1.5502475068953,699.909432625255
DTXSID1044853,NaN,-10.34,[-12.32:-7.99],0,0.2,0.215,102-06-7,25954-13-6,62-56-6,6610-29-3,96-45-7,OWRCNXZUPFZXOS-UHFFFAOYSA-N,UCHDFLNGIZUADY-UHFFFAOYSA-N,UMGDCJDMYOKAJW-UHFFFAOYSA-N,PTVZQOAHCSKAAS-UHFFFAOYSA-N,PDQAZBWRQCGBEV-UHFFFAOYSA-N,DTXSID3025178,DTXSID9032406,DTXSID9021348,DTXSID7044390,DTXSID5020601,-12.32,-12.31,-8.7,-11.75,-6.4,-8.99,-9.12,-9.26,-8.49,-8.78,3,3.229,1.80562131607409,3,3093.763407,0,3,2.86132067861169,24.9638837488505
DTXSID3066263,NaN,-8.63,[-10.37:-6.89],1,0.446,0.378,161326-34-7,156052-68-5,129-43-1,17757-70-9,5259-88-1,LMVPQMGRYSRMIW-UHFFFAOYSA-N,SOUGWDPPRBKJEX-UHFFFAOYSA-N,BTLXPCBPYBNQNR-UHFFFAOYSA-N,UZXIHLNNJNITMJ-UHFFFAOYSA-N,AMEKQAFGQBKLKX-UHFFFAOYSA-N,DTXSID2034590,DTXSID9032581,DTXSID1020722,DTXSID8041531,DTXSID8034792,-10.31,-7.19,-8.15,-6.35,-10.97,-7.98,-8.28,-7.37,-9.82,-7.56,1,2.821,0.656850744640369,2,6858.87402,0,4,1.45795576215827,136.026709677093
DTXSID9041362,NaN,-8.64,[-9.38:-7.75],1,0.495,0.541,123-08-0,121-32-4,100-02-7,2581-34-2,99-30-9,RGHHSNMVTDWUBI-UHFFFAOYSA-N,CBOQJANXLMLOSS-UHFFFAOYSA-N,BTJIUGUIPKRLHP-UHFFFAOYSA-N,PIIZYNQECPTVEO-UHFFFAOYSA-N,BIXZHMJUSMUDOQ-UHFFFAOYSA-N,DTXSID8059552,DTXSID5021968,DTXSID0021834,DTXSID2062535,DTXSID2020426,-9.29,-9.08,-9.38,-7.79,-7.08,-8.03,-7.51,-7.67,-8.27,-7.97,1,1.103,0.773263567700222,0,3490.132381,1,1,1.23029839065656,32.3190227484023
DTXSID4042256,NaN,-7.97,[-9.69:-6.62],1,0.446,0.408,115-32-2,80-06-8,510-15-6,5836-10-2,97-23-4,UOAMTSKGCBMZTC-UHFFFAOYSA-N,URYAFVKLYSEINW-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,AXGUBXVWZBFQGA-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,DTXSID4020450,DTXSID7040283,DTXSID9020299,DTXSID5041778,DTXSID6021824,-6.62,-7.89,-6.9,-8.08,-11.93,-8.27,-7.94,-8.01,-7.29,-8.62,1,2.087,0.715260878083509,0,7349.799569,2,2,1.39224740396248,136.910776833494
DTXSID8027793,NaN,-7.28,[-8.18:-6.35],1,0.599,0.589,133-06-2,133-07-3,50471-44-8,2303-16-4,94-60-0,LDVVMCZRFWMZSG-UHFFFAOYSA-N,HKIOYBQGHSTUDB-UHFFFAOYSA-N,FSCWZHGZWWDELK-UHFFFAOYSA-N,SPANOECCGNXGNR-UHFFFAOYSA-N,LNGAGQAGYITKCW-UHFFFAOYSA-N,DTXSID9020243,DTXSID0021385,DTXSID4022361,DTXSID2020391,DTXSID3026566,-8.18,-7.11,-7.88,-5.51,-7.01,-6.81,-6.74,-6.67,-6.05,-5.99,0,1.136,0.509522242737245,2,6677.43347800001,0,3,1.538921327152,97.7801921469626
DTXSID5023900,-11.31,-11.31,[-11.38:-11.24],1,1,0.768,17804-35-2,23135-22-0,31218-83-4,13684-63-4,57966-95-7,RIOXQFHNBCKOKP-UHFFFAOYSA-N,KZAUOCCYDRDERY-UHFFFAOYSA-N,BZNDWPRGXNILMS-UHFFFAOYSA-N,IDOWTHOLJBTAFI-UHFFFAOYSA-N,XERJKGMBORTKEO-UHFFFAOYSA-N,DTXSID5023900,DTXSID6021086,DTXSID7032470,DTXSID1024255,DTXSID6032358,-11.31,-9.63,-7.32,-12.08,-9.45,-9.27,-9.28,-8.3,-10.45,-9.62,2,1.718,0.805082897577114,3,5535.95070600001,2,7,1.454215945901,158.994913245692
DTXSID6044854,NaN,-6.07,[-6.61:-5.53],1,0.79,0.763,111-76-2,109-59-1,110-80-5,57018-52-7,98-00-0,POAOYUHQDCAZBD-UHFFFAOYSA-N,HCGFUIQPSOCUHI-UHFFFAOYSA-N,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,GQCZPFJGIXHZMB-UHFFFAOYSA-N,XPFVYQJUAUNWIW-UHFFFAOYSA-N,DTXSID1024097,DTXSID4047466,DTXSID7024087,DTXSID8025967,DTXSID2025347,-5.8,-6.04,-6.33,-5.33,-7.08,-5.88,-5.94,-6.08,-5.99,-6.22,1,0.674,0.998752087439943,0,1075.424373,0,2,1.15083690186276,37.1989698448827
DTXSID30884991,NaN,-7.33,[-9.61:-4.87],1,0.286,0.217,26644-46-2,144651-06-9,132-66-1,113036-88-7,841-06-5,RROQIUMZODEXOR-UHFFFAOYSA-N,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,JXTHEWSKYLZVJC-UHFFFAOYSA-N,PCKNFPQPGUWFHO-UHFFFAOYSA-N,DDUIUBPJPOKOMV-UHFFFAOYSA-N,DTXSID5032654,DTXSID4034364,DTXSID6032437,DTXSID0034356,DTXSID2040286,-7.73,-9.61,-2.72,-6.59,-9.5,-8.79,-9.84,-9.51,-10.3,-8.39,3,3.091,0.71024998802433,1,8827.172287,0,8,1.5814606951609,180.436057833198
DTXSID0044608,NaN,-8.63,[-10.68:-6.58],1,0.356,0.302,7786-34-7,84332-86-5,58-08-2,13171-21-6,131-11-3,GEPDYQSQVLXLEU-UHFFFAOYSA-N,IGUYEXXAGBDLLX-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,RGCLLPNLLBQHPF-UHFFFAOYSA-N,NIQCNGHVCWTJSM-UHFFFAOYSA-N,DTXSID2032683,DTXSID5058197,DTXSID0020232,DTXSID7021156,DTXSID3022455,-10.39,-8.88,-10.96,-5.45,-6.96,-9.1,-9.06,-6.29,-8.8,-5.28,0,1.27,1.14056562513249,3,5373.94299700001,0,6,1.78553909342819,68.7215555173358
DTXSID40864805,NaN,-1.64,[-3.18:-0.1],1,0.478,0.419,1825-62-3,4282-40-0,638-45-9,99-82-1,292-64-8,RSIHJDGMBDPTIM-UHFFFAOYSA-N,LMHCYRULPLGEEZ-UHFFFAOYSA-N,ANOOTOPTCJRUPK-UHFFFAOYSA-N,CFJYNSNXFXLKNS-UHFFFAOYSA-N,WJTCGQSWYFHTAC-UHFFFAOYSA-N,DTXSID5051814,DTXSID2063393,DTXSID2049341,DTXSID9025530,DTXSID9075377,-4.38,-1.41,-1.55,0.25,-0.92,0.22,-1.39,-1.49,-0.1,-0.33,0,0.458,1.51589986993371,0,3873.237197,0,2,1.78144531511773,45.9245380883931
DTXSID70170522,NaN,-4.38,[-5.97:-2.79],0,0.052,0.24,10094-45-8,119-06-2,16260-09-6,51596-11-3,57960-19-7,FUSNPOOETKRESL-UHFFFAOYSA-N,YCZJVRCZIPDYHH-UHFFFAOYSA-N,VMRGZRVLZQSNHC-UHFFFAOYSA-N,VOZIAWLUULBIPN-UHFFFAOYSA-N,QDRXWCAVUNHOGA-UHFFFAOYSA-N,DTXSID20884445,DTXSID2025214,DTXSID00893434,DTXSID4052760,DTXSID8034297,-3.11,-2.56,-3.85,-6.59,-6.01,-6.22,-5.89,-5.72,-12.13,-7.83,0,8.6,0.654023807790564,12,22926.7291920001,0,12,1.46194132770556,1315.61858449544
DTXSID4034869,-9.44,-9.44,[-9.48:-9.39],1,1,0.867,178928-70-6,50-65-7,1420-04-8,1918-02-1,83657-24-3,MNHVNIJQQRJYDH-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,NQQVFXUMIDALNH-UHFFFAOYSA-N,FBOUIAKEJMZPQG-UHFFFAOYSA-N,DTXSID4034869,DTXSID7040362,DTXSID3020338,DTXSID1021160,DTXSID2040363,-9.44,-9.18,-9.42,-9.48,-6.4,-8.82,-9.42,-9.42,-8.13,-7.15,2,2.453,0.77373815710238,1,8282.36409099999,1,4,1.59892802789246,142.343831970796
DTXSID8034875,-11.7,-7.85,[-9.5:-6.2],1,1,0.599,134098-61-6,119738-06-6,100646-51-3,175013-18-0,51630-58-1,YYJNOYZRYGDPNH-UHFFFAOYSA-N,BBKDWPHJZANJGB-UHFFFAOYSA-N,OSUHJPCHFDQAIT-UHFFFAOYSA-N,HZRSNVGNWUDEFX-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,DTXSID7032557,DTXSID3058290,DTXSID0034857,DTXSID7032638,DTXSID101017940,-5.75,-8.05,-9.18,-10.28,-6.68,-8.46,-8.18,-8.5,-8.18,-6.91,0,1.985,0.70545495258026,1,9887.8046710112,0,7,2.80752720709638,313.977790281365
DTXSID0021460,NaN,-8.31,[-10.02:-6.9],1,0.323,0.388,17804-35-2,31218-83-4,25311-71-1,5836-10-2,510-15-6,RIOXQFHNBCKOKP-UHFFFAOYSA-N,BZNDWPRGXNILMS-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,AXGUBXVWZBFQGA-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,DTXSID5023900,DTXSID7032470,DTXSID8032417,DTXSID5041778,DTXSID9020299,-11.31,-7.32,-7.23,-8.08,-6.9,-9.27,-8.3,-7.91,-7.29,-8.01,2,2.441,0.795632231077481,2,6410.45674300001,2,5,1.31617203360009,169.685225497034
DTXSID9025669,NaN,1.23,[0.84:1.62],1,0.777,0.776,141-62-8,141-63-9,107-51-7,541-05-9,556-67-2,YFCGDEUVHLPRCZ-UHFFFAOYSA-N,FBZANXDWQAVSTQ-UHFFFAOYSA-N,CXQXSVUQTKDNFP-UHFFFAOYSA-N,HTDJPCNNEPUOOQ-UHFFFAOYSA-N,HMMGMWAXVFQUOA-UHFFFAOYSA-N,DTXSID2044551,DTXSID1044803,DTXSID9040710,DTXSID501337639,DTXSID7027205,1.23,2.05,1.49,0.25,1.08,1.26,1.14,1.02,1.35,1.35,0,0.082,2.13337933419136,0,7978.29317399999,0,3,2.76689015970538,44.1055731856496
DTXSID2047303,NaN,-10.87,[-13.36:-9.18],1,0.345,0.25,50-65-7,1420-04-8,178928-70-6,165252-70-0,74223-64-6,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,MNHVNIJQQRJYDH-UHFFFAOYSA-N,YKBZOVFACRVRJN-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,DTXSID7040362,DTXSID3020338,DTXSID4034869,DTXSID7034549,DTXSID6023864,-9.18,-9.42,-9.44,-13.18,-16,-9.42,-9.42,-8.82,-8.45,-11.12,2,2.275,0.74499762306762,1,6564.21316652161,1,7,1.98541527557405,218.635212938901
DTXSID6051807,NaN,1.27,[0.69:1.85],1,0.373,0.59,141-62-8,141-63-9,107-51-7,541-05-9,556-67-2,YFCGDEUVHLPRCZ-UHFFFAOYSA-N,FBZANXDWQAVSTQ-UHFFFAOYSA-N,CXQXSVUQTKDNFP-UHFFFAOYSA-N,HTDJPCNNEPUOOQ-UHFFFAOYSA-N,HMMGMWAXVFQUOA-UHFFFAOYSA-N,DTXSID2044551,DTXSID1044803,DTXSID9040710,DTXSID501337639,DTXSID7027205,1.23,2.05,1.49,0.25,1.08,1.26,1.14,1.02,1.35,1.35,0,0.047,2.12769211576712,0,7196.91968300001,0,2,2.16383722627221,133.415426695146
DTXSID70889667,NaN,-11.97,[-15.27:-9.1],0,0.049,0.1,173159-57-4,23564-05-8,144651-06-9,213464-77-8,74223-64-6,PXDNXJSDGQBLKS-UHFFFAOYSA-N,QGHREAKMXXNCOA-UHFFFAOYSA-N,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,DTXSID7034753,DTXSID1024338,DTXSID4034364,DTXSID4034788,DTXSID6023864,-16,-9.1,-9.61,-9.12,-16,-9.65,-7.27,-9.84,-11.52,-11.12,10,11.315,0.842935593512123,0,17191.985563,0,20,1.71757473812743,890.980337321908
DTXSID1044857,NaN,-3.31,[-4.48:-2.14],1,0.411,0.431,76-06-2,102-82-9,1825-62-3,102-69-2,4282-40-0,LFHISGNCFUNFFM-UHFFFAOYSA-N,IMFACGCPASFAPR-UHFFFAOYSA-N,RSIHJDGMBDPTIM-UHFFFAOYSA-N,YFTHZRPMJXBUME-UHFFFAOYSA-N,LMHCYRULPLGEEZ-UHFFFAOYSA-N,DTXSID0020315,DTXSID4026183,DTXSID5051814,DTXSID9021849,DTXSID2063393,-2.69,-4.61,-4.38,-3.42,-1.41,-0.32,-2.97,0.22,-3.35,-1.39,0,0.493,1.53994749652273,0,4509.11665100001,0,3,1.64622473312593,62.2981560420009
DTXSID40870148,NaN,-5.91,[-8.32:-4.04],1,0.807,0.411,759-94-4,1929-77-7,1114-71-2,2008-41-5,2212-67-1,GUVLYNGULCJVDO-UHFFFAOYSA-N,OKUGPJPKMAEJOE-UHFFFAOYSA-N,SGEJQUSYQTVSIU-UHFFFAOYSA-N,BMTAFVWTTFSTOG-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,DTXSID1024091,DTXSID7024376,DTXSID8021199,DTXSID7023936,DTXSID6024206,-10.31,-4.51,-4.61,-4.04,-5.39,-5.11,-5.7,-5.55,-5.67,-6.67,0,1.074,0.688260037793256,1,3053.17272,0,2,1.44405677374277,65.0448168711599
DTXSID5047320,NaN,-5.88,[-7.5:-4.26],0,0.242,0.376,139001-49-3,56073-10-0,104653-34-1,84-77-5,84-76-4,UQBHMWHKJIHQHK-UHFFFAOYSA-N,XDXSRIVLWONVPW-UHFFFAOYSA-N,VBRCOACYVRNNDF-UHFFFAOYSA-N,PGIBJVOPLXHHGS-UHFFFAOYSA-N,DROMNWUQASBTFM-UHFFFAOYSA-N,DTXSID5057969,DTXSID5032529,DTXSID4032374,DTXSID3026512,DTXSID9047966,-6.76,-8.01,-6,-3.67,-4.05,-6.94,-6.16,-7.02,-4.72,-5.33,0,3.58,0.73126308407914,3,12447.880052,0,7,1.48821911953131,490.259302784933
DTXSID9022312,-5.21,-5.21,[-5.26:-5.16],1,1,0.9,1806-26-4,104-40-5,33956-49-9,140-66-9,112-53-8,NTDQQZYCCIDJRK-UHFFFAOYSA-N,IGFHQQFPSIBGKE-UHFFFAOYSA-N,CSWBSLXBXRFNST-UHFFFAOYSA-N,ISAVYTVYFVQUDY-UHFFFAOYSA-N,LQZZUXJYWNFBMV-UHFFFAOYSA-N,DTXSID9022312,DTXSID5033836,DTXSID1035288,DTXSID9022360,DTXSID5026918,-5.21,-4.56,-6.32,-5.37,-4.65,-4.82,-4.94,-5.03,-4.62,-5.21,1,0.851,1.01022913819259,0,2845.134367,0,1,1.28681034074154,120.818371461375
DTXSID30330261,NaN,-7.13,[-7.97:-6.29],0,0.26,0.469,64532-97-4,134098-61-6,119738-06-6,51630-58-1,80844-07-1,LMCLPMXCYFSRNG-UHFFFAOYSA-N,YYJNOYZRYGDPNH-UHFFFAOYSA-N,BBKDWPHJZANJGB-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,YREQHYQNNWYQCJ-UHFFFAOYSA-N,DTXSID4025797,DTXSID7032557,DTXSID3058290,DTXSID101017940,DTXSID9032610,-7.85,-5.75,-8.05,-6.68,-6.87,-7.54,-8.46,-8.18,-6.91,-7.94,0,2.973,1.04985578627806,0,10092.722936,0,4,1.46783276270882,481.637305955578
DTXSID20939388,NaN,-6.8,[-7.06:-6.54],1,0.735,0.734,106-65-0,111-55-7,108-59-8,94-60-0,131-11-3,MUXOBHXGJLMRAB-UHFFFAOYSA-N,JTXMVXSTHSMVQF-UHFFFAOYSA-N,BEPAFCGSDWSTEL-UHFFFAOYSA-N,LNGAGQAGYITKCW-UHFFFAOYSA-N,NIQCNGHVCWTJSM-UHFFFAOYSA-N,DTXSID5025152,DTXSID0026880,DTXSID4029145,DTXSID3026566,DTXSID3022455,-6.48,-7.08,-6.59,-7.01,-6.96,-6.91,-6.59,-6.51,-5.99,-5.28,0,0.99,0.758206184021044,2,2262.284667,0,4,1.22001665441781,61.8022510893603
