MoleculeID,BioDeg_exp,BioDeg_LogHalfLife_pred,BioDeg_predRange,AD_BioDeg,AD_index_BioDeg,Conf_index_BioDeg,BioDeg_CAS_neighbor_1,BioDeg_CAS_neighbor_2,BioDeg_CAS_neighbor_3,BioDeg_CAS_neighbor_4,BioDeg_CAS_neighbor_5,BioDeg_InChiKey_neighbor_1,BioDeg_InChiKey_neighbor_2,BioDeg_InChiKey_neighbor_3,BioDeg_InChiKey_neighbor_4,BioDeg_InChiKey_neighbor_5,BioDeg_DTXSID_neighbor_1,BioDeg_DTXSID_neighbor_2,BioDeg_DTXSID_neighbor_3,BioDeg_DTXSID_neighbor_4,BioDeg_DTXSID_neighbor_5,BioDeg_LogHalfLife_Exp_neighbor_1,BioDeg_LogHalfLife_Exp_neighbor_2,BioDeg_LogHalfLife_Exp_neighbor_3,BioDeg_LogHalfLife_Exp_neighbor_4,BioDeg_LogHalfLife_Exp_neighbor_5,BioDeg_LogHalfLife_pred_neighbor_1,BioDeg_LogHalfLife_pred_neighbor_2,BioDeg_LogHalfLife_pred_neighbor_3,BioDeg_LogHalfLife_pred_neighbor_4,BioDeg_LogHalfLife_pred_neighbor_5,BCUTp_1l,IC2,nF6Ring,nT6Ring,ATSC1p,VP_6
DTXSID0027143,NaN,0.63,[0.48:0.87],0,0.287,0.579,103-65-1|,1074-17-5|,21964-49-8|,592-27-8|,591-76-4|,ODLMAHJVESYWTB-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,DTXSID3042219|,DTXSID4061466|,DTXSID80176373|,DTXSID2060460|,DTXSID5052256|,0.6,0.48,1.11,0.48,0.48,0.61,0.57,0.59,0.61,0.84,3.30781172594194,3.33717534112308,0,1,-0.294717762352939,0.180729878486344
DTXSID3027530,NaN,0.75,[0.55:0.95],0,0.197,0.568,2213-23-2|,21964-49-8|,592-27-8|,2216-33-3|,3221-61-2|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID10862873|,DTXSID80176373|,DTXSID2060460|,DTXSID30862875|,DTXSID30863125|,0.78,1.11,0.48,0.7,0.7,0.52,0.59,0.61,0.56,0.56,4.67362109375,3.65209668899588,0,0,-2.02131540954795,0.675847017365462
DTXSID9020164,NaN,0.65,[0.44:0.86],0,0.355,0.643,100-41-4|,103-65-1|,874-35-1|,622-96-8|,141-93-5|,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,DTXSID3020596|,DTXSID3042219|,DTXSID5061245|,DTXSID9029194|,DTXSID1022003|,0.9,0.6,0.3,0.6,0.85,0.63,0.61,0.44,0.62,0.66,5.1034375,2.87950646081201,0,0,0.693734925393634,0
DTXSID8044919,NaN,0.63,[0.51:0.75],0,0.122,0.602,2213-23-2|,592-27-8|,589-81-1|,2216-33-3|,3221-61-2|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID10862873|,DTXSID2060460|,DTXSID90862250|,DTXSID30862875|,DTXSID30863125|,0.78,0.48,0.48,0.7,0.7,0.52,0.61,0.65,0.56,0.56,4.643779296875,3.81738993912568,0,0,-3.40706632828395,0.716299098298057
DTXSID6029254,NaN,0.68,[0.48:0.92],0,0.363,0.607,21964-49-8|,103-65-1|,592-27-8|,591-76-4|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID3042219|,DTXSID2060460|,DTXSID5052256|,DTXSID30863125|,1.11,0.6,0.48,0.48,0.7,0.59,0.61,0.61,0.84,0.56,3.91822891728296,3.07265556372008,0,0,-0.187526977787232,0.185212931303504
DTXSID10186703,NaN,0.52,[0.31:0.73],1,0.602,0.719,824-22-6|,767-60-2|,2177-47-1|,95-13-6|,90-12-0|1321-94-4,LNNSODHYZXCEJP-UHFFFAOYSA-N,COOKKJGOGWACMY-UHFFFAOYSA-N,YSAXEHWHSLANOM-UHFFFAOYSA-N,YBYIRNPNPLQARY-UHFFFAOYSA-N,QPUYECUOLPXSFR-UHFFFAOYSA-N,DTXSID7073931|,DTXSID40227496|,DTXSID00176173|,DTXSID8042052|,DTXSID9020877|DTXSID3025625,0.3,0.48,0.48,0.48,0.96,0.49,0.47,0.45,0.65,0.6,6.61203883935221,3.48469700253088,0,1,0.478487175522002,0.562822589793916
DTXSID0020446,NaN,0.65,[0.48:0.88],1,0.426,0.64,1074-17-5|,103-65-1|,21964-49-8|,620-14-4|,622-96-8|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID80176373|,DTXSID6050386|,DTXSID9029194|,0.48,0.6,1.11,0.48,0.6,0.57,0.61,0.59,0.58,0.62,4.82847873949421,3.37581458369391,0,1,-0.475078659999995,0.35950317440025
DTXSID2024163,NaN,0.55,[0.49:0.6],1,0.385,0.746,1074-17-5|,620-14-4|,103-65-1|,874-41-9|,611-14-3|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID0061246|,DTXSID2050403|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,4.65292119063134,3.80307418942857,0,1,-0.430357784399995,0.365279494015102
DTXSID5023871,NaN,0.75,[0.54:0.96],0,0.292,0.597,21964-49-8|,2213-23-2|,874-41-9|,2216-30-0|,1758-88-9|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,HQZHQNKZOYIKQC-UHFFFAOYSA-N,AXIUBBVSOWPLDA-UHFFFAOYSA-N,DTXSID80176373|,DTXSID10862873|,DTXSID0061246|,DTXSID70862874|,DTXSID0061951|,1.11,0.78,0.6,0.78,0.48,0.59,0.52,0.54,0.62,0.59,6.06613167387595,3.50775948488202,0,2,-0.952384725577709,0.72532385062413
DTXSID50865666,NaN,1.65,[1.36:1.97],0,0.347,0.556,2294-82-8|,30232-26-9|,238-84-6|,832-69-9|,2531-84-2|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,HKMTVMBEALTRRR-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N,DTXSID10872977|,DTXSID90184328|,DTXSID3075204|,DTXSID6025648|,DTXSID1025649|,1.46,1.92,2.15,1.36,1.36,1.19,1.52,2.08,1.92,1.39,6.06342968749999,3.57393489628406,0,2,1.07133495250606,1.42529615920598
DTXSID4047331,NaN,1.58,[0.91:2.25],0,0.192,0.324,238-84-6|,832-69-9|,2294-82-8|,779-02-2|,1074-17-5|,HKMTVMBEALTRRR-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,CPGPAVAKSZHMBP-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,DTXSID3075204|,DTXSID6025648|,DTXSID10872977|,DTXSID3061134|,DTXSID4061466|,2.15,1.36,1.46,2.42,0.48,2.08,1.92,1.19,1.55,0.57,4.27630108375827,4.96132014021101,0,3,0.250009669957232,3.01143724601849
DTXSID9026265,NaN,1.17,[0.78:1.56],0,0.22,0.459,1921-70-6|,21964-49-8|,111-01-3|,2213-23-2|,2216-33-3|,XOJVVFBFDXDTEG-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID70870919|,DTXSID80176373|,DTXSID0046513|,DTXSID10862873|,DTXSID30862875|,1.62,1.11,1.62,0.78,0.7,1.03,0.59,2.2,0.52,0.56,5.00323847275073,3.54538394470242,0,1,-1.66267298399998,1.6606901229841
DTXSID8037540,NaN,1.2,[0.82:1.58],0,0.126,0.434,111-01-3|,1921-70-6|,21964-49-8|,2213-23-2|,2216-30-0|,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,XOJVVFBFDXDTEG-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,HQZHQNKZOYIKQC-UHFFFAOYSA-N,DTXSID0046513|,DTXSID70870919|,DTXSID80176373|,DTXSID10862873|,DTXSID70862874|,1.62,1.62,1.11,0.78,0.78,2.2,1.03,0.59,0.52,0.62,6.21937035636555,3.60385618977472,1,1,-3.01734295574219,3.02201995808636
DTXSID6020193,NaN,0.55,[0.49:0.6],0,0.327,0.727,1074-17-5|,620-14-4|,103-65-1|,874-41-9|,611-14-3|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID0061246|,DTXSID2050403|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,4.0482335750434,3.89978426970051,0,1,0.295025674615394,0.614447536284696
DTXSID8044387,NaN,0.65,[0.48:0.88],0,0.293,0.598,1074-17-5|,103-65-1|,620-14-4|,21964-49-8|,622-96-8|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID80176373|,DTXSID9029194|,0.48,0.6,0.48,1.11,0.6,0.57,0.61,0.58,0.59,0.62,3.49303383474423,3.58989809546429,0,1,-0.334013464000001,0.133449633188691
DTXSID70186901,NaN,0.66,[0.52:0.8],0,0.316,0.668,103-65-1|,622-96-8|,1074-17-5|,100-41-4|,934-80-5|,ODLMAHJVESYWTB-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID3042219|,DTXSID9029194|,DTXSID4061466|,DTXSID3020596|,DTXSID6061317|,0.6,0.6,0.48,0.9,0.7,0.61,0.62,0.57,0.63,0.55,3.9185137476921,3.05159565567438,0,0,0.445502770787758,0.544866520711898
DTXSID3027534,NaN,0.6,[0.37:0.83],0,0.328,0.598,2213-23-2|,589-34-4|,591-76-4|,589-81-1|,15869-89-3|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,VLJXXKKOSFGPHI-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,DTXSID10862873|,DTXSID3044334|,DTXSID5052256|,DTXSID90862250|,DTXSID70871244|,0.78,0.95,0.48,0.48,0.3,0.52,0.74,0.84,0.65,0.66,5.23442925182424,3.03145364592348,0,0,-1.28843420513024,0
DTXSID7029619,NaN,0.88,[0.78:0.95],0,0.345,0.698,109-66-0|,110-54-3|,142-82-5|,111-65-9|,111-84-2|,OFBQJSOFQDEBGM-UHFFFAOYSA-N,VLKZOEOYAKHREP-UHFFFAOYSA-N,IMNFDUFMRHMDMM-UHFFFAOYSA-N,TVMXDCGIABBOFY-UHFFFAOYSA-N,BKIMMITUMNQMOS-UHFFFAOYSA-N,DTXSID2025846|,DTXSID0021917|,DTXSID6024127|,DTXSID0026882|,DTXSID9025796|,0.7,0.95,0.85,0.95,0.95,0.92,0.78,0.9,0.89,0.92,4.06574875707717,2,0,0,-1.13577039780306,0
DTXSID2029660,NaN,0.75,[0.55:0.95],0,0.35,0.622,21964-49-8|,2216-33-3|,3221-61-2|,592-27-8|,1071-26-7|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,PSABUFWDVWCFDP-UHFFFAOYSA-N,DTXSID80176373|,DTXSID30862875|,DTXSID30863125|,DTXSID2060460|,DTXSID0061454|,1.11,0.7,0.7,0.48,0.78,0.59,0.56,0.56,0.61,0.64,4.84941285384101,2.56710831356939,0,0,-1.1600883851584,1.08210678118655
DTXSID9020407,NaN,0.68,[0.4:0.96],0,0.235,0.541,21964-49-8|,2213-23-2|,592-27-8|,15869-89-3|,2216-33-3|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID80176373|,DTXSID10862873|,DTXSID2060460|,DTXSID70871244|,DTXSID30862875|,1.11,0.78,0.48,0.3,0.7,0.59,0.52,0.61,0.66,0.56,4.99172265625001,3.72756715711693,0,1,-1.53846007019999,0.986797297055227
DTXSID50310944,NaN,0.61,[0.43:0.79],1,0.518,0.703,103-65-1|,622-96-8|,934-80-5|,141-93-5|,934-74-7|,ODLMAHJVESYWTB-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,LMAUULKNZLEMGN-UHFFFAOYSA-N,DTXSID3042219|,DTXSID9029194|,DTXSID6061317|,DTXSID1022003|,DTXSID1061316|,0.6,0.6,0.7,0.85,0.3,0.61,0.62,0.55,0.66,0.7,5.14710388687309,3.01807813217898,0,2,-0.0998109572325662,0.708579055301067
DTXSID8023890,NaN,0.67,[0.48:0.92],0,0.308,0.585,1074-17-5|,21964-49-8|,2213-23-2|,620-14-4|,592-27-8|,YQZBFMJOASEONC-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,DTXSID4061466|,DTXSID80176373|,DTXSID10862873|,DTXSID6050386|,DTXSID2060460|,0.48,1.11,0.78,0.48,0.48,0.57,0.59,0.52,0.58,0.61,4.67076956859612,3.81366068968819,0,1,-0.830078992399996,0.324330289934393
DTXSID8027535,NaN,0.97,[0.43:1.46],0,0.172,0.433,2294-82-8|,95-15-8|,874-35-1|,824-22-6|,2531-84-2|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,FCEHBMOGCRZNNI-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,LNNSODHYZXCEJP-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N,DTXSID10872977|,DTXSID2052736|,DTXSID5061245|,DTXSID7073931|,DTXSID1025649|,1.46,1.4,0.3,0.3,1.36,1.19,1.25,0.44,0.49,1.39,5.095015625,2.84643934467102,0,0,2.25472395107319,0.111803398874989
DTXSID9021554,NaN,0.7,[0.48:0.93],0,0.358,0.611,21964-49-8|,592-27-8|,3221-61-2|,2216-33-3|,589-81-1|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID30863125|,DTXSID30862875|,DTXSID90862250|,1.11,0.48,0.7,0.7,0.48,0.59,0.61,0.56,0.56,0.65,3.71928785016431,2.76039072233104,0,0,-0.184652644956623,0.439889557873093
DTXSID8040270,NaN,1.61,[1.36:1.88],0,0.345,0.581,2294-82-8|,2531-84-2|,30232-26-9|,2381-21-7|,832-69-9|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,KBSPJIWZDWBDGM-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N,DTXSID10872977|,DTXSID1025649|,DTXSID90184328|,DTXSID0025654|,DTXSID6025648|,1.46,1.36,1.92,1.96,1.36,1.19,1.39,1.52,2.13,1.92,5.350451171875,3.41829583405449,0,3,0.522060833380499,2.02651904746657
DTXSID5047037,NaN,0.55,[0.49:0.6],0,0.205,0.686,1074-17-5|,620-14-4|,103-65-1|,874-41-9|,611-14-3|,YQZBFMJOASEONC-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,HYFLWBNQFMXCPA-UHFFFAOYSA-N,DTXSID4061466|,DTXSID6050386|,DTXSID3042219|,DTXSID0061246|,DTXSID2050403|,0.48,0.48,0.6,0.6,0.6,0.57,0.58,0.61,0.54,0.54,3.07304052734375,4.69784582308441,0,2,-0.399343371949706,1.26178531021395
DTXSID8031865,NaN,0.69,[0.48:0.92],0,0.281,0.58,21964-49-8|,592-27-8|,591-76-4|,3221-61-2|,2216-33-3|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID5052256|,DTXSID30863125|,DTXSID30862875|,1.11,0.48,0.48,0.7,0.7,0.59,0.61,0.84,0.56,0.56,3.00318218257414,2.98009141224876,0,0,-0.336730503430242,0.176662623323383
DTXSID90894036,NaN,1.55,[0.69:2.41],0,0.153,0.22,2294-82-8|,95-15-8|,2825-82-3|,132-65-0|,874-35-1|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,FCEHBMOGCRZNNI-UHFFFAOYSA-N,LPSXSORODABQKT-UHFFFAOYSA-N,IYYZUPMFVPLQIF-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,DTXSID10872977|,DTXSID2052736|,DTXSID2029244|,DTXSID0047741|,DTXSID5061245|,1.46,1.4,3,1.56,0.3,1.19,1.25,1.87,1.81,0.44,5.45435546874999,3.03063906222957,0,0,2.67347867091556,0.322621909552881
DTXSID3032337,NaN,0.55,[0.49:0.6],0,0.338,0.732,1074-17-5|,103-65-1|,620-14-4|,622-96-8|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID9029194|,DTXSID0061246|,0.48,0.6,0.48,0.6,0.6,0.57,0.61,0.58,0.62,0.54,4.1774765625,3.55045441239087,0,1,0.413421162857154,0.861996537144577
DTXSID0052704,NaN,1.93,[1.46:2.49],0,0.261,0.37,111-01-3|,2825-82-3|,1921-70-6|,30232-26-9|,2294-82-8|,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,LPSXSORODABQKT-UHFFFAOYSA-N,XOJVVFBFDXDTEG-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,DTXSID0046513|,DTXSID2029244|,DTXSID70870919|,DTXSID90184328|,DTXSID10872977|,1.62,3,1.62,1.92,1.46,2.2,1.87,1.03,1.52,1.19,7.00549428032769,3.36852252772821,1,1,-0.0904740714439485,2.51425940007687
DTXSID8047399,NaN,0.73,[0.3:1.19],0,0.394,0.539,2294-82-8|,874-35-1|,824-22-6|,874-41-9|,934-80-5|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,LNNSODHYZXCEJP-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID10872977|,DTXSID5061245|,DTXSID7073931|,DTXSID0061246|,DTXSID6061317|,1.46,0.3,0.3,0.6,0.7,1.19,0.44,0.49,0.54,0.55,5.33040181706748,3.21864942567948,0,1,0.409106790612139,1.56544052488335
DTXSID7074749,NaN,2.06,[1.64:2.48],0,0.355,0.553,132-65-0|,203-12-3|,83-32-9|,206-44-0|,205-99-2|,IYYZUPMFVPLQIF-UHFFFAOYSA-N,YEIHPPOCKIHUQJ-UHFFFAOYSA-N,CWRYPZZKDGJXCA-UHFFFAOYSA-N,GVEPBJHOBDJJJI-UHFFFAOYSA-N,FTOVXSOBNPWTSH-UHFFFAOYSA-N,DTXSID0047741|,DTXSID4075455|,DTXSID3021774|,DTXSID3024104|,DTXSID0023907|,1.56,2.54,1.59,2.17,2.45,1.81,2.57,1.38,2.23,2.51,8.41753264806782,2.75161032552817,0,2,0.434205205344794,2.03403158129736
DTXSID80187464,NaN,0.84,[0.43:1.25],1,0.48,0.594,874-35-1|,91-57-6|,2294-82-8|,622-96-8|,934-80-5|,RFXBCGVZEJEYGG-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID5061245|,DTXSID4020878|,DTXSID10872977|,DTXSID9029194|,DTXSID6061317|,0.3,1.15,1.46,0.6,0.7,0.44,1.32,1.19,0.62,0.55,5.3661096225073,3.2032433566074,0,2,0.371138179538779,0.44589306868316
DTXSID5032498,NaN,0.65,[0.3:1.1],1,0.469,0.573,2294-82-8|,874-35-1|,2177-47-1|,824-22-6|,874-41-9|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,YSAXEHWHSLANOM-UHFFFAOYSA-N,LNNSODHYZXCEJP-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID10872977|,DTXSID5061245|,DTXSID00176173|,DTXSID7073931|,DTXSID0061246|,1.46,0.3,0.48,0.3,0.6,1.19,0.44,0.45,0.49,0.54,5.42723462858747,3.37581458369391,0,2,0.438638495113892,0.578806687052238
DTXSID8024157,NaN,0.55,[0.49:0.6],0,0.343,0.734,1074-17-5|,103-65-1|,620-14-4|,874-41-9|,622-96-8|,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID0061246|,DTXSID9029194|,0.48,0.6,0.48,0.6,0.6,0.57,0.61,0.58,0.54,0.62,4.23642187499999,3.73586309613737,0,1,-0.168397835999989,1.0948375076444
DTXSID1032484,NaN,1.11,[0.64:1.58],0,0.17,0.413,1921-70-6|,21964-49-8|,111-01-3|,2216-33-3|,592-27-8|,XOJVVFBFDXDTEG-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,DTXSID70870919|,DTXSID80176373|,DTXSID0046513|,DTXSID30862875|,DTXSID2060460|,1.62,1.11,1.62,0.7,0.48,1.03,0.59,2.2,0.56,0.61,4.78224136352539,3.23502395787649,0,2,-2.32046228024462,1.75424961840403
DTXSID1043910,NaN,1.03,[0.54:1.52],0,0.082,0.382,1921-70-6|,111-01-3|,592-27-8|,2216-33-3|,3221-61-2|,XOJVVFBFDXDTEG-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID70870919|,DTXSID0046513|,DTXSID2060460|,DTXSID30862875|,DTXSID30863125|,1.62,1.62,0.48,0.7,0.7,1.03,2.2,0.61,0.56,0.56,4.40186328125,3.45742488140917,0,1,-5.09949071635807,2.14626191964649
DTXSID9059834,NaN,0.61,[0.5:0.7],0,0.234,0.637,109-66-0|,592-27-8|,3221-61-2|,591-76-4|,2216-33-3|,OFBQJSOFQDEBGM-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID2025846|,DTXSID2060460|,DTXSID30863125|,DTXSID5052256|,DTXSID30862875|,0.7,0.48,0.7,0.48,0.7,0.92,0.61,0.56,0.84,0.56,3.1070141347547,2.5731144546409,0,0,-1.47701651300727,0.371092529550639
DTXSID7063007,NaN,2.41,[1.99:2.83],0,0.072,0.426,111-01-3|,14167-59-0|,630-05-7|,191-07-1|,544-85-4|,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,GWVDBZWVFGFBCN-UHFFFAOYSA-N,SUJUOAZFECLBOA-UHFFFAOYSA-N,VPUGDVKSAQVFFS-UHFFFAOYSA-N,QHMGJGNTMQDRQA-UHFFFAOYSA-N,DTXSID0046513|,DTXSID7058622|,DTXSID5075444|,DTXSID5047740|,DTXSID5052202|,1.62,2.58,2.56,2.87,2.45,2.2,2.42,2.42,2.66,2.41,6.65347737662603,2.69147542310411,0,5,-1.82478132416864,12.4523455087823
