MoleculeID,ReadyBiodeg_exp,ReadyBiodeg_pred,AD_ReadyBiodeg,AD_index_ReadyBiodeg,Conf_index_ReadyBiodeg,ReadyBiodeg_CAS_neighbor_1,ReadyBiodeg_CAS_neighbor_2,ReadyBiodeg_CAS_neighbor_3,ReadyBiodeg_CAS_neighbor_4,ReadyBiodeg_CAS_neighbor_5,ReadyBiodeg_InChiKey_neighbor_1,ReadyBiodeg_InChiKey_neighbor_2,ReadyBiodeg_InChiKey_neighbor_3,ReadyBiodeg_InChiKey_neighbor_4,ReadyBiodeg_InChiKey_neighbor_5,ReadyBiodeg_DTXSID_neighbor_1,ReadyBiodeg_DTXSID_neighbor_2,ReadyBiodeg_DTXSID_neighbor_3,ReadyBiodeg_DTXSID_neighbor_4,ReadyBiodeg_DTXSID_neighbor_5,ReadyBiodeg_Exp_neighbor_1,ReadyBiodeg_Exp_neighbor_2,ReadyBiodeg_Exp_neighbor_3,ReadyBiodeg_Exp_neighbor_4,ReadyBiodeg_Exp_neighbor_5,ReadyBiodeg_pred_neighbor_1,ReadyBiodeg_pred_neighbor_2,ReadyBiodeg_pred_neighbor_3,ReadyBiodeg_pred_neighbor_4,ReadyBiodeg_pred_neighbor_5,GATS1m,MLFER_BO,BCUTp_1h,SpMax1_Bhs,GATS1p,MLFER_E,ATSC1e,ATS4m,hmax,ATSC2m
DTXSID4027577,NaN,1,1,0.466797275289159,0.578890140457106,56-86-0|,56-85-9|,56-84-8|,6104-30-9|,115-77-5|,WHUUTDBJXJRKMK-UHFFFAOYSA-N,ZDXPYRJPNDTMRX-UHFFFAOYSA-N,CKLJMWTZIZZHCS-UHFFFAOYSA-N,QFHMNFAUXJAINK-UHFFFAOYSA-N,WXZMFSXDPGVJKK-UHFFFAOYSA-N,DTXSID5020659|,DTXSID1023100|,DTXSID7022621|,DTXSID8027614|,DTXSID2026943|,1,1,1,1,1,1,1,1,1,0,0.980434849305367,1.071,8.50875294491752,5.18716098427941,1.45306987162889,0.461,-0.731545905817174,1792.108629,0.741666666666667,71.1462941523543
DTXSID90889184,NaN,1,1,0.522321150527286,0.567447631902246,24851-98-7|,77-68-9|,117-81-7|,20548-62-3|,141-02-6|142-16-5,KVWWIYGFBYDJQC-UHFFFAOYSA-N,DAFHKNAQFPVRKR-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,HBGGXOJOCNVPFY-UHFFFAOYSA-N,ROPXFXOUUANXRR-UHFFFAOYSA-N,DTXSID2029325|,DTXSID10872295|,DTXSID5020607|,DTXSID60860420|,DTXSID2051710|DTXSID2027094,1,1,0,1,1,1,0,1,1,1,1.09465351764567,0.786,10.1999584208713,5.08120106661692,1.47550320388935,0.423,0.0772474930580237,4959.16519700002,0.667013888888889,384.892983240303
DTXSID6047284,NaN,0,1,0.445734007843136,0.568358506734094,10041-06-2|,43051-46-3|,7417-99-4|,482-89-3|,81335-37-7|,GAIQQJIMVVUTQN-UHFFFAOYSA-N,OYTLLQHYKCEMGB-UHFFFAOYSA-N,XECQDYXJWMHGBI-UHFFFAOYSA-N,ZYXBTFUCIUWLOM-UHFFFAOYSA-N,CABMTIJINOIHOD-UHFFFAOYSA-N,DTXSID50143259|,DTXSID5068449|,DTXSID1064665|,DTXSID3026279|,DTXSID3024152|,1,0,0,0,0,0,0,0,0,0,0.759751909395631,1.793,9.87358494015368,4.93789261435644,1.13838370116161,1.896,-0.11446219722425,4124.82930500002,0.681105717750063,-74.5937046216191
DTXSID5047372,NaN,0,1,0.340993088002149,0.515988046813601,82-49-5|,24019-05-4|,117-62-4|,81-04-9|,24623-77-6|,JAJIPIAHCFBEPI-UHFFFAOYSA-N,MKUMTCOTMQPYTQ-UHFFFAOYSA-N,YAIKCRUPEVOINQ-UHFFFAOYSA-N,XTEGVFVZDVNBPF-UHFFFAOYSA-N,JKYKXTRKURYNGW-UHFFFAOYSA-N,DTXSID8058877|,DTXSID9058656|,DTXSID0045040|,DTXSID5046982|,DTXSID0052679|,0,0,0,1,0,0,0,0,0,0,0.771112001225811,1.72,12.6935543109983,4.91620655011872,1.12554307962843,3.242,0.232235999999999,11548.087887096,1.59558143929995,85.5308465185971
DTXSID90893241,NaN,0,1,0.441437776931626,0.720718888465813,81335-37-7|,91-96-3|,14233-37-5|,43051-46-3|,7417-99-4|,CABMTIJINOIHOD-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BLFZMXOCPASACY-UHFFFAOYSA-N,OYTLLQHYKCEMGB-UHFFFAOYSA-N,XECQDYXJWMHGBI-UHFFFAOYSA-N,DTXSID3024152|,DTXSID5059034|,DTXSID2041250|,DTXSID5068449|,DTXSID1064665|,0,0,0,0,0,0,0,0,0,0,0.868618148990493,2.043,11.6722410462903,4.81711167805912,1.0481898790725,2.344,-0.248390759619738,7237.425276,0.707422052154195,114.931396843823
DTXSID6044432,1,0,1,0.462874802907191,0.731437401453595,479-27-6|,80-05-7|,1212-29-9|,97-39-2|,101-77-9|,YFOOEYJGMMJJLS-UHFFFAOYSA-N,IISBACLAFKSPIT-UHFFFAOYSA-N,KAJICSGLHKRDLN-UHFFFAOYSA-N,OPNUROKCUBTKLF-UHFFFAOYSA-N,YBRVSVVVWCFQMG-UHFFFAOYSA-N,DTXSID6044432|,DTXSID7020182|,DTXSID9020451|,DTXSID2026606|,DTXSID6022422|,0,0,0,0,0,0,0,0,0,0,0.977465088119371,1.148,10.8756647701757,3.95820205535188,0.791881902998983,1.364,-0.203311888888887,2508.171189,0.578472222222222,-46.057679833334
DTXSID7047770,NaN,0,0,0.299974369545445,0.649987184772723,81-15-2|,605-71-0|,610-39-9|,121-14-2|,88-85-7|,XMWRWTSZNLOZFN-UHFFFAOYSA-N,ZUTCJXFCHHDFJS-UHFFFAOYSA-N,INYDMNPNDHRJQJ-UHFFFAOYSA-N,RMBFBMJGBANMMK-UHFFFAOYSA-N,OWZPCEFYPSAJFR-UHFFFAOYSA-N,DTXSID1021405|,DTXSID4025165|,DTXSID8027240|,DTXSID0020529|,DTXSID3020207|,0,0,0,0,0,0,0,0,0,0,0.42296566390082,-0.849,9.92025816278422,4.91102587206642,0.904273203835488,1.666,1.8898432,6938.31766700001,0.892291666666667,361.7183354064
DTXSID1022398,NaN,0,1,0.269723647999239,0.480353326812146,56-89-3|,83-88-5|,961-11-5|,839-90-7|,2636-26-2|,LEVWYRKDKASIDU-UHFFFAOYSA-N,AUNGANRZJHBGPY-UHFFFAOYSA-N,UBCKGWBNUIFUST-UHFFFAOYSA-N,BPXVHIRIPLPOPT-UHFFFAOYSA-N,SCKHCCSZFPSHGR-UHFFFAOYSA-N,DTXSID2046418|,DTXSID8021777|,DTXSID1021320|,DTXSID4026266|,DTXSID0041806|,1,0,0,0,0,0,0,0,0,0,0.718951843502403,1.861,10.0052674241097,4.87751878888009,0.765443353573877,2.472,-1.1972975,7278.554261,1.14840277777778,-0.907879480468004
DTXSID8022450,NaN,0,1,0.268270256215513,0.479626630920283,31127-54-5|,1918-02-1|,839-90-7|,149-91-7|,56-89-3|,ZRDYULMDEGRWRC-UHFFFAOYSA-N,NQQVFXUMIDALNH-UHFFFAOYSA-N,BPXVHIRIPLPOPT-UHFFFAOYSA-N,LNTHITQWFMADLM-UHFFFAOYSA-N,LEVWYRKDKASIDU-UHFFFAOYSA-N,DTXSID5047956|,DTXSID1021160|,DTXSID4026266|,DTXSID0020650|,DTXSID2046418|,0,0,0,1,1,0,0,0,1,0,0.772316502128062,1.481,10.0207030635418,4.79220773686459,0.78355308079035,2.443,-1.38634142560554,6908.804723,1.04303854875283,-40.9821265467117
DTXSID0068494,NaN,1,1,0.748121226441894,0.874060613220947,142-77-8|,32360-05-7|,112-62-9|,3234-85-3|,65119-95-1|,WIBFFTLQMKKBLZ-UHFFFAOYSA-N,HMZGPNHSPWNGEP-UHFFFAOYSA-N,QYDYPVFESGNLHU-UHFFFAOYSA-N,DZKXJUASMGQEMA-UHFFFAOYSA-N,YGTSVJQQDISEHZ-UHFFFAOYSA-N,DTXSID7027099|,DTXSID6027975|,DTXSID5025811|,DTXSID5047403|,DTXSID50337656|,1,1,1,1,1,1,1,1,1,1,1.29643178392453,0.442,7.64192217839721,5.03475949284244,1.52235567798178,0.207,0.0601034068472786,4225.47546100004,0.599875766672088,-698.860701168025
DTXSID9063613,NaN,1,1,0.812924765447598,0.906462382723799,32360-05-7|,142-77-8|,112-62-9|,28623-46-3|,112-31-2|,HMZGPNHSPWNGEP-UHFFFAOYSA-N,WIBFFTLQMKKBLZ-UHFFFAOYSA-N,QYDYPVFESGNLHU-UHFFFAOYSA-N,MVDGSHXQMOKTDJ-UHFFFAOYSA-N,KSMVZQYAVGTKIV-UHFFFAOYSA-N,DTXSID6027975|,DTXSID7027099|,DTXSID5025811|,DTXSID50873468|,DTXSID4021553|,1,1,1,1,1,1,1,1,1,1,1.28007123869976,0.442,7.63627307926637,5.01014700346643,1.52451801741972,0.207,0.0578543310657447,3831.962003,0.600959189021744,-616.366299326526
DTXSID4040715,NaN,1,1,0.721495173475653,0.860747586737826,591-31-1|,123-11-5|,120-14-9|,17747-43-2|,140-11-4|,WMPDAIZRQDCGFH-UHFFFAOYSA-N,ZRSNZINYAWTAHE-UHFFFAOYSA-N,WJUFSDZVCOTFON-UHFFFAOYSA-N,QZDWODWEESGPLC-UHFFFAOYSA-N,QUKGYYKBILRGFE-UHFFFAOYSA-N,DTXSID5044447|,DTXSID2026997|,DTXSID7026285|,DTXSID20170315|,DTXSID0020151|,1,1,1,1,1,1,1,1,1,1,0.778746158430147,0.728,7.86869770174582,4.4506822023356,1.25057620926441,0.845,-0.0611852307692305,1985.248458,0.747254818594104,-123.769481260355
DTXSID3026279,1,0,1,0.395802581312899,0.69790129065645,482-89-3|,81335-37-7|,91-96-3|,13710-19-5|,7417-99-4|,ZYXBTFUCIUWLOM-UHFFFAOYSA-N,CABMTIJINOIHOD-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,XECQDYXJWMHGBI-UHFFFAOYSA-N,DTXSID3026279|,DTXSID3024152|,DTXSID5059034|,DTXSID1045409|,DTXSID1064665|,0,0,0,0,0,0,0,0,0,0,0.658062698357423,1.844,10.5922028936505,4.7325129944793,0.855303515480747,2.19,-0.103093,5117.572268,0.918819444444444,-165.077747171874
DTXSID3063623,NaN,0,0,0.294320831924418,0.647160415962209,26630-87-5|,81-77-6|,NOCAS_859909|,NOCAS_859966|,1552-42-7|,UGFKGKQLDQFUEG-UHFFFAOYSA-N,UHOKSCJSTAHBSO-UHFFFAOYSA-N,LQZFGPJGXVFSTR-UHFFFAOYSA-N,GNCOVOVCHIHPHP-UHFFFAOYSA-N,IPAJDLMMTVZVPP-UHFFFAOYSA-N,|,DTXSID2026280|,DTXSID50859909|,DTXSID70859966|,DTXSID8024866|,0,0,0,0,0,0,0,0,0,0,0.844522303059149,2.262,11.9680950565489,4.68815592889751,0.927298670826495,4.142,-0.382762062819594,13290.476458,0.645514600440768,1054.17720623228
DTXSID8063628,NaN,0,1,0.552897816576608,0.62194041110083,77-73-6|,91-14-5|,4994-16-5|,28106-30-1|,98-83-9|,HECLRDQVFMWTQS-UHFFFAOYSA-N,MYRTYDVEIRVNKP-UHFFFAOYSA-N,XWCWNUSFQVJNDI-UHFFFAOYSA-N,VTPNYMSKBPZSTF-UHFFFAOYSA-N,XYLMUPLGERFSHI-UHFFFAOYSA-N,DTXSID5025023|,DTXSID30110005|,DTXSID9047176|,DTXSID5027938|,DTXSID9025661|,0,0,1,0,0,0,0,0,0,0,0.887727509365475,0.183,10.2804103917235,3.77127889167357,0.936191394509899,0.644,0.0170997916666687,1430.441073,0.364183581611657,19.1476674496525
DTXSID5052125,NaN,0,1,0.634487578178293,0.598997952537292,122-03-2|,536-66-3|,2631-40-5|,98-73-7|,1200-14-2|,WTWBUQJHJGUZCY-UHFFFAOYSA-N,CKMXAIVXVKGGFM-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,KDVYCTOWXSLNNI-UHFFFAOYSA-N,ARIREUPIXAKDAY-UHFFFAOYSA-N,DTXSID9021974|,DTXSID6060210|,DTXSID6042072|,DTXSID0040703|,DTXSID0061616|,1,1,0,0,0,1,1,1,1,1,0.929355484711595,0.439,9.06457665121249,4.55677738679927,1.09812247263391,0.819,9.24607612695638e-16,2179.140451,0.661805555555556,277.436525438563
DTXSID50883401,NaN,0,1,0.504305727408052,0.597644366516552,2668-47-5|,119-47-1|,521-35-7|,88-26-6|,91-53-2|,JIEWQZNTUPWNMX-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,VBGLYOIFKLUMQG-UHFFFAOYSA-N,HNURKXXMYARGAY-UHFFFAOYSA-N,DECIPOUIJURFOJ-UHFFFAOYSA-N,DTXSID7062582|,DTXSID4020870|,DTXSID3048996|,DTXSID7020211|,DTXSID9020582|,0,0,1,0,0,0,0,0,0,0,1.13072126700742,0.75,10.5548153872607,4.27442889854879,1.24222818563484,1.493,-0.0183236265432354,7438.46019900001,0.480804777833999,690.009544140437
DTXSID8027581,1,0,1,0.693313648106318,0.692148326865685,4904-61-4|,6842-15-5|,111-78-4|,100-40-3|,1077-16-3|,ZOLLIQAKMYWTBR-FFWAUJBHSA-N,RCRMTWBZRLYXQC-UHFFFAOYSA-N,VYXHVRARDIDEHS-QGTKBVGQSA-N,BBDKZWKEPDTENS-UHFFFAOYSA-N,LTEQMZWBSYACLV-UHFFFAOYSA-N,DTXSID8027581|,DTXSID6027634|,DTXSID0026888|,DTXSID3021437|,DTXSID8061476|,0,0,0,0,1,0,0,0,0,0,1.20833333333333,0.136,7.81633956328267,3.70391437749914,1.20833333333333,0.656,2.72872002771152e-15,2191.410156,0.345727040816327,-406.781790240001
DTXSID8049412,NaN,1,1,0.50257751923547,0.557575816256338,10041-06-2|,584-84-9|,93-10-7|,26226-72-2|,136-36-7|,GAIQQJIMVVUTQN-UHFFFAOYSA-N,DVKJHBMWWAPEIU-UHFFFAOYSA-N,LOAUVZALPPNFOQ-UHFFFAOYSA-N,ZVRJEYAQESBSSH-UHFFFAOYSA-N,GDESWOTWNNGOMW-UHFFFAOYSA-N,DTXSID50143259|,DTXSID7026156|,DTXSID6059079|,DTXSID10288175|,DTXSID1038878|,1,0,1,1,1,0,1,1,1,1,0.648920739013528,1.353,8.93482983873653,4.54309823312675,0.885243685488191,1.407,-0.135884179930796,1755.753813,0.7,-74.6549120000001
DTXSID0063650,NaN,0,1,0.563738012973502,0.781869006486751,85-45-0|,97-52-9|,96-96-8|,2042-14-0|,2581-34-2|,GVBUHJSIDPIOBZ-UHFFFAOYSA-N,GVBHRNIWBGTNQA-UHFFFAOYSA-N,QFMJFXFXQAFGBO-UHFFFAOYSA-N,BQEXDUKMTVYBRK-UHFFFAOYSA-N,PIIZYNQECPTVEO-UHFFFAOYSA-N,DTXSID1058921|,DTXSID0038700|,DTXSID3044750|,DTXSID90879085|,DTXSID2062535|,0,0,0,0,0,0,0,0,0,0,0.75845006315386,0.584,8.93781975253495,4.91698229190499,1.02913301073907,1.331,0.360570086956522,2788.38655,0.692009637188209,-118.422421489603
DTXSID5041516,NaN,0,1,0.539811632202385,0.576192872739796,517-23-7|,136-45-8|,2881-83-6|,16867-04-2|,16935-34-5|,OMQHDIHZSDEIFH-UHFFFAOYSA-N,IITCWRFYJWUUPC-UHFFFAOYSA-N,KRAHENMBSVAAHD-UHFFFAOYSA-N,UVHNFZKPTQUPLV-UHFFFAOYSA-N,PBNUQCWZHRMSMS-UHFFFAOYSA-N,DTXSID6044436|,DTXSID8032544|,DTXSID5062683|,DTXSID0051782|,|,1,0,1,0,0,0,0,1,1,0,0.701454016058241,1.116,7.9788819343041,4.90798323431977,1.2951355150712,0.66,-0.0752631111111115,1531.510491,0.800694444444444,78.8193292345677
DTXSID4052130,NaN,0,0,0.184536656924404,0.592268328462202,NOCAS_859909|,55250-84-5|,NOCAS_859966|,26630-87-5|,NOCAS_859915|,LQZFGPJGXVFSTR-UHFFFAOYSA-N,CEGHCPGGKKWOKF-UHFFFAOYSA-N,GNCOVOVCHIHPHP-UHFFFAOYSA-N,UGFKGKQLDQFUEG-UHFFFAOYSA-N,NKXPXRNUMARIMZ-UHFFFAOYSA-N,DTXSID50859909|,|,DTXSID70859966|,|,DTXSID60859915|,0,0,0,0,0,0,0,0,0,0,0.642173875748163,1.142,12.5301982345651,4.70040379897741,0.82499550884951,6.476,-0.0126180493827203,18625.636416,0.627483930211203,973.633458217585
DTXSID2029874,NaN,0,1,0.504933630924786,0.752466815462393,4433-79-8|,51877-74-8|,840-65-3|,1982-47-4|,5902-51-2|,MOUVJGIRLPZEES-UHFFFAOYSA-N,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,GYUVMLBYMPKZAZ-UHFFFAOYSA-N,IVUXTESCPZUGJC-UHFFFAOYSA-N,FNEQOVOLKIIMTA-UHFFFAOYSA-N,DTXSID5029265|,DTXSID8058116|,DTXSID6029202|,DTXSID7040287|,DTXSID8024317|,0,0,0,0,0,0,0,0,0,0,0.647415539401535,1.134,9.58850075043398,4.61417361091776,1.04639355324974,1.588,-0.0438917499999995,6296.79368600002,0.690079250483141,720.161716998111
DTXSID6031380,NaN,1,1,0.408381130859281,0.549682068242167,1758-73-2|,74-79-3|,56-85-9|,959-26-2|,139-13-9|,FYOWZTWVYZOZSI-UHFFFAOYSA-N,ODKSFYDXXFIFQN-UHFFFAOYSA-N,ZDXPYRJPNDTMRX-UHFFFAOYSA-N,QPKOBORKPHRBPS-UHFFFAOYSA-N,MGFYIUFZLHCRTH-UHFFFAOYSA-N,DTXSID4029224|,DTXSID6041056|,DTXSID1023100|,DTXSID3052644|,DTXSID6020939|,1,1,1,1,0,1,1,1,1,1,0.701355853031842,1.878,8.17201039523878,5.32159511977007,1.18810451989805,1.28,-0.849043937499999,1218.197149,0.772916666666667,-53.5599805312503
DTXSID5038757,NaN,1,1,0.361673098730846,0.52632805217795,1071-93-8|,68-11-1|,57-13-6|,50-21-5|,107-92-6|,IBVAQQYNSHJXBV-UHFFFAOYSA-N,CWERGRDVMFNCDR-UHFFFAOYSA-N,XSQUKJJJFZCRTK-UHFFFAOYSA-N,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,FERIUCNNQQJTOY-UHFFFAOYSA-N,DTXSID0044361|,DTXSID8026141|,DTXSID4021426|,DTXSID7023192|,DTXSID8021515|,0,1,1,1,1,1,1,1,1,1,1.00783961186923,-0.235,5.88600904159601,4.92079463846764,1.16193029607481,0.277,-0.564879999999999,346.434417,0.739583333333333,-16.3378249166666
DTXSID1029621,NaN,1,1,0.346809939749843,0.518896472687448,144-62-7|,79-14-1|,141-82-2|,298-12-4|,123-77-3|,MUBZPKHOEPUJKR-UHFFFAOYSA-N,AEMRFAOFKBGASW-UHFFFAOYSA-N,OFOBLEOULBTSOW-UHFFFAOYSA-N,HHLFWLYXYJOTON-UHFFFAOYSA-N,XOZUGNYVDXMRKW-UHFFFAOYSA-N,DTXSID0025816|,DTXSID0025363|,DTXSID7021659|,DTXSID5021594|,DTXSID0024553|,1,1,1,1,0,1,1,1,1,1,0.910447490588069,0.401,3.58170110870006,5.10251106766447,1.57216662906576,0.125,-1.17304711111111,1.016064,1.04027777777778,64.9350198888889
DTXSID3027584,1,0,1,0.442776476042189,0.721388238021095,4979-32-2|,95-33-0|,102-77-2|,96-69-5|,3864-99-1|,CMAUJSNXENPPOF-UHFFFAOYSA-N,DEQZTKGFXNUBJL-UHFFFAOYSA-N,MHKLKWCYGIBEQF-UHFFFAOYSA-N,HXIQYSLFEXIOAV-UHFFFAOYSA-N,UWSMKYBKUPAEJQ-UHFFFAOYSA-N,DTXSID3027584|,DTXSID5020360|,DTXSID0021096|,DTXSID4021341|,DTXSID4038893|,0,0,0,0,0,0,0,0,0,0,0.783901783907963,0.746,13.827665673554,4.12584660885993,0.938783019528549,1.97,0.200348121615995,7679.56198100001,0.428515054169816,942.724407118286
DTXSID60858827,NaN,1,1,0.703306601346513,0.65794035731186,80-56-8|,100-18-5|,138-86-3|,99-85-4|,586-62-9|,GRWFGVWFFZKLTI-UHFFFAOYSA-N,SPPWGCYEYAMHDT-UHFFFAOYSA-N,XMGQYMWWDOXHJM-UHFFFAOYSA-N,YKFLAYDHMOASIY-UHFFFAOYSA-N,MOYAFQVGZZPNRA-UHFFFAOYSA-N,DTXSID4026501|,DTXSID2026652|,DTXSID2029612|,DTXSID6041210|,DTXSID0027222|,1,0,1,1,1,0,1,1,1,1,1.20370370370371,0.163,9.26543295602701,3.88413027519242,1.2037037037037,0.549,0.00898120710059407,1351.14135,0.290277777777778,168.346225532544
DTXSID2044680,NaN,0,1,0.487219978556232,0.743609989278116,102-71-6|,122-20-3|,139-87-7|,23235-61-2|,115-70-8|,GSEJCLTVZPLZKY-UHFFFAOYSA-N,SLINHMUFWFWBMU-UHFFFAOYSA-N,AKNUHUCEWALCOI-UHFFFAOYSA-N,WMYINDVYGQKYMI-UHFFFAOYSA-N,IOAOAKDONABGPZ-UHFFFAOYSA-N,DTXSID9021392|,DTXSID5021415|,DTXSID8041955|,DTXSID9044879|,DTXSID3029150|,0,0,0,0,0,0,0,0,0,0,1.23430952223664,1.827,8.5956306989993,4.62237941259368,1.67676304719705,0.733,-0.410187453032102,2110.05677,0.643862670068027,-405.686290397147
DTXSID2022042,NaN,1,1,0.627950845469782,0.620262479373495,105-05-5|,106-42-3|,103-65-1|,108-38-3|,95-47-6|,DSNHSQKRULAAEI-UHFFFAOYSA-N,URLKBWYHVLBVBO-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,CTQNGGLPUBDAKN-UHFFFAOYSA-N,DTXSID4026711|,DTXSID2021868|,DTXSID3042219|,DTXSID6026298|,DTXSID3021807|,0,1,1,1,1,0,1,0,1,0,1.07936507936508,0.128,8.06689472632454,3.87540075518562,1.07936507936508,0.562,0.00820622837370362,96.012,0.290277777777778,-122.741663103806
DTXSID6042074,NaN,0,1,0.77312330415053,0.886561652075265,89-83-8|,89-72-5|,2416-94-6|,585-34-2|,99-71-8|,MGSRCZKZVOBKFT-UHFFFAOYSA-N,NGFPWHGISWUQOI-UHFFFAOYSA-N,QQOMQLYQAXGHSU-UHFFFAOYSA-N,CYEKUDPFXBLGHH-UHFFFAOYSA-N,ZUTYZAFDFLLILI-UHFFFAOYSA-N,DTXSID6034972|,DTXSID2022331|,DTXSID6022187|,DTXSID9044825|,DTXSID7022332|,0,0,0,0,0,0,0,0,0,0,1.07501562528772,0.431,9.03319515634894,4.14948885701943,1.11818632836564,0.83,-0.0945046399999985,1730.2116,0.564027777777778,243.036710020799
DTXSID9060104,2,1,1,0.864826228790551,0.777904617207802,499-80-9|,499-83-2|,100-26-5|,89-00-9|,121-91-5|,MJIVRKPEXXHNJT-UHFFFAOYSA-N,WJJMNDUMQPNECX-UHFFFAOYSA-N,LVPMIMZXDYBCDF-UHFFFAOYSA-N,GJAWHXHKYYXBSV-UHFFFAOYSA-N,QQVIHTHCMHWDBS-UHFFFAOYSA-N,DTXSID9060104|,DTXSID7022043|,DTXSID3059210|,DTXSID8041327|,DTXSID3021485|,1,1,0,1,1,1,1,1,1,1,0.702765937792842,1.076,8.22719795557324,4.75817796670502,0.892131127980523,0.874,-0.720478117647059,2202.832007,0.797879818594105,18.9906904221453
DTXSID7020637,2,1,1,0.323806155082498,0.661903077541249,50-00-0|,75-07-0|,75-05-8|,75-21-8|,64-18-6|,WSFSSNUMVMOOMR-UHFFFAOYSA-N,IKHGUXGNUITLKF-UHFFFAOYSA-N,WEVYAHXRMPXWCK-UHFFFAOYSA-N,IAYPIBMASNFSPL-UHFFFAOYSA-N,BDAGIHXWWSANSR-UHFFFAOYSA-N,DTXSID7020637|,DTXSID5039224|,DTXSID7020009|,DTXSID0020600|,DTXSID2024115|,1,1,1,1,1,1,1,1,1,1,0.729434636610211,0.427,2.69605603653224,3.53418351264208,1.97391079170694,0.162,-0.0224999999999999,0,1,-68.14652025
DTXSID2044345,NaN,0,1,0.356393659561551,0.678196829780775,26630-87-5|,59722-76-8|,10319-14-9|,20241-76-3|,91-96-3|,UGFKGKQLDQFUEG-UHFFFAOYSA-N,NXLZYWCPIVGZKC-UHFFFAOYSA-N,DVBLPJWQXDCAKU-UHFFFAOYSA-N,DYALWCKAJBVSBZ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,|,DTXSID8069351|,DTXSID2044503|,DTXSID1066578|,DTXSID5059034|,0,0,0,0,0,0,0,0,0,0,0.473580461246749,1.829,11.1727630061041,4.64705057222827,0.672657842468233,3.125,-0.247551908163266,11540.878131,0.636059845748999,769.26991575
DTXSID7058757,NaN,1,1,0.363929768730743,0.527456387177898,461-58-5|,79-06-1|,57-13-6|,123-31-9|,108-46-3|,QGBSISYHAICWAH-UHFFFAOYSA-N,HRPVXLWXLXDGHG-UHFFFAOYSA-N,XSQUKJJJFZCRTK-UHFFFAOYSA-N,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,GHMLBKRAJCXXBS-UHFFFAOYSA-N,DTXSID1020354|,DTXSID5020027|,DTXSID4021426|,DTXSID7020716|,DTXSID2021238|,0,1,1,1,1,1,1,1,1,1,1.22329670762322,1.238,5.63153852180232,4.32714446480592,0.975837354455012,0.715,-0.491889827160493,8.128512,0.769444444444444,76.6250894197531
DTXSID0048686,NaN,0,1,0.328165252626907,0.470369682952057,BioUlt-30-3|,81335-37-7|,14233-37-5|,66-81-9|,13358-11-7|,BRDXNBARQIJLOG-UHFFFAOYSA-N,CABMTIJINOIHOD-UHFFFAOYSA-N,BLFZMXOCPASACY-UHFFFAOYSA-N,YPHMISFOHDHNIV-UHFFFAOYSA-N,MVKYQJHRHHQPDM-UHFFFAOYSA-N,|,DTXSID3024152|,DTXSID2041250|,DTXSID6024882|,DTXSID9042176|,1,0,0,1,0,0,0,0,0,0,0.891701031117481,1.849,12.6355271725485,5.18717613164619,1.19683855151267,1.541,-0.302666977694174,11371.693094,0.856532920943094,567.191477810538
DTXSID5021122,1,0,1,0.498351452538244,0.594667229081648,50-06-6|,57-41-0|,76-93-7|,510-15-6|,482-05-3|,DDBREPKUVSBGFI-UHFFFAOYSA-N,CXOFVDLJLONNDW-UHFFFAOYSA-N,UKXSKSHDVLQNKG-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,GWZCCUDJHOGOSO-UHFFFAOYSA-N,DTXSID5021122|,DTXSID8020541|,DTXSID0058805|,DTXSID9020299|,DTXSID0060064|,0,0,0,0,1,0,0,0,0,0,0.720792382789101,0.954,11.7909419368546,4.79511720578478,1.02111827823157,1.678,-0.243747747919144,5671.073033,0.738819444444444,219.679967281807
DTXSID2047307,NaN,0,1,0.449346572012658,0.724673286006329,91-96-3|,5809-23-4|,43051-46-3|,16203-97-7|,13676-54-5|,CRRLDLPBQWRVGN-UHFFFAOYSA-N,FQNKTJPBXAZUGC-UHFFFAOYSA-N,OYTLLQHYKCEMGB-UHFFFAOYSA-N,IPWOSICBVUXMML-UHFFFAOYSA-N,XQUPVDVFXZDTLT-UHFFFAOYSA-N,DTXSID5059034|,DTXSID4027604|,DTXSID5068449|,DTXSID20167301|,DTXSID8044381|,0,0,0,0,0,0,0,0,0,0,0.754953941203213,1.334,10.0282526646651,4.75676686190839,1.06696710600271,2.642,-0.229264802768167,7049.414506,0.760717198916603,177.502887444445
