MoleculeID,ReadyBiodeg_exp,ReadyBiodeg_pred,AD_ReadyBiodeg,AD_index_ReadyBiodeg,Conf_index_ReadyBiodeg,ReadyBiodeg_CAS_neighbor_1,ReadyBiodeg_CAS_neighbor_2,ReadyBiodeg_CAS_neighbor_3,ReadyBiodeg_CAS_neighbor_4,ReadyBiodeg_CAS_neighbor_5,ReadyBiodeg_InChiKey_neighbor_1,ReadyBiodeg_InChiKey_neighbor_2,ReadyBiodeg_InChiKey_neighbor_3,ReadyBiodeg_InChiKey_neighbor_4,ReadyBiodeg_InChiKey_neighbor_5,ReadyBiodeg_DTXSID_neighbor_1,ReadyBiodeg_DTXSID_neighbor_2,ReadyBiodeg_DTXSID_neighbor_3,ReadyBiodeg_DTXSID_neighbor_4,ReadyBiodeg_DTXSID_neighbor_5,ReadyBiodeg_Exp_neighbor_1,ReadyBiodeg_Exp_neighbor_2,ReadyBiodeg_Exp_neighbor_3,ReadyBiodeg_Exp_neighbor_4,ReadyBiodeg_Exp_neighbor_5,ReadyBiodeg_pred_neighbor_1,ReadyBiodeg_pred_neighbor_2,ReadyBiodeg_pred_neighbor_3,ReadyBiodeg_pred_neighbor_4,ReadyBiodeg_pred_neighbor_5,GATS1m,MLFER_BO,BCUTp_1h,SpMax1_Bhs,GATS1p,MLFER_E,ATSC1e,ATS4m,hmax,ATSC2m
DTXSID8039241,2,1,1,0.668376520697407,0.640475316987307,100-52-7|,104-87-0|,100-54-9|,140-29-4|,100-47-0|,HUMNYLRZRPPJDN-UHFFFAOYSA-N,FXLOVSHXALFLKQ-UHFFFAOYSA-N,GZPHSAQLYPIAIN-UHFFFAOYSA-N,SUSQOBVLVYHIEX-UHFFFAOYSA-N,JFDZBHWFFUWGJE-UHFFFAOYSA-N,DTXSID8039241|,DTXSID9041520|,DTXSID1026665|,DTXSID2021492|,DTXSID7021491|,1,1,0,1,1,1,1,1,1,0,0.737254893720943,0.475,7.68053947730529,4.42735452903525,0.926434104595298,0.795,1.05709711817337e-17,675.906259,0.7,-181.298567571428
DTXSID6026664,NaN,0,1,0.655040192391556,0.609274259643924,103-29-7|,108-98-5|,101-81-5|,108-57-6|,4994-16-5|,QWUWMCYKGHVNAV-UHFFFAOYSA-N,RMVRSNDYEFQCLF-UHFFFAOYSA-N,CZZYITDELCSZES-UHFFFAOYSA-N,PRJNEUBECVAVAG-UHFFFAOYSA-N,XWCWNUSFQVJNDI-UHFFFAOYSA-N,DTXSID8041668|,DTXSID7026811|,DTXSID1041891|,DTXSID30110020|,DTXSID9047176|,1,0,0,0,1,0,0,1,0,0,0.959273523667779,0.124,9.00413324592754,3.81771631498859,0.950774434989866,1.233,-0.0190295624999993,1144.563057,0.431683813443073,-408.045467714844
DTXSID1026665,1,0,1,0.627531768412376,0.620052940844791,100-54-9|,100-52-7|,623-26-7|,100-47-0|,626-17-5|,GZPHSAQLYPIAIN-UHFFFAOYSA-N,HUMNYLRZRPPJDN-UHFFFAOYSA-N,BHXFKXOIODIUJO-UHFFFAOYSA-N,JFDZBHWFFUWGJE-UHFFFAOYSA-N,LAQPNDIUHRHNCV-UHFFFAOYSA-N,DTXSID1026665|,DTXSID8039241|,DTXSID1060768|,DTXSID7021491|,DTXSID7027259|,0,1,0,1,0,1,1,0,0,0,0.633930674806196,0.537,7.54727495943332,4.26947035211783,0.930563641306716,0.786,-0.0104533333333332,602.531959,0.649652777777778,-115.122891
DTXSID9021841,1,0,1,0.744361285955971,0.717672145790512,100-61-8|,103-69-5|,696-44-6|,100-46-9|,611-21-2|,AFBPFSWMIHJQDM-UHFFFAOYSA-N,OJGMBLNIHDZDGS-UHFFFAOYSA-N,FBGJJTQNZVNEQU-UHFFFAOYSA-N,WGQKYBSKWIADBV-UHFFFAOYSA-N,GUAWMXYQZKVRCW-UHFFFAOYSA-N,DTXSID9021841|,DTXSID1025271|,DTXSID2061014|,DTXSID5021839|,DTXSID4060600|,0,0,0,1,0,0,0,0,0,0,0.998686563423885,0.55,7.96213078215539,3.79929468303029,1.05555832883783,0.856,-0.0195538823529393,672.707135,0.462152777777778,-84.9612027231831
DTXSID4021842,NaN,1,1,0.449663676788443,0.531118895032825,96-29-7|,5392-40-5|,1200-14-2|,111-69-3|,140-11-4|,WHIVNJATOVLWBW-UHFFFAOYSA-N,WTEVQBCEXWBHNA-UHFFFAOYSA-N,ARIREUPIXAKDAY-UHFFFAOYSA-N,BTGRAWJCKBQKAO-UHFFFAOYSA-N,QUKGYYKBILRGFE-UHFFFAOYSA-N,DTXSID1021821|,DTXSID6024836|,DTXSID0061616|,DTXSID3021936|,DTXSID0020151|,0,1,0,1,1,1,1,1,1,1,1.04384958727599,0.577,7.64166581340823,4.67306511467092,1.25539294700163,0.606,0.291074526315791,835.092327,0.821388888888889,-138.319978711911
DTXSID0034857,NaN,0,1,0.428735479140758,0.520654796208982,89-32-7|,51338-27-3|,13710-19-5|,4433-79-8|,5809-23-4|,ANSXAPJVJOKRDJ-UHFFFAOYSA-N,BACHBFVBHLGWSL-UHFFFAOYSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,MOUVJGIRLPZEES-UHFFFAOYSA-N,FQNKTJPBXAZUGC-UHFFFAOYSA-N,DTXSID1026536|,DTXSID0032605|,DTXSID1045409|,DTXSID5029265|,DTXSID4027604|,1,1,0,0,0,0,0,0,0,0,0.580345729803564,1.414,9.13741919153872,4.63371222694402,1.05175279946192,2.176,-0.214633909140075,6354.884694,0.904090081751431,386.177403488914
DTXSID4041608,2,1,1,0.786902800453622,0.738942903039337,100-66-3|,108-99-6|,109-06-8|,103-73-1|,108-47-4|,RDOXTESZEPMUJZ-UHFFFAOYSA-N,ITQTTZVARXURQS-UHFFFAOYSA-N,BSKHPKMHTQYZBB-UHFFFAOYSA-N,DLRJIFUOBPOJNS-UHFFFAOYSA-N,JYYNAJVZFGKDEQ-UHFFFAOYSA-N,DTXSID4041608|,DTXSID9021897|,DTXSID9021899|,DTXSID7059278|,DTXSID2051556|,1,0,1,1,1,1,1,1,1,1,0.863463950513884,0.35,7.34263326210312,3.81268454959162,1.16035684071032,0.678,0.018387000000001,674.402615,0.535972222222222,-72.0783766874998
DTXSID1026667,1,0,1,0.688088204536019,0.60797612476822,100-69-6|,100-43-6|,96-09-3|,108-99-6|,109-06-8|,KGIGUEBEKRSTEW-UHFFFAOYSA-N,KFDVPJUYSDEJTH-UHFFFAOYSA-N,AWMVMTVKBNGEAK-UHFFFAOYSA-N,ITQTTZVARXURQS-UHFFFAOYSA-N,BSKHPKMHTQYZBB-UHFFFAOYSA-N,DTXSID1026667|,DTXSID0051499|,DTXSID2021286|,DTXSID9021897|,DTXSID9021899|,0,0,1,0,1,1,1,0,1,1,0.838311702960609,0.448,7.96488053793021,3.7863848773383,1.01815825335254,0.769,0.0188160000000008,599.268603,0.575,-81.062681222222
DTXSID0037495,NaN,0,1,0.443291617749525,0.721645808874763,122-34-9|,1912-24-9|,1982-47-4|,139-40-2|,101-80-4|,ODCWYMIRDDJXKW-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,IVUXTESCPZUGJC-UHFFFAOYSA-N,WJNRPILHGGKWCK-UHFFFAOYSA-N,HLBLWEWZXPIGSM-UHFFFAOYSA-N,DTXSID4021268|,DTXSID9020112|,DTXSID7040287|,DTXSID3021196|,DTXSID0021094|,0,0,0,0,0,0,0,0,0,0,0.582283151792705,1.149,8.28764990071437,4.12061728016799,0.971438238141,1.94,-0.49367242105263,2871.725201,0.626724930713026,510.303457240997
DTXSID5025312,1,0,1,0.502661658713385,0.596822332169219,100-74-3|,10315-98-7|,280-57-9|,2426-08-6|,110-91-8|,HVCNXQOWACZAFN-UHFFFAOYSA-N,QKVSMSABRNCNRS-UHFFFAOYSA-N,IMNIMPAHZVJRPE-UHFFFAOYSA-N,YSUQLAYJZDEMOT-UHFFFAOYSA-N,YNAVUWVOSKDBBP-UHFFFAOYSA-N,DTXSID5025312|,DTXSID30145675|,DTXSID0022016|,DTXSID9024691|,DTXSID2025688|,0,0,0,1,0,0,0,0,0,0,1.10157483763279,1.049,7.8822551254534,3.7697374058588,1.77405557068651,0.377,0.0554944761904778,811.733543,0.505555555555556,-162.189219653061
DTXSID9034650,NaN,0,1,0.293917826143977,0.453245969710592,346-10-1|,24623-77-6|,961-11-5|,2502-15-0|,78-30-8|,GJVFPXBDZTWODC-UHFFFAOYSA-N,JKYKXTRKURYNGW-UHFFFAOYSA-N,UBCKGWBNUIFUST-UHFFFAOYSA-N,ANVREEJNGJMLOV-UHFFFAOYSA-N,YSMRWXYRXBRSND-UHFFFAOYSA-N,|,DTXSID0052679|,DTXSID1021320|,DTXSID80858783|,DTXSID6032192|,0,0,0,0,1,0,0,0,1,0,0.672626329159524,1.745,12.6885383938726,5.00759896741434,1.45386284978023,2.164,-0.746404946457545,12942.508525,1.69124280739388,868.765059027042
DTXSID9021845,NaN,1,1,0.558465907891095,0.779232953945547,2358-84-1|,923-26-2|,45096-22-8|,868-77-9|,20306-75-6|,XFCMNSHQOZQILR-UHFFFAOYSA-N,VHSHLMUCYSAUQU-UHFFFAOYSA-N,LCZVSXRMYJUNFX-UHFFFAOYSA-N,WOBHKFSMXKNTIM-UHFFFAOYSA-N,ATWLCPHWYPSRBQ-UHFFFAOYSA-N,DTXSID8044882|,DTXSID1029629|,DTXSID90871342|,DTXSID7022128|,DTXSID9040138|,1,1,0,1,1,1,1,0,1,1,0.957086067630821,1.102,7.51182730059269,4.41878579167118,1.71385266412923,0.432,-0.253461714285713,1085.768936,0.680833333333333,243.055724326531
DTXSID0027721,1,0,1,0.375155582880509,0.533069294252781,10081-67-1|,90-30-2|,25640-71-5|,492-80-8|,521-35-7|,UJAWGGOCYUPCPS-UHFFFAOYSA-N,XQVWYOYUZDUNRW-UHFFFAOYSA-N,SFJOBYZKUSLNIG-UHFFFAOYSA-N,JPIYZTWMUGTEHX-UHFFFAOYSA-N,VBGLYOIFKLUMQG-UHFFFAOYSA-N,DTXSID0027721|,DTXSID2025892|,|,DTXSID7043821|,DTXSID3048996|,0,0,0,0,1,0,0,0,0,0,0.939475900268331,1.226,11.6175741380787,3.92880463434784,0.948715446943174,2.894,0.00813099167532461,8058.471206,0.432073688271605,363.607162908171
DTXSID1047601,NaN,0,1,0.696715105618107,0.848357552809053,89-83-8|,99-88-7|,89-72-5|,2416-94-6|,87-59-2|,MGSRCZKZVOBKFT-UHFFFAOYSA-N,LRTFPLFDLJYEKT-UHFFFAOYSA-N,NGFPWHGISWUQOI-UHFFFAOYSA-N,QQOMQLYQAXGHSU-UHFFFAOYSA-N,VVAKEQGKZNKUSU-UHFFFAOYSA-N,DTXSID6034972|,DTXSID20243932|,DTXSID2022331|,DTXSID6022187|,DTXSID3026304|,0,0,0,0,0,0,0,0,0,0,1.07501562528772,0.482,8.89288671773108,4.05984922244765,1.11818632836564,0.808,-0.0945046399999985,1673.912953,0.470416666666667,156.924839060799
DTXSID20884445,NaN,1,1,0.484491614742347,0.548532864009777,40677-77-8|,2599-01-1|,110-30-5|,3234-85-3|,3061-75-4|,QZULIRBSQUIUTA-UHFFFAOYSA-N,QAKXLTNAJLFSQC-UHFFFAOYSA-N,RKISUIUJZGSLEV-UHFFFAOYSA-N,DZKXJUASMGQEMA-UHFFFAOYSA-N,ORAWFNKFUWGRJG-UHFFFAOYSA-N,|,DTXSID1062546|,DTXSID4026840|,DTXSID5047403|,DTXSID7062821|,1,1,0,1,0,1,1,1,1,1,1.40655945669838,0.678,7.80869945433274,5.16387058199267,1.49564059851603,0.453,0.00307417444162254,7728.27383900004,0.460159845496384,-1402.64575606252
DTXSID6020692,2,0,1,0.337546709156059,0.450527518026175,100-97-0|,21587-74-6|,7779-27-3|,140-31-8|,NOCAS_62547|,VKYKSIONXSXAKP-UHFFFAOYSA-N,ANOPCGQVRXJHHD-UHFFFAOYSA-N,XYRTVIAPRQLSOW-UHFFFAOYSA-N,IMUDHTPIFIBORV-UHFFFAOYSA-N,YQIXRXMOJFQVBV-UHFFFAOYSA-N,DTXSID6020692|,DTXSID8066715|,DTXSID1032511|,DTXSID2021997|,DTXSID6062547|,1,0,1,0,0,0,0,0,0,1,0.853464193704156,2.684,8.18508188967087,3.92688536427351,1.722538464393,1.128,0.00913586776859859,820.420779000001,0.5125,-78.9843853388441
DTXSID3041584,NaN,0,1,0.275487300692579,0.63774365034629,346-10-1|,59756-60-4|,84-57-1|,88-53-9|,24623-77-6|,GJVFPXBDZTWODC-UHFFFAOYSA-N,YWBVHLJPRPCRSD-UHFFFAOYSA-N,KCEIVWKDBLAQKL-UHFFFAOYSA-N,VYZCFAPUHSSYCC-UHFFFAOYSA-N,JKYKXTRKURYNGW-UHFFFAOYSA-N,|,DTXSID8024107|,DTXSID8058906|,DTXSID7026528|,DTXSID0052679|,0,0,0,0,0,0,0,0,0,0,0.576822183206104,1.354,9.90183509258535,5.39443608237832,1.13820463170344,1.252,-0.37890275208272,12701.9994793591,1.65265002120906,734.669091610713
DTXSID0026252,NaN,0,1,0.361781208483457,0.526382107054255,15205-57-9|,60628-17-3|,3811-49-2|,2636-26-2|,14816-18-3|,KKFOMYPMTJLQGA-UHFFFAOYSA-N,OGVJEUDMQQIAPV-UHFFFAOYSA-N,OUNSASXJZHBGAI-UHFFFAOYSA-N,SCKHCCSZFPSHGR-UHFFFAOYSA-N,ATROHALUCMTWTB-UHFFFAOYSA-N,|,DTXSID0069414|,DTXSID7041885|,DTXSID0041806|,DTXSID8034324|,1,0,0,0,0,0,0,0,0,0,0.673903606086651,2.111,7.76728030678707,3.84526322471647,1.31226548262242,2.145,-0.640382804967127,6025.297682868,1.22022119341564,19.2334050166543
DTXSID9020089,NaN,0,1,0.429553821525308,0.714776910762654,91-94-1|,101-14-4|,42240-73-3|,782-74-1|,583-39-1|,HUWXDEQWWKGHRV-UHFFFAOYSA-N,IBOFVQJTBBUKMU-UHFFFAOYSA-N,PPUHQXZSLCCTAN-UHFFFAOYSA-N,IWKMQNKKYZERHI-UHFFFAOYSA-N,YHMYGUUIMTVXNW-UHFFFAOYSA-N,DTXSID6020432|,DTXSID5020865|,DTXSID10195077|,DTXSID3061138|,DTXSID9025536|,0,0,0,0,0,0,0,0,0,0,0.472711204119491,1.436,9.94638659835211,3.98241008886964,0.624238153042489,2.381,-0.38793458276644,5956.368814,0.548425925925926,178.284747673469
DTXSID9034232,NaN,0,1,0.575181677596425,0.787590838798212,94-74-6|,4684-94-0|,50-78-2|,94-75-7|,59-67-6|,WHKUVVPPKQRRBV-UHFFFAOYSA-N,ZLKMOIHCHCMSFW-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,OVSKIKFHRZPJSS-UHFFFAOYSA-N,PVNIIMVLHYAWGP-UHFFFAOYSA-N,DTXSID4024195|,DTXSID7040289|,DTXSID5020108|,DTXSID0020442|,DTXSID1020932|,0,0,1,0,1,0,0,1,0,1,0.573689731015617,0.663,8.65615900868719,4.72847357359166,0.909194872794566,0.939,-0.310453454545455,2749.130041,0.847786351165981,199.087091
DTXSID5020865,1,0,1,0.573289863162173,0.786644931581087,101-14-4|,91-94-1|,97-23-4|,583-39-1|,42240-73-3|,IBOFVQJTBBUKMU-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,YHMYGUUIMTVXNW-UHFFFAOYSA-N,PPUHQXZSLCCTAN-UHFFFAOYSA-N,DTXSID5020865|,DTXSID6020432|,DTXSID6021824|,DTXSID9025536|,DTXSID10195077|,0,0,0,0,0,0,0,0,0,0,0.550461801210071,0.838,9.8615643069426,3.95780047113153,0.571029336620562,2.108,-0.306930868014269,4106.37834800001,0.544413580246914,223.272668564805
DTXSID1045033,NaN,0,1,0.257095214458357,0.474039110041705,83-88-5|,123251-96-7|,28096-93-7|,26630-87-5|,86-50-0|,AUNGANRZJHBGPY-UHFFFAOYSA-N,PEIQLVWMYVLUAU-UHFFFAOYSA-N,REJHVSOVQBJEBF-UHFFFAOYSA-N,UGFKGKQLDQFUEG-UHFFFAOYSA-N,CJJOSEISRRTUQB-UHFFFAOYSA-N,DTXSID8021777|,|,DTXSID60182371|,|,DTXSID3020122|,0,0,0,0,1,0,0,0,0,0,0.776583995791571,3.106,12.0701401632217,5.05481352741164,1.10738898281825,2.788,-0.673079330000001,15215.59158,1.09048493008314,675.81095612889
DTXSID8024101,NaN,0,1,0.329976969087184,0.664988484543592,1984-94-7|,24623-77-6|,84-57-1|,81-16-3|,599-61-1|,ZQMQGBHQZZQTJE-UHFFFAOYSA-N,JKYKXTRKURYNGW-UHFFFAOYSA-N,KCEIVWKDBLAQKL-UHFFFAOYSA-N,GWIAAIUASRVOIA-UHFFFAOYSA-N,LJGHYPLBDBRCRZ-UHFFFAOYSA-N,DTXSID80173584|,DTXSID0052679|,DTXSID8058906|,DTXSID7020922|,DTXSID3044962|,0,0,0,0,0,0,0,0,0,0,0.766321955211849,1.401,12.3106386316894,4.92617938286853,1.5225343958153,2.213,-0.247209476756198,10212.362204,1.62248437689548,781.334810648761
DTXSID4026214,1,0,1,0.556633774890923,0.778316887445462,101-20-2|,129-43-1|,97-23-4|,3380-34-5|,2050-76-2|,ICUTUKXCWQYESQ-UHFFFAOYSA-N,BTLXPCBPYBNQNR-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,HVLJEMXDXOTWLV-UHFFFAOYSA-N,DTXSID4026214|,DTXSID1020722|,DTXSID6021824|,DTXSID5032498|,DTXSID4062141|,0,0,0,0,0,0,0,0,0,0,0.485711047839232,0.593,9.79778023960067,4.58107395469699,0.595652332234522,2.106,-0.296048355867347,4708.297199,0.606157792335041,19.7857077397962
DTXSID0057918,NaN,0,1,0.343903710809714,0.453706018853003,84-61-7|,3733-79-7|,1726-23-4|,7696-12-0|,3319-31-1|,VOWAEIGWURALJQ-UHFFFAOYSA-N,OITCDHHARKRUDP-UHFFFAOYSA-N,RJIFVNWOLLIBJV-UHFFFAOYSA-N,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,KRADHMIOFJQKEZ-UHFFFAOYSA-N,DTXSID5025021|,|,DTXSID50169353|,DTXSID6032649|,DTXSID9026265|,1,0,1,0,0,1,0,0,1,1,0.857822702887096,1.405,10.9535821608282,5.18837309552767,1.1213126033938,1.226,0.431818339858391,7053.13400800001,0.808087679516251,-322.692651067468
DTXSID7020764,2,1,1,0.533586411673376,0.766793205836688,101-21-3|,637-07-0|,118-61-6|,330-55-2|,87-41-2|,CWJSHJJYOPWUGX-UHFFFAOYSA-N,KNHUKKLJHYUCFP-UHFFFAOYSA-N,GYCKQBWUSACYIF-UHFFFAOYSA-N,XKJMBINCVNINCA-UHFFFAOYSA-N,WNZQDUSMALZDQF-UHFFFAOYSA-N,DTXSID7020764|,DTXSID3020336|,DTXSID1021958|,DTXSID2024163|,DTXSID0052594|,1,1,1,0,1,1,1,1,0,1,0.60845752953905,0.324,8.96363770875022,4.61035471855274,1.01896539866343,1.016,-0.148437384615384,3288.758548,0.683341906721536,353.204321309171
DTXSID70554727,NaN,1,1,0.501961717019143,0.596472361322098,4292-10-8|,77-68-9|,141-02-6|142-16-5,103-23-1|,20548-62-3|,MRUAUOIMASANKQ-UHFFFAOYSA-O,DAFHKNAQFPVRKR-UHFFFAOYSA-N,ROPXFXOUUANXRR-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,HBGGXOJOCNVPFY-UHFFFAOYSA-N,DTXSID4041282|,DTXSID10872295|,DTXSID2051710|DTXSID2027094,DTXSID0020606|,DTXSID60860420|,1,1,1,1,1,1,0,1,1,1,1.24395429704889,1.063,9.98307236049946,5.07318405325247,1.51727659174287,0.369,0.0434110769230556,5895.34846200004,0.587152777777778,250.937314696337
DTXSID8037754,NaN,0,1,0.381395529790348,0.47245192834332,57516-73-1|,1129-41-5|,2358-84-1|,1025-15-6|,NOCAS_879385|,OGWFRFMHFVZWTI-UHFFFAOYSA-N,VOEYXMAFNDNNED-UHFFFAOYSA-N,XFCMNSHQOZQILR-UHFFFAOYSA-N,KOMNUTZXSVSERR-UHFFFAOYSA-N,IMLOZVNPFFXWAQ-UHFFFAOYSA-N,DTXSID4069187|,DTXSID8057938|,DTXSID8044882|,DTXSID0026175|,DTXSID10879385|,0,0,1,0,1,1,1,1,1,1,0.76912349660081,1.411,7.91453815969049,3.89394518996097,1.49998457640404,1.037,-0.216713454545456,4062.708189,0.772179783950617,143.906097198346
DTXSID4025587,NaN,1,1,0.631621231526367,0.66130211857571,122-03-2|,122-57-6|,2495-37-6|,103-84-4|,492-38-6|,WTWBUQJHJGUZCY-UHFFFAOYSA-N,BWHOZHOGCMHOBV-UHFFFAOYSA-N,AOJOEFVRHOZDFN-UHFFFAOYSA-N,FZERHIULMFGESH-UHFFFAOYSA-N,ONPJWQSDZCGSQM-UHFFFAOYSA-N,DTXSID9021974|,DTXSID4025662|,DTXSID0022193|,DTXSID2022543|,DTXSID3075418|,1,0,1,1,1,1,1,1,1,1,0.84515195940804,0.487,8.97038189581702,4.45140663179356,0.998312936420709,0.939,4.88324658487471e-16,1461.335956,0.672222222222222,-76.8526848775515
DTXSID1044352,NaN,1,1,0.648941203741221,0.82447060187061,140-11-4|,2495-37-6|,122-03-2|,39076-18-1|,591-31-1|,QUKGYYKBILRGFE-UHFFFAOYSA-N,AOJOEFVRHOZDFN-UHFFFAOYSA-N,WTWBUQJHJGUZCY-UHFFFAOYSA-N,YYKXNDIQHDVJKF-UHFFFAOYSA-N,WMPDAIZRQDCGFH-UHFFFAOYSA-N,DTXSID0020151|,DTXSID0022193|,DTXSID9021974|,DTXSID60192319|,DTXSID5044447|,1,1,1,1,1,1,1,1,1,1,0.802696440376939,0.466,8.50467208864456,4.54273088245992,1.1793180609179,0.704,-0.0119337142857139,1620.149512,0.671805555555556,-29.6218552244902
DTXSID7037551,2,1,1,0.644510258346008,0.60400929262115,101-42-8|,62-44-2|,588-46-5|,620-71-3|,103-84-4|,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,CPJSUEIXXCENMM-UHFFFAOYSA-N,UZJLYRRDVFWSGA-UHFFFAOYSA-N,ZTHRQJQJODGZHV-UHFFFAOYSA-N,FZERHIULMFGESH-UHFFFAOYSA-N,DTXSID7037551|,DTXSID1021116|,DTXSID6052249|,DTXSID0060721|,DTXSID2022543|,1,0,1,0,1,1,1,0,1,1,0.881295969108445,0.906,8.62950782924377,4.4515771624132,1.24237198042866,1.001,-0.0657066666666658,1824.232021,0.569444444444444,115.352739
DTXSID7051507,2,1,1,0.5979718088064,0.7989859044032,101-43-9|,5726-19-2|,5392-40-5|,645-62-5|,103-11-7|,OIWOHHBRDFKZNC-UHFFFAOYSA-N,AKIIJALHGMKJEJ-UHFFFAOYSA-N,WTEVQBCEXWBHNA-UHFFFAOYSA-N,PYLMCYQHBRSDND-UHFFFAOYSA-N,GOXQRTZXKQZDDN-UHFFFAOYSA-N,DTXSID7051507|,DTXSID70863609|,DTXSID6024836|,DTXSID4025296|,DTXSID9025297|,1,1,1,1,1,1,1,1,1,1,0.996814318676319,0.45,8.40744625171319,4.82181659044546,1.40309834576631,0.408,0.0210137142857157,1904.112645,0.581527777777778,64.6614625510197
DTXSID1041978,NaN,0,1,0.27291777567238,0.481950390648716,59756-60-4|,24623-77-6|,51338-27-3|,93-72-1|,88-53-9|,YWBVHLJPRPCRSD-UHFFFAOYSA-N,JKYKXTRKURYNGW-UHFFFAOYSA-N,BACHBFVBHLGWSL-UHFFFAOYSA-N,ZLSWBLPERHFHIS-UHFFFAOYSA-N,VYZCFAPUHSSYCC-UHFFFAOYSA-N,DTXSID8024107|,DTXSID0052679|,DTXSID0032605|,DTXSID0021387|,DTXSID7026528|,0,0,1,0,0,0,0,0,0,0,0.50052636539999,0.8,9.53929323074716,5.30898126933742,0.856378825399128,1.921,-0.655567222107442,10938.192050393,1.38668406488933,195.441072136587
DTXSID3047001,NaN,1,1,0.529195031789606,0.610089018707329,67557-76-0|,NOCAS_875820|,93-15-2|,20367-35-5|,151-10-0|,GQTBMBMBWQJACJ-UHFFFAOYSA-N,ZQZSNKJFOFAJQX-UHFFFAOYSA-N,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,GHKFGRVGAQYZNT-UHFFFAOYSA-N,DPZNOMCNRMUKPS-UHFFFAOYSA-N,|,DTXSID90875820|,DTXSID5025607|,|,DTXSID2047060|,0,1,1,0,1,0,1,0,0,1,0.933021083245368,0.596,8.697459650287,3.84940368735856,1.36628193306528,0.677,0.0237476923076936,2047.90473,0.785972222222222,-117.253833278107
DTXSID6059231,NaN,0,1,0.532852568813518,0.572713341045363,578-85-8|,117-62-4|,28096-93-7|,81-04-9|,82-49-5|,TZBROGJRQUABOK-UHFFFAOYSA-N,YAIKCRUPEVOINQ-UHFFFAOYSA-N,REJHVSOVQBJEBF-UHFFFAOYSA-N,XTEGVFVZDVNBPF-UHFFFAOYSA-N,JAJIPIAHCFBEPI-UHFFFAOYSA-N,DTXSID3060370|,DTXSID0045040|,DTXSID60182371|,DTXSID5046982|,DTXSID8058877|,1,0,0,1,0,0,0,0,0,0,0.870077904408944,2.546,11.3492538925253,4.96499802179189,1.42451819702616,2.792,0.167634242214532,6572.678082,1.39364584499781,-118.892911647924
DTXSID10869362,NaN,0,1,0.355774724674696,0.677887362337348,533-74-4|,95-33-0|,102-77-2|,1212-29-9|,144-54-7|,QAYICIQNSGETAS-UHFFFAOYSA-N,DEQZTKGFXNUBJL-UHFFFAOYSA-N,MHKLKWCYGIBEQF-UHFFFAOYSA-N,KAJICSGLHKRDLN-UHFFFAOYSA-N,HYVVJDQGXFXBRZ-UHFFFAOYSA-N,DTXSID7024902|,DTXSID5020360|,DTXSID0021096|,DTXSID9020451|,DTXSID5043970|,0,0,0,0,0,0,0,0,0,0,0.868323815479082,1.037,13.1536282182144,3.58702753182536,0.933441746604513,0.986,0.0184211612903256,3750.19733,0.278703703703704,882.668865391257
DTXSID7025895,NaN,0,1,0.581542508322296,0.790771254161148,102-06-7|,122-39-4|,97-39-2|,101-72-4|,101-80-4|,OWRCNXZUPFZXOS-UHFFFAOYSA-N,DMBHHRLKUKUOEG-UHFFFAOYSA-N,OPNUROKCUBTKLF-UHFFFAOYSA-N,OUBMGJOQLXMSNT-UHFFFAOYSA-N,HLBLWEWZXPIGSM-UHFFFAOYSA-N,DTXSID3025178|,DTXSID4021975|,DTXSID2026606|,DTXSID1025485|,DTXSID0021094|,0,0,0,0,0,0,0,0,0,0,0.896995183454735,1.3,9.04774215663839,3.90190672933333,0.811176976047501,1.947,-0.140020544378696,2012.015279,0.519107064121945,-101.807831994083
DTXSID5020869,1,0,1,0.495495532859551,0.747747766429775,101-61-1|,492-80-8|,2173-57-1|,91-53-2|,118-44-5|,JNRLEMMIVRBKJE-UHFFFAOYSA-N,JPIYZTWMUGTEHX-UHFFFAOYSA-N,XOHIHZHSDMWWMS-UHFFFAOYSA-N,DECIPOUIJURFOJ-UHFFFAOYSA-N,KDFFXYVOTKKBDI-UHFFFAOYSA-N,DTXSID5020869|,DTXSID7043821|,DTXSID1051484|,DTXSID9020582|,DTXSID8059473|,0,0,0,0,0,0,0,0,0,0,0.992780042239865,0.836,9.44680147319928,3.87999836953895,1.18861500560352,1.788,0.112612901844143,3698.18540400001,0.546388888888889,217.747212921474
