MoleculeID,LogD55_pred,LogD55_predRange,LogD74_pred,LogD74_predRange,AD_LogD,AD_index_LogD,Conf_index_LogD,LogD_CAS_neighbor_1,LogD_CAS_neighbor_2,LogD_CAS_neighbor_3,LogD_CAS_neighbor_4,LogD_CAS_neighbor_5,LogD_InChiKey_neighbor_1,LogD_InChiKey_neighbor_2,LogD_InChiKey_neighbor_3,LogD_InChiKey_neighbor_4,LogD_InChiKey_neighbor_5,LogD_DTXSID_neighbor_1,LogD_DTXSID_neighbor_2,LogD_DTXSID_neighbor_3,LogD_DTXSID_neighbor_4,LogD_DTXSID_neighbor_5
DTXSID0034229,2.5,[2.46:2.54],2.5,[2.46:2.54],0,0.5,0.48,104-61-0,3301-94-8,706-14-9,698-76-0,104-50-7,OALYTRUKMRCXNH-UHFFFAOYSA-N,PXRBWNLUQYZAAX-UHFFFAOYSA-N,IFYYFLINQYPWGJ-UHFFFAOYSA-N,FYTRVXSHONWYNE-UHFFFAOYSA-N,IPBFYZQJXZJBFQ-UHFFFAOYSA-N,DTXSID0034229,DTXSID70863149,DTXSID4022109,DTXSID5047164,DTXSID1047609
DTXSID4032374,5.77,[3.76:7.78],5.77,[3.76:7.78],0,0.5,0.2215,104653-34-1,56073-10-0,116-71-2,90035-08-8,287930-77-2,VBRCOACYVRNNDF-UHFFFAOYSA-N,XDXSRIVLWONVPW-UHFFFAOYSA-N,YKSGNOMLAIJTLT-UHFFFAOYSA-N,YTKLADSUQQKUCY-UHFFFAOYSA-N,ZSHIDKYITZZTLA-UHFFFAOYSA-N,DTXSID4032374,DTXSID5032529,DTXSID7026281,DTXSID1058212,DTXSID10951433
DTXSID5026706,3.81,[3.77:3.85],3.81,[3.77:3.85],0,0.5,0.4615,104-66-5,NOCAS_871848,NOCAS_870813,10543-21-2,93-18-5,XCSGHNKDXGYELG-UHFFFAOYSA-N,ROXWCQWMXHSVNZ-UHFFFAOYSA-N,BOTNYLSAWDQNEX-UHFFFAOYSA-N,CQXQDXZMKXKMRS-UHFFFAOYSA-N,GUMOJENFFHZAFP-UHFFFAOYSA-N,DTXSID5026706,DTXSID50871848,DTXSID70870813,DTXSID20147128,DTXSID2049684
DTXSID4034287,3.59,[3.52:3.6],3.59,[3.52:3.6],0,0.5,0.4285,104-67-6,710-04-3,2305-05-7,713-95-1,706-14-9,PHXATPHONSXBIL-UHFFFAOYSA-N,YZRXRLLRSPQHDK-UHFFFAOYSA-N,WGPCZPLRVAWXPW-UHFFFAOYSA-N,QRPLZGZHJABGRS-UHFFFAOYSA-N,IFYYFLINQYPWGJ-UHFFFAOYSA-N,DTXSID4034287,DTXSID9047099,DTXSID7047190,DTXSID9047596,DTXSID4022109
DTXSID0051528,1.35,[-3.64:6.34],1.35,[-5.54:8.24],1,0.7385,0.858,104-68-7,5533-03-9,5451-71-8,5394-57-0,91-10-1,ZUAURMBNZUCEAF-UHFFFAOYSA-N,USDDPDQEVLAOBO-UHFFFAOYSA-N,XRZZOPVYBXOXCN-UHFFFAOYSA-N,OOWGFJQYZCXHEY-UHFFFAOYSA-N,KLIDCXVFHGNTTM-UHFFFAOYSA-N,DTXSID0051528,DTXSID40203896,DTXSID30281507,DTXSID00277432,DTXSID2052607
DTXSID5027354,2.19,[-3.04:7.42],1.77,[-5.36:8.9],1,0.686,0.76,1047-16-1,59673-82-4,NOCAS_878274,83929-47-9,143502-48-1,NRCMAYZCPIVABH-UHFFFAOYSA-N,SQYUJKVKVFILNB-UHFFFAOYSA-N,UGOUPCUQKVFMOS-UHFFFAOYSA-N,BVBSCSYCFCDVEU-UHFFFAOYSA-N,NEUQQLHYZBGHPU-UHFFFAOYSA-N,DTXSID5027354,DTXSID60886362,DTXSID30878274,DTXSID60232820,DTXSID80874766
DTXSID7051476,0.08,[-0.03:0.19],0.27,[0.16:0.38],1,0.7565,0.734,104-74-5,104-73-4,1155-74-4,2534-65-8,NOCAS_875286,FFYRIXSGFSWFAQ-UHFFFAOYSA-N,FFYRIXSGFSWFAQ-UHFFFAOYSA-N,SIHFYNZIBKOFFK-UHFFFAOYSA-N,MFMBELVKZWEQOM-UHFFFAOYSA-N,XOWXDTGTUWLKMQ-UHFFFAOYSA-N,DTXSID7051476,DTXSID00883294,DTXSID5042459,DTXSID90457382,DTXSID10875286
DTXSID4025298,-2.37,[-2.4:-2.34],-0.47,[-0.5:-0.44],1,0.972,0.927,104-75-6,111-86-4,693-16-3,112-20-9,111-68-2,LTHNHFOGQMKPOV-UHFFFAOYSA-N,IOQPZZOEVPZRBK-UHFFFAOYSA-N,HBXNJMZWGSCKPW-UHFFFAOYSA-N,FJDUDHYHRVPMJZ-UHFFFAOYSA-N,WJYIASZWHGOTOU-UHFFFAOYSA-N,DTXSID4025298,DTXSID8021939,DTXSID4022103,DTXSID7021944,DTXSID7020681
DTXSID5020605,3.1,[-1.75:7.95],3.1,[-3.65:9.85],1,0.792,0.736,104-76-7,60435-70-3,90365-63-2,111-87-5,589-98-0,YIWUKEYIRIRTPP-UHFFFAOYSA-N,QZESEQBMSFFHRY-UHFFFAOYSA-N,WOFPPJOZXUTRAU-UHFFFAOYSA-N,KBPLFHHGFOOTCA-UHFFFAOYSA-N,NMRPBPVERJPACX-UHFFFAOYSA-N,DTXSID5020605,DTXSID001031422,DTXSID10492750,DTXSID7021940,DTXSID10862252
DTXSID7059303,-5.15,[-5.16:-5.14],-3.25,[-3.26:-3.24],1,0.92,0.905,104-78-9,100-36-7,111-74-0,7154-73-6,7005-47-2,QOHMWDJIBGVPIF-UHFFFAOYSA-N,UDGSVBYJWHOHNN-UHFFFAOYSA-N,CJKRXEBLWJVYJD-UHFFFAOYSA-N,WRXNJTBODVGDRY-UHFFFAOYSA-N,XRIBIDPMFSLGFS-UHFFFAOYSA-N,DTXSID7059303,DTXSID7057606,DTXSID0059409,DTXSID1064580,DTXSID6044721
DTXSID5052672,2.98,[-1.25:7.21],2.98,[-3.15:9.11],1,0.7325,0.7835,98-55-5|10482-56-1,72402-00-7,562-74-3,20549-48-8,873-94-9,WUOACPNHFRMFPN-UHFFFAOYSA-N,ZRVPDCMGGOSDKG-UHFFFAOYSA-N,WRYLYDPHFGVWKC-UHFFFAOYSA-N,KRCZYMFUWVJCLI-UHFFFAOYSA-N,POSWICCRDBKBMH-UHFFFAOYSA-N,DTXSID5026625|DTXSID5052672,DTXSID10868138,DTXSID4044824,DTXSID80332058,DTXSID5044996
DTXSID7021861,2,[1.97:2.03],2.25,[2.22:2.28],1,0.992,0.926,104-90-5,100-71-0,1122-81-2,5335-75-1,89789-53-7,NTSLROIKFLNUIJ-UHFFFAOYSA-N,NRGGMCIBEHEAIL-UHFFFAOYSA-N,JAWZAONCXMJLFT-UHFFFAOYSA-N,LWMDPZVQAMQFOC-UHFFFAOYSA-N,IRXNKMCSSKWAHL-UHFFFAOYSA-N,DTXSID7021861,DTXSID4021844,DTXSID0061531,DTXSID60201511,DTXSID20879578
DTXSID9026710,2.66,[2.65:2.67],2.66,[2.65:2.67],0,0.5,0.4895,104-93-8,100-84-5,578-58-5,103-73-1,1746-13-0,CHLICZRVGGXEOD-UHFFFAOYSA-N,OSIGJGFTADMDOB-UHFFFAOYSA-N,DTFKRVXLBCAIOZ-UHFFFAOYSA-N,DLRJIFUOBPOJNS-UHFFFAOYSA-N,POSICDHOUBKJKP-UHFFFAOYSA-N,DTXSID9026710,DTXSID2051500,DTXSID9060368,DTXSID7059278,DTXSID6061943
DTXSID7024532,0.8,[0.79:0.81],0.95,[0.94:0.96],1,1,0.9495,104-94-9,536-90-3,122-98-5,90-04-0,156-43-4,BHAAPTBBJKJZER-UHFFFAOYSA-N,NCBZRJODKRCREW-UHFFFAOYSA-N,MWGATWIBSKHFMR-UHFFFAOYSA-N,VMPITZXILSNTON-UHFFFAOYSA-N,IMPPGHMHELILKG-UHFFFAOYSA-N,DTXSID7024532,DTXSID8024529,DTXSID8059550,DTXSID5023877,DTXSID0025864
DTXSID4051532,3.02,[-1.81:7.85],2.97,[-3.76:9.7],1,0.611,0.779,2082-81-7,111-80-8,553-84-4,13048-33-4,111-12-6,XOJWAAUYNWGQAU-UHFFFAOYSA-N,NTLJTUMJJWVCTL-UHFFFAOYSA-N,LVHLZMUFIYAEQB-UHFFFAOYSA-N,FIHBHSQYSYVZQE-UHFFFAOYSA-N,FRLZQXRXIKQFNS-UHFFFAOYSA-N,DTXSID4044870,DTXSID3047639,DTXSID10203828,DTXSID9025401,DTXSID9047093
DTXSID4026711,4.58,[4.57:4.59],4.58,[4.57:4.59],0,0.5,0.4825,105-05-5,141-93-5,538-93-2,1074-17-5,1074-43-7,DSNHSQKRULAAEI-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,QUEBYVKXYIKVSO-UHFFFAOYSA-N,DTXSID4026711,DTXSID1022003,DTXSID6027181,DTXSID4061466,DTXSID4061468
DTXSID2033863,4.18,[4.13:4.23],4.18,[4.13:4.23],0,0.5,0.4795,105-06-6,108-57-6,91-14-5,98-83-9,3454-07-7,WEERVPDNCOGWJF-UHFFFAOYSA-N,PRJNEUBECVAVAG-UHFFFAOYSA-N,MYRTYDVEIRVNKP-UHFFFAOYSA-N,XYLMUPLGERFSHI-UHFFFAOYSA-N,WHFHDVDXYKOSKI-UHFFFAOYSA-N,DTXSID2033863,DTXSID30110020,DTXSID30110005,DTXSID9025661,DTXSID70188081
DTXSID9051533,4.7,[4.66:4.74],4.7,[4.66:4.74],0,0.5,0.427,10508-09-5,3006-82-4,54546-26-8,686-31-7,29240-17-3,JJRDRFZYKKFYMO-UHFFFAOYSA-N,WYKYCHHWIJXDAO-UHFFFAOYSA-N,QUBNQDBPPTZYJL-UHFFFAOYSA-N,IFXDUNDBQDXPQZ-UHFFFAOYSA-N,AQKYLAIZOGOPAW-UHFFFAOYSA-N,DTXSID9051533,DTXSID0027511,DTXSID0052205,DTXSID60862368,DTXSID7067451
DTXSID9026712,2.22,[-0.11:4.55],2.22,[-2.01:6.45],1,0.678,0.5655,105-08-8|3236-48-4,31646-64-7,94-96-2,583-59-5,1117-86-8,YIMQCDZDWXUDCA-UHFFFAOYSA-N,BSJHRRSHDADBTA-UHFFFAOYSA-N,RWLALWYNXFYRGW-UHFFFAOYSA-N,NDVWOBYBJYUSMF-UHFFFAOYSA-N,AEIJTFQOBWATKX-UHFFFAOYSA-N,DTXSID9026712|DTXSID00274143,DTXSID50953613,DTXSID4025292,DTXSID90862235,DTXSID9036646
DTXSID70668237,1.45,[1.37:1.53],2.97,[2.89:3.05],1,0.693,0.78,105112-76-3,2387-03-3,NOCAS_871911,5102-79-4,126172-94-9,HIOSIQSHOMBNDE-UHFFFAOYSA-N,SYRBOMODLUADBZ-UHFFFAOYSA-N,DIKLWHCFHJCPLY-UHFFFAOYSA-N,DIKLWHCFHJCPLY-UHFFFAOYSA-N,PKLOZHIGRZQGTI-UHFFFAOYSA-O,DTXSID70668237,DTXSID70862915,DTXSID20871911,DTXSID701031423,DTXSID40925440
DTXSID6044357,1.1,[-4.37:6.57],1.1,[-6.27:8.47],1,0.81,0.8925,105-13-5,612-16-8,122-99-6,13605-19-1,93-51-6,MSHFRERJPWKJFX-UHFFFAOYSA-N,WYLYBQSHRJMURN-UHFFFAOYSA-N,QCDWFXQBSFUVSP-UHFFFAOYSA-N,FDBXUXVQIOQYIX-UHFFFAOYSA-N,PETRWTHZSKVLRE-UHFFFAOYSA-N,DTXSID6044357,DTXSID4060606,DTXSID9021976,DTXSID6065559,DTXSID6047105
DTXSID4026713,-1.1,[-1.72:-0.48],0.78,[0.16:1.4],1,0.772,0.8005,7328-22-5,NOCAS_878836,37174-09-7,2867-47-2,NOCAS_879004,QGTBRAFPWNISIJ-UHFFFAOYSA-N,VXZAUADMTIRIBL-UHFFFAOYSA-N,IDFZOWUIGRFEIB-UHFFFAOYSA-N,JKNCOURZONDCGV-UHFFFAOYSA-N,ZRJIRWZSNUMLPV-UHFFFAOYSA-N,DTXSID10223506,DTXSID90878836,DTXSID30878835,DTXSID1027504,DTXSID30879004
DTXSID60864286,3.78,[3.22:4.34],3.78,[3.22:4.34],0,0.3415,0.3665,2385-77-5,821-55-6,2705-87-5,71077-31-1,101-43-9,NEHNMFOYXAPHSD-UHFFFAOYSA-N,VKCYHJWLYTUGCC-UHFFFAOYSA-N,TWXUTZNBHUWMKJ-UHFFFAOYSA-N,QVEOSYKPYFNQAZ-UHFFFAOYSA-N,OIWOHHBRDFKZNC-UHFFFAOYSA-N,DTXSID6044482,DTXSID2022125,DTXSID8044755,DTXSID70867985,DTXSID7051507
DTXSID40893655,7.14,[5.55:8.73],7.14,[5.55:8.73],0,0.136,0.1455,286938-65-6,541-01-5,107-52-8,21850-44-2,556-69-4,CIAZJIQGPOGZDS-UHFFFAOYSA-N,NFVSFLUJRHRSJG-UHFFFAOYSA-N,ADANNTOYRVPQLJ-UHFFFAOYSA-N,LXIZRZRTWSDLKK-UHFFFAOYSA-N,VWGDPBQTSZDFMX-UHFFFAOYSA-N,DTXSID40182854,DTXSID8060242,DTXSID3059349,DTXSID3032129,DTXSID5060306
DTXSID1040110,1.21,[1.21:1.23],1.21,[1.21:1.23],0,0.5,0.46,105-37-3,109-60-4,592-84-7,623-42-7,105-54-4,FKRCODPIKNYEAC-UHFFFAOYSA-N,YKYONYBAUNKHLG-UHFFFAOYSA-N,NMJJFJNHVMGPGM-UHFFFAOYSA-N,UUIQMZJEGPQKFD-UHFFFAOYSA-N,OBNCKNCVKJNDBV-UHFFFAOYSA-N,DTXSID1040110,DTXSID6021901,DTXSID2060468,DTXSID5047083,DTXSID6040111
DTXSID5040752,-0.1,[-3.12:2.92],-0.39,[-5.31:4.53],1,0.711,0.7045,10543-57-4,106206-97-7,2157-98-4|6923-22-4,NOCAS_874425,NOCAS_874124,BGRWYDHXPHLNKA-UHFFFAOYSA-N,PYIAFNMJTZYTJR-UHFFFAOYSA-N,KRTSDMXIXPKRQR-UHFFFAOYSA-N,ONKMZOUZXRFSQO-UHFFFAOYSA-N,IJRBIHYVMPILFA-UHFFFAOYSA-N,DTXSID5040752,DTXSID70879407,DTXSID5042164|DTXSID9034816,DTXSID00874425,DTXSID20874124
DTXSID9026716,-0.33,[-0.33:-0.29],-0.33,[-0.33:-0.29],0,0.5,0.4395,105-45-3,868-77-9,999-61-1,624-45-3,141-97-9,WRQNANDWMGAFTP-UHFFFAOYSA-N,WOBHKFSMXKNTIM-UHFFFAOYSA-N,GWZMWHWAWHPNHN-UHFFFAOYSA-N,UAGJVSRUFNSIHR-UHFFFAOYSA-N,XYIBRDXRRQCHLP-UHFFFAOYSA-N,DTXSID9026716,DTXSID7022128,DTXSID0022143,DTXSID80211455,DTXSID2027092
DTXSID4091528,1.77,[-1.77:5.31],-0.13,[-5.57:5.31],1,0.6705,0.714,105512-06-9,NOCAS_875023,63729-98-6,NOCAS_878138,87757-18-4,JBDHZKLJNAIJNC-UHFFFAOYSA-N,QKZXNEBQURUNLF-UHFFFAOYSA-N,RBNIGDFIUWJJEV-UHFFFAOYSA-N,ZWOYTRRLVRRSFZ-UHFFFAOYSA-N,ANFHKXSOSRDDRQ-UHFFFAOYSA-N,DTXSID6032354,DTXSID50875023,DTXSID4058445,DTXSID30878138,DTXSID80868983
DTXSID6032354,1.77,[-1.77:5.31],-0.13,[-5.57:5.31],1,0.6715,0.7145,105512-06-9,NOCAS_875023,63729-98-6,NOCAS_878138,87757-18-4,JBDHZKLJNAIJNC-UHFFFAOYSA-N,QKZXNEBQURUNLF-UHFFFAOYSA-N,RBNIGDFIUWJJEV-UHFFFAOYSA-N,ZWOYTRRLVRRSFZ-UHFFFAOYSA-N,ANFHKXSOSRDDRQ-UHFFFAOYSA-N,DTXSID6032354,DTXSID50875023,DTXSID4058445,DTXSID30878138,DTXSID80868983
DTXSID7021863,0.96,[0.94:0.98],0.96,[0.94:0.98],0,0.5,0.4705,105-53-3,1119-40-0,623-84-7,3775-29-9,627-93-0,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,XTDYIOOONNVFMA-UHFFFAOYSA-N,MLHOXUWWKVQEJB-UHFFFAOYSA-N,FKAKGSJLTBVQOP-UHFFFAOYSA-N,UDSFAEKRVUSQDD-UHFFFAOYSA-N,DTXSID7021863,DTXSID3025122,DTXSID9044827,DTXSID30191197,DTXSID8025096
DTXSID6040111,1.71,[1.71:1.76],1.71,[1.71:1.76],0,0.5,0.457,105-54-4,123-86-4,624-24-8,97-62-1,638-49-3,OBNCKNCVKJNDBV-UHFFFAOYSA-N,DKPFZGUDAPQIHT-UHFFFAOYSA-N,HNBDRPTVWVGKBR-UHFFFAOYSA-N,WDAXFOBOLVPGLV-UHFFFAOYSA-N,DIQMPQMYFZXDAX-UHFFFAOYSA-N,DTXSID6040111,DTXSID3021982,DTXSID9060784,DTXSID7047728,DTXSID2047698
DTXSID8020466,0.52,[0.45:0.59],0.57,[0.5:0.64],1,0.706,0.8195,105-55-5,58479-94-0,14294-09-8,2687-91-4,NOCAS_871112,FLVIGYVXZHLUHP-UHFFFAOYSA-N,OFILXYRUXDYLLS-UHFFFAOYSA-N,UERQMZVFUXRQOD-UHFFFAOYSA-N,ZFPGARUNNKGOBB-UHFFFAOYSA-N,FILVIKOEJGORQS-UHFFFAOYSA-N,DTXSID8020466,DTXSID30595176,DTXSID00364356,DTXSID3044413,DTXSID60871112
DTXSID6030607,0.84,[0.79:0.89],0.84,[0.79:0.89],0,0.5,0.466,105-57-7,505-84-0,112-34-5,1634-04-4,4016-14-2,DHKHKXVYLBGOIT-UHFFFAOYSA-N,HOMDJHGZAAKUQV-UHFFFAOYSA-N,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,NWLUZGJDEZBBRH-UHFFFAOYSA-N,DTXSID6030607,DTXSID1060132,DTXSID8021519,DTXSID3020833,DTXSID6025480
DTXSID3025041,1.21,[1.18:1.21],1.21,[1.18:1.21],0,0.5,0.4545,105-58-8,623-53-0,2240-88-2,17671-76-0,461-18-7,OIFBSDVPJOWBCH-UHFFFAOYSA-N,JBTWLSYIZRCDFO-UHFFFAOYSA-N,HDBGBTNNPRCVND-UHFFFAOYSA-N,FVDLRCDWHVEWCQ-UHFFFAOYSA-N,VKRFUGHXKNNIJO-UHFFFAOYSA-N,DTXSID3025041,DTXSID6074592,DTXSID30870950,DTXSID30335857,DTXSID40196714
DTXSID8025591,-3.99,[-4.04:-3.94],-2.13,[-2.18:-2.08],1,1,0.9265,105-59-9,35123-06-9,102-71-6,1118-68-9,112-33-4,CRVGTESFCCXCTH-UHFFFAOYSA-N,YEBLAXBYYVCOLT-UHFFFAOYSA-N,GSEJCLTVZPLZKY-UHFFFAOYSA-N,FFDGPVCHZBVARC-UHFFFAOYSA-N,DCZMLYRQHBZWLZ-UHFFFAOYSA-N,DTXSID8025591,DTXSID50885607,DTXSID9021392,DTXSID6074336,DTXSID9059418
DTXSID4020240,-0.04,[-4.97:4.89],-0.04,[-6.87:6.79],1,0.7875,0.764,105-60-2,673-66-5,675-20-7,25137-00-2,498-94-2,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,CJYXCQLOZNIMFP-UHFFFAOYSA-N,XUWHAWMETYGRKB-UHFFFAOYSA-N,XJLSEXAGTJCILF-UHFFFAOYSA-N,SRJOCJYGOFTFLH-UHFFFAOYSA-N,DTXSID4020240,DTXSID60217672,DTXSID1060976,DTXSID40365165,DTXSID9060100
DTXSID2065127,-5.84,[-5.9:-5.78],-3.94,[-4:-3.88],1,0.697,0.7595,10563-26-5,112-24-3,67774-31-6,18826-97-6,13531-52-7,RXFCIXRFAJRBSG-UHFFFAOYSA-N,VILCJCGEZXAXTO-UHFFFAOYSA-N,LRRXQOLSXNHYGG-UHFFFAOYSA-N,NRSAHBDMJQWCPQ-UHFFFAOYSA-N,DTSDBGVDESRKKD-UHFFFAOYSA-N,DTXSID2065127,DTXSID9023702,DTXSID40875633,DTXSID40878987,DTXSID9065522
DTXSID2033445,-6.65,[-6.68:-6.62],-4.75,[-4.78:-4.72],1,0.8325,0.8895,10563-29-8,34066-96-1,53617-35-9,69852-45-5,123-00-2,OMKZWUPRGQMQJC-UHFFFAOYSA-N,BYWDOHJOAPKMOF-UHFFFAOYSA-N,YYBXNWIRMJXEQJ-UHFFFAOYSA-N,YALMGFWDBZZMMB-UHFFFAOYSA-N,UIKUBYKUYUSRSM-UHFFFAOYSA-N,DTXSID2033445,DTXSID8067810,DTXSID40355283,DTXSID1044980,DTXSID4041521
DTXSID3026722,2.73,[2.73:2.76],2.73,[2.73:2.76],0,0.5,0.456,105-64-6,16066-38-9,19910-65-7,542-52-9,67633-96-9,BWJUFXUULUEGMA-UHFFFAOYSA-N,YPVDWEHVCUBACK-UHFFFAOYSA-N,NSGQRLUGQNBHLD-UHFFFAOYSA-N,QLVWOKQMDLQXNN-UHFFFAOYSA-N,BLOXMGXSDAAJGX-UHFFFAOYSA-N,DTXSID3026722,DTXSID2051762,DTXSID3029318,DTXSID7060255,DTXSID3052353
DTXSID9051539,2.25,[1.43:3.07],2.25,[1.43:3.07],0,0.293,0.311,2082-59-9,97-72-3,7307-04-2,18362-64-6,87731-18-8,DUCKXCGALKOSJF-UHFFFAOYSA-N,LSACYLWPPQLVSM-UHFFFAOYSA-N,LCLCVVVHIPPHCG-UHFFFAOYSA-N,CEGGECULKVTYMM-UHFFFAOYSA-N,LDHHCYCOENSXIM-UHFFFAOYSA-N,DTXSID70870934,DTXSID7026609,DTXSID90223342,DTXSID80879615,DTXSID4051405
DTXSID2021864,2.3,[-3.12:7.72],2.3,[-5.02:9.62],1,1,0.9835,105-67-9,95-87-4,526-75-0,108-68-9,95-65-8,KUFFULVDNCHOFZ-UHFFFAOYSA-N,NKTOLZVEWDHZMU-UHFFFAOYSA-N,QWBBPBRQALCEIZ-UHFFFAOYSA-N,TUAMRELNJMMDMT-UHFFFAOYSA-N,YCOXTKKNXUZSKD-UHFFFAOYSA-N,DTXSID2021864,DTXSID6025145,DTXSID6025143,DTXSID1025148,DTXSID4024062
DTXSID1059319,6.5,[6.34:6.66],6.5,[6.34:6.66],0,0.5,0.3945,105-74-8,31778-15-1,1120-34-9,29710-25-6,1120-28-1,YIVJZNGAASQVEM-UHFFFAOYSA-N,UCUPUEARJPTGKU-UHFFFAOYSA-N,ZYNDJIBBPLNPOW-UHFFFAOYSA-N,GLCFQKXOQDQJFZ-UHFFFAOYSA-N,QGBRLVONZXHAKJ-UHFFFAOYSA-N,DTXSID1059319,DTXSID4067646,DTXSID0051578,DTXSID70865507,DTXSID2061515
DTXSID7021865,3.39,[3.36:3.42],3.39,[3.36:3.42],0,0.499,0.484,105-76-0,2155-60-4,2082-81-7,13048-33-4,1985-51-9,JBSLOWBPDRZSMB-UHFFFAOYSA-N,OGVXYCDTRMDYOG-UHFFFAOYSA-N,XOJWAAUYNWGQAU-UHFFFAOYSA-N,FIHBHSQYSYVZQE-UHFFFAOYSA-N,ULQMPOIOSDXIGC-UHFFFAOYSA-N,DTXSID3026724,DTXSID5062213,DTXSID4044870,DTXSID9025401,DTXSID5044867
DTXSID3026724,3.39,[3.36:3.42],3.39,[3.36:3.42],0,0.5,0.4845,105-76-0,2155-60-4,2082-81-7,13048-33-4,1985-51-9,JBSLOWBPDRZSMB-UHFFFAOYSA-N,OGVXYCDTRMDYOG-UHFFFAOYSA-N,XOJWAAUYNWGQAU-UHFFFAOYSA-N,FIHBHSQYSYVZQE-UHFFFAOYSA-N,ULQMPOIOSDXIGC-UHFFFAOYSA-N,DTXSID3026724,DTXSID5062213,DTXSID4044870,DTXSID9025401,DTXSID5044867
DTXSID1044510,-5.76,[-6.82:-4.7],-3.86,[-4.92:-2.8],1,0.765,0.749,67774-31-6,10563-26-5,7154-73-6,NOCAS_875635,140-31-8,LRRXQOLSXNHYGG-UHFFFAOYSA-N,RXFCIXRFAJRBSG-UHFFFAOYSA-N,WRXNJTBODVGDRY-UHFFFAOYSA-N,QVWWPIJSEMHHQJ-UHFFFAOYSA-N,IMUDHTPIFIBORV-UHFFFAOYSA-N,DTXSID40875633,DTXSID2065127,DTXSID1064580,DTXSID60875635,DTXSID2021997
DTXSID1044772,3.9,[3.9:3.94],3.9,[3.9:3.94],0,0.5,0.442,105-85-1,106-32-1,103-11-7,103-09-3,105-87-3|141-12-8,DZNVIZQPWLDQHI-UHFFFAOYSA-N,YYZUSRORWSJGET-UHFFFAOYSA-N,GOXQRTZXKQZDDN-UHFFFAOYSA-N,WOYWLLHHWAMFCB-UHFFFAOYSA-N,HIGQPQRQIQDZMP-UHFFFAOYSA-N,DTXSID1044772,DTXSID8051542,DTXSID9025297,DTXSID8026694,DTXSID0020654|DTXSID2047068
DTXSID0020654,4.04,[4.02:4.06],4.04,[4.02:4.06],0,0.5,0.488,105-87-3|141-12-8,105-85-1,105-86-2,103-11-7,2705-87-5,HIGQPQRQIQDZMP-UHFFFAOYSA-N,DZNVIZQPWLDQHI-UHFFFAOYSA-N,FQMZVFJYMPNUCT-UHFFFAOYSA-N,GOXQRTZXKQZDDN-UHFFFAOYSA-N,TWXUTZNBHUWMKJ-UHFFFAOYSA-N,DTXSID0020654|DTXSID2047068,DTXSID1044772,DTXSID0047614,DTXSID9025297,DTXSID8044755
DTXSID90147413,4.62,[3.19:6.05],4.63,[3.2:6.06],0,0.3425,0.519,969-99-3,14759-06-9,65899-73-2,99592-32-2,22916-47-8,QEPPAOXKZOTMPM-UHFFFAOYSA-N,FLGCRGJDQJIJAW-UHFFFAOYSA-N,QXHHHPZILQDDPS-UHFFFAOYSA-N,JLGKQTAYUIMGRK-UHFFFAOYSA-N,BYBLEWFAAKGYCD-UHFFFAOYSA-N,DTXSID40871817,DTXSID30864531,DTXSID3046619,DTXSID0048551,DTXSID6023319
DTXSID20872988,3.67,[2.09:5.25],2.84,[-0.63:6.31],0,0.654,0.424,10591-85-2,6786-83-0,151900-44-6,89778-26-7,911-45-5,WITDFSFZHZYQHB-UHFFFAOYSA-N,WNDULEJVCPEASN-UHFFFAOYSA-N,ZEUAKOUTLQUQDN-UHFFFAOYSA-N,XFCLJVABOIYOMF-UHFFFAOYSA-N,GKIRPKYJQBWNGO-UHFFFAOYSA-N,DTXSID20872988,DTXSID4064474,DTXSID10934367,DTXSID3023689,DTXSID1022843
DTXSID6044773,3.07,[3.04:3.1],3.07,[3.04:3.1],0,0.5,0.479,10595-06-9,93-28-7,48145-04-6,103-60-6,23676-09-7,CEXQWAAGPPNOQF-UHFFFAOYSA-N,SCCDQYPEOIRVGX-UHFFFAOYSA-N,RZVINYQDSSQUKO-UHFFFAOYSA-N,MJTPMXWJHPOWGH-UHFFFAOYSA-N,HRAQMGWTPNOILP-UHFFFAOYSA-N,DTXSID6044773,DTXSID5052624,DTXSID4040715,DTXSID7042279,DTXSID6073443
DTXSID1044774,4.3,[4.25:4.3],4.3,[4.25:4.3],0,0.5,0.4255,105-95-3,54982-83-1,3130-19-6,124051-00-9|SRC007-41-9,SRC002-24-5|SRC007-42-8,XRHCAGNSDHCHFJ-UHFFFAOYSA-N,GJJSUPSPZIZYPM-UHFFFAOYSA-N,DJUWPHRCMMMSCV-UHFFFAOYSA-N,RHOJTCWAFOTLRH-UHFFFAOYSA-N,XURDFMVTKBNNRE-UHFFFAOYSA-N,DTXSID1044774,DTXSID1044568,DTXSID5051997,DTXSID00874869,
