MoleculeID,LogD55_pred,LogD55_predRange,LogD74_pred,LogD74_predRange,AD_LogD,AD_index_LogD,Conf_index_LogD,LogD_CAS_neighbor_1,LogD_CAS_neighbor_2,LogD_CAS_neighbor_3,LogD_CAS_neighbor_4,LogD_CAS_neighbor_5,LogD_InChiKey_neighbor_1,LogD_InChiKey_neighbor_2,LogD_InChiKey_neighbor_3,LogD_InChiKey_neighbor_4,LogD_InChiKey_neighbor_5,LogD_DTXSID_neighbor_1,LogD_DTXSID_neighbor_2,LogD_DTXSID_neighbor_3,LogD_DTXSID_neighbor_4,LogD_DTXSID_neighbor_5
DTXSID5041516,0.63,[0.58:0.68],0.63,[0.58:0.68],0,0.5,0.447,4940-11-8,2298-99-9,118-71-8,644-46-2,22639-24-3,BDTOBOMFWCKGRG-UHFFFAOYSA-N,NXACZJXEMIREJV-UHFFFAOYSA-N,HYMLWHLQFGRFIY-UHFFFAOYSA-N,SNHPGNFQXCZOBJ-UHFFFAOYSA-N,AOKHUAXGYGNZIS-UHFFFAOYSA-N,DTXSID5041516,DTXSID80879099,DTXSID0025523,DTXSID70214652,DTXSID60879158
DTXSID4052130,0.42,[0.27:0.57],0.42,[0.26:0.58],1,0.6205,0.518,4948-15-6,67075-37-0,2379-77-3,83524-75-8,210101-16-9,FDXVHZCFTCIKDD-UHFFFAOYSA-N,IIKSFQIOFHBWSO-UHFFFAOYSA-N,ILYBWLBYEIZMCE-UHFFFAOYSA-N,LQDAMBYDGRGJGA-UHFFFAOYSA-N,IKENVDNFQMCRTR-UHFFFAOYSA-N,DTXSID4052130,DTXSID6070485,DTXSID4062357,DTXSID001020304,DTXSID80175220
DTXSID2029874,5.3,[5.23:5.37],5.3,[5.23:5.37],0,0.5,0.4845,49562-28-9,70356-09-1,NOCAS_875247,NOCAS_875522,NOCAS_875494,YMTINGFKWWXKFG-UHFFFAOYSA-N,XNEFYCZVKIDDMS-UHFFFAOYSA-N,NPJNSRLMJHCWQX-UHFFFAOYSA-N,QLBKOHAIDYFXLK-UHFFFAOYSA-N,OGYBKKCWCYZRSG-UHFFFAOYSA-N,DTXSID2029874,DTXSID9044829,DTXSID70875247,DTXSID90875522,DTXSID20875494
DTXSID6031380,-1.63,[-3.61:0.35],-2.76,[-6.64:1.12],0,0.353,0.4945,97-59-6,69-93-2,605-99-2,708-79-2,612-37-3,POJWUDADGALRAB-UHFFFAOYSA-N,KLMXEVHMXUCFEP-UHFFFAOYSA-N,LEICBJJNBOONMV-UHFFFAOYSA-N,MOVXVJAWQNMKKS-UHFFFAOYSA-N,UKLUQOOFMQYFCU-UHFFFAOYSA-N,DTXSID3020043,DTXSID3042508,DTXSID50209243,DTXSID70221063,DTXSID40210106
DTXSID5038757,-2.94,[-3.05:-2.83],-2.94,[-2.98:-2.9],1,0.6265,0.465,497-18-7,17696-95-6,111-40-0,13050-41-4,624-84-0,XEVRDFDBXJMZFG-UHFFFAOYSA-N,LHYKTQVFLKHQSR-UHFFFAOYSA-N,RPNUMPOLZDHAAY-UHFFFAOYSA-N,CJYIAZYTBJVFOT-UHFFFAOYSA-N,XZBIXDPGRMLSTC-UHFFFAOYSA-N,DTXSID5038757,DTXSID60292383,DTXSID2025050,DTXSID201309952,DTXSID6020642
DTXSID1029621,-5.01,[-6.4:-3.62],-6.91,[-8.24:-5.58],1,0.382,0.249,134620-00-1,1111-78-0,74-82-8,917-61-3,590-28-3,BVKZGUZCCUSVTD-UHFFFAOYSA-N,KXDHJXZQYSOELW-UHFFFAOYSA-N,VNWKTOKETHGBQD-UHFFFAOYSA-N,XLJMAIOERFSOGZ-UHFFFAOYSA-N,XLJMAIOERFSOGZ-UHFFFAOYSA-N,DTXSID5074896,DTXSID9027360,DTXSID8025545,DTXSID2061274,DTXSID2047692
DTXSID3027584,2.16,[2.07:2.25],3.99,[3.9:4.08],1,0.706,0.773,4979-32-2,51308-54-4,96489-71-3,1170315-90-8,146-54-3,CMAUJSNXENPPOF-UHFFFAOYSA-N,ZZVVDIVWGXTDRQ-UHFFFAOYSA-N,DWFZBUWUXWZWKD-UHFFFAOYSA-N,TWPHVQJRHQHRME-UHFFFAOYSA-N,XSCGXQMFQXDFCW-UHFFFAOYSA-N,DTXSID3027584,DTXSID70866190,DTXSID5032573,DTXSID701189688,DTXSID9023704
DTXSID60858827,4.38,[4.34:4.42],4.38,[4.34:4.42],0,0.499,0.4715,13466-78-9,554-61-0,80-56-8|7785-26-4|7785-70-8|,3387-41-5,281-23-2,BQOFWKZOCNGFEC-UHFFFAOYSA-N,IBVJWOMJGCHRRW-UHFFFAOYSA-N,GRWFGVWFFZKLTI-UHFFFAOYSA-N,NDVASEGYNIMXJL-UHFFFAOYSA-N,ORILYTVJVMAKLC-UHFFFAOYSA-N,DTXSID4047462,DTXSID00858821,DTXSID4026501|DTXSID2029290|DTXSID7041671|,DTXSID70863164,DTXSID5022017
DTXSID2044680,-4.8,[-5.43:-4.17],-2.91,[-3.54:-2.28],1,0.457,0.672,102-71-6,NOCAS_875635,4402-30-6,105-59-9,80894-32-2,GSEJCLTVZPLZKY-UHFFFAOYSA-N,QVWWPIJSEMHHQJ-UHFFFAOYSA-N,XKQMKMVTDKYWOX-UHFFFAOYSA-N,CRVGTESFCCXCTH-UHFFFAOYSA-N,MYLMZXNDVMFRBH-UHFFFAOYSA-N,DTXSID9021392,DTXSID60875635,DTXSID80883550,DTXSID8025591,DTXSID90524306
DTXSID2022042,3.24,[3.2:3.28],3.24,[3.2:3.28],0,0.5,0.4435,498-66-8,16219-75-3,3048-64-4,930-28-9,106-86-5,JFNLZVQOOSMTJK-UHFFFAOYSA-N,OJOWICOBYCXEKR-UHFFFAOYSA-N,INYHZQLKOKTDAI-UHFFFAOYSA-N,NDTCXABJQNJPCF-UHFFFAOYSA-N,SLJFKNONPLNAPF-UHFFFAOYSA-N,DTXSID2022042,DTXSID1025306,DTXSID6029250,DTXSID7061306,DTXSID10861725
DTXSID6042074,3.49,[-1.93:8.91],3.49,[-3.83:10.81],1,1,0.9485,499-75-2,89-83-8,88-18-6,99-71-8,89-72-5,RECUKUPTGUEGMW-UHFFFAOYSA-N,MGSRCZKZVOBKFT-UHFFFAOYSA-N,WJQOZHYUIDYNHM-UHFFFAOYSA-N,ZUTYZAFDFLLILI-UHFFFAOYSA-N,NGFPWHGISWUQOI-UHFFFAOYSA-N,DTXSID6042074,DTXSID6034972,DTXSID2026525,DTXSID7022332,DTXSID2022331
DTXSID9060104,-2.01,[-5.04:1.02],-3.91,[-8.84:1.02],1,0.503,0.559,499-83-2,487-54-7,495-69-2,6282-02-6,59-67-6,WJJMNDUMQPNECX-UHFFFAOYSA-N,ONJSZLXSECQROL-UHFFFAOYSA-N,QIAFMBKCNZACKA-UHFFFAOYSA-N,UOUBPDZUBVJZOQ-UHFFFAOYSA-N,PVNIIMVLHYAWGP-UHFFFAOYSA-N,DTXSID7022043,DTXSID70197592,DTXSID9046073,DTXSID80211930,DTXSID1020932
DTXSID7020637,0.35,[0.32:0.38],0.35,[0.32:0.38],0,0.5,0.4665,50-00-0,107-31-3,593-53-3,67-56-1,74-85-1,WSFSSNUMVMOOMR-UHFFFAOYSA-N,TZIHFWKZFHZASV-UHFFFAOYSA-N,NBVXSUQYWXRMNV-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N,VGGSQFUCUMXWEO-UHFFFAOYSA-N,DTXSID7020637,DTXSID5025609,DTXSID6060474,DTXSID2021731,DTXSID1026378
DTXSID2044345,2.7,[-0.63:6.03],1.65,[-3.58:6.88],1,0.685,0.691,500008-45-7,68385-96-6,68959-19-3,113024-75-2,70546-25-7,PSOVNZZNOMJUBI-UHFFFAOYSA-N,NSLHLMXJNOITEZ-UHFFFAOYSA-N,FQHJGRINTJWSBL-UHFFFAOYSA-N,DFRDXEYPNBSURS-UHFFFAOYSA-N,NDKYYKABKLOOAP-UHFFFAOYSA-N,DTXSID2044345,DTXSID6071459,DTXSID90887625,DTXSID20877958,DTXSID00887252
DTXSID7058757,-7.49,[-7.52:-7.46],-5.59,[-5.62:-5.56],1,0.9995,0.8175,50-01-1,26479-35-6,57-13-6,556-88-7,420-04-2,ZRALSGWEFCBTJO-UHFFFAOYSA-N,AVWRKZWQTYIKIY-UHFFFAOYSA-N,XSQUKJJJFZCRTK-UHFFFAOYSA-N,IDCPFAYURAQKDZ-UHFFFAOYSA-N,XZMCDFZZKTWFGF-UHFFFAOYSA-N,DTXSID7058757,DTXSID40181069,DTXSID4021426,DTXSID4024222,DTXSID9034490
DTXSID0048686,2.19,[-2.41:6.79],2.19,[-4.31:8.69],1,0.6325,0.7715,50-03-3,16463-74-4,6677-98-1,65980-97-4,52-21-1,ALEXXDVDDISNDU-UHFFFAOYSA-N,HDEDWNHZBWFQCB-UHFFFAOYSA-N,MRECAIZOMKKXOZ-UHFFFAOYSA-N,JZUOTTDVXIVTTR-UHFFFAOYSA-N,LRJOMUJRLNCICJ-UHFFFAOYSA-N,DTXSID0048686,DTXSID60167784,DTXSID70872918,DTXSID40542373,DTXSID3023502
DTXSID5021122,1.47,[-1.5:4.44],1.3,[-3.57:6.17],0,0.7355,0.617,50-06-6,76-94-8,115-43-5,76-68-6,62484-15-5,DDBREPKUVSBGFI-UHFFFAOYSA-N,LSAOZCAKUIANSQ-UHFFFAOYSA-N,WOIGZSBYKGQJGL-UHFFFAOYSA-N,XOVJAYNMQDTIJD-UHFFFAOYSA-N,OLOBNXMPLWWBAX-UHFFFAOYSA-N,DTXSID5021122,DTXSID00226900,DTXSID60150919,DTXSID90871549,DTXSID90564767
DTXSID2047307,4.11,[1:7.22],3.96,[-1.05:8.97],1,0.5405,0.5735,86479-06-3,35773-43-4,NOCAS_875211,92622-09-8,92598-90-8,RGNPBRKPHBKNKX-UHFFFAOYSA-N,CBNSBRVOBGWOBM-UHFFFAOYSA-N,GQSQLTZZBAZWCV-UHFFFAOYSA-N,ILJBJKNSDPVQGY-UHFFFAOYSA-N,CZKBRWUWERJPLC-UHFFFAOYSA-N,DTXSID3032620,DTXSID8067941,DTXSID60875211,DTXSID70875520,
DTXSID10863481,2.6,[1.72:3.48],2.22,[-0.52:4.96],1,0.651,0.442,5012-29-3,68959-00-2,82-16-6,69409-94-5,102262-55-5,NADZJYYXBITLCC-UHFFFAOYSA-N,FYUIEFVEQGWFII-UHFFFAOYSA-N,YNPQDABMOAMHNC-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,UYRSRBVKAUJNEY-UHFFFAOYSA-N,DTXSID10863481,DTXSID80887619,DTXSID9058862,DTXSID7024110,DTXSID50878650
DTXSID4031980,3.1,[-1.97:8.17],3.1,[-3.87:10.07],1,0.713,0.832,501-36-0,482-05-3,31835-45-7,620-92-8,92-88-6,LUKBXSAWLPMMSZ-UHFFFAOYSA-N,GWZCCUDJHOGOSO-UHFFFAOYSA-N,XKZQKPRCPNGNFR-UHFFFAOYSA-N,PXKLMJQFEQBVLD-UHFFFAOYSA-N,VCCBEIPGXKNHFW-UHFFFAOYSA-N,DTXSID4031980,DTXSID0060064,DTXSID9067649,DTXSID9022445,DTXSID1029120
DTXSID50198249,-2.61,[-3.93:-1.29],-0.79,[-2.11:0.53],1,0.4105,0.363,6358-36-7,26850-47-5,6359-50-8,68134-38-3,42373-04-6,HPKYMNAXAKNZCR-UHFFFAOYSA-N,ZZJJYUNNNYLVAR-UHFFFAOYSA-N,HRPFVPLQLXAHTA-UHFFFAOYSA-N,DMAKVGLLTBTPRM-UHFFFAOYSA-N,MBSCGGXZUJHLJX-UHFFFAOYSA-N,DTXSID40884265,DTXSID90884558,DTXSID80884269,DTXSID00887196,DTXSID0030900
DTXSID9021184,1.62,[-0.89:4.13],1.59,[-2.82:6],0,0.629,0.67,50-24-8,338-95-4,83-43-2,53-06-5,50-23-7,OIGNJSKKLXVSLS-UHFFFAOYSA-N,WAIJIHDWAKJCBX-UHFFFAOYSA-N,VHRSUDSXCMQTMA-UHFFFAOYSA-N,MFYSYFVPBJMHGN-UHFFFAOYSA-N,JYGXADMDTFJGBT-UHFFFAOYSA-N,DTXSID9021184,DTXSID101009333,DTXSID7023300,DTXSID5022857,DTXSID7020714
DTXSID2046593,8.61,[6.69:10.53],8.61,[6.69:10.53],0,0.19,0.1385,1799707-26-8,1404190-37-9,105-62-4,132213-93-5,132213-91-3,GYJHCTNSYNTKGX-UHFFFAOYSA-N,GAXIFKVOUILVHY-UHFFFAOYSA-N,UMHYVXGZRGOICM-UHFFFAOYSA-N,CUZORJDHNDSVOV-UHFFFAOYSA-N,FCKPVRRPIFRTES-UHFFFAOYSA-N,DTXSID901021066,DTXSID50889302,DTXSID8026721,,
DTXSID1042156,1.9,[-3.3:7.1],1.86,[-5.24:8.96],1,0.819,0.8705,99-76-3,19438-10-9,586-38-9,100-09-4,14199-15-6,LXCFILQKKLGQFO-UHFFFAOYSA-N,YKUCHDXIBAQWSF-UHFFFAOYSA-N,XHQZJYCNDZAGLW-UHFFFAOYSA-N,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,XGDZEDRBLVIUMX-UHFFFAOYSA-N,DTXSID4022529,DTXSID50173071,DTXSID2060410,DTXSID4059205,DTXSID0065725
DTXSID8027585,1.55,[1.46:1.64],1.55,[1.46:1.64],1,0.5055,0.4895,57837-19-1|70630-17-0,NOCAS_877253,101126-55-0,NOCAS_877827,NOCAS_877826,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,GNLKJBSHEXMXRZ-UHFFFAOYSA-N,UXABTJBVIPLFMT-UHFFFAOYSA-N,VYWZATAVUHDGOH-UHFFFAOYSA-N,LSZNUSGRHIZUKK-UHFFFAOYSA-N,DTXSID6024175|DTXSID8032671,DTXSID40877253,DTXSID90877304,DTXSID70877827,DTXSID10877826
DTXSID2047141,5.61,[5.6:5.71],5.61,[5.6:5.71],0,0.5,0.4155,502-72-7,62599-49-9,37609-25-9,2550-52-9,541-91-3,OSOIQJGOYGSIMF-UHFFFAOYSA-N,RSOBFXURUKCIKG-UHFFFAOYSA-N,ABRIMXGLNHCLIP-UHFFFAOYSA-N,LXJDKGYSHYYKFJ-UHFFFAOYSA-N,ALHUZKCOMYUFRB-UHFFFAOYSA-N,DTXSID2047141,DTXSID00562138,DTXSID8047139,DTXSID9062514,DTXSID8052192
DTXSID0020573,3.91,[0.48:7.34],3.91,[-1.42:9.24],1,0.682,0.618,50-28-2|57-91-0,57-63-6,53-16-7,31528-46-8,14531-84-1,VOXZDWNPVJITMN-UHFFFAOYSA-N,BFPYWIDHMRZLRN-UHFFFAOYSA-N,DNXHEGUUPJUMQT-UHFFFAOYSA-N,SWNFRSGMYREPFG-UHFFFAOYSA-N,HFLHHQWDPZNOPI-UHFFFAOYSA-N,DTXSID0020573|DTXSID8022377,DTXSID5020576,DTXSID4022367,DTXSID10623461,DTXSID001025459
DTXSID4020375,6.91,[6.87:6.95],6.91,[6.87:6.95],0,0.5,0.4735,50-29-3,53-19-0,72-54-8,121107-48-0,121107-46-8,YVGGHNCTFXOJCH-UHFFFAOYSA-N,JWBOIMRXGHLCPP-UHFFFAOYSA-N,AHJKRLASYNVKDZ-UHFFFAOYSA-N,LWTZRUALFAUJAX-UHFFFAOYSA-N,QMUKHHNFJVHXQY-UHFFFAOYSA-N,DTXSID4020375,DTXSID9020372,DTXSID4020373,DTXSID0074477,DTXSID0074475
DTXSID2020139,6.13,[6.06:6.13],6.13,[6.06:6.13],0,0.5,0.421,50-32-8,42126-84-1,205-99-2,83846-85-9,2175-90-8,FMMWHPNWAFZXNH-UHFFFAOYSA-N,ADWLGGYNRSSUMV-UHFFFAOYSA-N,FTOVXSOBNPWTSH-UHFFFAOYSA-N,DBHQYYNDKZDVTN-UHFFFAOYSA-N,BULLHRADHZGONG-UHFFFAOYSA-N,DTXSID2020139,DTXSID90878376,DTXSID0023907,DTXSID10888614,DTXSID50176148
DTXSID9021136,3.16,[3.15:3.17],3.16,[3.1:3.22],1,0.752,0.581,50-33-9,51307-86-9,84496-56-0,19125-99-6,129-20-4,VYMDGNCVAMGZFE-UHFFFAOYSA-N,YGYDYNQLQNBIFE-UHFFFAOYSA-N,BDQWWOHKFDSADC-UHFFFAOYSA-N,DXWHZJXKTHGHQF-UHFFFAOYSA-N,HFHZKZSRXITVMK-UHFFFAOYSA-N,DTXSID9021136,DTXSID20632367,DTXSID0058198,DTXSID3051830,DTXSID1045291
DTXSID9022524,0.28,[-1.53:2.09],-0.72,[-4.43:2.99],1,0.6635,0.626,50-35-1,101063-96-1,3337-71-1,4826-22-6,NOCAS_876703,UEJJHQNACJXSKW-UHFFFAOYSA-N,HPBPHEGIANTPHE-UHFFFAOYSA-N,VGPYEHKOIGNJKV-UHFFFAOYSA-N,ZSZXWCIFIBRNAW-UHFFFAOYSA-N,LHBRUQYGZRLGGB-UHFFFAOYSA-N,DTXSID9022524,DTXSID30876356,DTXSID8023890,DTXSID50875886,DTXSID60876703
DTXSID50623728,2.25,[1.44:3.06],2.82,[2.01:3.63],1,0.4055,0.648,55806-43-4,NOCAS_878628,NOCAS_875368,NOCAS_875496,144598-75-4,ZBPOBVZNVTZLGP-UHFFFAOYSA-N,ORGWJRARJGAGCV-UHFFFAOYSA-N,PYNDOSSRDWMTJV-UHFFFAOYSA-N,GXVACLPBBHWGFW-UHFFFAOYSA-N,PMXMIIMHBWHSKN-UHFFFAOYSA-N,DTXSID40875375,DTXSID80878628,DTXSID70875368,DTXSID40875496,DTXSID7049059
DTXSID7063685,-3.97,[-4.02:-3.92],-2.08,[-2.13:-2.03],1,0.72,0.671,5036-48-6,22390-38-1,6905-47-1,705-19-1,54013-07-9,KDHWOCLBMVSZPG-UHFFFAOYSA-N,JNMNEKBPYOEAJS-UHFFFAOYSA-N,YGFNVCMGUHJLRU-UHFFFAOYSA-N,RSXWJXPKLRYMHW-UHFFFAOYSA-N,BWXBZAOCBVXFMQ-UHFFFAOYSA-N,DTXSID7063685,DTXSID80878966,DTXSID00406669,DTXSID00220766,DTXSID10561415
DTXSID5029182,0.3,[-5.15:5.75],-1.53,[-8.88:5.82],1,1,0.942,503-74-2,116-53-0,109-52-4,75-98-9,142-62-1,GWYFCOCPABKNJV-UHFFFAOYSA-N,WLAMNBDJUVNPJU-UHFFFAOYSA-N,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,IUGYQRQAERSCNH-UHFFFAOYSA-N,FUZZWVXGSFPDMH-UHFFFAOYSA-N,DTXSID5029182,DTXSID5021621,DTXSID7021655,DTXSID8026432,DTXSID7021607
DTXSID3027586,-4.05,[-5.98:-2.12],-2.35,[-4.28:-0.42],1,0.456,0.56,3327-22-8,66-23-9,67-48-1,765-12-8,123-41-1,XIUCEANTZSXBQQ-UHFFFAOYSA-N,OIPILFWXSMYKGL-UHFFFAOYSA-N,OEYIOHPDSNJKLS-UHFFFAOYSA-N,CYIGRWUIQAVBFG-UHFFFAOYSA-N,OEYIOHPDSNJKLS-UHFFFAOYSA-N,DTXSID3027534,DTXSID60883215,DTXSID4020325,DTXSID1044986,DTXSID9047467
DTXSID8020337,-2.9,[-4.42:-1.38],-1.02,[-2.55:0.51],0,0.3375,0.3215,1064076-86-3,71449-78-0,223398-24-1,16652-76-9,99294-93-6,WPRRUCZQBUTYOE-UHFFFAOYSA-N,DFCAIFBJKSHTST-UHFFFAOYSA-N,FDKGIXCUGKPNRB-UHFFFAOYSA-N,YIRBOOICRQFSOK-UHFFFAOYSA-N,ZAFYATHCZYHLPB-UHFFFAOYSA-N,DTXSID201009950,DTXSID601015137,DTXSID001045075,DTXSID10937212,DTXSID00912795
DTXSID30866151,4.9,[1.19:8.61],4.79,[-0.82:10.4],1,0.733,0.6545,50448-95-8,7659-86-1,713-95-1,2305-05-7,236391-76-7,SUODCTNNAKSRHB-UHFFFAOYSA-N,OWHSTLLOZWTNTQ-UHFFFAOYSA-N,QRPLZGZHJABGRS-UHFFFAOYSA-N,WGPCZPLRVAWXPW-UHFFFAOYSA-N,PDUFSBFWOJELLV-UHFFFAOYSA-N,DTXSID30866151,DTXSID4027656,DTXSID9047596,DTXSID7047190,DTXSID0051360
DTXSID8041246,-1.04,[-4.2:2.12],-1.04,[-6.1:4.02],1,0.779,0.634,504-63-2,57-55-6,50-21-5,110-63-4,110-64-5,YPFDHNVEDLHUCE-UHFFFAOYSA-N,DNIAPMSPPWPWGF-UHFFFAOYSA-N,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,WERYXYBDKMZEQL-UHFFFAOYSA-N,ORTVZLZNOYNASJ-UHFFFAOYSA-N,DTXSID8041246,DTXSID0021206,DTXSID7023192,DTXSID2024666,DTXSID9026849
DTXSID4022361,3.1,[3.06:3.14],3.1,[3.06:3.14],1,0.7235,0.8325,50471-44-8,40575-34-6,143121-08-8,17796-82-6,143360-14-9,FSCWZHGZWWDELK-UHFFFAOYSA-N,WKMRIBJBDSRIMJ-UHFFFAOYSA-N,NNKDVXRNTGSXFM-UHFFFAOYSA-N,UEZWYKZHXASYJN-UHFFFAOYSA-N,QGUVSEIZJMDRLB-UHFFFAOYSA-N,DTXSID4022361,DTXSID60876304,DTXSID00162319,DTXSID8027793,DTXSID90879641
DTXSID3024077,0.77,[0.77:0.84],0.77,[0.77:0.84],0,0.5,0.3985,505-29-3,1618-26-4,505-60-2,1825-62-3,13116-53-5,LOZWAPSEEHRYPG-UHFFFAOYSA-N,LOCDPORVFVOGCR-UHFFFAOYSA-N,QKSKPIVNLNLAAV-UHFFFAOYSA-N,RSIHJDGMBDPTIM-UHFFFAOYSA-N,UDPHJTAYHSSOQB-UHFFFAOYSA-N,DTXSID3024077,DTXSID0061822,DTXSID0037100,DTXSID5051814,DTXSID5051656
DTXSID2025474,8.8,[7:10.6],8.8,[5.1:12.5],1,0.6605,0.461,505-32-8,629-96-9,112-92-5,506-30-9,3689-69-8,KEVYVLWNCKMXJX-UHFFFAOYSA-N,BTFJIXJJCSYFAL-UHFFFAOYSA-N,GLDOVTGHNKAZLK-UHFFFAOYSA-N,VKOBVWXKNCXXDE-UHFFFAOYSA-N,CKJHJTOHWZLGFY-UHFFFAOYSA-N,DTXSID2025474,DTXSID0027272,DTXSID8026935,DTXSID1060134,DTXSID60700812
DTXSID0022808,5.36,[5.33:5.39],5.41,[5.38:5.44],1,0.8585,0.8005,50-53-3,1982-37-2,60-87-7,84-96-8,61-01-8,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,HTMIBDQKFHUPSX-UHFFFAOYSA-N,PWWVAXIEGOYWEE-UHFFFAOYSA-N,ZZHLYYDVIOPZBE-UHFFFAOYSA-N,BRABPYPSZVCCLR-UHFFFAOYSA-N,DTXSID0022808,DTXSID6023282,DTXSID7023518,DTXSID9023708,DTXSID90209843
DTXSID9021683,1.84,[-2.42:6.1],-0.04,[-6.2:6.12],1,0.774,0.73,505-52-2,821-38-5,693-23-2,334-48-5,112-37-8,DXNCZXXFRKPEPY-UHFFFAOYSA-N,HQHCYKULIHKCEB-UHFFFAOYSA-N,TVIDDXQYHWJXFK-UHFFFAOYSA-N,GHVNFZFCNZKVNT-UHFFFAOYSA-N,ZDPHROOEEOARMN-UHFFFAOYSA-N,DTXSID9021683,DTXSID5061166,DTXSID3027297,DTXSID9021554,DTXSID8021690
DTXSID7021237,3.2,[-1.48:7.88],3.2,[-3.38:9.78],0,0.6225,0.731,50-55-5,131-01-1,24815-24-5,NOCAS_875490,NOCAS_865793,QEVHRUUCFGRFIF-UHFFFAOYSA-N,CVBMAZKKCSYWQR-UHFFFAOYSA-N,SZLZWPPUNLXJEA-UHFFFAOYSA-N,DWRHTOHMXSRYOO-UHFFFAOYSA-N,WKPWGQKGSOKKOO-PYAUPWOWSA-N,DTXSID7021237,DTXSID8020383,DTXSID3023554,DTXSID80875490,DTXSID60865793
DTXSID3058111,2.17,[2.13:2.21],2.17,[2.13:2.21],1,0.833,0.8085,50563-36-5,15299-99-7,3688-82-2,315209-11-1,57-42-1,SCCDDNKJYDZXMM-UHFFFAOYSA-N,WXZVAROIGSFCFJ-UHFFFAOYSA-N,LEBSHMYVTNMJNP-UHFFFAOYSA-N,YOILXOMTHPUMRG-UHFFFAOYSA-N,XADCESSVHJOZHK-UHFFFAOYSA-N,DTXSID3058111,DTXSID5024211,DTXSID70190361,DTXSID30874574,DTXSID9023253
DTXSID0029183,0.6,[0.55:0.65],0.6,[0.55:0.65],0,0.5,0.4515,505-65-7,2916-31-6,628-89-7,4016-14-2,4454-05-1,CZLMRJZAHXYRIX-UHFFFAOYSA-N,SIJBDWPVNAYVGY-UHFFFAOYSA-N,LECMBPWEOVZHKN-UHFFFAOYSA-N,NWLUZGJDEZBBRH-UHFFFAOYSA-N,XCYWUZHUTJDTGS-UHFFFAOYSA-N,DTXSID0029183,DTXSID10183419,DTXSID9060861,DTXSID6025480,DTXSID9027570
DTXSID6068563,3.23,[-1.11:7.57],3.23,[-3.01:9.47],1,0.6415,0.7405,74407-83-3,39856-64-9,NOCAS_876246,840-65-3,37080-10-7,NFCHTCKWPRWOTK-UHFFFAOYSA-N,ZKTFRQLHNQLLFU-UHFFFAOYSA-N,XFJZHNJEXDUORU-UHFFFAOYSA-N,GYUVMLBYMPKZAZ-UHFFFAOYSA-N,FTVJHMDYEKFKAZ-UHFFFAOYSA-N,DTXSID10876314,DTXSID70877509,DTXSID40876246,DTXSID6029202,DTXSID60404045
DTXSID1060134,8.8,[3.48:14.12],7.07,[-0.15:14.29],1,0.85,0.8105,506-30-9,112-85-6,57-11-4,37343-44-5,68015-93-0,VKOBVWXKNCXXDE-UHFFFAOYSA-N,UKMSUNONTOPOIO-UHFFFAOYSA-N,QIQXTHQIDYTFRH-UHFFFAOYSA-N,BNRRFUKDMGDNNT-UHFFFAOYSA-N,OVQJAEGJPUEXQD-UHFFFAOYSA-N,DTXSID1060134,DTXSID3026930,DTXSID8021642,DTXSID20190790,DTXSID40867432
DTXSID8027587,-7.91,[-11.57:-4.25],-9.81,[-15.37:-4.25],1,0.6645,0.585,5064-31-3,93-62-9,26239-55-4,51981-21-6,87010-29-5,MGFYIUFZLHCRTH-UHFFFAOYSA-N,JYXGIOKAKDAARW-UHFFFAOYSA-N,QZTKDVCDBIDYMD-UHFFFAOYSA-N,VCVKIIDXVWEWSZ-UHFFFAOYSA-N,WYNTXFYGOPFHTF-UHFFFAOYSA-N,DTXSID8027587,DTXSID4042177,DTXSID4067191,DTXSID2052158,DTXSID70450351
DTXSID8027161,6.19,[4.6:7.78],7.81,[6.22:9.4],1,0.415,0.5205,661-19-8,18299-85-9,59130-69-7,929-77-1,29710-25-6,NOPFSRXAKWQILS-UHFFFAOYSA-N,KHAYCTOSKLIHEP-UHFFFAOYSA-N,XJNUECKWDBNFJV-UHFFFAOYSA-N,QSQLTHHMFHEFIY-UHFFFAOYSA-N,GLCFQKXOQDQJFZ-UHFFFAOYSA-N,DTXSID4027286,DTXSID2066359,DTXSID20866741,DTXSID6029206,DTXSID70865507
DTXSID5024269,0.2,[-0.07:0.42],0.2,[-0.07:0.42],0,0.169,0.3315,74-90-8,74-86-2,107-25-5,14884-01-6,930-36-9,LELOWRISYMNNSU-UHFFFAOYSA-N,HSFWRNGVRCDJHI-UHFFFAOYSA-N,XJRBAMWJDBPFIM-UHFFFAOYSA-N,NCFMDIJKEYGCRD-UHFFFAOYSA-N,UQFQONCQIQEYPJ-UHFFFAOYSA-N,DTXSID9024148,DTXSID6026379,DTXSID4026761,DTXSID50415948,DTXSID40239231
