MoleculeID,Clint_exp,Clint_pred,Clint_predRange,AD_Clint,AD_index_Clint,Conf_index_Clint,Clint_CAS_neighbor_1,Clint_CAS_neighbor_2,Clint_CAS_neighbor_3,Clint_CAS_neighbor_4,Clint_CAS_neighbor_5,Clint_InChiKey_neighbor_1,Clint_InChiKey_neighbor_2,Clint_InChiKey_neighbor_3,Clint_InChiKey_neighbor_4,Clint_InChiKey_neighbor_5,Clint_DTXSID_neighbor_1,Clint_DTXSID_neighbor_2,Clint_DTXSID_neighbor_3,Clint_DTXSID_neighbor_4,Clint_DTXSID_neighbor_5,Clint_Exp_neighbor_1,Clint_Exp_neighbor_2,Clint_Exp_neighbor_3,Clint_Exp_neighbor_4,Clint_Exp_neighbor_5,Clint_pred_neighbor_1,Clint_pred_neighbor_2,Clint_pred_neighbor_3,Clint_pred_neighbor_4,Clint_pred_neighbor_5,maxHBint2,minHBint2,SHBd,nN,BCUTp_1h,minHBa,MLFER_A,ndO,nBase,GATS5e,SRW4,MDEO_12,AATS1i,MLFER_BO,SpMax4_Bhm,maxHBint9,ETA_dBetaP,ATSC0p,ATS3p,XLogP,maxHssNH,minHBint10,khs_ssNH,nssNH,mindssS,nTG12Ring,ATS4i,SRW6,MPC5,khs_ddsN,SdCH2,nF6Ring,nHBint7
DTXSID2046418,NaN,0,[0:8.04],1,0.236,0.362,5116-94-9,54-62-6,59-05-2,59-30-3,64118-84-9,GAJQCIFYLSXSEZ-UHFFFAOYSA-N,TVZGACDUOSZQKY-UHFFFAOYSA-N,FBOZXECLQNJBKD-UHFFFAOYSA-N,OVBPIULPVIDEAO-UHFFFAOYSA-N,KGVXVPRLBMWZLG-UHFFFAOYSA-N,DTXSID0042169,DTXSID3022588,DTXSID4020822,DTXSID0022519,DTXSID40214326,18.8,0,0,0,0.01,0,0,0,0,0.01,7.33399583532726,7.33399583532726,2.3988436686403,2,10.8397958983424,-1.01963477366255,1.045,2,2,0.336179365956932,4.51085950651685,0,154.72716800724,2.102,2.88494238692535,7.33399583532726,-0.35714,11.0213937199474,74.3182788947919,-3.312,0,0,0,0,0,0,8323.80426004747,5.87773578177964,9,0,0,0,2
DTXSID8024600,NaN,5.63,[0.51:27.01],1,0.244,0.339,54-11-5,300-62-9,111988-49-9,7378-99-6,55142-85-3,SNICXCGAKADSCV-UHFFFAOYSA-N,KWTSXDURSIMDCE-UHFFFAOYSA-N,HOKKPVIRMVDYPB-UHFFFAOYSA-N,UQKAOOAFEFCDGT-UHFFFAOYSA-N,PHWBOXQYWZNQIN-UHFFFAOYSA-N,DTXSID1020930,DTXSID4022600,DTXSID7034961,DTXSID2036299,DTXSID5023669,4.44,0.51,2.57,35.14,56.23,3.73,27.01,9.03,9.27,8.56,0,0,0,1,9.24610897293908,0,0.003,0,2,1.1280956725756,4.4188406077966,0,147.857576331719,0.124,2.61918191383972,0,-0.04545,6.1955399427194,82.327322809396,1.582,0,0,0,0,0,0,14473.2459174458,5.8664680569333,16,0,0,0,0
DTXSID7032345,0,0,[0:0.33],1,1,0.857,56-95-1,74115-24-5,789-02-6,569-57-3,53179-11-6,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,UXADOQPNKNTIHB-UHFFFAOYSA-N,CVUGPAFCQJIYDT-UHFFFAOYSA-N,BFPSDSIWYFKGBC-UHFFFAOYSA-N,RDOIQAHITMMDAJ-UHFFFAOYSA-N,DTXSID7032345,DTXSID9023881,DTXSID6022345,DTXSID1021299,DTXSID6045165,0,0,15.3,0,13.8,3.39,0,0,0,13.8,3.7223991419523,0.970900305848975,4.5694680813789,10,9.16159408832715,0.818327889703828,0.907,0,10,1.1151314498851,5.50938833662798,0,155.460589841677,3.892,3.5762682360688,2.84463143749268,-0.05882,15.065291327281,185.313470915772,6.514,0.470859845504875,0,6,6,0,0,25042.474666134,6.90875477931522,59,0,0,0,6
DTXSID50890599,NaN,6.34,[0.38:19.05],0,0.143,0.331,1575-72-0,142-62-1,97-61-0,75-35-4,4536-23-6,UMYDNZXEHYSVFY-UHFFFAOYSA-N,FUZZWVXGSFPDMH-UHFFFAOYSA-N,OVBFMEVBMNZIBR-UHFFFAOYSA-N,LGXVIGDEPROXKC-UHFFFAOYSA-N,CVKMFSAVYPAZTQ-UHFFFAOYSA-N,DTXSID20881257,DTXSID7021607,DTXSID9021633,DTXSID8021438,DTXSID9044241,0.38,33.6,10.2,24.46,3.95,30.91,3.49,3.13,10.04,2.82,8.41814236111111,8.41814236111111,0.910069444444444,0,5.55475540483863,7.60416666666667,0.591,1,0,0,3.2188758248682,0,150.603411105606,0.438,1.07671027115277,0,0.1,1.86043143122,8.512842697698,0.212,0,0,0,0,0,0,1078.77730652175,4.39444915467244,0,0,2.96064814814815,0,0
DTXSID1040451,NaN,4.72,[3:8.64],0,0.139,0.536,2609-46-3,1131-64-2,23422-53-9,3600-87-1,25606-41-1,XSDQTOBWRPYKKA-UHFFFAOYSA-N,JWPGJSVJDAJRLW-UHFFFAOYSA-N,RMFNNCGOSPBBAD-UHFFFAOYSA-N,VFRCNXKYZVQYLX-UHFFFAOYSA-N,WZZLDXDUQPOXNW-UHFFFAOYSA-N,DTXSID9043853,DTXSID7022885,DTXSID4032405,?,DTXSID6034849,3,3.98,13.72,3,5.81,2.36,6.38,2.65,7,2.14,8.00649085648148,0.707390046296296,2.11111111111111,3,7.968130238514,1.12731481481481,0.679,1,3,0.956805276777812,4.04305126783455,0,164.440767679385,1.745,2.10090388333929,0,-0.30556,2.89368840426495,34.01386114,-2.404,0,0,0,0,0,0,6342.02185024789,5.39816270151775,4,0,0,0,0
DTXSID0034776,NaN,42.72,[2.6:240.88],1,0.389,0.31,55-38-9,5598-13-0,2921-88-2,28249-77-6,54593-83-8,PNVJTZOFSHSLTO-UHFFFAOYSA-N,HRBKVYFZANMGRE-UHFFFAOYSA-N,SBPBAQFWLVIOKP-UHFFFAOYSA-N,QHTQREMOGMZHJV-UHFFFAOYSA-N,XFDJMIHUAHSGKG-UHFFFAOYSA-N,DTXSID8020620,DTXSID6032352,DTXSID4020458,DTXSID6024337,DTXSID2032344,87.2,24.1,2.6,233,617,27.41,39.06,40,64.44,27.47,0,0,0,0,10.254199982164,0.826288562750203,0.003,0,0,0.950341104835261,4.8283137373023,0,143.001641867604,2.041,3.18897752872355,0,-0.07813,15.9126293280527,100.16404074,4.859,0,0,0,0,0,0,8724.85018672292,6.361302477573,34,0,0,0,0
DTXSID3020047,NaN,0,[0:2.42],1,0.393,0.613,110-00-9,100-54-9,88-12-0,107-13-1,60-56-0,YLQBMQCUIZJEEH-UHFFFAOYSA-N,GZPHSAQLYPIAIN-UHFFFAOYSA-N,WHNWPMSKXPGLAX-UHFFFAOYSA-N,NLHHRLWOUZZQLW-UHFFFAOYSA-N,IVAWMVACECMAGC-UHFFFAOYSA-N,DTXSID6020646,DTXSID1026665,DTXSID2021440,DTXSID5020029,DTXSID4020820,0.42,0,0,6.36,0,0,0,0,6.36,0.7,0,0,0,1,7.35333526861946,0,0.003,0,0,0.776079988289358,3.29583686600433,0,146.31749238075,0.371,1.43606128947332,0,0.08333,5.14491770413364,18.662089779396,1.721,0,0,0,0,0,0,1813.28660424436,4.34380542185368,1,0,3.48399176954733,0,0
DTXSID5037028,NaN,14.81,[6.5:23.12],1,0.316,0.612,7173-51-5,112-00-5,24602-86-6,112-18-5,118134-30-8,JGFDZZLUDWMUQH-UHFFFAOYSA-N,VICYBMUVWHJEFT-UHFFFAOYSA-N,YTOPFCCWCSOHFV-UHFFFAOYSA-N,YWFWDNVOPHGWMX-UHFFFAOYSA-N,PUYXTUJWRLOUCW-UHFFFAOYSA-N,DTXSID9032537,DTXSID1026900,DTXSID3041376,DTXSID1026906,DTXSID1034212,18.65,16.2,12.91,34.2,3.35,12.02,16.72,11.99,34.96,9.51,0,0,0,1,8.93027795046858,0,0.003,0,2,0.795536999824785,4.81218435537242,0,147.339272954292,0.064,3.30180847063225,0,-0.525,13.1803507760187,175.711332600639,8.05,0,0,0,0,0,0,31919.7073313673,6.08904487544685,15,0,0,0,0
DTXSID2021602,NaN,4.98,[0.01:27.05],1,0.235,0.362,110-25-8,31080-39-4,302-79-4,15687-27-1,25812-30-0,DIOYAVUHUXAUPX-UHFFFAOYSA-N,RXGPYPPCEXISOV-UHFFFAOYSA-N,SHGAZHPCJJPHSC-UHFFFAOYSA-N,HEFNNWSXXWATRW-UHFFFAOYSA-N,HEMJJKBWTPKOJG-UHFFFAOYSA-N,DTXSID5042243,DTXSID90874136,DTXSID7021239,DTXSID5020732,DTXSID0020652,41.7,0.01,10.5,10.12,58.72,16.33,0.06,43.8,6.48,16.26,7.23590927941133,7.23590927941133,0.702471036720334,0,7.61947654807838,8.49062245317449,0.591,1,0,0.690267145675534,4.63472898822964,0,145.726229672981,0.402,3.2427069958332,0,-0.41667,10.8113756309005,129.754249771242,7.57,0,0,0,0,0,0,20886.7170311233,5.83188247728352,13,0,0,0,0
DTXSID8021642,NaN,5.96,[0.01:27.69],1,0.218,0.364,110-25-8,302-79-4,31080-39-4,25812-30-0,15687-27-1,DIOYAVUHUXAUPX-UHFFFAOYSA-N,SHGAZHPCJJPHSC-UHFFFAOYSA-N,RXGPYPPCEXISOV-UHFFFAOYSA-N,HEMJJKBWTPKOJG-UHFFFAOYSA-N,HEFNNWSXXWATRW-UHFFFAOYSA-N,DTXSID5042243,DTXSID7021239,DTXSID90874136,DTXSID0020652,DTXSID5020732,41.7,10.5,0.01,58.72,10.12,16.33,43.8,0.06,16.26,6.48,7.19826234789594,7.19826234789594,0.696614533864754,0,7.63198396912562,8.51732177827958,0.591,1,0,0.676601204922652,4.74493212836325,0,145.575711945594,0.402,3.3045868434696,0,-0.425,12.1536147812014,147.797307490034,8.708,0,0,0,0,0,0,23844.6273412004,5.9427993751267,15,0,0,0,0
DTXSID7030066,NaN,0,[0:6.38],1,0.44,0.424,32598-13-3,789-02-6,33284-52-5,569-57-3,74115-24-5,UQMGJOKDKOLIDP-UHFFFAOYSA-N,CVUGPAFCQJIYDT-UHFFFAOYSA-N,UTMWFJSRHLYRPY-UHFFFAOYSA-N,BFPSDSIWYFKGBC-UHFFFAOYSA-N,UXADOQPNKNTIHB-UHFFFAOYSA-N,DTXSID5022514,DTXSID6022345,DTXSID4058657,DTXSID1021299,DTXSID9023881,0,15.3,0,0,0,28.28,0,0,0,0,0,0,0,0,11.0306027517244,0.918028435654097,0.003,0,0,0.81650646669089,5.10594547390058,0,136.716432590596,0.274,3.55887901315274,0,0.20833,4.98926459170695,113.406368686,6.531,0,0,0,0,0,1,5814.43652088957,6.69579891705849,80,0,0,0,0
DTXSID10866614,NaN,0,[0:0.02],1,0.5,0.8,872-50-4,60-56-0,88-12-0,3033-77-0,95-80-7,SECXISVLQFMRJM-UHFFFAOYSA-N,IVAWMVACECMAGC-UHFFFAOYSA-N,WHNWPMSKXPGLAX-UHFFFAOYSA-N,LRQFRDLKOBFOSG-UHFFFAOYSA-N,VOZKAJLKRJDJLL-UHFFFAOYSA-N,DTXSID6020856,DTXSID4020820,DTXSID2021440,DTXSID1044643,DTXSID4020402,0.04,0,0,0,0,0,0.7,0,0,0,0,0,0.245696159122085,0,9.43801478676562,5.31211419753086,0.003,0,0,0,3.93182563272433,0,144.088460980796,0.434,2.04637981399528,0,-0.57143,6.82996368349588,48.193213619339,1.174,0,0,0,0,0,0,4946.06670086409,5.33271879326537,4,0,0,0,0
DTXSID6023991,NaN,NaN,NA,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.825,1,2.98399692069364,0,0.003,0,0,0,1.09861228866811,0,158.39043697145,0.096,NaN,0,1.125,0.506330863232667,0,-0.357,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0
DTXSID4021426,NaN,0.31,[0.02:1.73],0,0.121,0.533,75-63-8,811-97-2,75-71-8,64-17-5,431-89-0,RJCQBQGAPKAMLL-UHFFFAOYSA-N,LVGUZGTVOIAKKC-UHFFFAOYSA-N,PXBRQCKWGAHEHS-UHFFFAOYSA-N,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,YFMFNYKEUDLDTL-UHFFFAOYSA-N,DTXSID5026415,DTXSID1021324,DTXSID6020436,DTXSID9020584,DTXSID4042048,1,0.02,0.05,3.96,1,0.16,0.59,0.61,1.67,0.19,6.4875,3.06354166666667,1.44166666666667,2,4.82528165123871,4.25,0.907,1,0,0,2.94443897916644,0,181.603500357171,0.737,0.0839230705186912,0,-0.1875,0.897624913698,5.072961144,-1.686,0,0,0,0,0,0,739.670608096996,4.00733318523247,0,0,0,0,0
DTXSID1020516,NaN,0.37,[0.02:4.33],0,0.178,0.413,75-71-8,306-83-2,67-63-0,64-17-5,811-97-2,PXBRQCKWGAHEHS-UHFFFAOYSA-N,OHMHBGPWCHTMQE-UHFFFAOYSA-N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,LVGUZGTVOIAKKC-UHFFFAOYSA-N,DTXSID6020436,DTXSID7020712,DTXSID7020762,DTXSID9020584,DTXSID1021324,0.05,10.2,0.22,3.96,0.02,0.61,0.06,4,1.67,0.59,0,0,0.588888888888889,2,5.86555211468053,1.5,0.003,0,0,0,2.94443897916644,0,168.415842032727,0.064,0.609249271482374,0,-0.5,1.70042345293067,15.5362769,-1.385,0,0,0,0,0,0,3883.27069250923,4.00733318523247,0,0,0,0,0
DTXSID8035423,NaN,25.13,[1.85:234.45],1,0.457,0.227,90-12-0,99-62-7,83-32-9,2675-77-6,95-63-6,QPUYECUOLPXSFR-UHFFFAOYSA-N,UNEATYXSUBPPKP-UHFFFAOYSA-N,CWRYPZZKDGJXCA-UHFFFAOYSA-N,PFIADAMVCJPXSF-UHFFFAOYSA-N,GWHJZXXIDMPWGX-UHFFFAOYSA-N,DTXSID9020877,DTXSID8026640,DTXSID3021774,DTXSID2024793,DTXSID6021402,443,7.79,4.85,6.31,1.85,5.53,23.53,21.67,27.32,23.73,0,0,0,0,9.95888562397889,0,0.003,0,0,0.998463901689708,4.59511985013459,0,140.446011005578,0.176,2.62995353950398,0,-0.04167,6.50304922517815,95.6271741139429,4.162,0,0,0,0,0,0,11651.0323175068,6.12905021006055,36,0,0,0,0
DTXSID00884185,NaN,34.41,[9.12:85.84],1,0.34,0.447,65277-42-1,1375105-96-6,1375106-51-6,79794-75-5,1268524-70-4,XMAYWYJOQHXEEK-UHFFFAOYSA-N,OGGOWHOQMIINAZ-UHFFFAOYSA-N,VHEFCIONPXNYGE-UHFFFAOYSA-N,JCCNYMKQOSZNPW-UHFFFAOYSA-N,DNVXATUJJDPFDM-UHFFFAOYSA-N,DTXSID7029879,?,?,DTXSID2023224,DTXSID20155309,55,9.12,150,33.9,16.6,13.84,116.72,10.58,15.89,30.81,0,0,0,3,12.0909709129112,1.44153316560784,0.003,2,0,0.972714048529117,5.60947179518496,0.426401432711221,145.199054297841,1.954,3.53884346051041,0,-0.09677,13.4084795952864,212.388550383641,4.945,0,0,0,0,0,0,27708.1825145447,7.18311170174328,115,0,0,0,0
DTXSID0034302,NaN,0,[0:0],1,0.998,0.999,55335-06-3,1918-02-1,133-90-4,93-76-5,94-75-7,REEQLXCGVXDJSQ-UHFFFAOYSA-N,NQQVFXUMIDALNH-UHFFFAOYSA-N,HSSBORCLYSCBJR-UHFFFAOYSA-N,SMYMJHWAQXWPDB-UHFFFAOYSA-N,OVSKIKFHRZPJSS-UHFFFAOYSA-N,DTXSID0032497,DTXSID1021160,DTXSID2020262,DTXSID5021388,DTXSID0020442,0,0,0,0,0,0,0,0,0,0,8.04012188190507,8.04012188190507,0.77948451239778,1,9.68872858837746,0.660653502141597,0.502,1,0,0.699570280026907,4.65396035015752,0.666666666666667,147.626215481769,0.907,3.37492264403482,0,0.01786,5.61340786041911,55.80262696,2.75,0,0,0,0,0,0,3748.61417912499,6.12029741895095,28,0,0,0,1
DTXSID6023600,2,2,[2:2.18],1,1,0.834,57-24-9,16590-41-3,76-57-3,57-27-2,50-32-8,QMGVPVSNSZLJIA-UHFFFAOYSA-N,DQCKKXVULJGBQN-UHFFFAOYSA-N,OROGSEYTTFOCAN-UHFFFAOYSA-N,BQJCRHHNABKAKU-UHFFFAOYSA-N,FMMWHPNWAFZXNH-UHFFFAOYSA-N,DTXSID6023600,DTXSID4046313,DTXSID2020341,DTXSID9023336,DTXSID2020139,2,17.91,24.53,24,15.86,25.44,12.84,13.82,14.46,6.26,0,0,0,2,13.6662277074502,2.32550925925926,0.003,1,1,0.931880035034227,5.58724865840025,0.25,143.752671303902,1.998,3.38175114498069,0,-0.49,11.4850658566,263.15151010783,0.565,0,0,0,0,0,42,35252.1138779985,7.25347038268453,221,0,0,0,0
DTXSID4022816,NaN,6.95,[3.72:13.3],1,0.165,0.537,801312-28-7,144701-48-4,CHEMBL2035022,CHEMBL1916271,1000413-72-8,JFHROPTYMMSOLG-UHFFFAOYSA-N,RMMXLENWKUUMAY-UHFFFAOYSA-N,JBTAEEKPONTXSL-UHFFFAOYSA-N,RVIAYIHTJMJVOV-UHFFFAOYSA-N,BZCALJIHZVNMGJ-UHFFFAOYSA-N,DTXSID30230090,DTXSID8023636,?,?,?,20.05,3.98,3.72,9.5,5.25,8.17,7.09,3.27,3.6,9.35,5.40941374780983,5.40941374780983,1.88858927225188,6,12.2499615723147,6.24842759704526,0.497,4,0,1.00976703295495,6.00881318544259,0,144.522452350516,3.252,3.94250993380971,0,0.30435,20.5819541317899,274.50490693249,6.284,0,0,0,0,0,0,26877.8451080772,7.57609734062311,178,0,0,0,0
DTXSID8020541,0.82,0.82,[0.82:1.25],1,1,0.853,57-41-0,1009618-59-0,509-86-4,64-77-7,77-28-1,CXOFVDLJLONNDW-UHFFFAOYSA-N,YHAMWDFRLHXMHG-UHFFFAOYSA-N,PAZQYDJGLKSCSI-UHFFFAOYSA-N,JLRGJRBPOGGCBT-UHFFFAOYSA-N,STDBAQMTJLUMFW-UHFFFAOYSA-N,DTXSID8020541,?,DTXSID10198927,DTXSID8021359,DTXSID70227808,0.82,13.8,29,2.89,1.9,8.06,4.39,3.59,5.2,9.82,7.10317734279795,1.02581670957735,1.01986536281179,2,12.4936297288956,2.31568594104308,1.168,2,0,1.29189811133667,5.09375020080676,0,145.143728516412,1.066,2.9473631655847,0,0.15789,7.05819641863135,112.186292476792,2.653,0.57687925170068,0,2,2,0,0,11624.5152782533,6.66057514983969,71,0,0,0,0
DTXSID8034241,NaN,0,[0:0.08],1,0.998,0.983,94-75-7,120-36-5,1918-00-9,84087-01-4,101-10-0,OVSKIKFHRZPJSS-UHFFFAOYSA-N,MZHCENGPTKEIGP-UHFFFAOYSA-N,IWEDIXLBFLAXBO-UHFFFAOYSA-N,FFSSWMQPCJRCRV-UHFFFAOYSA-N,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,DTXSID0020442,DTXSID0020440,DTXSID4024018,DTXSID6032641,DTXSID9034232,0,2.23,0.65,0,0,0,0,0,4.39,0,8.00934898666717,8.00934898666717,0.781606425978027,0,9.4488431614151,0.709820168808264,0.502,1,0,0.801461528845196,4.55387689160054,0.666666666666667,144.408927880455,0.606,3.06107404370938,0,0.07692,5.77642355590642,55.045193830849,2.563,0,0,0,0,0,0,4261.39037235348,5.98896141688986,23,0,0,0,0
DTXSID9034238,NaN,0,[0:0.08],1,0.998,0.983,94-75-7,120-36-5,1918-00-9,84087-01-4,101-10-0,OVSKIKFHRZPJSS-UHFFFAOYSA-N,MZHCENGPTKEIGP-UHFFFAOYSA-N,IWEDIXLBFLAXBO-UHFFFAOYSA-N,FFSSWMQPCJRCRV-UHFFFAOYSA-N,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,DTXSID0020442,DTXSID0020440,DTXSID4024018,DTXSID6032641,DTXSID9034232,0,2.23,0.65,0,0,0,0,0,4.39,0,8.00934898666717,8.00934898666717,0.781606425978027,0,9.4488431614151,0.709820168808264,0.502,1,0,0.801461528845196,4.55387689160054,0.666666666666667,144.408927880455,0.606,3.06107404370938,0,0.07692,5.77642355590642,55.045193830849,2.563,0,0,0,0,0,0,4261.39037235348,5.98896141688986,23,0,0,0,0
DTXSID90972929,NaN,0.04,[0.01:0.25],1,0.447,0.76,31080-39-4,3274-28-0,3274-29-1,99-66-1,149-57-5,RXGPYPPCEXISOV-UHFFFAOYSA-N,HWXRWNDOEKHFTL-UHFFFAOYSA-N,DYWSVUBJGFTOQC-UHFFFAOYSA-N,NIJJYAXOARWZEE-UHFFFAOYSA-N,OBETXYAYXDNJHR-UHFFFAOYSA-N,DTXSID90874136,DTXSID20875838,DTXSID40880929,DTXSID6023733,DTXSID9025293,0.01,0.01,0.01,0.35,0.55,0.06,0.08,0.07,0.11,0.09,6.48463077414013,6.48463077414013,0.597855725623583,0,9.8459103675437,8.93183673469388,0.591,1,0,1.20329295870529,4.36944785246702,0,146.527372415524,0.449,2.85286643721131,0,-0.375,6.78389294636749,88.8833901023759,3.512,0,0,0,0,0,0,15486.0282454767,5.83188247728352,7,0,0,0,0
DTXSID9025906,NaN,0,[0:11.39],0,0.227,0.295,115-86-6,791-28-6,13080-86-9,10081-67-1,541-02-6,XZZNDPSIHUTMOC-UHFFFAOYSA-N,FIQMHBFVRAXMOP-UHFFFAOYSA-N,KMKWGXGSGPYISJ-UHFFFAOYSA-N,UJAWGGOCYUPCPS-UHFFFAOYSA-N,XMSXQFUHVRWGNA-UHFFFAOYSA-N,DTXSID1021952,DTXSID2022121,DTXSID5051650,DTXSID0027721,DTXSID1027184,26.44,0,0,0,0,26.47,34.48,12.53,10.11,0,1.36332655981895,1.28605718156974,0.753005507950043,8,10.7137056872784,3.49474258492296,0.871,0,0,1.88797101850826,5.95324333428778,0,144.2605399815,1.974,3.94451398315484,0,0.3,11.8948107581255,231.145593698189,7.284,0,0,0,0,0,81,22749.2477197408,7.52240023138712,212,0,0,0,0
DTXSID0021206,NaN,1.05,[0.22:4.6],1,0.222,0.458,67-63-0,123-91-1,111-76-2,78-93-3,64-17-5,KFZMGEQAYNKOFK-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,DTXSID7020762,DTXSID4020533,DTXSID1024097,DTXSID3021516,DTXSID9020584,0.22,0.69,0.85,10.07,3.96,4,0.81,8.23,0.5,1.67,0,0,1.50416666666667,0,5.83275385604959,7.89351851851852,0.604,0,0,0,3.2188758248682,0,154.114934056642,0.688,1.43808811169314,0,-0.5,2.22824782784308,17.656409634792,-0.748,0,0,0,0,0,0,3298.05575548464,4.39444915467244,0,0,0,0,0
DTXSID8069197,NaN,23.64,[2.65:78.26],0,0.139,0.348,115-86-6,56-72-4,25311-71-1,39515-41-8,117-81-7,XZZNDPSIHUTMOC-UHFFFAOYSA-N,BXNANOICGRISHX-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,XQUXKZZNEFRCAW-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,DTXSID1021952,DTXSID2020347,DTXSID8032417,DTXSID0024002,DTXSID5020607,26.44,31.7,158,19.7,2.65,309.54,27.77,45.37,39.81,18.99,0,0,0,0,8.2567063180891,5.80594121816759,0.003,2,0,2.74415597567546,5.79605775076537,3.14734519026495,140.313205122582,3.915,3.74733955403159,0,0.2625,26.388798796735,222.629274999282,8.1,0,0,0,0,0,0,19555.0876958723,7.29233717617388,116,0,0,0,0
DTXSID9024063,20.52,20.58,[20.52:25.07],1,1,0.868,576-26-1,527-60-6,106-44-5,95-48-7,1638-22-8,NXXYKOUNUYWIHA-UHFFFAOYSA-N,BPRYUXCVCCNUFE-UHFFFAOYSA-N,IWDCLRJOBJJRNH-UHFFFAOYSA-N,QWVGKYWNOKOFNN-UHFFFAOYSA-N,CYYZDBDROVLTJU-UHFFFAOYSA-N,DTXSID9024063,DTXSID7022049,DTXSID7021869,DTXSID8021808,DTXSID3047425,20.52,163,39.66,27.48,127,75.24,38.87,33.57,44.94,29.21,0,0,0.597083333333333,0,8.05153761882967,9.2062962962963,0.384,0,0,0.427709474963675,4.20469261939097,0,143.736072802487,0.411,2.3793904059584,0,0.19444,4.56442863770579,50.266860629698,2.068,0,0,0,0,0,0,6525.19767639484,5.68697535633982,12,0,0,0,0
DTXSID5020576,0,0,[0:2.19],1,1,0.762,57-63-6,57-91-0|50-28-2|,41372-20-7,57-27-2,53-16-7,BFPYWIDHMRZLRN-UHFFFAOYSA-N,VOXZDWNPVJITMN-UHFFFAOYSA-N,VMWNQDUVQKEIOC-UHFFFAOYSA-N,BQJCRHHNABKAKU-UHFFFAOYSA-N,DNXHEGUUPJUMQT-UHFFFAOYSA-N,DTXSID5020576,DTXSID8022377| DTXSID0020573,DTXSID0048185,DTXSID9023336,DTXSID4022367,0,56.25,17.4,24,0,33.71,56.22,17.39,23.99,22.27,0,0,1.12593502244409,0,12.0156192564044,9.72083455470496,0.973,0,0,0.607787911722379,5.35185813347607,0,142.082070407676,0.908,3.11896224900125,0,-0.20455,11.1760456848755,215.36133481583,4.253,0,1.65493672275991,0,0,0,3,29040.8257018933,6.9985096422506,107,0,0,0,0
DTXSID9027603,NaN,5.92,[2.57:13.05],1,0.179,0.512,111988-49-9,54-11-5,123312-89-0,1131-64-2,23103-98-2,HOKKPVIRMVDYPB-UHFFFAOYSA-N,SNICXCGAKADSCV-UHFFFAOYSA-N,XZCIYWQHDFDJIN-UHFFFAOYSA-N,JWPGJSVJDAJRLW-UHFFFAOYSA-N,YFGYUFNIOHWBOB-UHFFFAOYSA-N,DTXSID7034961,DTXSID1020930,DTXSID2032637,DTXSID7022885,DTXSID1032569,2.57,4.44,8.61,3.98,22.53,9.03,3.73,4.7,6.38,5.53,0,0,0,6,8.8567704758354,1.66840136054422,0.003,0,2,1.62797004132231,4.55387689160054,0,152.149096863141,2.482,3.24045256011961,0,0.125,5.49203686182171,76.821982659396,-2.112,0,0,0,0,0,0,12062.6112266948,5.85507192220243,16,0,0,0,0
DTXSID8022959,49.8,49.79,[47.44:52.14],1,1,0.925,577-11-7,3026-63-9,1000413-72-8,77-90-7,94-28-0,HNSDLXPSAYFUHK-UHFFFAOYSA-N,QTUIJRIDZOSXHJ-UHFFFAOYSA-N,BZCALJIHZVNMGJ-UHFFFAOYSA-N,QZCLKYGREBVARF-UHFFFAOYSA-N,FRQDZJMEHSJOPU-UHFFFAOYSA-N,DTXSID8022959,DTXSID4042418,?,DTXSID2026446,DTXSID3026564,49.8,43.1,5.25,261,22.62,26.78,64.11,9.35,57.06,31.81,5.40652608614028,5.40652608614028,0.461096105874244,0,11.4671070326215,5.13269900939408,0.003,4,0,0.692364460695529,5.25227342804663,2.56856760741556,145.633673680584,1.797,3.42782000501154,0,-0.375,17.0576952395051,184.430655919847,5.04,0,0,0,0,0,0,29795.3177785679,6.6682282484174,39,0,0,0,0
