MoleculeID,LogKM_exp,LogKM_pred,KM_predRange,AD_KM,AD_index_KM,Conf_index_KM,KM_CAS_neighbor_1,KM_CAS_neighbor_2,KM_CAS_neighbor_3,KM_CAS_neighbor_4,KM_CAS_neighbor_5,KM_InChiKey_neighbor_1,KM_InChiKey_neighbor_2,KM_InChiKey_neighbor_3,KM_InChiKey_neighbor_4,KM_InChiKey_neighbor_5,KM_DTXSID_neighbor_1,KM_DTXSID_neighbor_2,KM_DTXSID_neighbor_3,KM_DTXSID_neighbor_4,KM_DTXSID_neighbor_5,LogKM_Exp_neighbor_1,LogKM_Exp_neighbor_2,LogKM_Exp_neighbor_3,LogKM_Exp_neighbor_4,LogKM_Exp_neighbor_5,LogKM_pred_neighbor_1,LogKM_pred_neighbor_2,LogKM_pred_neighbor_3,LogKM_pred_neighbor_4,LogKM_pred_neighbor_5,MAXDP,nCl,nHBDon,nHBa,SpMax_Dt,SaasC,ATS5e,VAdjMat,nF9HeteroRing,GATS8c,GATS1v,SpMax_Dzv
DTXSID1024629,NaN,-0.1,[-0.94:0.69],1,0.268,0.399,81406-37-3,91-96-3,117-81-7,67614-33-9,52918-63-5,OLZQTUCTGLHFTQ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,OWZREIFADZCYQD-UHFFFAOYSA-N,DTXSID5034303,DTXSID5059034,DTXSID5020607,DTXSID3020621,DTXSID8020381,-0.61,-1.5,0.44,0.69,0.51,0.05,-0.49,0.27,0.44,0.24,4.02483785702009,0,1,4,243.404801994368,0,914.685880000001,5.85798099512757,0,0.586318314133334,1.09783256239697,191.794009979111
DTXSID1044980,NaN,-1.09,[-1.3:-0.86],1,0.362,0.623,1490-04-6,120-71-8,2631-40-5,527-60-6,103-69-5,NOOLISFMXDJSKH-UHFFFAOYSA-N,WXWCDTXEKCVRRO-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,BPRYUXCVCCNUFE-UHFFFAOYSA-N,OJGMBLNIHDZDGS-UHFFFAOYSA-N,DTXSID8029650,DTXSID1020350,DTXSID6042072,DTXSID7022049,DTXSID1025271,-1.19,-1,-1.25,-1.3,-0.65,-0.54,-0.85,-0.78,-0.91,-0.85,2.21278195074326,0,1,2,39.9915290406295,0,356.880472,4.4594316186373,0,0.368658596631687,1.48388247644682,44.8001975424978
DTXSID5047164,NaN,-1.06,[-1.29:-0.82],1,0.536,0.702,78-59-1,579-10-2,2212-67-1,612-22-6,91-23-6,HJOVHMDZYOCNQW-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,PXWYZLWEKCMTEZ-UHFFFAOYSA-N,CFBYEGUGFPZCNF-UHFFFAOYSA-N,DTXSID8020759,DTXSID8060373,DTXSID6024206,DTXSID4073209,DTXSID3020962,-1.29,-1.12,-1.08,-0.56,-1.04,-0.86,-0.89,-1.19,-0.89,-0.89,3.72606859410431,0,0,2,43.4160831380734,0,293.05812,4.32192809488736,0,0.00838256402962929,1.33207706302422,27.9271870967753
DTXSID0023086,NaN,0.04,[-0.95:1.03],0,0.094,0.286,107-50-6,91-96-3,119-47-1,78-42-2,117-81-7,GSANOGQCVHBHIF-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,DTXSID8059348,DTXSID5059034,DTXSID4020870,DTXSID0021414,DTXSID5020607,1.48,-1.5,0.03,-0.29,0.44,1.68,-0.49,-0.24,0.8,0.27,5.89277048013114,0,3,6,557.471409572941,0,3277.69134,6.20945336562895,0,1.42011680291536,1.17922492581555,210.944276181073
DTXSID80585042,NaN,-0.69,[-1.1:-0.28],1,0.327,0.546,5124-25-4,25311-71-1,36335-67-8,66332-96-5,91-96-3,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,OEYOMNZEMCPTKN-UHFFFAOYSA-N,PTCGDEVVHUXTMP-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,DTXSID8052148,DTXSID8032417,DTXSID5058068,DTXSID8024109,DTXSID5059034,-0.66,-0.51,-0.2,-0.61,-1.5,-0.73,0.07,0.1,-0.34,-0.49,4.77721726190476,0,2,5,147.360249075528,0.872399428907366,763.243088000001,5.39231742277876,0,0.707078702682947,1.07332140768375,110.311826025265
DTXSID0064541,NaN,-0.43,[-1.02:0.16],1,0.434,0.52,2636-26-2,544-01-4,2212-67-1,579-10-2,2173-57-1,SCKHCCSZFPSHGR-UHFFFAOYSA-N,AQZGPSLYZOOYQP-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,XOHIHZHSDMWWMS-UHFFFAOYSA-N,DTXSID0041806,DTXSID8052198,DTXSID6024206,DTXSID8060373,DTXSID1051484,0.23,-0.45,-1.08,-1.12,0.23,-0.6,0.52,-1.19,-0.89,0.29,2.49065682651661,0,0,2,48.9797220519883,0,413.745636,4.70043971814109,0,0.204651377842719,1.26255545952885,54.0847411594266
DTXSID5064542,NaN,-0.19,[-1.09:0.71],0,0.119,0.341,91-96-3,5124-25-4,119-47-1,3864-99-1,3846-71-7,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,UWSMKYBKUPAEJQ-UHFFFAOYSA-N,LHPPDQUVECZQSW-UHFFFAOYSA-N,DTXSID5059034,DTXSID8052148,DTXSID4020870,DTXSID4038893,DTXSID4052059,-1.5,-0.66,0.03,0.72,0.89,-0.49,-0.73,-0.24,0.79,0.66,6.13394396817241,2,4,8,453.523502276857,4.95584718366699,799.467585000001,6.08746284125034,1,0.875759935159153,0.655274019465373,202.317023494761
DTXSID7031458,NaN,-0.89,[-1.23:-0.55],1,0.238,0.549,94-52-0,2243-62-1,479-27-6,3296-90-0,88-98-2,XPAZGLFMMUODDK-UHFFFAOYSA-N,KQSABULTKYLFEV-UHFFFAOYSA-N,YFOOEYJGMMJJLS-UHFFFAOYSA-N,CHUGKEQJSLOLHL-UHFFFAOYSA-N,ILUAAIDVFMVTAU-UHFFFAOYSA-N,DTXSID8020965,DTXSID3020916,DTXSID6044432,DTXSID9020164,DTXSID80861676,-1.15,-0.52,-0.73,-1.4,-0.57,-0.88,-0.88,-0.8,-0.65,-1.05,2.9045030234316,0,2,2,71.1747578020612,0.958888888888889,229.939804,4.4594316186373,1,0.919183337931891,0.816790735499875,21.3948568875994
DTXSID7052446,NaN,-0.82,[-1.14:-0.52],1,0.427,0.617,88-98-2,479-27-6,3296-90-0,2243-62-1,122-34-9,ILUAAIDVFMVTAU-UHFFFAOYSA-N,YFOOEYJGMMJJLS-UHFFFAOYSA-N,CHUGKEQJSLOLHL-UHFFFAOYSA-N,KQSABULTKYLFEV-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,DTXSID80861676,DTXSID6044432,DTXSID9020164,DTXSID3020916,DTXSID4021268,-0.57,-0.73,-1.4,-0.52,-0.94,-1.05,-0.8,-0.65,-0.88,-0.91,3.40046296296296,0,2,2,47.6603184921517,2.73546296296296,403.409224,4.4594316186373,0,0,1.01563506373024,22.4934919485878
DTXSID6044721,NaN,-1.2,[-1.32:-1.08],1,0.354,0.651,1490-04-6,96-29-7,75-65-0,527-60-6,120-71-8,NOOLISFMXDJSKH-UHFFFAOYSA-N,WHIVNJATOVLWBW-UHFFFAOYSA-N,DKGAVHZHDRPRBM-UHFFFAOYSA-N,BPRYUXCVCCNUFE-UHFFFAOYSA-N,WXWCDTXEKCVRRO-UHFFFAOYSA-N,DTXSID8029650,DTXSID1021821,DTXSID8020204,DTXSID7022049,DTXSID1020350,-1.19,-1.33,-1.13,-1.3,-1,-0.54,-0.85,-1.02,-0.91,-0.85,2.72277777777778,0,1,2,16.0682795514605,0,433.859328,4,0,0,1.64512515827446,19.1909660556102
DTXSID40890043,NaN,-0.64,[-1.14:-0.14],0,0.057,0.387,16958-92-2,91-96-3,5124-25-4,83-79-4,119-47-1,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,DTXSID9027786,DTXSID5059034,DTXSID8052148,DTXSID6021248,DTXSID4020870,-0.43,-1.5,-0.66,-0.59,0.03,0.83,-0.49,-0.73,0.6,-0.24,5.61569621529342,1,6,15,927.052803377217,-1.93585329287829,1547.661223,6.78135971352466,0,0.966569422347799,0.760664086075898,444.90129171821
DTXSID5035799,NaN,-1.01,[-1.34:-0.68],0,0.258,0.556,3296-90-0,88-98-2,144-19-4,122-34-9,479-27-6,CHUGKEQJSLOLHL-UHFFFAOYSA-N,ILUAAIDVFMVTAU-UHFFFAOYSA-N,JCTXKRPTIMZBJT-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,YFOOEYJGMMJJLS-UHFFFAOYSA-N,DTXSID9020164,DTXSID80861676,DTXSID8027113,DTXSID4021268,DTXSID6044432,-1.4,-0.57,-1.34,-0.94,-0.73,-0.65,-1.05,-1.01,-0.91,-0.8,2.58458333333333,0,3,4,15.4047668643295,0,98.97876,3.8073549220576,0,0,1.22135471456194,18.2093177726448
DTXSID20889995,NaN,-0.32,[-1.16:0.52],0,0.097,0.313,91-96-3,5124-25-4,119-47-1,120068-36-2,120068-37-3,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,LGHZJDKSVUTELU-UHFFFAOYSA-N,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,DTXSID5059034,DTXSID8052148,DTXSID4020870,DTXSID6074750,DTXSID4034609,-1.5,-0.66,0.03,1.05,-0.21,-0.49,-0.73,-0.24,-0.25,0.56,6.44260933673481,0,5,12,519.768818289019,-3.22624095155551,1226.78169,6.24792751344359,0,1.15987582988017,0.698523037458549,211.957323292611
DTXSID80890002,NaN,-0.65,[-1.15:-0.15],0,0.073,0.391,16958-92-2,91-96-3,5124-25-4,83-79-4,119-47-1,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,DTXSID9027786,DTXSID5059034,DTXSID8052148,DTXSID6021248,DTXSID4020870,-0.43,-1.5,-0.66,-0.59,0.03,0.83,-0.49,-0.73,0.6,-0.24,5.51091051666157,1,5,12,719.78846771583,1.10506727985335,1433.654837,6.61470984411521,0,1.00399801859534,0.804828650162101,396.133005827793
DTXSID90890058,NaN,-0.03,[-1.46:1.4],0,0.027,0.1,16958-92-2,91-96-3,83-79-4,1544-19-0,78-42-2,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,NILNWNGNABYYHH-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,DTXSID9027786,DTXSID5059034,DTXSID6021248,DTXSID20165620,DTXSID0021414,-0.43,-1.5,-0.59,2.79,-0.29,0.83,-0.49,0.6,0.21,0.8,6.36260699561953,0,8,20,1509.66944513533,-1.21891652420913,2142.111424,7.32192809488736,0,0.800926962295782,0.834661861951205,1163.51591070624
DTXSID7072048,NaN,-0.11,[-1.5:1.33],0,0.038,0.1,16958-92-2,91-96-3,83-79-4,5124-25-4,1544-19-0,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,NILNWNGNABYYHH-UHFFFAOYSA-N,DTXSID9027786,DTXSID5059034,DTXSID6021248,DTXSID8052148,DTXSID20165620,-0.43,-1.5,-0.59,-0.66,2.79,0.83,-0.49,0.6,-0.73,0.21,5.83732925236839,0,7,16,1396.5130428328,-2.76211556674424,1974.635836,7.10852445677817,0,0.824670520869575,0.75824565207616,698.153058563252
DTXSID10867904,NaN,0.38,[-0.43:1.48],0,0.093,0.197,16958-92-2,78-42-2,117-81-7,1544-19-0,67614-33-9,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,NILNWNGNABYYHH-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,DTXSID9027786,DTXSID0021414,DTXSID5020607,DTXSID20165620,DTXSID3020621,-0.43,-0.29,0.44,2.79,0.69,0.83,0.8,0.27,0.21,0.44,6.17028752104297,0,0,6,612.798005278975,0.440202259216305,2215.099596,6.58496250072116,0,1.59493551081338,1.35475120130738,568.753341887408
DTXSID0027642,NaN,-0.71,[-1.21:-0.21],0,0.219,0.484,5124-25-4,91-96-3,119-47-1,97-23-4,66332-96-5,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,PTCGDEVVHUXTMP-UHFFFAOYSA-N,DTXSID8052148,DTXSID5059034,DTXSID4020870,DTXSID6021824,DTXSID8024109,-0.66,-1.5,0.03,-0.51,-0.61,-0.73,-0.49,-0.24,-0.43,-0.34,4.83958593701739,1,3,7,295.31612801612,0.3695446414987,720.257055,5.8073549220576,0,0.83161808136842,0.739289681083002,125.215919060431
DTXSID90990466,NaN,-0.84,[-1.45:-0.23],0,0.122,0.414,5124-25-4,91-96-3,119-47-1,97-23-4,603-11-2,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,KFIRODWJCYBBHY-UHFFFAOYSA-N,DTXSID8052148,DTXSID5059034,DTXSID4020870,DTXSID6021824,DTXSID9060528,-0.66,-1.5,0.03,-0.51,-1.57,-0.73,-0.49,-0.24,-0.43,-0.79,4.83472395352897,0,5,9,291.141137623311,-1.36293113860331,852.631383,5.85798099512757,0,1.01838174119056,0.738550116402323,123.23389853129
DTXSID10890075,NaN,-0.46,[-1.3:0.38],0,0.144,0.324,91-96-3,5124-25-4,120068-36-2,81406-37-3,120068-37-3,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,LGHZJDKSVUTELU-UHFFFAOYSA-N,OLZQTUCTGLHFTQ-UHFFFAOYSA-N,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,DTXSID5059034,DTXSID8052148,DTXSID6074750,DTXSID5034303,DTXSID4034609,-1.5,-0.66,1.05,-0.61,-0.21,-0.49,-0.73,-0.25,0.05,0.56,6.16435150965379,2,3,12,377.552217134504,0.921152073910634,930.108019,6.20945336562895,0,0.674956244997555,0.759552721146234,250.085924294886
DTXSID8029284,NaN,-1.04,[-1.28:-0.8],1,0.549,0.707,78-59-1,579-10-2,2212-67-1,612-22-6,91-23-6,HJOVHMDZYOCNQW-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,PXWYZLWEKCMTEZ-UHFFFAOYSA-N,CFBYEGUGFPZCNF-UHFFFAOYSA-N,DTXSID8020759,DTXSID8060373,DTXSID6024206,DTXSID4073209,DTXSID3020962,-1.29,-1.12,-1.08,-0.56,-1.04,-0.86,-0.89,-1.19,-0.89,-0.89,4.30208333333333,0,0,1,51.8534218825256,0,391.283016,4.58496250072116,0,0,1.20336175661348,28.6278793603886
DTXSID6020690,NaN,0.3,[-0.51:1.22],1,0.241,0.326,115-32-2,97-23-4,91-94-1,156052-68-5,101-14-4,UOAMTSKGCBMZTC-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,SOUGWDPPRBKJEX-UHFFFAOYSA-N,IBOFVQJTBBUKMU-UHFFFAOYSA-N,DTXSID4020450,DTXSID6021824,DTXSID6020432,DTXSID9032581,DTXSID5020865,1.99,-0.51,-0.13,0.16,-0.15,0.05,-0.43,-0.57,0.43,-0.29,4.52194605414182,6,2,8,153.234383740583,11.3734147280311,442.98515,5.39231742277876,0,0.96078785974397,0.472569850964526,69.165518648766
DTXSID2028985,NaN,0.42,[-0.13:0.89],0,0.202,0.458,3864-99-1,83-79-4,3846-71-7,67614-33-9,117-81-7,UWSMKYBKUPAEJQ-UHFFFAOYSA-N,JUVIOZPCNVVQFO-UHFFFAOYSA-N,LHPPDQUVECZQSW-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,DTXSID4038893,DTXSID6021248,DTXSID4052059,DTXSID3020621,DTXSID5020607,0.72,-0.59,0.89,0.69,0.44,0.79,0.6,0.66,0.44,0.27,5.62424209498614,0,1,2,358.745209591973,5.04176209372638,1536.183212,6.08746284125034,1,1.11982632647903,0.900425142564835,158.011663432112
DTXSID1052450,NaN,0.12,[-1.25:1.49],0,0.064,0.106,16958-92-2,91-96-3,78-42-2,117-81-7,1544-19-0,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,NILNWNGNABYYHH-UHFFFAOYSA-N,DTXSID9027786,DTXSID5059034,DTXSID0021414,DTXSID5020607,DTXSID20165620,-0.43,-1.5,-0.29,0.44,2.79,0.83,-0.49,0.8,0.27,0.21,5.38941173602575,0,4,10,667.660060342602,5.69541744925777,2478.166924,6.64385618977472,0,0.609133915128507,1.19703559556572,602.582733175317
DTXSID9044829,NaN,-0.28,[-0.92:0.36],1,0.397,0.493,85-68-7,119-12-0,84-74-2,13936-21-5,19666-30-9,IRIAEXORFWYRCZ-UHFFFAOYSA-N,CXJSOEPQXUCJSA-UHFFFAOYSA-N,DOIRQSBPFJWKBE-UHFFFAOYSA-N,UMWZLYTVXQBTTE-UHFFFAOYSA-N,CHNUNORXWHYHNE-UHFFFAOYSA-N,DTXSID3020205,DTXSID2042355,DTXSID2021781,DTXSID1065681,DTXSID3024239,-1.03,-0.7,-0.4,0.2,0.77,-0.4,-0.29,-0.4,-0.73,0.06,5.26697641093474,0,0,3,165.73091315069,2.93657395201122,804.740640000002,5.52356195605701,0,1.42062620591222,1.02745946177943,107.019730418018
DTXSID10883220,NaN,-0.84,[-1.17:-0.52],0,0.275,0.562,3296-90-0,88-98-2,479-27-6,122-34-9,2243-62-1,CHUGKEQJSLOLHL-UHFFFAOYSA-N,ILUAAIDVFMVTAU-UHFFFAOYSA-N,YFOOEYJGMMJJLS-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,KQSABULTKYLFEV-UHFFFAOYSA-N,DTXSID9020164,DTXSID80861676,DTXSID6044432,DTXSID4021268,DTXSID3020916,-1.4,-0.57,-0.73,-0.94,-0.52,-0.65,-1.05,-0.8,-0.91,-0.88,2.99305555555556,0,3,5,22.0627027486348,0,163.766592,4.16992500144231,0,0,0.976837696844066,22.7056364206619
DTXSID90867922,NaN,NaN,NA,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,4,584.731359552077,0,646.343248000001,6.28540221886225,1,1.0390010648945,0.958559154699182,NaN
DTXSID8029105,NaN,-0.9,[-1.07:-0.73],1,0.538,0.73,88-19-7,96-96-8,98-10-2,2042-14-0,5428-54-6,YCMLQMDWSXFTIF-UHFFFAOYSA-N,QFMJFXFXQAFGBO-UHFFFAOYSA-N,KHBQMWCZKVMBLN-UHFFFAOYSA-N,BQEXDUKMTVYBRK-UHFFFAOYSA-N,UMFDLIXUUJMPSI-UHFFFAOYSA-N,DTXSID7021362,DTXSID3044750,DTXSID1059159,DTXSID90879085,DTXSID4063874,-0.89,-0.87,-0.71,-0.8,-1.24,-0.83,-0.85,-0.68,-0.91,-0.66,3.87009637188209,0,1,3,45.9135341806194,1.33898148148148,221.845774,4.4594316186373,0,0.482289310821745,0.939444343330027,21.1801579299527
DTXSID4036485,NaN,-0.36,[-1.2:0.48],0,0.136,0.328,91-96-3,5124-25-4,119-47-1,120068-36-2,120068-37-3,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,LGHZJDKSVUTELU-UHFFFAOYSA-N,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,DTXSID5059034,DTXSID8052148,DTXSID4020870,DTXSID6074750,DTXSID4034609,-1.5,-0.66,0.03,1.05,-0.21,-0.49,-0.73,-0.24,-0.25,0.56,6.28555165393369,0,4,9,426.45318783321,-0.196226290836451,1028.945512,6,0,0.962123548002053,0.755006137691867,157.657081670677
DTXSID0044496,NaN,-0.9,[-1.29:-0.42],1,0.409,0.61,2212-67-1,298-04-4,579-10-2,78-59-1,78-40-0,DEDOPGXGGQYYMW-UHFFFAOYSA-N,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,DQWPFSLDHJDLRL-UHFFFAOYSA-N,DTXSID6024206,DTXSID0022018,DTXSID8060373,DTXSID8020759,DTXSID8026228,-1.08,0.03,-1.12,-1.29,-1.09,-1.19,0.02,-0.89,-0.86,-1.06,3.88393857079869,0,0,2,58.8526573012441,0,418.991468,4.58496250072116,0,0.77106299736997,1.36278178963739,41.2804012796013
DTXSID4022109,NaN,-0.32,[-0.76:0.12],1,0.369,0.572,298-04-4,100-17-4,2497-06-5,18516-37-5,2980-71-4,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,BNUHAJGCKIQFGE-UHFFFAOYSA-N,BKVJOVPVLOJPKJ-UHFFFAOYSA-N,SJVKHZYVCVKEGM-UHFFFAOYSA-N,YLZQHQUVNZVGOK-UHFFFAOYSA-N,DTXSID0022018,DTXSID9059208,DTXSID8041901,DTXSID60171725,DTXSID40183942,0.03,-0.95,-0.67,0.17,-0.06,0.02,-0.48,-0.44,0.59,0.52,3.72011141030486,0,0,2,55.5240752219757,0,413.48606,4.58496250072116,0,1.44360762463722,1.36278178963739,43.7021975630169
DTXSID9072078,NaN,-0.35,[-1.19:0.49],0,0.08,0.296,91-96-3,5124-25-4,119-47-1,120068-36-2,16958-92-2,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,LGHZJDKSVUTELU-UHFFFAOYSA-N,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,DTXSID5059034,DTXSID8052148,DTXSID4020870,DTXSID6074750,DTXSID9027786,-1.5,-0.66,0.03,1.05,-0.43,-0.49,-0.73,-0.24,-0.25,0.83,5.54787446723028,1,5,13,656.973407388242,-2.61239627370233,1459.651253,6.49185309632967,0,1.16258155460365,0.773553308846919,301.974909887984
DTXSID8032671,NaN,-0.7,[-1.13:-0.27],1,0.428,0.569,15972-60-8,84-74-2,2597-03-7,3761-42-0,26087-47-8,XCSGPAVHZFQHGE-UHFFFAOYSA-N,DOIRQSBPFJWKBE-UHFFFAOYSA-N,XAMUDJHXFNRLCY-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,FCOAHACKGGIURQ-UHFFFAOYSA-N,DTXSID1022265,DTXSID2021781,DTXSID6042280,DTXSID6041975,DTXSID7058040,-1.1,-0.4,-0.75,-0.03,-1.2,-0.39,-0.4,-0.22,-0.47,-0.45,5.30310941043084,0,0,5,109.446364697513,2.57209467120181,906.765335999999,5.32192809488736,0,0.775631529597488,1.21459705520254,84.5435104334253
DTXSID70892454,NaN,-0.76,[-0.97:-0.55],0,0.291,0.632,88-98-2,122-34-9,1912-24-9,479-27-6,2243-62-1,ILUAAIDVFMVTAU-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,YFOOEYJGMMJJLS-UHFFFAOYSA-N,KQSABULTKYLFEV-UHFFFAOYSA-N,DTXSID80861676,DTXSID4021268,DTXSID9020112,DTXSID6044432,DTXSID3020916,-0.57,-0.94,-1.05,-0.73,-0.52,-1.05,-0.91,-0.86,-0.8,-0.88,2.4825461388259,0,3,4,57.1964249133575,1.64402636054422,296.229476,4.58496250072116,0,0.536003418581429,0.943860245696516,37.5855420644085
DTXSID90990941,NaN,0.45,[-0.92:1.82],0,0.195,0.156,78-42-2,117-81-7,1544-19-0,67614-33-9,91-96-3,GTVWRXDRKAHEAD-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,NILNWNGNABYYHH-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,CRRLDLPBQWRVGN-UHFFFAOYSA-N,DTXSID0021414,DTXSID5020607,DTXSID20165620,DTXSID3020621,DTXSID5059034,-0.29,0.44,2.79,0.69,-1.5,0.8,0.27,0.21,0.44,-0.49,5.19564285925206,0,1,7,254.887016563272,0,1435.45602,6.04439411935845,0,1.32029244172178,1.41423437661817,283.635262067443
DTXSID2049719,NaN,-0.49,[-1.11:0.13],0,0.052,0.389,91-96-3,5124-25-4,119-47-1,97-23-4,80-05-7,CRRLDLPBQWRVGN-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,IISBACLAFKSPIT-UHFFFAOYSA-N,DTXSID5059034,DTXSID8052148,DTXSID4020870,DTXSID6021824,DTXSID7020182,-1.5,-0.66,0.03,-0.51,0.27,-0.49,-0.73,-0.24,-0.43,-0.43,4.52157344030433,0,10,18,201.719889953568,0,1581.722892,6,0,1.39163471006442,1.20558039520605,227.934247798981
DTXSID6028995,NaN,0.64,[-0.43:1.8],0,0.182,0.208,117-81-7,78-42-2,1544-19-0,16958-92-2,67614-33-9,BJQHLKABXJIVAM-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,NILNWNGNABYYHH-UHFFFAOYSA-N,LZJUZSYHFSVIGJ-UHFFFAOYSA-N,NYPJDWWKZLNGGM-UHFFFAOYSA-N,DTXSID5020607,DTXSID0021414,DTXSID20165620,DTXSID9027786,DTXSID3020621,0.44,-0.29,2.79,-0.43,0.69,0.27,0.8,0.21,0.83,0.44,4.45214424029732,0,0,7,272.90811638486,0,1223.893704,5.85798099512757,0,1.35608991982993,1.47290645141331,324.434878828017
